conveyor,month,all_salary,workers,avg_pay,attrition,cus1,cus1ps,cus2,cus2ps,cus3,cus3ps,cus4,cus4ps,cus5,cus5ps,allps,cus1price,cus2price,cus3price,totalPairSale,avgprice,minprice,maxprice,numbuyers,numstyles,numartno,numbatches,cus6,cus6ps,cus1share,pschange,stylesch,artnoch,mbordering,mbleadtime,mbpricing,mbpay
C-4,6,574982,66,8711.848485,0.029411765,Crown,19813,PortLand,2690,,,,,,,22503,16.68990266,21.95000076,,389722.5435,17.31869278,16.68990266,21.95000076,2,9,6,16,,,88.04603831,105.0200437,0,0,3,2,3,2
C-4,7,580577,65,8931.953846,0.015151515,Crown,33560,,,,,,,,,33560,17.11803366,,,574481.2096,17.11803366,17.11803366,17.11803366,1,23,14,48,,,100,49.1356708,14,8,3,2,3,2
C-4,8,544312.9,62,8779.240323,0.046153846,Crown,18669,,,,,,,,,18669,16.56098684,,,309177.0634,16.56098684,16.56098684,16.56098684,1,15,6,18,,,100,-44.37127533,-8,-8,3,2,3,2
C-4,9,565589.9,60,9426.498333,0.032258065,Crown,29454,,,,,,,,,29454,16.11296565,,,474591.2903,16.11296565,16.11296565,16.11296565,1,23,9,42,,,100,57.76956452,8,3,3,2,3,2
C-5,1,719533.3,91,7906.959341,,Crown,18810,,,,,,,,,18810,15.18467784,,,285623.7902,15.18467784,15.18467784,15.18467784,1,14,5,21,,,100,,,,3,2,3,2
C-5,2,687405.7,87,7901.214943,0.043956044,Crown,17488,,,,,,,,,17488,15.71335742,,,274795.1945,15.71335742,15.71335742,15.71335742,1,9,5,14,,,100,-7.028176502,-5,0,3,2,3,2
C-5,3,607569,74,8210.391892,0.149425287,Crown,13544,Rhino,756,,,,,,,14300,14.78982816,22.14999962,,217058.8323,15.17893932,14.78982816,22.14999962,2,11,7,14,,,94.71328671,-18.22964318,2,2,3,2,3,2
C-5,4,581120.2,75,7748.269333,0,Crown,1932,,,,,,,,,1932,15.27024869,,,29502.12046,15.27024869,15.27024869,15.27024869,1,3,2,3,,,100,-86.48951049,-8,-5,3,2,3,2
C-5,5,563270.6,73,7716.035616,0.026666667,Crown,17436,,,,,,,,,17436,16.02606308,,,279430.4359,16.02606308,16.02606308,16.02606308,1,13,5,16,,,100,802.484472,10,3,3,2,3,2
C-5,6,449872.9,61,7374.965574,0.164383562,Crown,5567,,,,,,,,,5567,16.36391376,,,91097.90792,16.36391376,16.36391376,16.36391376,1,4,3,6,,,100,-68.07180546,-9,-2,3,2,3,2
C-5,7,441398.6,54,8174.048148,0.114754098,Crown,40211,,,,,,,,,40211,16.62922545,,,668677.7846,16.62922545,16.62922545,16.62922545,1,20,13,23,,,100,622.3100413,16,10,3,2,3,2
C-5,8,442730.9,55,8049.652727,0,Crown,23221,,,,,,,,,23221,16.95953236,,,393817.3009,16.95953236,16.95953236,16.95953236,1,13,8,16,,,100,-42.25212007,-7,-5,3,2,3,2
C-5,9,502127.2,57,8809.249123,0,Crown,20807,,,,,,,,,20807,16.58358503,,,345054.6537,16.58358503,16.58358503,16.58358503,1,21,10,30,,,100,-10.39576246,8,2,3,2,3,2
C-6,1,703316.7,101,6963.531683,,Crown,16570,,,,,,,,,16570,15.54724265,,,257617.8107,15.54724265,15.54724265,15.54724265,1,11,8,21,,,100,,,,3,2,3,2
C-6,2,945164.9,130,7270.499231,0,Crown,11083,,,,,,,,,11083,15.25874156,,,169112.6327,15.25874156,15.25874156,15.25874156,1,7,7,10,,,100,-33.11406156,-4,-1,3,2,3,2
C-6,3,1066021.4,149,7154.50604,0,Crown,27210,,,,,,,,,27210,15.54492234,,,422977.3368,15.54492234,15.54492234,15.54492234,1,7,5,10,,,100,145.5111432,0,-2,3,2,3,2
C-6,4,1023687.7,134,7639.460448,0.100671141,,,,,,,,,,,0,,,,0,,,,0,0,0,0,,,,-100,-7,-5,,,,
C-6,5,958886.2,132,7264.289394,0.014925373,Crown,528,,,,,,,,,528,15.63000011,,,8252.64006,15.63000011,15.63000011,15.63000011,1,1,1,1,,,100,inf,1,1,3,2,3,2
C-6,6,459386.4,72,6380.366667,0.454545455,Crown,13970,,,,,,,,,13970,15.68169874,,,219073.3314,15.68169874,15.68169874,15.68169874,1,3,3,8,,,100,2545.833333,2,2,3,2,3,2
C-6,7,362960.6,58,6257.941379,0.194444444,Crown,6889,,,,,,,,,6889,16.30316887,,,112312.5304,16.30316887,16.30316887,16.30316887,1,3,3,5,,,100,-50.68718683,0,0,3,2,3,2
C-6,8,352655,46,7666.413043,0.206896552,,,,,,,,,,,0,,,,0,,,,0,0,0,0,,,,-100,-3,-3,,,,
C-6,9,298253.1,38,7848.765789,0.173913043,,,,,,,,,,,0,,,,0,,,,0,0,0,0,,,,,0,0,,,,
C-7,6,358132.7,48,7461.097917,,Crown,6681,Rhino,144,,,,,,,6825,15.90043116,20.93000031,,109244.7006,16.00654954,15.90043116,20.93000031,2,5,5,5,,,97.89010989,,,,3,2,3,2
C-7,7,384174.2,49,7840.289796,0,Crown,8390,Rhino,906,Sparky,12,,,,,9308,18.15923493,21.44258302,17.40715408,171991.8471,18.47785208,17.40715408,21.44258302,3,15,9,19,,,90.13751612,36.38095238,10,4,3,2,3,2
C-7,8,400679.3,52,7705.371154,0,Crown,8760,Sparky,1500,,,,,,,10260,18.96253424,17.40715408,,192222.5311,18.73513948,17.40715408,18.96253424,2,12,6,15,,,85.38011696,10.22776107,-3,-3,3,2,3,2
C-7,9,438004.2,53,8264.230189,0,Crown,5380,,,,,,,,,5380,16.24095168,,,87376.32005,16.24095168,16.24095168,16.24095168,1,4,4,6,,,100,-47.56335283,-8,-2,3,2,3,2
