repriskID,company_name,headquarters_country,headquarters_country_isocode,sectors,url,isins,primary_isin,no_reported_risk_exposure
2289033,Wieda Sejahtera; PT (Arjuna Weda),Indonesia,ID,Personal and Household Goods,https://arjunawedabatik.co.id/,,,True
2289264,Ceria Nugraha Indotama; PT (PT CNI; Cerindocorp),Indonesia,ID,Mining,https://cerindocorp.com/,,,False
2289344,Sentosa Kalimantan Jaya; PT (PT SKJ),Indonesia,ID,Food and Beverage,,,,False
2289438,Vidiaelok Lestari Garmindo; PT,Indonesia,ID,Personal and Household Goods | Retail,,,,True
2289499,June Textile Co Ltd,Cambodia,KH,Personal and Household Goods,,,,False
2289563,Maknus Lestari CV,Indonesia,ID,Personal and Household Goods,,,,True
2289664,Kediri Tani Sejahtera; PT (PT KTS),Indonesia,ID,Chemicals,,,,False
2290368,ERHA Clinic Indonesia; PT (Klinik ERHA),Indonesia,ID,Personal and Household Goods,https://erha.co.id/,,,True
2291148,Artsenso Indonesia; PT,Indonesia,ID,Unspecified,,,,True
2291313,Kreasi Cipta Luire; PT,Indonesia,ID,Retail,,,,True
2291714,Kilang Pertamina Internasional; PT,Indonesia,ID,Oil and Gas,,,,False
2291874,Ametis Indogeo Prakarsa; PT,Indonesia,ID,Construction and Materials,,,,False
2291879,Bhumi Prasaja; PT,Indonesia,ID,Construction and Materials,,,,False
2291954,Purnama Karya Nugraha; PT,Indonesia,ID,Construction and Materials,,,,False
22924,Restorasi Ekosistem Indonesia; PT (PT REKI),Indonesia,ID,Forestry,https://hutanharapan.id,,,False
2292608,Trium Putra Prima; PT (Dr. Kevin Shoes),Indonesia,ID,Personal and Household Goods,,,,True
2292658,Prima Dwitama Anugrah; PT,Indonesia,ID,Personal and Household Goods | Retail,,,,True
2292768,Me & B Corp Sdn Bhd (9months Maternity),Indonesia,ID,Personal and Household Goods,https://www.9monthsmaternity.com/,,,True
2292833,Phan Truyen Thong Co Ltd (Lat Sa Ta),Vietnam,VN,Media,,,,True
2293058,Jaya Etika Teknik; PT,Indonesia,ID,Construction and Materials,,,,False
2293189,Zuellig Pharma Vietnam,Vietnam,VN,Pharmaceuticals and Biotechnology,,,,False
2293504,SS Power I Ltd,Bangladesh,BD,Utilities,,,,False
2293674,Stada Vietnam Joint Venture Co Ltd,Vietnam,VN,Pharmaceuticals and Biotechnology,https://www.stadavietnam.com.vn,,,False
2293713,Meghna Group of Industries (MGI),Bangladesh,BD,General Industrials,https://www.mgi.org/,,,False
2293799,Hazrat Enterprise,Bangladesh,BD,Retail,,,,False
2293804,Gelael Pratama; PT,Indonesia,ID,Food and Beverage,,,,False
2293814,Megah Eraraharja; PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,False
2294373,Lingkar Niaga Solusindo; PT,Indonesia,ID,Software and Computer Services,https://www.sirclo.com/contact-us/,,,True
22944,Azim Group Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
2294418,Deshbandhu Group Ltd (DBG),Bangladesh,BD,General Industrials,https://www.dbg.com.bd/,,,False
22946,Savar Sweater Ltd (Savar Sweaters),Bangladesh,BD,Personal and Household Goods,,,,False
2294608,Bashundhara Group Ltd,Bangladesh,BD,General Industrials,http://www.bashundharagroup.com,,,False
2294628,Raju Auto Rice Mills; MS,Bangladesh,BD,Food and Beverage,,,,False
2294668,Sonargaon Flour and Dal Mills Ltd,Bangladesh,BD,Food and Beverage,,,,False
2294693,Haque Flour Mills Ltd,Bangladesh,BD,Food and Beverage,,,,False
22947,Global Specialised Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
2294758,United Feeds Ltd,Bangladesh,BD,Food and Beverage,,,,False
2294798,Aftab Feed Products Ltd,Bangladesh,BD,Food and Beverage,http://www.aftabhatchery.com,,,False
2294898,Gram Bangla Poultry & Fish Feed Ltd,Bangladesh,BD,Food and Beverage,,,,False
2295028,Dreamtech Vietnam Co Ltd,Vietnam,VN,Technology Hardware and Equipment,,,,False
2295058,Trading Corporation of Bangladesh (TCB),Bangladesh,BD,Retail,http://www.tcb.gov.bd,,,False
2295643,Customer Smile; JSC (SmilesCard),Vietnam,VN,Financial Services,,,,True
2295794,Bina Ardi Lestari (BAL); PT,Indonesia,ID,Mining,,,,False
22961,Tien Dat Seafood Processing Co Ltd,Vietnam,VN,Food and Beverage,http://tiendatseafood.com.vn/index_EN.html,,,False
22962,My Xuan Paper Co,Vietnam,VN,Paper,,,,False
2297159,Diganta Sweaters Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
229768,Cardig International; Pt,Indonesia,ID,Retail | Airlines | Financial Services,https://www.cardig.com/,,,True
22984,"Bachdang Shipbuilding Industry Corporation (Bachdang Shipyard and Bachdang Shipbuilding Industry Co., Ltd.)",Vietnam,VN,Industrial Engineering,http://www.bachdangshincorp.com.vn,,,False
2298439,Propitious (Cambodia) Garment Ltd,Cambodia,KH,Personal and Household Goods,,,,False
2298449,L&B Indonesia; PT (PT L&B),Indonesia,ID,Personal and Household Goods,,,,False
2298454,Taekwang Industrial Indonesia; PT,Indonesia,ID,Personal and Household Goods,,,,False
2298489,Vega Textile Ltd,Jordan,JO,Personal and Household Goods,,,,False
2298504,Dragon Sweater & Spinning Ltd (Dragon Group),Bangladesh,BD,Personal and Household Goods,http://www.dsslbd.com/,BD0471DSSL08,BD0471DSSL08,False
2298539,Uni Gears Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
2298584,Sunman Industrial Corporation Ltd (Sunman Group),Bangladesh,BD,Personal and Household Goods,,,,False
2298674,UIC Apparel Manufacturing Co Ltd,Cambodia,KH,Personal and Household Goods,,,,False
2298869,Sumatera Makmur Lestari; PT,Indonesia,ID,Food and Beverage,,,,False
2298924,Bovendigoel Budidaya Sentosa; PT,Indonesia,ID,Food and Beverage,,,,False
2298929,Perkebunan Bovendigoel Sejahtera; PT,Indonesia,ID,Food and Beverage,,,,False
2300048,Varari,Jordan,JO,Software and Computer Services,,,,True
2300063,Adam wa Mishmish,Jordan,JO,Media,https://adamwamishmish.com/,,,True
2300073,Abjjad (Abjjad.com),Jordan,JO,Software and Computer Services,https://www.abjjad.com/,,,True
2300858,Zero Gravity Ventures Ltd (ZGVL),Bangladesh,BD,Retail,,,,True
2300863,Forte Life Assurance (Cambodia) PLC,Cambodia,KH,Insurance,https://www.forteinsurance.com,,,True
2300999,Dhaka South City Corp,Bangladesh,BD,Support Services (Industrial Goods and Services),http://www.dscc.gov.bd/,,,False
2517783,Mujur Timber; PT,Indonesia,ID,Construction and Materials,http://www.mujurtimber.com/,,,False
2301183,Sari Bumi Kawi; PT,Indonesia,ID,Food and Beverage,,,,False
2301193,Rifansi Dwi Putra; PT,Indonesia,ID,Support Services (Industrial Goods and Services),http://www.rifansi.co.id/,,,False
2301313,Fiber@Home Ltd,Bangladesh,BD,Telecommunications,https://www.fiberathome.net/,,,True
2301578,Intersoft Solutions Corp (iSeller),Indonesia,ID,Software and Computer Services,https://www.intersoftsolutions.com/,,,True
2301653,Forte Investment Holdings Co Ltd,Cambodia,KH,Financial Services,,,,True
2301943,Panca Logam Makmur (PLM); PT,Indonesia,ID,Mining,,,,False
2303088,APF Trading PLC (APFT),Cambodia,KH,Software and Computer Services | Financial Services,,,,False
23033,Adaro Energy Indonesia Tbk; PT (Adaro Group; formerly Adaro Energy Tbk; PT),Indonesia,ID,Industrial Transportation | Utilities | Mining | Alternative Energy,https://www.adaro.com/,US00652F1075 | ID1000111305,ID1000111305,False
2303353,Tripos International Cambodia Co Ltd,Cambodia,KH,Personal and Household Goods,,,,False
2303548,Tra Ly Hung Yen Spinning JSC,Vietnam,VN,Personal and Household Goods,,,,True
2304553,Julo Teknologi Finansial; PT,Indonesia,ID,Software and Computer Services | Financial Services,https://www.julo.co.id/,,,True
23046,AKR Corporindo Tbk; PT,Indonesia,ID,Industrial Transportation,http://www.akr.co.id/,US69369P1049 | IDA0000821C7 | ID1000106701,ID1000106701,False
2304873,BSA Shipping Ltd,Bangladesh,BD,Unspecified,,,,True
2305053,RC Real Estate Development & Finance Corp (REFICO),Vietnam,VN,Financial Services,https://refico.com.vn/,,,True
2305573,Cemerlang Samudra Kontrindo; PT,Indonesia,ID,Construction and Materials,http://www.csk.co.id/,,,False
2306348,Pelindo Energi Logisitik (PEL); PT,Indonesia,ID,Oil and Gas,https://www.pel.co.id/?lang=en,,,False
2306353,PLN Indonesia Power; PT (formerly Indonesia Power; PT),Indonesia,ID,Utilities,https://www.indonesiapower.co.id/Default.aspx,,,False
2306358,Benoa Gas Terminal (BGT); PT,Indonesia,ID,Utilities,,,,False
2309133,Kahayan Karyacon; PT,Indonesia,ID,Construction and Materials,,,,False
2309298,Usaha Remaja Mandiri (URM); PT,Indonesia,ID,Construction and Materials,,,,False
2309438,Semen Merah Putih; PT,Indonesia,ID,Construction and Materials,,,,False
2309473,Mentari; PT,Indonesia,ID,Food and Beverage,,,,False
2310658,GOC Food Processing Export JSC,Vietnam,VN,Food and Beverage,http://www.goc-food.com/,,,True
2311728,Viavii Corp,Jordan,JO,Software and Computer Services | Travel and Leisure,https://viavii.com/,,,True
231274,Vincom Retail JSC,Vietnam,VN,Financial Services,,AU0000037376 | VN0VRE120074 | VN000000VRE6,VN000000VRE6,True
23159,Ciputra Development Tbk; PT,Indonesia,ID,Financial Services,https://ciputradevelopment.com/,ID1000115306,ID1000115306,False
231607,Loc Troi Group JSC (formerly Angiang Plant Protection JSC),Vietnam,VN,Chemicals,https://loctroi.vn/,VN000000LTG8,VN000000LTG8,True
2317113,Digoel Kayu Industri; PT,Indonesia,ID,Forestry,,,,False
2317193,Trimegah Karya Utama (TKU); PT,Indonesia,ID,Forestry,,,,False
2317238,Asuransi Ekspor Indonesia (Asuransi ASEI); PT,Indonesia,ID,Insurance,http://www.asei.co.id/id/,,,False
2317508,SK Plantation (Cambodia) Pte Ltd,Cambodia,KH,Food and Beverage,http://www.skplantation.com/services-cambodia.php,,,False
2318778,Tor Ganda; PT (Torganda),Indonesia,ID,Food and Beverage,https://torganda.co.id/,,,False
2319498,Manunggal Sukses Mandiri (MSM); PT,Indonesia,ID,Forestry,,,,False
2319503,Graha Kencana Mulia; PT,Indonesia,ID,Food and Beverage,,,,False
2321708,Indonesian Bureau of Logistics (Badan Urusan Logistik; Bulog),Indonesia,ID,Food and Beverage,http://www.bulog.co.id/,,,False
2321948,GL Finance PLC,Cambodia,KH,Financial Services,https://www.gl-f.com/,,,False
2322548,Vernyx,Indonesia,ID,Personal and Household Goods,https://vernyx.com,,,True
2322793,Panin Investment; PT,Indonesia,ID,Financial Services,,,,False
2322798,Panincorp; PT,Indonesia,ID,Financial Services,,,,False
2322838,Timah Investasi Mineral; PT,Indonesia,ID,Mining,http://pttim.co.id/,,,False
2323393,Indesso Aroma; PT,Indonesia,ID,Food and Beverage,https://www.indesso.com/,,,False
2323668,Mentari Esa Cipta Co; PT,Indonesia,ID,Personal and Household Goods,,,,True
2323968,AA Knitspin Ltd,Bangladesh,BD,Retail,,,,True
2324788,Fiskaragung Perkasa; PT,Indonesia,ID,Food and Beverage,,,,True
2325078,Alif Mulia Jaya Batam (AMJB); PT,Indonesia,ID,Unspecified,,,,False
2325083,Kayla Alam Sentosa (KAS); PT,Indonesia,ID,Unspecified,,,,False
2325173,Brandoville Studios,Indonesia,ID,Media,https://studios.brandoville.com,,,False
2325238,Palma Bumi Lestari: PT,Indonesia,ID,Food and Beverage,,,,False
2325468,Attarat Power Co (APCO),Jordan,JO,Utilities,https://attaratpower.com.jo,,,False
2325568,Phu Nhuan Technical Construction JSC (Ky thuat Xay dung Phu Nhuan; CTCP),Vietnam,VN,Construction and Materials,http://pntc.vn/,VN000000PNT5,VN000000PNT5,True
2325633,Transimex Transportation JSC (Van tai Transimex; CTCP),Vietnam,VN,Industrial Transportation,https://transimextrans.com.vn/,VN000000TOT5,VN000000TOT5,True
2325663,1369 Construction JSC (Xay Dung 1369; CTCP),Vietnam,VN,Construction and Materials | Mining | Financial Services,https://www.cpxd1369.com.vn/,VN000000C697,VN000000C697,True
2325683,Yeakin Polymer Ltd,Bangladesh,BD,General Industrials,http://www.yeakinpolymerbd.com/,BD0241YPL002,BD0241YPL002,True
2325688,Thang Loi International Garment JSC (May Quoc Te Thang Loi; CTCP),Vietnam,VN,Personal and Household Goods | Retail,https://maythangloi.com.vn/,VN000000TLI4,VN000000TLI4,True
2325908,Danh Khoi Group JSC (Tap doan Danh Khoi; CTCP),Vietnam,VN,Financial Services,https://danhkhoi.com.vn/,VN000000NRC7,VN000000NRC7,True
2325913,Ha Noi Consultant and Construction Investment JSC (Tu van va Dau tu xay dung CCIC Ha noi; CTCP),Vietnam,VN,Construction and Materials,http://www.ccichn.com.vn/,,,True
2325918,Ha Noi Transport Station JSC (Ha Noi Bus Station; Ben xe Ha Noi; CTCP),Vietnam,VN,Industrial Transportation,https://benxehanoi.vn/,VN000000HNB0,VN000000HNB0,True
2325953,National Tea Co Ltd,Bangladesh,BD,Chemicals | Food and Beverage,https://www.natcobd.com/,BD0263NTC000,BD0263NTC000,True
2325958,Licogi 12 JSC,Vietnam,VN,Construction and Materials,https;//www.licogi12.com,VN000000L128,VN000000L128,True
2325963,Phoenix Insurance Co Ltd,Bangladesh,BD,Insurance,https://www.phoenixinsurance.com.bd/,BD0707PHOI02,BD0707PHOI02,True
2325973,Bien Ho Tea JSC (Che Bien Ho; CTCP),Vietnam,VN,Food and Beverage,http://bienhotea.com.vn/,VN000000BHG4,VN000000BHG4,True
2326008,MD Pictures Tbk; PT,Indonesia,ID,Media,https://www.mdpictures.com,ID1000144900,ID1000144900,True
2326013,Petro Vietnam Machinery Technology JSC (May Thiet bi Dau khi; CTCP),Vietnam,VN,Industrial Engineering | Oil and Gas,http://vn.pvmachino.vn,VN000000PVM3,VN000000PVM3,True
2326043,Central Plant Protection No 1 JSC,Vietnam,VN,Chemicals,http://www.psc1.com,VN000000BT18,VN000000BT18,True
2326078,Active Fine Chemicals Ltd,Bangladesh,BD,Chemicals,https://www.afchem.com/,BD0483ACFCH9,BD0483ACFCH9,True
2326103,Shira Real Estate Development & Investments PLC,Jordan,JO,Construction and Materials,,JO3127811011,JO3127811011,True
2326268,Zaheen Spinning Ltd,Bangladesh,BD,Personal and Household Goods,https://zaheenspinningltd.com/ltd/,BD0467ZSL004,BD0467ZSL004,True
2326288,Construction and Interior Decoration Materials JSC,Vietnam,VN,Construction and Materials,http://www.cmid.com.vn/default.aspx,VN000000CMD9,VN000000CMD9,True
2326293,Kien Giang Import & Export JSC,Vietnam,VN,Food and Beverage,http://kigimex.com.vn/index.php?newlang=english,VN000000KGM5,VN000000KGM5,True
2326333,Ha Noi Thai Binh Beer JSC,Vietnam,VN,Food and Beverage,http://tbbeco.com.vn/,VN000000BTB0,VN000000BTB0,True
2326463,Bac A Commercial JSB (Bac A Bank),Vietnam,VN,Banks,https://www.baca-bank.vn/,VN0BAB123017 | VN0BAB123082 | VNBAB1220300 | VNBAB1220318 | VNBAB1220326 | VNBAB1230051 | VNBAB1230069 | VNBAB1230077 | VN000000BAB0,VN000000BAB0,True
2326503,Menteng Heritage Realty TBK; PT,Indonesia,ID,Travel and Leisure,https://www.hrme.co.id/,ID1000148505,ID1000148505,True
2326528,Mitra Pemuda TBK; PT,Indonesia,ID,Construction and Materials,,ID1000136807,ID1000136807,True
2326648,Eastland Insurance Co Ltd,Bangladesh,BD,Insurance,http://www.eastlandinsurance.com,BD0708ELND12,BD0708ELND12,True
2326708,Hiep Phuoc Industrial Park JSC,Vietnam,VN,Financial Services,https://www.hiepphuoc.com/en,VN000000HPI0,VN000000HPI0,True
2326723,Bengal Windsor Thermoplastics Ltd,Bangladesh,BD,Personal and Household Goods,https://bengalgroup.com/windsor,BD0231BWTL04,BD0231BWTL04,True
2326873,Bentre Transportation Works Construction JSC (Cong Ty Co Phan Xay Dung Cong Trinh Giao Thong Ben Tre),Vietnam,VN,Construction and Materials,www.tbtco.vn,VN000000TBT2,VN000000TBT2,True
2326893,Phu Tho Tourism Service JSC (Cong Ty Co Phan Dich Vu du Lich Phu Tho),Vietnam,VN,Travel and Leisure,http://phuthotourist.vn/,VN000000DSP8,VN000000DSP8,True
2326903,Bank Harda Internasional Tbk PT,Indonesia,ID,Banks,https://www.bankbhi.co.id/bhi/index.php,ID1000135304,ID1000135304,True
2326908,Mobifone Technical Services JSC (Cong Ty Co Phan Dich Vu Ky Thuat Mobifone),Vietnam,VN,Support Services (Industrial Goods and Services),http://mobifoneservice.com.vn/,VN000000MFS0,VN000000MFS0,True
2326918,Smart Invest Securities JSC,Vietnam,VN,Financial Services,,VN0AAS122011 | VN000000AAS6,VN000000AAS6,True
2326943,Bank Neo Commerce Tbk; PT (formerly Bank Yudha Bhakti Tbk; PT),Indonesia,ID,Banks,https://www.bankneocommerce.co.id/,ID1000133408,ID1000133408,False
2326948,Jasnita Telekomindo Tbk; PT,Indonesia,ID,Telecommunications,https://www.jasnita.co.id/,ID4000044005 | ID1000148604,ID1000148604,True
2326993,Era Mandiri Cemerlang Tbk; PT,Indonesia,ID,Food and Beverage,http://www.indonesiaseafood.net/,ID1000154305,ID1000154305,True
2327188,Bien HOA Building Materials Production and Construction JSC,Vietnam,VN,Construction and Materials,http://www.bbcc.com.vn,VN000000VLB5,VN000000VLB5,True
2327298,Quang Ngai Urban Environment JSC (MOI Truong DO THI Quang Ngai; CTCP),Vietnam,VN,Support Services (Industrial Goods and Services),http://www.moitruongdothiquangngai.com.vn/,,,True
2327313,Berkah Beton Sadaya Tbk; PT,Indonesia,ID,Construction and Materials,https://www.berkahbetonsadaya.com,ID1000159601,ID1000159601,True
2327423,Lang Son Water Supply and Drainage JSC (Cap Thoat Nuoc Lang Son; CTCP),Vietnam,VN,Utilities,http://www.capthoatnuoclangson.com.vn/,VN000000NLS6,VN000000NLS6,True
2327573,Sai Gon Nghe Tinh Beer JSC,Vietnam,VN,Food and Beverage,http://www.vidabeer.vn,VN000000SB19,VN000000SB19,True
2327683,Co Dien Thu Duc; CTCP (Thu Duc Electromechanical JSC) (formerly Thu Duc Electromechanical Co),Vietnam,VN,Electronic and Electrical Equipment,https://www.codientd.com/,VN000000EME3 | VN000000EMC7,VN000000EMC7,True
2327703,Quy Nhon New Port JSC,Vietnam,VN,Industrial Transportation,http://www.quynhonnewport.vn/,VN000000QSP0,VN000000QSP0,True
2327798,Bay Leasing & Investment Ltd,Bangladesh,BD,Financial Services,https://blilbd.com,BD0148BAYLI0,BD0148BAYLI0,False
2327828,Urban Development and Design Consulting JSC,Vietnam,VN,Construction and Materials,http://www.cddc.vn/,VN000000CDO5,VN000000CDO5,True
2327873,Phu Nhuan Trading JSC (PNCo),Vietnam,VN,Travel and Leisure,http://www.pnco.vn/,VN000000PNG2,VN000000PNG2,True
2327888,Song Cam Shipbuilding JSC,Vietnam,VN,Industrial Engineering,https://songcam.vn/en,VN000000SCY2,VN000000SCY2,True
2328083,Hwa Well Textiles (BD) Ltd,Bangladesh,BD,Personal and Household Goods,https://www.hwawelltex.com/,BD0461HWTL09,BD0461HWTL09,True
232810,Trust Line Marine; PT,Indonesia,ID,Industrial Transportation | Support Services (Industrial Goods and Services),,,,True
2328103,Truong Tien Group Group JSC (Tap Doan Truong Tien; CTCP),Vietnam,VN,Personal and Household Goods | Retail,http://truongtiengroup.com.vn/,VN000000MPT7,VN000000MPT7,True
2328133,Quang Ninh Clean Water JSC (Nuoc Sach Quang Ninh; CTCP),Vietnam,VN,Utilities,http://quawaco.com.vn/,VN000000NQN6,VN000000NQN6,True
2328268,Natura City Developments Tbk; PT,Indonesia,ID,Construction and Materials | Financial Services,https://naturacity.co.id/,ID1000145501,ID1000145501,True
2328383,Putra Rajawali Kencana Tbk; PT (Puratrans),Indonesia,ID,Industrial Transportation,https://www.puratrans.com/,ID1000153901,ID1000153901,True
2328453,Ba Ria Urban Services JSC (Dich Vu Do Thi Ba Ria; CTCP),Vietnam,VN,Support Services (Industrial Goods and Services),http://dothibaria.com/,VN000000BRS8,VN000000BRS8,True
2328463,Sheba Metal Casting Co,Jordan,JO,Industrial Metals,https://www.shebametalcasting.com/,JO4122311015,JO4122311015,True
2328503,Son Ha Sai Gon JSC (Son Ha Sai Gon; CTCP),Vietnam,VN,Utilities,https://sonhasg.com.vn/main/lang-en/,VN000000SHA1,VN000000SHA1,True
2328553,Dafam Property Indonesia TBK; PT,Indonesia,ID,Construction and Materials | Financial Services,https://www.dafamproperty.com,ID1000142607,ID1000142607,True
2328568,Southern Waterborne Transport Corp,Vietnam,VN,Industrial Transportation,http://sowatco.com.vn/en/,VN000000SWC6,VN000000SWC6,True
2328588,Solusi Sinergi Digital Tbk; PT,Indonesia,ID,Media | Software and Computer Services,https://surge.co.id,ID1000158504,ID1000158504,True
2328718,Hakkani Pulp and Paper Mills Ltd,Bangladesh,BD,Paper,https://hakkanigroup.com/,BD0510HPPML6,BD0510HPPML6,True
2328728,PV Oil Lube JSC,Vietnam,VN,Oil and Gas,http://www.lube.pvoil.vn/,VN000000PVO9,VN000000PVO9,True
2328753,Ha Noi Water Manufacturing JSC No 3 (CTCP San Xuat Kinh Doanh Nuoc Sach So 3 Ha Noi),Vietnam,VN,Utilities,http://nuocsachso3hn.vn/,,,True
2328788,Bangladesh Building Systems Ltd,Bangladesh,BD,Construction and Materials,http://www.bbspeb.com/,BD0232BBSL09,BD0232BBSL09,True
2328823,Vietnam Ocean Shipping Agency Corp (VOSA),Vietnam,VN,Industrial Transportation,http://vosa.com.vn/,VN000000VSA2,VN000000VSA2,True
2328828,Ibn Al Haytham Hospital Co PSC,Jordan,JO,Health Care Equipment and Services,,JO3127911019,JO3127911019,True
2328888,Hartadinata Abadi Tbk; PT (Hartadinata),Indonesia,ID,Retail,https://www.hartadinataabadi.co.id/en,IDA000103709 | ID1000139405,ID1000139405,True
2328918,Petro Center Corp,Vietnam,VN,Oil and Gas,http://petrocenter.com.vn,VN000000PMG4,VN000000PMG4,True
2328948,Ninh Binh Phosphate Fertilizer JSC,Vietnam,VN,Chemicals,http://www.niferco.com.vn/,VN000000NFC2,VN000000NFC2,True
2329033,Industrial Construction and Investment JSC,Vietnam,VN,Construction and Materials,http://ici.com.vn/,VN000000ICI6,VN000000ICI6,True
2329098,Petroleum General Distribution Services JSC,Vietnam,VN,Retail,https://www.psd.com.vn/,VN000000PSD8,VN000000PSD8,True
2329148,Sky Energy Indonesia Tbk; PT,Indonesia,ID,Alternative Energy,https://www.sky-energy.co.id/,ID1000142102,ID1000142102,True
2329248,Selaras Citra Nusantara Perkasa Tbk; PT,Indonesia,ID,Personal and Household Goods | Retail,https://www.scnp.co.id/,ID1000157308,ID1000157308,True
2329258,Ben Thanh Water Supply JSC (CTCP Cap Nuoc Ben Thanh),Vietnam,VN,Utilities,https://www.capnuocbenthanh.com/,VN000000BTW6,VN000000BTW6,True
2329318,Foodstuff Combina Torial JSC,Vietnam,VN,Food and Beverage,,VN000000FCC5,VN000000FCC5,True
2329403,Licogi Quang Ngai JSC,Vietnam,VN,Construction and Materials,http://licogiqngai.com/,VN000000LQN0,VN000000LQN0,True
2329433,Viwaco JSC,Vietnam,VN,Utilities,http://viwaco.vn/,VN000000VAV6,VN000000VAV6,True
2329448,Zeal Bangla Sugar Mills Ltd,Bangladesh,BD,Food and Beverage,,BD0266ZEALB6,BD0266ZEALB6,True
2329463,Quang TRI General Trading JSC,Vietnam,VN,Food and Beverage,,VN000000SEP6,VN000000SEP6,True
2329613,Kencana Energi Lestari Tbk; PT,Indonesia,ID,Alternative Energy,https://kencanaenergy.com/,ID1000150907,ID1000150907,False
2329638,Mechanical Electrical Construction JSC,Vietnam,VN,Construction and Materials,http://mesc.com.vn/,,,True
2329713,Sinergi Inti Plastindo Tbk; PT,Indonesia,ID,General Industrials,https://sinergiplastama.co.id/,ID1000152101,ID1000152101,True
2329888,Bangladesh Thai Aluminium Ltd,Bangladesh,BD,Industrial Metals,http://www.btaalu.com/,BD0219BDTHI1,BD0219BDTHI1,True
2329908,Phu Tho Cement JSC (Xi Mang Phu Tho; CTCP),Vietnam,VN,Construction and Materials,http://www.ximangphutho.com.vn/,VN000000PTE4,VN000000PTE4,True
2329968,Supe Phot Phat Va Hoa Chat Lam Thao; CTCP (LAFCHEMCO; Lam Thao Fertilizers & Chemicals JSC),Vietnam,VN,Chemicals,https://supelamthao.vn/,VN000000LAS3,VN000000LAS3,True
2330083,Nam Duoc; CTCP (Nam Duoc JSC),Vietnam,VN,Pharmaceuticals and Biotechnology,https://namduoc.vn/,VN000000NDC7,VN000000NDC7,True
2330113,NFC Indonesia TBK; PT,Indonesia,ID,Software and Computer Services,http://www.ptnfc.com,ID1000144504,ID1000144504,True
2330148,Quang Nam Center for Agro Forestry Varieties,Vietnam,VN,Food and Beverage,,,VN000000NNQ6,True
2330418,Cao Bang Iron and Steel JSC,Vietnam,VN,Industrial Metals,https://gtcb.com.vn/,VN000000CBI1,VN000000CBI1,True
2330538,Vietnam Expressway Services JSC,Vietnam,VN,Construction and Materials,http://vecs.com.vn/en/,VN000000VSE4,VN000000VSE4,True
2330553,Xuan Hoa Vietnam JSC,Vietnam,VN,Personal and Household Goods,http://en.xuanhoa.vn/,VN000000XHC7,VN000000XHC7,True
2330583,Cau Duong JSC,Vietnam,VN,Construction and Materials,,VN000000CDG1,VN000000CDG1,True
2330588,Cong Ty CO Phan 22 (22 JSC),Vietnam,VN,Food and Beverage | Personal and Household Goods | Retail,http://congty22.net.vn,VN000000C226,VN000000C226,True
2330613,Capitol Nusantara Indonesia Tbk; PT,Indonesia,ID,Industrial Transportation,http://cani.co.id,ID1000130503,ID1000130503,True
2330673,SCI E&C JSC,Vietnam,VN,Construction and Materials,http://scigroup.vn,VN000000SCI5,VN000000SCI5,True
2330693,Mechanical and Industrial Construction JSC,Vietnam,VN,Industrial Engineering,https://imecovn.com.vn,VN000000IME4,VN000000IME4,True
2330723,Simtex Industries Ltd,Bangladesh,BD,Personal and Household Goods | Retail,http://simtexgroup.com,BD0469SIMTX4,BD0469SIMTX4,True
2330833,Vietha Investment and Trading Co Ltd,Vietnam,VN,Personal and Household Goods,,,,True
2330838,Tra Vinh Urban Project JSC,Vietnam,VN,General Industrials | Support Services (Industrial Goods and Services),http://www.congtrinhdothitravinh.vn/,,,True
2330943,Renwick Jajneswar & Co (BD) Ltd,Bangladesh,BD,Food and Beverage,,BD0215RNWIC9,BD0215RNWIC9,True
2330973,Hanoi Foodstuff JSC,Vietnam,VN,Food and Beverage,http://www.thucphamhanoi.com.vn/vi/trang-chu/,VN000000HAF8,VN000000HAF8,True
2330998,Thuongdinh Footwear JSC,Vietnam,VN,Personal and Household Goods,http://www.thuongdinhfootwear.com.vn/,VN000000GTD5,VN000000GTD5,True
2331073,Hai Phong Public Works and Tourism Services JSC,Vietnam,VN,Support Services (Industrial Goods and Services),http://ctcc.com.vn/,VN000000CDH9,VN000000CDH9,True
2331203,Pymepharco JSC,Vietnam,VN,Pharmaceuticals and Biotechnology,https://www.pymepharco.com/,,VN000000PME9,True
2331248,Manufacturing and Materials Equipment Trading JSC (VVMI; Cong Ty Co Phan San Xuat Va Kinh Doanh Vat Tu Thiet Bi),Vietnam,VN,Construction and Materials,http://vttbvietbac-vvmi.com.vn/,VN000000TB83,VN000000TB83,True
2331253,Trans Power Marine Tbk; PT,Indonesia,ID,Industrial Transportation,http://www.transpowermarine.com/,ID1000126600,ID1000126600,False
2331303,Railway Transport and Trade JSC (Cong Ty Co Phan Van Tai Va Thuong Mai Duong Sat),Vietnam,VN,Industrial Transportation,http://ratraco.vn/,VN000000RAT8,VN000000RAT8,True
2331393,Sonadezi Environment JSC (Moi truong Sonadezi; CTCP),Vietnam,VN,Support Services (Industrial Goods and Services) | Utilities,http://www.sonaenco.com.vn/,VN000000SZE5,VN000000SZE5,True
