repriskID,company_name,headquarters_country,headquarters_country_isocode,sectors,url,isins,primary_isin,no_reported_risk_exposure
1000365,Dinamika Panasia; PT,Indonesia,ID,Personal and Household Goods,https://www.d-panasia.com/,,,False
1000445,Panin Asset Management; PT,Indonesia,ID,Financial Services,https://www.panin-am.co.id/,,,False
100047,IDJ Vietnam Investment JSC,Vietnam,VN,Support Services (Industrial Goods and Services) | Retail | Financial Services,http://www.idjf.vn,VN000000IDJ2,VN000000IDJ2,False
100059,Network Infrastructure Services JSC (NISCO),Vietnam,VN,Telecommunications | Financial Services,,,VN000000NIS2,True
1000845,KCE; PT,Indonesia,ID,General Industrials | Retail,,,,False
100088,Telecommunications Infrastructure Construction and Development Investment JSC (formerly Quangnam Post-Telecoms Construction and Services Corp (QTC)),Vietnam,VN,Telecommunications,http://www.qtc.com.vn,VN000000QCC2,VN000000QCC2,True
1000915,Trimegah Bangun Persada Tbk; PT,Indonesia,ID,Mining,https://tbpnickel.com/,ID1000188006,ID1000188006,False
1000975,Amak Firdaus Utomo; PT (PT AFU),Indonesia,ID,Construction and Materials,,,,False
1001010,Mata Trans; PO,Indonesia,ID,Travel and Leisure,,,,False
1001105,Alibaba Real Estate JSC,Vietnam,VN,Financial Services,,,,False
1001115,Alibaba Tan Thanh Co Ltd,Vietnam,VN,Financial Services,,,,False
100143,Petroleum Dong Do JSC,Vietnam,VN,Financial Services,pvfc-land.com.vn,VN000000PFL8,VN000000PFL8,True
1001865,Sejati 555 Sampurna Nuswantara; PT,Indonesia,ID,Mining,,,,False
100191,Art Design and Communication JSC,Vietnam,VN,Media,http://adc.net.vn/,VN000000ADC4,VN000000ADC4,True
1002310,Sawit Inti Prima Perkasa; PT (PT SIPP),Indonesia,ID,Food and Beverage,,,,False
1002520,Asialog; PT,Indonesia,ID,Forestry,,,,False
1002525,Inhutani 1; PT,Indonesia,ID,Forestry,http://inhutani1.co.id/,,,False
1002585,Sinar Sari Sejati; PT,Indonesia,ID,Personal and Household Goods,,,,False
1002615,Daka Group; PT,Indonesia,ID,Mining,,,,False
1002655,Novartis Vietnam Co Ltd,Vietnam,VN,Pharmaceuticals and Biotechnology,,,,False
1002735,Sumber Berkat Makmur (SBM); CV,Indonesia,ID,Forestry,,,,False
1003020,New Best Global Textile Co Ltd,Cambodia,KH,Personal and Household Goods,,,,False
1003315,Siam Enterprise,Bangladesh,BD,Automobiles and Parts,https://kbfbd.com/,,,False
1003320,Creative Fishing Trader,Bangladesh,BD,Unspecified,,,,False
1003325,Spark,Bangladesh,BD,Unspecified,,,,False
1003330,Opal Trading House,Bangladesh,BD,Retail,,,,False
1003470,Ketapang Subur Lestari; PT,Indonesia,ID,Food and Beverage,,,,False
1003550,Xinxing Steel (XXS); PT,Indonesia,ID,Industrial Metals,,,,False
1003635,Katingan Mujur Sejahtera; PT,Indonesia,ID,Food and Beverage,,,,False
1003925,Eastern Refinery Ltd (ERL),Bangladesh,BD,Oil and Gas,http://www.erl.com.bd/,,,False
1004125,TSP Complex Ltd (Triple Super Phosphate Complex Ltd),Bangladesh,BD,Chemicals,http://tspcl.gov.bd/en/about-tspcl-2/,,,False
1004300,Plasma Nutfah Marind Papua; PT,Indonesia,ID,Forestry,,,,False
1004450,Sebukit Inter Nusa; PT,Indonesia,ID,Unspecified,,,,False
1004620,Sioengs Group; PT,Indonesia,ID,Financial Services,,,,False
1004625,Buana Megatama Jaya; PT,Indonesia,ID,Forestry,,,,False
1005120,Subur Maju Makmur; PT,Indonesia,ID,Forestry,,,,False
1005125,Karya Luhur Sejati; PT,Indonesia,ID,Food and Beverage,,,,False
1005130,Pagatan Usaha Makmur; PT,Indonesia,ID,Food and Beverage,,,,False
1005140,Samhutani; PT,Indonesia,ID,Forestry,,,,False
1005270,Bright Star Corp Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services) | Travel and Leisure,,,,False
1005275,Port City International Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services),,,,False
1005380,Jakaullah & Brothers,Bangladesh,BD,Construction and Materials,,,,False
1006140,Semen Imasco Asiatic; PT (Singa Merah),Indonesia,ID,Construction and Materials,http://singamerah.com,,,False
1006265,Astima Konstruksi (Askon); PT,Indonesia,ID,Construction and Materials,,,,False
1006420,EC Builders Co Ltd,Cambodia,KH,Unspecified,,,,False
1006590,Compania Cervecera de Nicaragua SA,Nicaragua,NI,Food and Beverage,https://www.ccn.com.ni/,,,True
1006685,Puncak Jaya Samudra (PJS); PT,Indonesia,ID,Support Services (Industrial Goods and Services),http://puncakjs.com/,,,False
1006705,Bina Samudra Bahari (BSB); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,False
1006710,Setya Jaya Samudra (SJS); PT,Indonesia,ID,Support Services (Industrial Goods and Services),https://pt-setya-jaya-samudera.business.site/,,,False
1006720,Bintang Benuajaya Mandiri (BBM); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,False
1006725,Duta Samudera Bahari (DSB); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,False
1006730,Righi Marine Internasional (RMI); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,False
1006760,Panatori Raja; PT,Indonesia,ID,Construction and Materials,,,,False
1006890,Finlay Properties Ltd,Bangladesh,BD,Financial Services,https://www.finlayproperties.com/php_files/standard/user_home/user_home.php?home=yes&tm=main,,,False
1006895,Well Group (Well Food),Bangladesh,BD,Retail,https://wellfoodbd.com/,,,False
1006900,Diamond Cement Ltd,Bangladesh,BD,Construction and Materials,https://www.diamondcementbd.com/,,,False
1006930,Mostafa Hakim,Bangladesh,BD,Construction and Materials,http://mostafahakim.com/,,,False
1006940,Confidence Cement Ltd,Bangladesh,BD,Construction and Materials,http://www.confidencecement.com/,BD0621CNFCM7,BD0621CNFCM7,False
1006950,Khulshi Club Ltd,Bangladesh,BD,Unspecified,,,,False
1006955,Provita Feed Ltd,Bangladesh,BD,Food and Beverage,https://provitagroupbd.com/,,,False
1006960,Provita Group,Bangladesh,BD,Food and Beverage,https://provitagroupbd.com/,,,False
1006965,Ehsan Steel Re-rolling Mills Ltd,Bangladesh,BD,Industrial Metals,,,,False
1006970,Abul Khair Steel Ltd (AKS),Bangladesh,BD,Industrial Metals,http://abulkhairsteel.com/,,,False
1006980,S Alam Cement Ltd,Bangladesh,BD,Construction and Materials,http://www.s.alamgroupbd.com/index.php?option=com_content&view=article&id=12&Itemid=14,,,False
1007290,Batubara Sriwijaya Nusantara; PT (BSN),Indonesia,ID,Mining,,,,False
1009200,Asian Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://asianapparels.com/,,,False
1009205,Husky CNOOC Madura Ltd; PT (PT HCML),Indonesia,ID,Oil and Gas,https://hcml.co.id/,,,False
1009425,Enarita Development Co Ltd,Cambodia,KH,Financial Services,,,,False
1009625,Artha Prigel; PT (Arta Prigel),Indonesia,ID,Food and Beverage,,,,False
1010055,Kimia Farma Trading & Distribution; PT (PT KFTD),Indonesia,ID,Pharmaceuticals and Biotechnology,,,,False
1010520,Alam Baru; PT,Indonesia,ID,Mining,,,,False
1010755,Danusa Tambang Nusantara; PT (PTDTN),Indonesia,ID,Mining,,,,False
1010860,Khawaja Shipbreaking Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services),,,,False
10110,Bank Lippo Tbk PT,Indonesia,ID,Banks,www.lippobank.co.id,,ID1000093701,False
1011430,Digoel Agri Group,Indonesia,ID,Food and Beverage,,,,False
1011600,Jakarta Cakratunggal Steel Mills; PT,Indonesia,ID,Construction and Materials | General Industrials | Industrial Metals,http://www.cakrasteel.co.id/,,,False
1012035,Canteran Apparel (Cambodia) Co Ltd,Cambodia,KH,Personal and Household Goods,,,,False
1012425,Asahi Seren Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services) | Industrial Metals,,,,False
1012430,Sinergi Prima Sejahtera; PT (SPS),Indonesia,ID,Support Services (Industrial Goods and Services),,,,False
1012450,Sang Hyang Seri (Persero); PT (PT SHS),Indonesia,ID,Food and Beverage | Retail,https://ptsanghyangseri.co.id/,,,False
1012500,Utama Agrindo Mas; PT (PT UAM),Indonesia,ID,Food and Beverage,,,,False
1012900,Jacka Shoes Manufactory Co Ltd,Cambodia,KH,Personal and Household Goods,,,,False
1013085,Chipsgood-Vegetexco JSC,Vietnam,VN,Support Services (Industrial Goods and Services),,,,True
1013200,Manbers Jaya Mandiri; PT (PT MJM),Indonesia,ID,Construction and Materials,,,,False
1013510,Performance Auto Center; PT,Indonesia,ID,Automobiles and Parts,,,,False
1013600,Sutra Marosi Kharisma; PT,Indonesia,ID,Forestry,,,,False
1013620,Kapuas Sawit Sejahtera; PT (PT KSS),Indonesia,ID,Food and Beverage,,,,False
1014070,IFL Factory Ltd,Bangladesh,BD,Personal and Household Goods,https://ifl-factory-ltd.business.site/,,,False
1014080,Siraj Garments,Bangladesh,BD,Personal and Household Goods,,,,False
1014320,Safaa Sweaters Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1014325,Jahin Textile (Jahin Textile Mills),Bangladesh,BD,Personal and Household Goods,,,,False
1014463,Ruang Raya Indonesia; PT (Ruangguru),Indonesia,ID,Software and Computer Services,https://www.ruangguru.com/,,,False
1014508,Wasteforchange Alam Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services),https://waste4change.com/official/,,,True
101456,Sumi Gita Jaya; PT (Sumigita Jaya; SGJ),Indonesia,ID,Construction and Materials | Oil and Gas,http://sumigita.blogspot.com/,,,False
101457,Green Planet Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services),http://www.greenplanet.co.id/,,,False
1014753,Orami Pte Ltd (Orami.co.id),Indonesia,ID,Retail,https://www.orami.co.id/,,,True
1014920,Indonesia Jiazhaode Agriculture and Forestry Industrial Development; PT (PT JZD),Indonesia,ID,Food and Beverage,,,,False
1014930,Ketapang Ecology and Agriculture Forestry Industrial Park; PT (KIP Group),Indonesia,ID,Financial Services,,,,False
101568,Imma Tex Trading,Bangladesh,BD,General Industrials,,,,True
1016330,Southern Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1016335,TSS-Fashion,Bangladesh,BD,Personal and Household Goods,,,,False
1016365,Long Xing Logam Indonesia; PT,Indonesia,ID,Industrial Metals,,,,False
1016370,Bumi Mentari Karya; PT (PT BMK),Indonesia,ID,Food and Beverage,,,,False
1016375,Anugerah Keramat Indah; PT (PT AKI),Indonesia,ID,Food and Beverage,,,,False
101647,Khlouse Group,Jordan,JO,Industrial Metals,https://www.khlouse.com/,,,True
1016865,Amax Consultancy and Valuation Company Ltd,Vietnam,VN,Construction and Materials | Financial Services,,,,False
1016900,Quang Da Spinning JSC,Vietnam,VN,Chemicals | Personal and Household Goods,,,,True
1017288,Haldin Pacific Semesta; PT,Indonesia,ID,Food and Beverage,http://www.haldin-natural.com/,,,True
1017418,Panca Boga Paramita; PT,Indonesia,ID,Food and Beverage | Travel and Leisure,,,,True
1017433,Cong TY Vietnam Nutraceuticals (HK) Ltd,Vietnam,VN,Food and Beverage,,,,True
1017448,Kamadjaja Logistics; PT,Indonesia,ID,Industrial Transportation,https://www.kamadjaja.com/,,,True
1017653,Khmer Fresh Milk Co Ltd,Cambodia,KH,Food and Beverage,http://kirisufarm.com/,,,True
1017723,Servicios Financieros Globales Nicaragua SA (Serfigsa),Nicaragua,NI,Financial Services,http://www.serfigsa.com.ni/,,,True
1017725,Meridian Agro Ltd,Bangladesh,BD,Food and Beverage,,,,False
1017778,Tasma Bioenergy Indonesia; PT,Indonesia,ID,Alternative Energy,https://tasma-bioenergy.com/contact-us/,,,True
1017868,Quantum Solar Gorontalo; Pt,Indonesia,ID,Unspecified,,,,True
1017893,Finca Nicaragua SA,Nicaragua,NI,Financial Services,https://www.finca.com.ni/,,,True
1017993,Mekong Wind Power JSC,Vietnam,VN,Utilities,,,,True
1018003,Mount Scopus International; PT,Indonesia,ID,Food and Beverage,,,,True
1018073,MiCredito SA,Nicaragua,NI,Financial Services,,,,True
1018173,Battambang Rice Investment Co Ltd,Cambodia,KH,Food and Beverage,http://www.battambangrice.com/,,,True
1018188,iCare Benefits (Cambodia) Co Ltd,Cambodia,KH,Financial Services,https://icarebenefits.com/,,,True
1018263,Entoria Energy (Vietnam) Co Ltd (Cong Ty TNHH Entoria Energy Vietnam),Vietnam,VN,Utilities,,,,True
1018338,Park Cafe Food and Beverage Co Ltd,Cambodia,KH,Travel and Leisure,,,,True
1018343,Westline Education Group Co Ltd,Cambodia,KH,Retail,http://wegcambodia.com/,,,True
1018358,Financiera Fama SA (FAMA),Nicaragua,NI,Financial Services,http://www.financierafama.com.ni/,,,True
1018400,Crown Wears Pvt Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1018425,KIA Keramik Mas; PT,Indonesia,ID,Construction and Materials,http://www.kiaceramics.com,,,False
1018488,Metindo Erasakti; PT,Indonesia,ID,Automobiles and Parts,http://www.metindo.co.id/homepage,,,True
1018563,FCC Hotels and Restaurant,Cambodia,KH,Travel and Leisure,https://www.fcccollection.com/,,,True
1018573,Fundenuse SA,Nicaragua,NI,Financial Services,https://www.fundenuse.com.ni/?lang=en,,,True
101862,Perusahaan Listrik Negara; PT (Persero; PLN),Indonesia,ID,Utilities,https://portal.pln.co.id/,IDA0001104D5 | IDA0001104A1 | IDA0001104B9 | IDA0001104C7 | IDJ0000167E2 | IDA0001104E3 | IDJ0000167A0 | IDJ0000167B8 | IDJ0000167C6 | IDJ0000167D4 | IDA0001063B7 | IDA0001063C5 | IDA0001063D3 | US71568PAN96 | US71568PAP45 | US71568QAN79 | US71568QAP28 | IDA0001045A6 | IDA0001045B4 | IDA0001045C2 | IDA0001045D0 | IDJ0000151A4 | IDJ0000151B2 | IDJ0000151C0 | IDJ0000151D8 | IDA0001045E8 | US71568PAM14 | US71568PAL31 | US71568QAL14 | US71568QAM96 | XS2073758612 | XS2073758885 | IDA0001010A0 | IDA0001010B8 | IDA0001010C6 | IDA0001010D4 | IDA0001010E2 | IDJ0000148A0 | IDJ0000148E2 | IDJ0000148D4 | IDJ0000148C6 | IDJ0000148B8 | IDA0001003C1 | IDA0001003D9 | IDA0001003E7 | IDJ0000140A7 | IDJ0000140B5 | IDJ0000140C3 | IDJ0000140D1 | IDJ0000140E9 | US71568PAJ84 | US71568PAK57 | US71568QAJ67 | US71568QAK31 | IDA0001003B3 | IDA0001003A5 | IDA0000928B2 | IDA0000928C0 | IDA0000928E6 | IDA0000940B7 | IDA0000940C5 | IDA0000940D3 | IDA0000940E1 | IDA0000963C7 | IDA0000879E1 | IDA0000879D3 | IDA0000928D8 | IDA0000835B9 | IDA0000835C7 | IDA0000855B7 | IDA0000855C5 | IDA0000855D3 | IDA0000879B7 | IDA0000879C5 | IDA0000963D5 | IDA0000963E3 | IDA0000963F0 | IDJ0000112B4 | IDJ0000112C2 | IDJ0000112D0 | IDJ0000120C5 | IDJ0000120D3 | IDJ0000120E1 | IDJ0000120F8 | XS1895571328 | IDJ0000109E4 | IDJ0000109D6 | IDJ0000109C8 | IDJ0000094B4 | IDJ0000099B3 | IDJ0000099C1 | IDJ0000103B3 | IDJ0000103C1 | IDJ0000103D9 | IDJ0000109B0 | US71568QAD97 | US71568PAC32 | US71568QAC15 | US71568QAE70 | US71568PAF62 | US71568PAE97 | US71568QAF46 | US71568PAG46 | US71568PAD15 | US71568PAB58 | XS1891336932 | US71568QAH02 | US71568QAG29 | US71568QAB32 | US71568PAH29,IDA0000835B9,False
1018658,First and Main Cambodia Ltd,Cambodia,KH,Personal and Household Goods,,,,True
1018660,Beacon Knitwear Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1018705,Dharla Fashion Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1018748,Brawijaya Medikatama; PT,Indonesia,ID,Health Care Equipment and Services,http://www.brawijayahospital.com/,,,True
1018750,Anugerah Tanjung Gumukmas (ATG); PT,Indonesia,ID,Food and Beverage,,,,False
1018758,Finca Haiti SA,Haiti,HT,Financial Services,https://finca.ht/en/,,,True
1018828,Hatta Kaksekar Ltd (HKL),Cambodia,KH,Financial Services,https://www.hkl.com.kh/,,,True
1018923,Financiera Fundeser SA,Nicaragua,NI,Financial Services,https://fundeser.com.ni/,,,True
1019003,Beta Media JSC (Cong Ty Co Phan Beta Media),Vietnam,VN,Media | Travel and Leisure,https://www.betacineplex.vn/,,,True
1019128,Selo Kencana Energi; PT,Indonesia,ID,Alternative Energy,,,,True
1019170,Sri Rahayu Agung (SRA); PT,Indonesia,ID,Food and Beverage,,,,False
1019430,Kencana Agro Persada; PT,Indonesia,ID,Food and Beverage,,,,False
1019720,Visionland Global Apparel; PT (PT VGA),Indonesia,ID,Personal and Household Goods,http://www.visionland.com/,,,False
1019745,Tainan Textile Co Ltd,Vietnam,VN,Personal and Household Goods,,,,True
1020040,Southern Marine Products (SMP); PT,Indonesia,ID,Food and Beverage,,,,False
1020080,Mutiara Bara Lestari (MBL); PT,Indonesia,ID,Mining,,,,True
1020395,Tua-Ha Textile Ltd (Tua Ha Textile),Bangladesh,BD,Personal and Household Goods,http://www.tua-hatextiles.com/,,,False
1020400,Abloom Knit Design Ltd,Bangladesh,BD,Personal and Household Goods,http://abloomdesignltd.com/,,,False
1020405,Fakir Knitwears Ltd,Bangladesh,BD,Personal and Household Goods,https://www.fakirknit.com/,,,False
1020440,Saarc Netware Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1020500,East West Group,Bangladesh,BD,Personal and Household Goods,,,,False
1020505,Newway Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1020510,Florent Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1020625,ST Nickel Resources; PT,Indonesia,ID,Mining,,,,False
1020630,Tiara Abadi Sentosa; PT (PT TAS),Indonesia,ID,Mining,,,,False
1020640,Perkebunan Nusantara X; PT (PTPN X),Indonesia,ID,Food and Beverage | Tobacco,http://www.ptpn10.co.id/,,,False
1020760,Trust Knitwear Industries Ltd,Bangladesh,BD,Personal and Household Goods,https://trustknitwear.com/,,,False
1020765,Stylist and New West Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1020785,Pioneer Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1020790,Suraiya Fashion House,Bangladesh,BD,Personal and Household Goods,,,,False
1020795,Rakib Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://rakibapparels.wordpress.com/,,,False
1020805,One World Denim Washing Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1020810,Khan Mansion,Bangladesh,BD,Personal and Household Goods,,,,False
1021165,Semarang Garment; PT,Indonesia,ID,Personal and Household Goods,,,,False
1021175,Cinta Jaya; PT,Indonesia,ID,Mining,,,,False
102133,Bank Negara Indonesia (Persero) Tbk; PT (BNI),Indonesia,ID,Banks,https://www.bni.co.id/,XS2785437901 | US74441M1036 | XS2385923722 | XS2314514477 | ID1000096605,ID1000096605,False
1023,Rimba Lestari,Indonesia,ID,Personal and Household Goods,,,,False
1023503,Intrepid Vietnam Company Limited,Vietnam,VN,Support Services (Industrial Goods and Services),,,,True
1023695,Sinar Perkasa Agung; PT (SPA),Indonesia,ID,Mining,,,,False
102502,Tazreen Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
102506,Tuba Group,Bangladesh,BD,Personal and Household Goods,,,,False
102564,Aman Spinning Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,True
1027898,Estarta Solutions,Jordan,JO,Support Services (Industrial Goods and Services),www.estartasolutions.com,,,True
10280,Saigon Thuong Tin Commercial (Sacombank),Vietnam,VN,Banks,http://www.sacombank.com/,VN000000STB4,VN000000STB4,False
102914,Hong Phat Dak Mek Hydropower Co,Vietnam,VN,Utilities,,,,False
103027,Simco,Bangladesh,BD,Personal and Household Goods,,,,False
1031,Sinar Mas Agro Resources & Technology Tbk; PT (PT SMART Tbk),Indonesia,ID,Food and Beverage,https://www.smart-tbk.com/en/,IDA0001245C8 | IDA0001245B0 | IDA0001205C2 | IDA0001205B4 | IDA0001184C9 | IDA0001184B1 | IDA0001154C2 | IDA0001154B4 | IDA0001134C4 | IDA0001112C0 | IDA0001058B7 | ID1000101504,ID1000101504,False
103208,Sahabat Mulia Sakti; PT,Indonesia,ID,Construction and Materials,,,,False
1034073,ODG Indonesia; PT,Indonesia,ID,Construction and Materials | Support Services (Industrial Goods and Services),https://ptodg.com/,,,True
103435,Akbar Composite Ltd,Bangladesh,BD,General Industrials | Personal and Household Goods,,,,True
1037145,Radiance Fashion Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1037150,ZA Apparel Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1037155,Tajir Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1037160,Fashion Forum Ltd,Bangladesh,BD,Personal and Household Goods,https://www.idsbd.com/,,,False
1037165,Alpha Clothing Ltd,Bangladesh,BD,Personal and Household Goods,http://www.alphaclothing.org/,,,False
1037170,Zaman Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
103719,Jordan Iron and Steel Industry Co,Jordan,JO,Industrial Metals,,,,True
10372,Bakrie Telecom Tbk; PT,Indonesia,ID,Telecommunications,http://www.bakrieglobal.com/,ID1000103005,ID1000103005,False
103752,Mitra Kembang Selaras; PT,Indonesia,ID,Forestry,,,,False
10376,Jordan Islamic Bank Co PLC,Jordan,JO,Banks,https://www.jordanislamicbank.com/en,JO1100111011,JO1100111011,False
103777,Cambodia International Investment Development Group Co Ltd,Cambodia,KH,Utilities,,,,False
1037943,"Bizzy Commerce Indonesia, PT",Indonesia,ID,Support Services (Industrial Goods and Services),www.bizzy.co.id,,,True
103813,IndosatM2 (IM2; Indosat Mega Media),Indonesia,ID,Telecommunications | Software and Computer Services,,,,False
103815,Giri Jaladhi Wana; PT,Indonesia,ID,Construction and Materials,,,,False
103819,Danang Seaproducts Import-Export Corp (Seadanang),Vietnam,VN,Food and Beverage,http://www.seadanang.com.vn,VN000000SPD8,VN000000SPD8,False
103820,Dai Phuc Services and Mechanical Production Co Ltd,Vietnam,VN,Industrial Engineering,,,,False
1038438,PT Qlue Performa Indonesia,Indonesia,ID,Support Services (Industrial Goods and Services),,,,True
1038508,"Akselerasi Edukasi Internasional, PT",Indonesia,ID,Support Services (Industrial Goods and Services),,,,True
1039463,The Dead Sea Conferences and Exhibitions Company,Jordan,JO,Support Services (Industrial Goods and Services),,,,True
104083,Long Giang Starch Processing Factory,Vietnam,VN,Food and Beverage,,,,False
1041078,"EVI Asia Tenggara, PT",Indonesia,ID,Support Services (Industrial Goods and Services),cohive.space,,,True
1041388,"Environmental Indokarya, PT",Indonesia,ID,Support Services (Industrial Goods and Services),www.securitas.co.id,,,True
1041433,PQC Hospitality Corporation,Vietnam,VN,Support Services (Industrial Goods and Services),,,,True
1042,Suntara Gaja Pati; PT (SGP),Indonesia,ID,Forestry,,,,False
104223,Graha Benua Etam; PT,Indonesia,ID,Mining,,,,False
1042240,Sutopo Lestari Jaya; PT,Indonesia,ID,Food and Beverage,,,,False
1042250,Cot Goh Jaya; PT,Indonesia,ID,Construction and Materials,,,,False
1042285,Needs Fashions Pvt Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1042300,Stylecraft Ltd,Bangladesh,BD,Personal and Household Goods,http://www.stylecraftltd.com/,BD0408STYLE1,BD0408STYLE1,False
1042305,Intramax Apparels Ltd,Bangladesh,BD,Personal and Household Goods,http://www.intramexgroup.com/index.php/intramex-apparels-limited/,,,False
1042315,Shyamoli Garments Ltd,Bangladesh,BD,Unspecified,,,,False
1042320,Intermax Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1042330,Shyanoli Garment Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1042385,Chittagong Fashion Ltd; The,Bangladesh,BD,Personal and Household Goods,,,,False
1042390,Shams Rizia Apparels,Bangladesh,BD,Personal and Household Goods,,,,False
1042395,Padma Wears Ltd,Bangladesh,BD,Personal and Household Goods,https://padmawears.com,,,False
1042405,Ittadi Jeans Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1042410,Shah Denim,Bangladesh,BD,Personal and Household Goods,,,,False
1042440,Horizon Outdoor Cambodia Co Ltd,Cambodia,KH,Personal and Household Goods,http://www.horizon-outdoor.com/,,,False
1042805,Karatia; PT,Indonesia,ID,Food and Beverage,,,,False
1042855,Sawitmas Agro Perkasa; PT (Sawit Mas Group),Indonesia,ID,Food and Beverage,,,,False
1042890,Tanito Harum; PT,Indonesia,ID,Mining,,,,False
1042900,Binni Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1042945,Amartha Mikro Fintek; PT,Indonesia,ID,Financial Services,https://amartha.com,,,False
1042960,Skill Academy,Indonesia,ID,Support Services (Industrial Goods and Services),https://skillacademy.com/,,,False
1043020,A-One BD Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1043095,Harmoni Panca Utama; PT,Indonesia,ID,Construction and Materials | Mining,https://hpu-mining.com,,,False
1043110,Glorious Dress Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1043115,SK Knitwear Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1043120,Penta Food Ltd,Bangladesh,BD,Unspecified,,,,False
104358,Agro Maju Raya; PT (Amara),Indonesia,ID,Food and Beverage,,,,False
104366,Kingsland Garment (Cambodia) Ltd,Cambodia,KH,Personal and Household Goods,,,,False
1044,Mekarsari Alam Lestari; PT,Indonesia,ID,Food and Beverage | Forestry,,,,False
104419,Unilever Vietnam International Co Ltd,Vietnam,VN,Personal and Household Goods,http://www.unilever.com.vn,,,False
104565,Smart Export Garments,Bangladesh,BD,Personal and Household Goods,,,,False
104573,Gladpeer Garments Factory (Cambodia) Ltd,Cambodia,KH,Personal and Household Goods,,,,False
104688,Bintang Asahi Textile Industri (BATI); PT,Indonesia,ID,Personal and Household Goods,https://www.bintangasahi.com/,,,False
10470,PAN Group JSC; The (formerly Pan Pacific Corp),Vietnam,VN,Retail,http://www.thepangroup.vn/,VN000000PAN5,VN000000PAN5,True
1047248,PT Indovision Asia,Indonesia,ID,Telecommunications,,,,True
104888,Indoguna Utama; PT,Indonesia,ID,Food and Beverage,http://ptindoguna.com/,,,False
104908,Gotong Royong Djaya Medan; PT,Indonesia,ID,Personal and Household Goods,,,,False
104909,Huma Indah Mekar; PT,Indonesia,ID,Forestry,,,,False
1049108,Ayopop Teknologi Indonesia; PT (Ayoconnect),Indonesia,ID,Software and Computer Services | Financial Services,https://www.ayoconnect.com/,,,True
1049203,Mobile Solution Services Joint Stock Company,Vietnam,VN,Telecommunications,,,,True
104939,Viettel Corp,Vietnam,VN,Telecommunications,http://www.viettelecom.vn,VN000000VTK9,VN000000VTK9,False
104940,VNPT Vinaphone Corp,Vietnam,VN,Electronic and Electrical Equipment | Telecommunications,http://www.vinaphone.com.vn,,,True
1049570,Sardar Garments,Bangladesh,BD,Personal and Household Goods,,,,False
1049575,MHC Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://www.mhcplbd.com/,,,False
1049580,Sawftex Ltd,Bangladesh,BD,Personal and Household Goods,http://sawftexltd.com/,,,False
1049585,KDM Global Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://kdmapparels.com/,,,False
1049590,Fakir Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://fakirapparels.com/,,,False
1049675,World One Denim and Washing Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1049680,Penta Forth Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1049685,Frank Garments (Pvt) Ltd,Bangladesh,BD,Personal and Household Goods,,,,False
1049813,ADN Telecom Limited,Bangladesh,BD,Telecommunications,www.adnsl.net,BD0651ADNTL9,BD0651ADNTL9,True
