QuestID,FactoryBWID,FactoryName,Country,AssessmentDate,year,FNC,CNRR,repriskID
42150,421,S&H Global 1-6,Haiti,09/03/2021,2021,,,
12740,422,"Son Kha Co., Ltd.",Vietnam,06/01/2016,2016,,,
18775,422,"Son Kha Co., Ltd.",Vietnam,14/02/2017,2017,,,
25389,422,"Son Kha Co., Ltd.",Vietnam,23/01/2018,2018,,,
12014,424,TTG Co. Ltd.,Vietnam,17/11/2015,2015,,,
18209,424,TTG Co. Ltd.,Vietnam,13/12/2016,2016,,,
24586,424,TTG Co. Ltd.,Vietnam,09/01/2018,2018,,,
12985,425,PT Daehan Global (Cibinong),Indonesia,26/01/2016,2016,,,
18605,425,PT Daehan Global (Cibinong),Indonesia,25/01/2017,2017,,,
25707,425,PT Daehan Global (Cibinong),Indonesia,24/01/2018,2018,,,
30853,425,PT Daehan Global (Cibinong),Indonesia,29/11/2018,2018,,,
37662,425,PT Daehan Global (Cibinong),Indonesia,02/12/2019,2019,,,
9332,426,Rich Door Textile Factory (Inactive),Jordan,10/06/2015,2015,,,
15669,426,Rich Door Textile Factory (Inactive),Jordan,12/07/2016,2016,,,
21020,426,Rich Door Textile Factory,Jordan,10/05/2017,2017,,,
27195,426,Rich Door Textile Factory,Jordan,06/05/2018,2018,,,
37631,426,Rich Door Textile Factory (Inactive),Jordan,11/12/2019,2019,,,
8064,428,PT Dream Wear,Indonesia,15/01/2015,2015,,,
13514,428,PT Dream Wear,Indonesia,11/02/2016,2016,,,
19448,428,PT Dream Wear,Indonesia,29/03/2017,2017,,,
26769,428,PT Dream Wear,Indonesia,12/03/2018,2018,,,
34160,428,PT Dream Wear,Indonesia,23/04/2019,2019,,,
9414,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,09/06/2015,2015,,,
15838,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,20/07/2016,2016,,,
21758,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,14/08/2017,2017,,,
29472,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,28/08/2018,2018,,,
36009,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,28/08/2019,2019,,,
8322,431,PT Sandrafine Garment,Indonesia,11/02/2015,2015,,,
13391,431,PT Sandrafine Garment,Indonesia,23/02/2016,2016,,,
18816,431,PT Sandrafine Garment,Indonesia,08/02/2017,2017,,,
26249,431,PT Sandrafine Garment,Indonesia,07/02/2018,2018,,,
32494,431,PT Sandrafine Garment,Indonesia,14/02/2019,2019,,,
8505,433,"PT Hansae Indonesia Utama (1,3)",Indonesia,11/03/2015,2015,,,
14081,433,"PT Hansae Indonesia Utama (1,3)",Indonesia,28/03/2016,2016,,,
21875,433,"PT Hansae Indonesia Utama (1,3)",Indonesia,15/08/2017,2017,,,
8698,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,16/04/2015,2015,,,
14993,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,23/05/2016,2016,,,
20310,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,09/05/2017,2017,,,
26925,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,11/04/2018,2018,,,
33767,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,25/04/2019,2019,,,
9527,440,PT Citra Abadi Sejati (Bogor),Indonesia,04/06/2015,2015,,,
15117,440,PT Citra Abadi Sejati (Bogor),Indonesia,09/06/2016,2016,,,
21181,440,PT Citra Abadi Sejati (Bogor),Indonesia,13/07/2017,2017,,,
28641,440,PT Citra Abadi Sejati (Bogor),Indonesia,19/07/2018,2018,,,
34933,440,PT Citra Abadi Sejati (Bogor),Indonesia,09/07/2019,2019,,,
8636,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,06/04/2015,2015,,,
14346,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,14/04/2016,2016,,,
19785,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,12/04/2017,2017,,,
25992,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,26/02/2018,2018,,,
32236,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,15/01/2019,2019,,,
38513,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,13/01/2020,2020,,,
8372,442,PT Dream Sentosa Indonesia,Indonesia,24/02/2015,2015,,,
13568,442,PT Dream Sentosa Indonesia,Indonesia,24/02/2016,2016,,,
18848,442,PT Dream Sentosa Indonesia,Indonesia,21/02/2017,2017,,,
8347,443,PT Hansae Karawang Indonesia,Indonesia,12/02/2015,2015,,,
13478,443,PT Hansae Karawang Indonesia,Indonesia,24/02/2016,2016,,,
37534,445,PT Amos Indah Indonesia,Indonesia,13/11/2019,2019,,,
19185,446,PT Shinwon Indonesia,Indonesia,22/02/2017,2017,,,
26159,446,PT Shinwon Indonesia,Indonesia,08/02/2018,2018,,,
32255,446,PT Shinwon Indonesia,Indonesia,06/02/2019,2019,,,
38789,446,PT Shinwon Indonesia,Indonesia,12/02/2020,2020,,,
12298,448,"Win Vina Co., Ltd.",Vietnam,01/12/2015,2015,,,
17258,448,"Win Vina Co., Ltd.",Vietnam,25/10/2016,2016,,,
23022,448,"Win Vina Co., Ltd.",Vietnam,17/10/2017,2017,,,
30347,448,"Win Vina Co., Ltd.",Vietnam,16/10/2018,2018,,,
37001,448,"Win Vina Co., Ltd.",Vietnam,31/10/2019,2019,,,
40707,448,"Win Vina Co., Ltd.",Vietnam,24/11/2020,2020,,,
11778,451,"HANDSOME NICA, S.A.",Nicaragua,28/10/2015,2015,,,
17413,451,"HANDSOME NICA, S.A.",Nicaragua,31/10/2016,2016,,,
23105,451,"HANDSOME NICA, S.A.",Nicaragua,23/10/2017,2017,,,
8218,452,"EINS, S.A",Nicaragua,26/01/2015,2015,,,
13807,452,"EINS, S.A",Nicaragua,17/02/2016,2016,,,
18841,452,"EINS, S.A",Nicaragua,21/02/2017,2017,,,
25634,452,"EINS, S.A",Nicaragua,01/03/2018,2018,,,
32167,452,"EINS, S.A",Nicaragua,11/02/2019,2019,,,
38823,452,"EINS, S.A",Nicaragua,11/02/2020,2020,,,
8139,453,"SAE-A TECHNOTEX, S.A",Nicaragua,19/01/2015,2015,,,
13293,453,"SAE-A TECHNOTEX, S.A",Nicaragua,26/01/2016,2016,,,
18668,453,"SAE-A TECHNOTEX, S.A",Nicaragua,30/01/2017,2017,,,
25339,453,"SAE-A TECHNOTEX, S.A",Nicaragua,31/01/2018,2018,,,
32103,453,"SAE-A TECHNOTEX, S.A",Nicaragua,22/01/2019,2019,,,
38263,453,"SAE-A TECHNOTEX, S.A",Nicaragua,21/01/2020,2020,,,
12560,454,"fashion stitch noah, s.a",Nicaragua,01/12/2015,2015,,,
17935,454,"fashion stitch noah, s.a",Nicaragua,06/12/2016,2016,,,
24325,454,"fashion stitch noah, s.a",Nicaragua,18/12/2017,2017,,,
36950,454,"fashion stitch noah, s.a",Nicaragua,05/11/2019,2019,,,
11593,456,PT Mitra Garindo Perkasa,Indonesia,22/10/2015,2015,,,
17115,456,PT Mitra Garindo Perkasa,Indonesia,18/10/2016,2016,,,
23227,456,PT Mitra Garindo Perkasa,Indonesia,24/10/2017,2017,,,
30114,456,PT Mitra Garindo Perkasa,Indonesia,03/10/2018,2018,,,
39211,456,PT Mitra Garindo Perkasa,Indonesia,10/12/2019,2019,,,
10423,457,"GILDAN ACTIVEWEAR SAN MARCOS II, S. A",Nicaragua,14/07/2015,2015,,,
16521,457,"GILDAN ACTIVEWEAR SAN MARCOS II, S. A",Nicaragua,01/09/2016,2016,,,
21011,457,"GILDAN ACTIVEWEAR SAN MARCOS II, S. A",Nicaragua,10/07/2017,2017,,,
28944,457,"GILDAN ACTIVEWEAR SAN MARCOS II, S. A",Nicaragua,24/07/2018,2018,,,
35396,457,"GILDAN ACTIVEWEAR SAN MARCOS II, S. A",Nicaragua,23/07/2019,2019,,,
8208,458,"Puku Vietnam Co., Ltd.",Vietnam,13/01/2015,2015,,,
13916,458,"Puku Vietnam Co., Ltd.",Vietnam,22/03/2016,2016,,,
19667,458,"Puku Vietnam Co., Ltd.",Vietnam,28/03/2017,2017,,,
26453,458,"Puku Vietnam Co., Ltd.",Vietnam,11/04/2018,2018,,,
33337,458,"Puku Vietnam Co., Ltd.",Vietnam,02/04/2019,2019,,,
39599,458,"Puku Vietnam Co., Ltd.",Vietnam,08/07/2020,2020,,,
8305,459,PT Willbes Global,Indonesia,11/02/2015,2015,,,
14082,459,PT Willbes Global,Indonesia,16/03/2016,2016,,,
19250,459,PT Willbes Global,Indonesia,15/03/2017,2017,,,
26407,459,PT Willbes Global,Indonesia,20/03/2018,2018,,,
32791,459,PT Willbes Global,Indonesia,05/03/2019,2019,,,
43218,459,PT Willbes Global,Indonesia,27/07/2021,2021,,,
12372,463,PT Daenong Global,Indonesia,10/12/2015,2015,,,
17906,463,PT Daenong Global,Indonesia,08/12/2016,2016,,,
25331,463,PT Daenong Global,Indonesia,23/01/2018,2018,,,
32502,463,PT Daenong Global,Indonesia,13/02/2019,2019,,,
9811,464,"Vina Gio Co., Ltd.",Vietnam,07/07/2015,2015,,,
15936,464,"Vina Gio Co., Ltd.",Vietnam,02/08/2016,2016,,,
23783,464,"Vina Gio Co., Ltd.",Vietnam,21/11/2017,2017,,,
33052,464,"Vina Gio Co., Ltd.",Vietnam,19/03/2019,2019,,,
40087,464,"Vina Gio Co., Ltd.",Vietnam,22/09/2020,2020,,,
8435,465,Mango Fashion Co. Ltd.,Vietnam,03/03/2015,2015,,,
11824,467,PT Inwoo S&B Indonesia,Indonesia,10/11/2015,2015,,,
8728,471,PT HS Apparel,Indonesia,15/04/2015,2015,,,
14903,471,PT HS Apparel,Indonesia,23/05/2016,2016,,,
21236,471,PT HS Apparel,Indonesia,12/07/2017,2017,,,
29784,471,PT HS Apparel,Indonesia,13/09/2018,2018,,,
36472,471,PT HS Apparel,Indonesia,26/09/2019,2019,,,
11919,472,"TEXTILE UNLIMITED, S.A",Nicaragua,26/10/2015,2015,,,
17474,472,"TEXTILE UNLIMITED, S.A",Nicaragua,10/11/2016,2016,,,
23426,472,"TEXTILE UNLIMITED, S.A",Nicaragua,08/11/2017,2017,,,
30435,472,"TEXTILE UNLIMITED, S.A",Nicaragua,24/10/2018,2018,,,
37381,472,"TEXTILE UNLIMITED, S.A",Nicaragua,04/11/2019,2019,,,
12872,473,PT Inkosindo Sukses,Indonesia,12/01/2016,2016,,,
18400,473,PT Inkosindo Sukses,Indonesia,10/01/2017,2017,,,
8766,474,"Chuan Mei Glove Co, Ltd.",Vietnam,05/05/2015,2015,,,
15313,474,"Chuan Mei Glove Co, Ltd.",Vietnam,28/06/2016,2016,,,
22014,474,"Chuan Mei Glove Co, Ltd.",Vietnam,23/08/2017,2017,,,
29573,474,"Chuan Mei Glove Co, Ltd.",Vietnam,11/09/2018,2018,,,
8439,475,Thien Chi Company Ltd.,Vietnam,03/03/2015,2015,,,
14119,475,Thien Chi Company Ltd.,Vietnam,12/04/2016,2016,,,
19443,475,Thien Chi Company Ltd.,Vietnam,28/03/2017,2017,,,
26601,475,Thien Chi Company Ltd.,Vietnam,17/04/2018,2018,,,
33599,475,Thien Chi Company Ltd.,Vietnam,23/04/2019,2019,,,
39307,475,Thien Chi Company Ltd.,Vietnam,05/05/2020,2020,,,
8780,480,Texnica Internacional S.A,Nicaragua,14/04/2015,2015,,,
15351,480,Texnica Internacional S.A,Nicaragua,01/06/2016,2016,,,
19927,480,Texnica Internacional S.A,Nicaragua,09/05/2017,2017,,,
26657,480,Texnica Internacional S.A,Nicaragua,10/04/2018,2018,,,
10024,481,Eland Vietnam Corp. Ltd.- Long An Branch,Vietnam,21/07/2015,2015,,,
15271,481,Eland Vietnam Corp. Ltd.- Long An Branch,Vietnam,21/06/2016,2016,,,
20784,481,Eland Vietnam Corp. Ltd.- Long An Branch,Vietnam,14/06/2017,2017,,,
8350,486,PT Hansoll-Hyun,Indonesia,11/02/2015,2015,,,
13705,486,PT Hansoll-Hyun,Indonesia,24/02/2016,2016,,,
20993,487,"KAP Vina Co., Ltd.",Vietnam,28/06/2017,2017,,,
28662,487,"KAP Vina Co., Ltd.",Vietnam,31/07/2018,2018,,,
35333,487,"KAP Vina Co., Ltd.",Vietnam,06/08/2019,2019,,,
12296,492,Rich Pine International Group Ltd.,Jordan,09/11/2015,2015,,,
17503,492,Rich Pine International Group Ltd.,Jordan,07/11/2016,2016,,,
22770,492,Rich Pine International Group Ltd.,Jordan,15/10/2017,2017,,,
30256,492,Rich Pine International Group Ltd.,Jordan,21/10/2018,2018,,,
36461,492,Rich Pine International Group Ltd.,Jordan,29/09/2019,2019,,,
40155,492,Rich Pine International Group Ltd.,Jordan,23/09/2020,2020,,,
8490,494,PT Daehan Global (Sukabumi),Indonesia,11/03/2015,2015,,,
14154,494,PT Daehan Global (Sukabumi),Indonesia,07/04/2016,2016,,,
20074,494,PT Daehan Global (Sukabumi),Indonesia,12/04/2017,2017,,,
27409,494,PT Daehan Global (Sukabumi),Indonesia,25/04/2018,2018,,,
33824,494,PT Daehan Global (Sukabumi),Indonesia,07/05/2019,2019,,,
43755,494,PT Daehan Global (Sukabumi),Indonesia,30/08/2021,2021,,,
8639,495,PT Koin Baju Global,Indonesia,30/03/2015,2015,,,
14397,495,PT Koin Baju Global,Indonesia,18/04/2016,2016,,,
19920,495,PT Koin Baju Global,Indonesia,20/04/2017,2017,,,
27003,495,PT Koin Baju Global,Indonesia,10/04/2018,2018,,,
33191,495,PT Koin Baju Global,Indonesia,26/03/2019,2019,,,
43720,495,PT Koin Baju Global,Indonesia,26/08/2021,2021,,,
12682,497,Kareem Industrial Textiles Co. Ltd.,Jordan,08/11/2015,2015,,,
15140,498,T & AN Co. Ltd.,Vietnam,21/06/2016,2016,,,
20901,498,T & AN Co. Ltd.,Vietnam,28/06/2017,2017,,,
8919,501,"Hansae TG Co., Ltd.",Vietnam,05/05/2015,2015,,,
15902,501,"Hansae TG Co., Ltd.",Vietnam,09/08/2016,2016,,,
22210,501,"Hansae TG Co., Ltd.",Vietnam,23/08/2017,2017,,,
29817,501,"Hansae TG Co., Ltd.",Vietnam,04/09/2018,2018,,,
36143,501,"Hansae TG Co., Ltd.",Vietnam,04/09/2019,2019,,,
40104,501,"Hansae TG Co., Ltd.",Vietnam,15/09/2020,2020,,,
11825,506,International Elegance Garment Mfg. Co. Ltd.,Jordan,08/10/2015,2015,,,
18315,506,International Elegance Garment Mfg. Co. Ltd.,Jordan,10/01/2017,2017,,,
24711,506,International Elegance Garment Mfg. Co. Ltd.,Jordan,08/01/2018,2018,,,
32354,506,International Elegance Garment Mfg. Co. Ltd.,Jordan,28/01/2019,2019,,,
38274,506,International Elegance Garment Mfg. Co. Ltd.,Jordan,26/01/2020,2020,,,
41801,506,International Elegance Garment Mfg. Co. Ltd.,Jordan,10/03/2021,2021,,,
19117,507,PT Trigoldenstar Wisesa,Indonesia,21/02/2017,2017,,,
27287,507,PT Trigoldenstar Wisesa,Indonesia,24/04/2018,2018,,,
34063,507,PT Trigoldenstar Wisesa,Indonesia,08/05/2019,2019,,,
38855,507,PT Trigoldenstar Wisesa,Indonesia,25/02/2020,2020,,,
8796,537,"DASOLTEX, S.A",Nicaragua,28/04/2015,2015,,,
16673,537,"DASOLTEX, S.A",Nicaragua,12/09/2016,2016,,,
16956,539,"Emperor (VN) Co., Ltd.",Vietnam,04/10/2016,2016,,,
24267,539,"Emperor (VN) Co., Ltd.",Vietnam,05/12/2017,2017,,,
9176,541,PT Ungaran Sari Garments (Pringapus),Indonesia,20/05/2015,2015,,,
16111,541,PT Ungaran Sari Garments (Pringapus),Indonesia,15/08/2016,2016,,,
22268,541,PT Ungaran Sari Garments (Pringapus),Indonesia,12/09/2017,2017,,,
29490,541,PT Ungaran Sari Garments (Pringapus),Indonesia,27/08/2018,2018,,,
9212,549,PT Victory Apparel Semarang,Indonesia,03/06/2015,2015,,,
15873,549,PT Victory Apparel Semarang,Indonesia,02/08/2016,2016,,,
22297,549,PT Victory Apparel Semarang,Indonesia,12/09/2017,2017,,,
29782,549,PT Victory Apparel Semarang,Indonesia,12/09/2018,2018,,,
39210,549,PT Victory Apparel Semarang,Indonesia,26/11/2019,2019,,,
9279,550,Branch of Truong Vinh Trading Industrial Garment Co. Ltd.- Factory No.2,Vietnam,02/06/2015,2015,,,
9056,634,PT Good Guys Indonesia,Indonesia,21/05/2015,2015,,,
15151,634,PT Good Guys Indonesia,Indonesia,20/06/2016,2016,,,
10115,637,PT Wooin Indonesia,Indonesia,28/07/2015,2015,,,
16407,637,PT Wooin Indonesia,Indonesia,31/08/2016,2016,,,
8173,639,Musa Co. for Mfg. ready garments (Obsolete),Jordan,14/01/2015,2015,,,
13278,639,Musa Co. for Mfg. ready garments (Obsolete),Jordan,11/01/2016,2016,,,
18095,639,Musa Co. for Mfg. ready garments (Obsolete),Jordan,18/12/2016,2016,,,
23910,639,Musa Co. for Mfg. ready garments,Jordan,26/11/2017,2017,,,
37285,639,Musa Co. for Mfg. ready garments (Obsolete),Jordan,25/11/2019,2019,,,
9861,647,PT Tiga Kyung Seung Garmen,Indonesia,29/06/2015,2015,,,
16716,647,PT Tiga Kyung Seung Garmen,Indonesia,15/09/2016,2016,,,
23081,647,PT Tiga Kyung Seung Garmen,Indonesia,10/10/2017,2017,,,
30273,647,PT Tiga Kyung Seung Garmen,Indonesia,04/10/2018,2018,,,
39204,647,PT Tiga Kyung Seung Garmen,Indonesia,14/01/2020,2020,,,
11032,648,Sun World Garment Co. Ltd.,Vietnam,06/10/2015,2015,,,
17293,648,Sun World Garment Co. Ltd.,Vietnam,25/10/2016,2016,,,
23217,648,Sun World Garment Co. Ltd.,Vietnam,24/10/2017,2017,,,
30152,648,Sun World Garment Co. Ltd.,Vietnam,03/10/2018,2018,,,
37159,648,Sun World Garment Co. Ltd.,Vietnam,13/11/2019,2019,,,
40598,648,Sun World Garment Co. Ltd.,Vietnam,10/11/2020,2020,,,
10453,652,PT SAI Apparel Industries,Indonesia,03/08/2015,2015,,,
16894,652,PT SAI Apparel Industries,Indonesia,26/09/2016,2016,,,
23438,652,PT SAI Apparel Industries,Indonesia,24/10/2017,2017,,,
29992,652,PT SAI Apparel Industries,Indonesia,25/09/2018,2018,,,
36191,652,PT SAI Apparel Industries,Indonesia,11/09/2019,2019,,,
10797,653,PT Doosan Jaya Sukabumi,Indonesia,03/09/2015,2015,,,
17031,653,PT Doosan Jaya Sukabumi,Indonesia,04/10/2016,2016,,,
24035,653,PT Doosan Jaya Sukabumi,Indonesia,22/11/2017,2017,,,
30405,653,PT Doosan Jaya Sukabumi,Indonesia,17/10/2018,2018,,,
39232,653,PT Doosan Jaya Sukabumi,Indonesia,28/01/2020,2020,,,
39162,659,PT Westapusaka Kusuma,Indonesia,25/02/2020,2020,,,
10315,660,PT Ungaran Sari Garments (Diponegoro),Indonesia,05/08/2015,2015,,,
16514,660,PT Ungaran Sari Garments (Diponegoro),Indonesia,15/09/2016,2016,,,
22873,660,PT Ungaran Sari Garments (Diponegoro),Indonesia,10/10/2017,2017,,,
37658,660,PT Ungaran Sari Garments (Diponegoro),Indonesia,02/12/2019,2019,,,
8471,661,Al Kawthar Garments Industry and Trade Co. Ltd.(obsolete),Jordan,04/03/2015,2015,,,
10122,663,PT Yongjin Javasuka Garment I,Indonesia,28/07/2015,2015,,,
16084,663,PT Yongjin Javasuka Garment I,Indonesia,09/08/2016,2016,,,
22051,663,PT Yongjin Javasuka Garment I,Indonesia,29/08/2017,2017,,,
38036,663,PT Yongjin Javasuka Garment I,Indonesia,23/12/2019,2019,,,
9125,665,Sana Garments Co.,Jordan,26/05/2015,2015,,,
15082,665,Sana Garments Co.,Jordan,22/05/2016,2016,,,
19666,665,Sana Garments Co.,Jordan,17/04/2017,2017,,,
26830,665,Sana Garments Co.,Jordan,23/04/2018,2018,,,
33484,665,Sana Garments Co.,Jordan,09/04/2019,2019,,,
39592,665,Sana Garments Co.,Jordan,05/07/2020,2020,,,
43331,665,Sana Garments Co.,Jordan,26/07/2021,2021,,,
11178,668,PT Cipta Dwi Busana,Indonesia,01/10/2015,2015,,,
17222,668,PT Cipta Dwi Busana,Indonesia,11/10/2016,2016,,,
24268,668,PT Cipta Dwi Busana,Indonesia,21/11/2017,2017,,,
30409,668,PT Cipta Dwi Busana,Indonesia,01/11/2018,2018,,,
39093,668,PT Cipta Dwi Busana,Indonesia,26/11/2019,2019,,,
12303,670,PT Yongjin Javasuka Garment II,Indonesia,07/12/2015,2015,,,
18368,670,PT Yongjin Javasuka Garment II,Indonesia,09/01/2017,2017,,,
27173,670,PT Yongjin Javasuka Garment II,Indonesia,22/05/2018,2018,,,
35148,670,PT Yongjin Javasuka Garment II,Indonesia,24/07/2019,2019,,,
10425,673,"Branch of Thuan Phuong Embroideries Garments Co., Ltd.- Binh Chanh Factory",Vietnam,12/08/2015,2015,,,
15383,673,"Branch of Thuan Phuong Embroideries Garments Co., Ltd.- Binh Chanh Factory",Vietnam,28/06/2016,2016,,,
20819,673,"Branch of Thuan Phuong Embroideries Garments Co., Ltd.- Binh Chanh Factory",Vietnam,20/06/2017,2017,,,
27626,673,"Branch of Thuan Phuong Embroideries Garments Co., Ltd.- Binh Chanh Factory",Vietnam,07/06/2018,2018,,,
34415,673,"Branch of Thuan Phuong Embroideries Garments Co., Ltd.- Binh Chanh Factory",Vietnam,18/06/2019,2019,,,
39639,673,"Branch of Thuan Phuong Embroideries Garments Co., Ltd.- Binh Chanh Factory",Vietnam,21/07/2020,2020,,,
8692,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,08/04/2015,2015,,,
13871,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,13/03/2016,2016,,,
19339,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,13/03/2017,2017,,,
25674,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,19/02/2018,2018,,,
32189,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,10/02/2019,2019,,,
38787,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,19/02/2020,2020,,,
41775,675,Victorious Apparels Mfg. Co. Ltd.,Jordan,21/02/2021,2021,,,
14184,677,PT Leaders World,Indonesia,30/03/2016,2016,,,
19590,677,PT Leaders World,Indonesia,04/04/2017,2017,,,
43342,677,PT Leaders World,Indonesia,04/08/2021,2021,,,
12237,678,Bright Sky Pte Ltd.,Cambodia,14/12/2015,2015,,,
10738,680,PT Semarang Garment,Indonesia,02/09/2015,2015,,,
16856,680,PT Semarang Garment,Indonesia,27/09/2016,2016,,,
23398,680,PT Semarang Garment,Indonesia,25/10/2017,2017,,,
29921,680,PT Semarang Garment,Indonesia,26/09/2018,2018,,,
36085,680,PT Semarang Garment,Indonesia,17/09/2019,2019,,,
11096,683,PT Hesed Indonesia,Indonesia,07/10/2015,2015,,,
17024,683,PT Hesed Indonesia,Indonesia,04/10/2016,2016,,,
25665,683,PT Hesed Indonesia,Indonesia,06/02/2018,2018,,,
37423,683,PT Hesed Indonesia,Indonesia,19/11/2019,2019,,,
12559,684,"Sang Min (Cambodia) Co., Ltd.",Cambodia,17/12/2015,2015,,,
11277,685,"New Wide (Cambodia) Garment Co., Ltd.",Cambodia,16/09/2015,2015,,,
16791,685,"New Wide (Cambodia) Garment Co., Ltd.",Cambodia,05/10/2016,2016,,,
23951,685,"New Wide (Cambodia) Garment Co., Ltd.",Cambodia,06/11/2017,2017,,,
38015,685,"New Wide (Cambodia) Garment Co., Ltd.",Cambodia,02/01/2020,2020,,,
41387,685,"New Wide (Cambodia) Garment Co., Ltd.",Cambodia,10/02/2021,2021,,,
14070,686,"Ginwin Industry (Cambodia) Co., Ltd.",Cambodia,18/02/2016,2016,,,
18853,686,"Ginwin Industry (Cambodia) Co., Ltd.",Cambodia,01/03/2017,2017,,,
25712,686,"Ginwin Industry (Cambodia) Co., Ltd.",Cambodia,05/03/2018,2018,,,
33197,686,"Ginwin Industry (Cambodia) Co., Ltd.",Cambodia,02/04/2019,2019,,,
13809,687,"Sieh Strong Garment Co., Ltd.",Cambodia,02/02/2016,2016,,,
14240,688,fashiontex apparel,Cambodia,17/03/2016,2016,,,
19257,688,fashiontex apparel,Cambodia,23/03/2017,2017,,,
27476,688,fashiontex apparel,Cambodia,02/05/2018,2018,,,
34176,688,fashiontex apparel,Cambodia,30/05/2019,2019,,,
40074,688,fashiontex apparel,Cambodia,22/09/2020,2020,,,
42512,688,fashiontex apparel,Cambodia,17/06/2021,2021,,,
9420,689,"United Apparel Cambodia Branch 2 (formerly Lotus Textile Garment Cambodia Co., Ltd. Branch 2)",Cambodia,04/06/2015,2015,,,
10133,690,"G H I Garments Cambodia Co., Ltd.",Cambodia,04/06/2015,2015,,,
15755,690,"G H I Garments Cambodia Co., Ltd.",Cambodia,13/06/2016,2016,,,
10552,691,"Smart Shirts Garments Manufacturing (Cambodia) Co., Ltd ( formerly Sunn Lung Garment Co., Ltd.)",Cambodia,06/08/2015,2015,,,
26524,691,"Smart Shirts Garments Manufacturing (Cambodia) Co., Ltd ( formerly Sunn Lung Garment Co., Ltd.)",Cambodia,19/03/2018,2018,,,
33235,691,"Smart Shirts Garments Manufacturing (Cambodia) Co., Ltd ( formerly Sunn Lung Garment Co., Ltd.)",Cambodia,03/04/2019,2019,,,
39981,691,"Smart Shirts Garments Manufacturing (Cambodia) Co., Ltd ( formerly Sunn Lung Garment Co., Ltd.)",Cambodia,02/09/2020,2020,,,
11988,693,"Evergreen Garment Co., Ltd.",Cambodia,19/11/2015,2015,,,
18056,693,"Evergreen Garment Co., Ltd.",Cambodia,21/12/2016,2016,,,
24864,693,"Evergreen Garment Co., Ltd.",Cambodia,23/01/2018,2018,,,
32152,693,"Evergreen Garment Co., Ltd.",Cambodia,07/02/2019,2019,,,
39003,693,"Evergreen Garment Co., Ltd.",Cambodia,03/03/2020,2020,,,
42556,693,"Evergreen Garment Co., Ltd.",Cambodia,27/05/2021,2021,,,
9703,694,I Apparel Ltd.,Cambodia,10/06/2015,2015,,,
15166,694,I Apparel Ltd.,Cambodia,04/07/2016,2016,,,
22587,694,I Apparel Ltd.,Cambodia,30/08/2017,2017,,,
29300,694,I Apparel Ltd.,Cambodia,28/08/2018,2018,,,
35433,694,I Apparel Ltd.,Cambodia,22/08/2019,2019,,,
40670,694,I Apparel Ltd.,Cambodia,25/11/2020,2020,,,
9928,697,"King Fashion Garment Co., Ltd.",Cambodia,23/06/2015,2015,,,
15379,697,"King Fashion Garment Co., Ltd.",Cambodia,30/06/2016,2016,,,
22052,697,"King Fashion Garment Co., Ltd.",Cambodia,22/08/2017,2017,,,
29324,697,"King Fashion Garment Co., Ltd.",Cambodia,30/08/2018,2018,,,
36263,697,"King Fashion Garment Co., Ltd.",Cambodia,02/09/2019,2019,,,
9330,698,"Leader's Industrial Co., Ltd.",Cambodia,25/05/2015,2015,,,
15704,698,"Leader's Industrial Co., Ltd.",Cambodia,04/07/2016,2016,,,
21417,698,"Leader's Industrial Co., Ltd.",Cambodia,12/07/2017,2017,,,
28485,698,"Leader's Industrial Co., Ltd.",Cambodia,17/07/2018,2018,,,
34952,698,"Leader's Industrial Co., Ltd.",Cambodia,22/07/2019,2019,,,
14499,699,"Max View Textiles (Cambodia) Co., Ltd.",Cambodia,10/05/2016,2016,,,
20518,699,"Max View Textiles (Cambodia) Co., Ltd.",Cambodia,06/06/2017,2017,,,
27760,699,"Max View Textiles (Cambodia) Co., Ltd.",Cambodia,26/06/2018,2018,,,
34647,699,"Max View Textiles (Cambodia) Co., Ltd.",Cambodia,04/07/2019,2019,,,
40545,699,"Max View Textiles (Cambodia) Co., Ltd.",Cambodia,17/11/2020,2020,,,
43341,699,"Max View Textiles (Cambodia) Co., Ltd.",Cambodia,12/08/2021,2021,,,
