QuestID,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1pol19,buyer1gov19,buyer1trace19,buyer2trace19,buyer3trace19,buyertracemx19,buyer1know19,buyer2know19,buyer3know19,buyerknowmx19
17293,648,the children's place,,,0,0,0,0,0,0,0,0,0,0
23217,648,the children's place,,,0,0,0,0,0,0,0,0,0,0
30152,648,the children's place,,,0,0,0,0,0,0,0,0,0,0
37159,648,the children's place,,,0,0,0,0,0,0,0,0,0,0
40598,648,the children's place,,,0,0,0,0,0,0,0,0,0,0
10453,652,gv,h&m,american eagle,0,0,0,5,1,5,0,5,1,5
16894,652,gv,h&m,american eagle,0,0,0,5,1,5,0,5,1,5
23438,652,gv,h&m,american eagle,0,0,0,5,1,5,0,5,1,5
29992,652,gv,h&m,american eagle,0,0,0,5,1,5,0,5,1,5
36191,652,gv,h&m,american eagle,0,0,0,5,1,5,0,5,1,5
10797,653,h&m,jones,sears,10,9,5,0,0,5,5,1,0,5
17031,653,h&m,jones,sears,10,9,5,0,0,5,5,1,0,5
24035,653,h&m,jones,sears,10,9,5,0,0,5,5,1,0,5
30405,653,h&m,jones,sears,10,9,5,0,0,5,5,1,0,5
39232,653,h&m,jones,sears,10,9,5,0,0,5,5,1,0,5
39162,659,,,,0,0,0,0,0,0,0,0,0,0
10315,660,pvh,perry ellis,jones apparel group,0,0,0,0,0,0,0,0,0,0
16514,660,pvh,perry ellis,jones apparel group,0,0,0,0,0,0,0,0,0,0
22873,660,pvh,perry ellis,jones apparel group,0,0,0,0,0,0,0,0,0,0
37658,660,pvh,perry ellis,jones apparel group,0,0,0,0,0,0,0,0,0,0
8471,661,,,,0,0,0,0,0,0,0,0,0,0
10122,663,gap,north face,vf,10,5,5,0,0,5,5,0,0,5
16084,663,gap,north face,vf,10,5,5,0,0,5,5,0,0,5
22051,663,gap,north face,vf,10,5,5,0,0,5,5,0,0,5
38036,663,gap,north face,vf,10,5,5,0,0,5,5,0,0,5
9125,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
15082,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
19666,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
26830,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
33484,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
39592,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
43331,665,israel local market,,,0,0,0,0,0,0,0,0,0,0
11178,668,gap,target,kohl's,10,5,5,2,1,5,5,5,1,5
17222,668,gap,target,kohl's,10,5,5,2,1,5,5,5,1,5
24268,668,gap,target,kohl's,10,5,5,2,1,5,5,5,1,5
30409,668,gap,target,kohl's,10,5,5,2,1,5,5,5,1,5
39093,668,gap,target,kohl's,10,5,5,2,1,5,5,5,1,5
12303,670,vf,,,0,0,0,0,0,0,0,0,0,0
18368,670,vf,,,0,0,0,0,0,0,0,0,0,0
27173,670,vf,,,0,0,0,0,0,0,0,0,0,0
35148,670,vf,,,0,0,0,0,0,0,0,0,0,0
10425,673,h&m,carter's,nike,10,9,5,0,7,7,5,0,4,5
15383,673,h&m,carter's,nike,10,9,5,0,7,7,5,0,4,5
20819,673,h&m,carter's,nike,10,9,5,0,7,7,5,0,4,5
27626,673,h&m,carter's,nike,10,9,5,0,7,7,5,0,4,5
34415,673,h&m,carter's,nike,10,9,5,0,7,7,5,0,4,5
39639,673,h&m,carter's,nike,10,9,5,0,7,7,5,0,4,5
8692,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
13871,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
19339,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
25674,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
32189,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
38787,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
41775,675,qvc,kohl's,foot locker,0,0,0,1,1,1,0,1,1,1
14184,677,ascena,macy's,madewell,0,0,0,1,0,1,0,1,0,1
19590,677,ascena,macy's,madewell,0,0,0,1,0,1,0,1,0,1
43342,677,ascena,macy's,madewell,0,0,0,1,0,1,0,1,0,1
12237,678,,,,0,0,0,0,0,0,0,0,0,0
10738,680,h&m,adidas,fanatics,10,9,5,6,1,6,5,6,1,6
16856,680,h&m,adidas,fanatics,10,9,5,6,1,6,5,6,1,6
23398,680,h&m,adidas,fanatics,10,9,5,6,1,6,5,6,1,6
29921,680,h&m,adidas,fanatics,10,9,5,6,1,6,5,6,1,6
36085,680,h&m,adidas,fanatics,10,9,5,6,1,6,5,6,1,6
11096,683,walmart,kohl's,sears,8,7,1,1,0,1,3,1,0,3
17024,683,walmart,kohl's,sears,8,7,1,1,0,1,3,1,0,3
25665,683,walmart,kohl's,sears,8,7,1,1,0,1,3,1,0,3
37423,683,walmart,kohl's,sears,8,7,1,1,0,1,3,1,0,3
12559,684,,,,0,0,0,0,0,0,0,0,0,0
11277,685,,,,0,0,0,0,0,0,0,0,0,0
16791,685,,,,0,0,0,0,0,0,0,0,0,0
23951,685,,,,0,0,0,0,0,0,0,0,0,0
38015,685,,,,0,0,0,0,0,0,0,0,0,0
41387,685,,,,0,0,0,0,0,0,0,0,0,0
14070,686,,,,0,0,0,0,0,0,0,0,0,0
18853,686,,,,0,0,0,0,0,0,0,0,0,0
25712,686,,,,0,0,0,0,0,0,0,0,0,0
33197,686,,,,0,0,0,0,0,0,0,0,0,0
13809,687,,,,0,0,0,0,0,0,0,0,0,0
14240,688,primark us,,,7,5,2,0,0,2,3,0,0,3
19257,688,primark us,,,7,5,2,0,0,2,3,0,0,3
27476,688,primark us,,,7,5,2,0,0,2,3,0,0,3
34176,688,primark us,,,7,5,2,0,0,2,3,0,0,3
40074,688,primark us,,,7,5,2,0,0,2,3,0,0,3
42512,688,,,,0,0,0,0,0,0,0,0,0,0
9420,689,,,,0,0,0,0,0,0,0,0,0,0
10133,690,,,,0,0,0,0,0,0,0,0,0,0
15755,690,,,,0,0,0,0,0,0,0,0,0,0
10552,691,,,,0,0,0,0,0,0,0,0,0,0
26524,691,,,,0,0,0,0,0,0,0,0,0,0
33235,691,,,,0,0,0,0,0,0,0,0,0,0
39981,691,,,,0,0,0,0,0,0,0,0,0,0
11988,693,,,,0,0,0,0,0,0,0,0,0,0
18056,693,,,,0,0,0,0,0,0,0,0,0,0
24864,693,,,,0,0,0,0,0,0,0,0,0,0
32152,693,,,,0,0,0,0,0,0,0,0,0,0
39003,693,,,,0,0,0,0,0,0,0,0,0,0
42556,693,,,,0,0,0,0,0,0,0,0,0,0
9703,694,,,,0,0,0,0,0,0,0,0,0,0
15166,694,,,,0,0,0,0,0,0,0,0,0,0
22587,694,,,,0,0,0,0,0,0,0,0,0,0
29300,694,,,,0,0,0,0,0,0,0,0,0,0
35433,694,,,,0,0,0,0,0,0,0,0,0,0
40670,694,,,,0,0,0,0,0,0,0,0,0,0
9928,697,lidl,,,5,3,2,0,0,2,2,0,0,2
15379,697,lidl,,,5,3,2,0,0,2,2,0,0,2
22052,697,,,,0,0,0,0,0,0,0,0,0,0
29324,697,lidl,,,5,3,2,0,0,2,2,0,0,2
36263,697,lidl,,,5,3,2,0,0,2,2,0,0,2
9330,698,lidl,,,5,3,2,0,0,2,2,0,0,2
15704,698,lidl,,,5,3,2,0,0,2,2,0,0,2
21417,698,,,,0,0,0,0,0,0,0,0,0,0
28485,698,lidl,,,5,3,2,0,0,2,2,0,0,2
34952,698,lidl,,,5,3,2,0,0,2,2,0,0,2
14499,699,kasper,,,0,0,0,0,0,0,0,0,0,0
20518,699,,,,0,0,0,0,0,0,0,0,0,0
27760,699,kasper,,,0,0,0,0,0,0,0,0,0,0
34647,699,kasper,,,0,0,0,0,0,0,0,0,0,0
40545,699,kasper,,,0,0,0,0,0,0,0,0,0,0
43341,699,kasper,,,0,0,0,0,0,0,0,0,0,0
12883,700,centric denim,,,0,0,0,0,0,0,0,0,0,0
18459,700,centric denim,,,0,0,0,0,0,0,0,0,0,0
24875,700,centric denim,,,0,0,0,0,0,0,0,0,0,0
32113,700,centric denim,,,0,0,0,0,0,0,0,0,0,0
40091,700,,,,0,0,0,0,0,0,0,0,0,0
43299,700,centric denim,,,0,0,0,0,0,0,0,0,0,0
9561,701,,,,0,0,0,0,0,0,0,0,0,0
15208,701,,,,0,0,0,0,0,0,0,0,0,0
10195,703,walmart,tommy hilfiger,,8,7,1,3,0,3,3,4,0,4
16067,703,walmart,tommy hilfiger,,8,7,1,3,0,3,3,4,0,4
22935,703,walmart,tommy hilfiger,,8,7,1,3,0,3,3,4,0,4
29741,703,walmart,tommy hilfiger,,8,7,1,3,0,3,3,4,0,4
36279,703,walmart,tommy hilfiger,,8,7,1,3,0,3,3,4,0,4
11348,704,walmart,one jeans wear,,8,7,1,0,0,1,3,0,0,3
16875,704,walmart,one jeans wear,,8,7,1,0,0,1,3,0,0,3
22614,704,walmart,one jeans wear,,8,7,1,0,0,1,3,0,0,3
29894,704,walmart,one jeans wear,,8,7,1,0,0,1,3,0,0,3
36407,704,walmart,one jeans wear,,8,7,1,0,0,1,3,0,0,3
41492,704,walmart,one jeans wear,,8,7,1,0,0,1,3,0,0,3
9205,705,,,,0,0,0,0,0,0,0,0,0,0
15329,705,,,,0,0,0,0,0,0,0,0,0,0
10614,706,,,,0,0,0,0,0,0,0,0,0,0
12734,707,walmart,target,land's end,8,7,1,2,1,2,3,5,2,5
18376,707,walmart,target,land's end,8,7,1,2,1,2,3,5,2,5
10426,711,a̩ropostale,,,2,1,1,0,0,1,1,0,0,1
16365,711,a̩ropostale,,,2,1,1,0,0,1,1,0,0,1
22170,711,a̩ropostale,,,2,1,1,0,0,1,1,0,0,1
29257,711,a̩ropostale,,,2,1,1,0,0,1,1,0,0,1
35813,711,a̩ropostale,,,2,1,1,0,0,1,1,0,0,1
10971,712,kohl's,macy's,target,4,1,1,1,2,2,1,1,5,5
16900,712,kohl's,macy's,target,4,1,1,1,2,2,1,1,5,5
22772,712,kohl's,macy's,target,4,1,1,1,2,2,1,1,5,5
11123,713,,,,0,0,0,0,0,0,0,0,0,0
17391,713,,,,0,0,0,0,0,0,0,0,0,0
25373,713,,,,0,0,0,0,0,0,0,0,0,0
37853,713,,,,0,0,0,0,0,0,0,0,0,0
41636,713,,,,0,0,0,0,0,0,0,0,0,0
13858,715,uniqlo,,,8,2,3,0,0,3,4,0,0,4
19484,715,,,,0,0,0,0,0,0,0,0,0,0
26063,715,uniqlo,,,8,2,3,0,0,3,4,0,0,4
14257,717,gap,,,10,5,5,0,0,5,5,0,0,5
20293,717,gap,,,10,5,5,0,0,5,5,0,0,5
27692,717,gap,,,10,5,5,0,0,5,5,0,0,5
34721,717,,,,0,0,0,0,0,0,0,0,0,0
41091,717,gap,,,10,5,5,0,0,5,5,0,0,5
9922,718,,,,0,0,0,0,0,0,0,0,0,0
12273,719,puma,ralph lauren,,10,10,5,1,0,5,5,2,0,5
18507,719,puma,ralph lauren,,10,10,5,1,0,5,5,2,0,5
25765,719,puma,ralph lauren,,10,10,5,1,0,5,5,2,0,5
31846,719,puma,ralph lauren,,10,10,5,1,0,5,5,2,0,5
38117,719,,,,0,0,0,0,0,0,0,0,0,0
14658,722,,,,0,0,0,0,0,0,0,0,0,0
20670,722,,,,0,0,0,0,0,0,0,0,0,0
13612,723,,,,0,0,0,0,0,0,0,0,0,0
19056,723,,,,0,0,0,0,0,0,0,0,0,0
25439,723,,,,0,0,0,0,0,0,0,0,0,0
10077,724,,,,0,0,0,0,0,0,0,0,0,0
12607,727,h&m,,,10,9,5,0,0,5,5,0,0,5
18167,727,h&m,,,10,9,5,0,0,5,5,0,0,5
24866,727,,,,0,0,0,0,0,0,0,0,0,0
32087,727,h&m,,,10,9,5,0,0,5,5,0,0,5
17581,729,,,,0,0,0,0,0,0,0,0,0,0
24836,729,,,,0,0,0,0,0,0,0,0,0,0
35550,729,,,,0,0,0,0,0,0,0,0,0,0
42955,729,,,,0,0,0,0,0,0,0,0,0,0
14664,733,the one fabric distributors,kashion,,0,0,0,0,0,0,0,0,0,0
20594,733,the one fabric distributors,kashion,,0,0,0,0,0,0,0,0,0,0
27069,733,the one fabric distributors,kashion,,0,0,0,0,0,0,0,0,0,0
33933,733,the one fabric distributors,kashion,,0,0,0,0,0,0,0,0,0,0
42554,733,,,,0,0,0,0,0,0,0,0,0,0
12201,734,ann taylor,uniqlo,phillips van heusen,0,0,0,3,0,3,0,4,0,4
17519,734,ann taylor,uniqlo,phillips van heusen,0,0,0,3,0,3,0,4,0,4
24195,734,ann taylor,uniqlo,phillips van heusen,0,0,0,3,0,3,0,4,0,4
16229,735,,,,0,0,0,0,0,0,0,0,0,0
20966,735,anko retail,knit knit,,0,0,0,0,0,0,0,0,0,0
28295,735,anko retail,knit knit,,0,0,0,0,0,0,0,0,0,0
36961,735,anko retail,knit knit,,0,0,0,0,0,0,0,0,0,0
43151,735,anko retail,knit knit,,0,0,0,0,0,0,0,0,0,0
9563,736,,,,0,0,0,0,0,0,0,0,0,0
9844,737,,,,0,0,0,0,0,0,0,0,0,0
17542,737,,,,0,0,0,0,0,0,0,0,0,0
13720,738,,,,0,0,0,0,0,0,0,0,0,0
19978,738,h&m,the cato corporation,,10,9,5,0,0,5,5,0,0,5
27543,738,h&m,the cato corporation,,10,9,5,0,0,5,5,0,0,5
34455,738,h&m,the cato corporation,,10,9,5,0,0,5,5,0,0,5
40470,738,h&m,the cato corporation,,10,9,5,0,0,5,5,0,0,5
42712,738,h&m,the cato corporation,,10,9,5,0,0,5,5,0,0,5
11911,739,walmart,kohl's,target,8,7,1,1,2,2,3,1,5,5
18048,739,walmart,kohl's,target,8,7,1,1,2,2,3,1,5,5
23222,739,walmart,kohl's,target,8,7,1,1,2,2,3,1,5,5
29687,739,walmart,kohl's,target,8,7,1,1,2,2,3,1,5,5
17065,741,,,,0,0,0,0,0,0,0,0,0,0
10100,742,,,,0,0,0,0,0,0,0,0,0,0
10503,744,,,,0,0,0,0,0,0,0,0,0,0
16560,744,,,,0,0,0,0,0,0,0,0,0,0
13483,746,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
21598,746,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
28810,746,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
42961,746,,,,0,0,0,0,0,0,0,0,0,0
9017,747,,,,0,0,0,0,0,0,0,0,0,0
17920,747,,,,0,0,0,0,0,0,0,0,0,0
22945,747,,,,0,0,0,0,0,0,0,0,0,0
37706,747,,,,0,0,0,0,0,0,0,0,0,0
41187,747,,,,0,0,0,0,0,0,0,0,0,0
11673,749,,,,0,0,0,0,0,0,0,0,0,0
17349,749,,,,0,0,0,0,0,0,0,0,0,0
23407,749,,,,0,0,0,0,0,0,0,0,0,0
15432,750,,,,0,0,0,0,0,0,0,0,0,0
22524,750,,,,0,0,0,0,0,0,0,0,0,0
32718,750,,,,0,0,0,0,0,0,0,0,0,0
42040,750,,,,0,0,0,0,0,0,0,0,0,0
11427,751,walmart,,,8,7,1,0,0,1,3,0,0,3
17368,751,walmart,,,8,7,1,0,0,1,3,0,0,3
22584,751,,,,0,0,0,0,0,0,0,0,0,0
30302,751,walmart,,,8,7,1,0,0,1,3,0,0,3
36601,751,walmart,,,8,7,1,0,0,1,3,0,0,3
40559,751,walmart,,,8,7,1,0,0,1,3,0,0,3
11452,752,,,,0,0,0,0,0,0,0,0,0,0
18646,752,hwi,north face,,0,0,0,0,0,0,0,0,0,0
24895,752,hwi,north face,,0,0,0,0,0,0,0,0,0,0
32516,752,hwi,north face,,0,0,0,0,0,0,0,0,0,0
14180,753,pvh,guess,,0,0,0,1,0,1,0,1,0,1
20530,753,pvh,guess,,0,0,0,1,0,1,0,1,0,1
27528,753,,,,0,0,0,0,0,0,0,0,0,0
33909,753,pvh,guess,,0,0,0,1,0,1,0,1,0,1
40802,753,pvh,guess,,0,0,0,1,0,1,0,1,0,1
15708,754,,,,0,0,0,0,0,0,0,0,0,0
20754,754,,,,0,0,0,0,0,0,0,0,0,0
9085,755,gap,walmart,,10,5,5,1,0,5,5,3,0,5
15258,755,gap,walmart,,10,5,5,1,0,5,5,3,0,5
21563,755,gap,walmart,,10,5,5,1,0,5,5,3,0,5
29054,755,gap,walmart,,10,5,5,1,0,5,5,3,0,5
38776,755,,,,0,0,0,0,0,0,0,0,0,0
42466,755,gap,walmart,,10,5,5,1,0,5,5,3,0,5
10414,756,,,,0,0,0,0,0,0,0,0,0,0
16666,756,gap,walmart,,10,5,5,1,0,5,5,3,0,5
20777,756,gap,walmart,,10,5,5,1,0,5,5,3,0,5
27832,756,gap,walmart,,10,5,5,1,0,5,5,3,0,5
34335,756,gap,walmart,,10,5,5,1,0,5,5,3,0,5
40007,756,gap,walmart,,10,5,5,1,0,5,5,3,0,5
11994,757,,,,0,0,0,0,0,0,0,0,0,0
18219,757,,,,0,0,0,0,0,0,0,0,0,0
23735,757,,,,0,0,0,0,0,0,0,0,0,0
11328,758,,,,0,0,0,0,0,0,0,0,0,0
17431,758,,,,0,0,0,0,0,0,0,0,0,0
23589,758,,,,0,0,0,0,0,0,0,0,0,0
39060,758,,,,0,0,0,0,0,0,0,0,0,0
12727,759,,,,0,0,0,0,0,0,0,0,0,0
18612,759,h&m,,,10,9,5,0,0,5,5,0,0,5
25561,759,h&m,,,10,9,5,0,0,5,5,0,0,5
12624,760,,,,0,0,0,0,0,0,0,0,0,0
12874,761,llbean,vf,under amour,2,1,1,0,3,3,1,0,2,2
19776,761,llbean,vf,under amour,2,1,1,0,3,3,1,0,2,2
26634,761,llbean,vf,under amour,2,1,1,0,3,3,1,0,2,2
33814,761,llbean,vf,under amour,2,1,1,0,3,3,1,0,2,2
39455,761,llbean,vf,under amour,2,1,1,0,3,3,1,0,2,2
42160,761,llbean,vf,under amour,2,1,1,0,3,3,1,0,2,2
14951,762,,,,0,0,0,0,0,0,0,0,0,0
20911,762,high life llc,,,0,0,0,0,0,0,0,0,0,0
27757,762,high life llc,,,0,0,0,0,0,0,0,0,0,0
34858,762,high life llc,,,0,0,0,0,0,0,0,0,0,0
9617,763,,,,0,0,0,0,0,0,0,0,0,0
15239,763,spirit,volcom canada,,0,0,0,0,0,0,0,0,0,0
20598,763,spirit,volcom canada,,0,0,0,0,0,0,0,0,0,0
27770,763,spirit,volcom canada,,0,0,0,0,0,0,0,0,0,0
34269,763,spirit,volcom canada,,0,0,0,0,0,0,0,0,0,0
41377,763,spirit,volcom canada,,0,0,0,0,0,0,0,0,0,0
9950,767,,,,0,0,0,0,0,0,0,0,0,0
18111,767,,,,0,0,0,0,0,0,0,0,0,0
25350,767,,,,0,0,0,0,0,0,0,0,0,0
32885,767,,,,0,0,0,0,0,0,0,0,0,0
18253,769,,,,0,0,0,0,0,0,0,0,0,0
25316,769,,,,0,0,0,0,0,0,0,0,0,0
34219,769,,,,0,0,0,0,0,0,0,0,0,0
43035,769,,,,0,0,0,0,0,0,0,0,0,0
12044,772,,,,0,0,0,0,0,0,0,0,0,0
12323,773,,,,0,0,0,0,0,0,0,0,0,0
21378,773,,,,0,0,0,0,0,0,0,0,0,0
32030,773,,,,0,0,0,0,0,0,0,0,0,0
9454,775,mgt,,,0,0,0,0,0,0,0,0,0,0
17543,775,mgt,,,0,0,0,0,0,0,0,0,0,0
21734,775,mgt,,,0,0,0,0,0,0,0,0,0,0
29270,775,mgt,,,0,0,0,0,0,0,0,0,0,0
36250,775,mgt,,,0,0,0,0,0,0,0,0,0,0
40662,775,,,,0,0,0,0,0,0,0,0,0,0
8122,778,,,,0,0,0,0,0,0,0,0,0,0
12852,781,,,,0,0,0,0,0,0,0,0,0,0
19707,781,,,,0,0,0,0,0,0,0,0,0,0
27411,781,,,,0,0,0,0,0,0,0,0,0,0
33533,781,,,,0,0,0,0,0,0,0,0,0,0
40728,781,,,,0,0,0,0,0,0,0,0,0,0
11448,783,uniqlo,levi's,,8,2,3,5,0,5,4,4,0,4
16981,783,,,,0,0,0,0,0,0,0,0,0,0
22861,783,uniqlo,levi's,,8,2,3,5,0,5,4,4,0,4
30039,783,uniqlo,levi's,,8,2,3,5,0,5,4,4,0,4
36495,783,uniqlo,levi's,,8,2,3,5,0,5,4,4,0,4
15141,784,,,,0,0,0,0,0,0,0,0,0,0
20768,784,,,,0,0,0,0,0,0,0,0,0,0
9648,785,,,,0,0,0,0,0,0,0,0,0,0
15646,785,,,,0,0,0,0,0,0,0,0,0,0
10691,787,,,,0,0,0,0,0,0,0,0,0,0
13919,788,,,,0,0,0,0,0,0,0,0,0,0
20517,788,,,,0,0,0,0,0,0,0,0,0,0
28748,788,,,,0,0,0,0,0,0,0,0,0,0
35679,788,,,,0,0,0,0,0,0,0,0,0,0
41641,788,,,,0,0,0,0,0,0,0,0,0,0
16227,789,,,,0,0,0,0,0,0,0,0,0,0
22393,789,stars design,,,0,0,0,0,0,0,0,0,0,0
29636,789,stars design,,,0,0,0,0,0,0,0,0,0,0
36295,789,stars design,,,0,0,0,0,0,0,0,0,0,0
14802,790,,,,0,0,0,0,0,0,0,0,0,0
11168,792,,,,0,0,0,0,0,0,0,0,0,0
16977,792,one step up,the genuine canadian corp.,,0,0,0,0,0,0,0,0,0,0
22580,792,one step up,the genuine canadian corp.,,0,0,0,0,0,0,0,0,0,0
30004,792,one step up,the genuine canadian corp.,,0,0,0,0,0,0,0,0,0,0
36878,792,one step up,the genuine canadian corp.,,0,0,0,0,0,0,0,0,0,0
41386,792,one step up,the genuine canadian corp.,,0,0,0,0,0,0,0,0,0,0
11128,795,,,,0,0,0,0,0,0,0,0,0,0
14238,796,michael miller,,,0,0,0,0,0,0,0,0,0,0
19685,796,michael miller,,,0,0,0,0,0,0,0,0,0,0
27270,796,,,,0,0,0,0,0,0,0,0,0,0
33705,796,michael miller,,,0,0,0,0,0,0,0,0,0,0
12419,797,,,,0,0,0,0,0,0,0,0,0,0
18398,797,,,,0,0,0,0,0,0,0,0,0,0
24838,797,,,,0,0,0,0,0,0,0,0,0,0
13546,799,,,,0,0,0,0,0,0,0,0,0,0
15453,801,torrid,guess,,0,0,0,1,0,1,0,1,0,1
22454,801,,,,0,0,0,0,0,0,0,0,0,0
29243,801,torrid,guess,,0,0,0,1,0,1,0,1,0,1
41471,801,torrid,guess,,0,0,0,1,0,1,0,1,0,1
39949,803,,,,0,0,0,0,0,0,0,0,0,0
42660,803,,,,0,0,0,0,0,0,0,0,0,0
17289,805,,,,0,0,0,0,0,0,0,0,0,0
21792,805,,,,0,0,0,0,0,0,0,0,0,0
12867,806,,,,0,0,0,0,0,0,0,0,0,0
18024,806,,,,0,0,0,0,0,0,0,0,0,0
24087,806,,,,0,0,0,0,0,0,0,0,0,0
38282,806,,,,0,0,0,0,0,0,0,0,0,0
42529,806,,,,0,0,0,0,0,0,0,0,0,0
16663,807,,,,0,0,0,0,0,0,0,0,0,0
24841,807,,,,0,0,0,0,0,0,0,0,0,0
33972,807,,,,0,0,0,0,0,0,0,0,0,0
42608,807,,,,0,0,0,0,0,0,0,0,0,0
17124,808,,,,0,0,0,0,0,0,0,0,0,0
23964,808,,,,0,0,0,0,0,0,0,0,0,0
34118,808,,,,0,0,0,0,0,0,0,0,0,0
42883,808,,,,0,0,0,0,0,0,0,0,0,0
10129,809,,,,0,0,0,0,0,0,0,0,0,0
15923,809,,,,0,0,0,0,0,0,0,0,0,0
21613,809,,,,0,0,0,0,0,0,0,0,0,0
30005,809,,,,0,0,0,0,0,0,0,0,0,0
37579,809,,,,0,0,0,0,0,0,0,0,0,0
40683,809,,,,0,0,0,0,0,0,0,0,0,0
14353,810,asos,h&m,,9,4,6,5,0,6,5,5,0,5
20412,810,asos,h&m,,9,4,6,5,0,6,5,5,0,5
27438,810,asos,h&m,,9,4,6,5,0,6,5,5,0,5
35684,810,asos,h&m,,9,4,6,5,0,6,5,5,0,5
40401,810,asos,h&m,,9,4,6,5,0,6,5,5,0,5
43446,810,,,,0,0,0,0,0,0,0,0,0,0
11381,811,,,,0,0,0,0,0,0,0,0,0,0
18335,811,,,,0,0,0,0,0,0,0,0,0,0
14487,812,nygard,,,0,0,0,0,0,0,0,0,0,0
20691,812,nygard,,,0,0,0,0,0,0,0,0,0,0
26985,812,nygard,,,0,0,0,0,0,0,0,0,0,0
34413,812,,,,0,0,0,0,0,0,0,0,0,0
13308,813,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
18856,813,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
26819,813,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
34428,813,,,,0,0,0,0,0,0,0,0,0,0
43099,813,adidas,reebok,,10,7,6,6,0,6,6,6,0,6
12416,815,,,,0,0,0,0,0,0,0,0,0,0
17317,815,,,,0,0,0,0,0,0,0,0,0,0
22640,815,,,,0,0,0,0,0,0,0,0,0,0
33943,815,,,,0,0,0,0,0,0,0,0,0,0
10553,816,,,,0,0,0,0,0,0,0,0,0,0
16268,816,,,,0,0,0,0,0,0,0,0,0,0
10550,817,,,,0,0,0,0,0,0,0,0,0,0
16954,817,zenana,,,0,0,0,0,0,0,0,0,0,0
22825,817,zenana,,,0,0,0,0,0,0,0,0,0,0
30016,817,zenana,,,0,0,0,0,0,0,0,0,0,0
36300,817,zenana,,,0,0,0,0,0,0,0,0,0,0
40652,817,zenana,,,0,0,0,0,0,0,0,0,0,0
43294,817,zenana,,,0,0,0,0,0,0,0,0,0,0
16055,818,,,,0,0,0,0,0,0,0,0,0,0
10112,819,,,,0,0,0,0,0,0,0,0,0,0
18231,819,,,,0,0,0,0,0,0,0,0,0,0
11217,820,,,,0,0,0,0,0,0,0,0,0,0
18098,820,,,,0,0,0,0,0,0,0,0,0,0
24310,820,,,,0,0,0,0,0,0,0,0,0,0
31722,820,,,,0,0,0,0,0,0,0,0,0,0
14127,821,,,,0,0,0,0,0,0,0,0,0,0
20578,821,ambiance,walmart,,0,0,0,1,0,1,0,3,0,3
29053,821,ambiance,walmart,,0,0,0,1,0,1,0,3,0,3
35443,821,ambiance,walmart,,0,0,0,1,0,1,0,3,0,3
40339,821,ambiance,walmart,,0,0,0,1,0,1,0,3,0,3
12615,825,american global logistics,,,0,0,0,0,0,0,0,0,0,0
18416,825,american global logistics,,,0,0,0,0,0,0,0,0,0,0
25645,825,american global logistics,,,0,0,0,0,0,0,0,0,0,0
32139,825,american global logistics,,,0,0,0,0,0,0,0,0,0,0
39154,825,american global logistics,,,0,0,0,0,0,0,0,0,0,0
42472,825,,,,0,0,0,0,0,0,0,0,0,0
17128,827,,,,0,0,0,0,0,0,0,0,0,0
12318,828,burleigh point,ealytex international,,0,0,0,0,0,0,0,0,0,0
18468,828,,,,0,0,0,0,0,0,0,0,0,0
24806,828,burleigh point,ealytex international,,0,0,0,0,0,0,0,0,0,0
37796,828,burleigh point,ealytex international,,0,0,0,0,0,0,0,0,0,0
41329,828,burleigh point,ealytex international,,0,0,0,0,0,0,0,0,0,0
12119,829,,,,0,0,0,0,0,0,0,0,0,0
17987,829,,,,0,0,0,0,0,0,0,0,0,0
24478,829,,,,0,0,0,0,0,0,0,0,0,0
31731,829,,,,0,0,0,0,0,0,0,0,0,0
38712,829,,,,0,0,0,0,0,0,0,0,0,0
9878,830,,,,0,0,0,0,0,0,0,0,0,0
16552,830,nygard international,,,0,0,0,0,0,0,0,0,0,0
22775,830,nygard international,,,0,0,0,0,0,0,0,0,0,0
29673,830,nygard international,,,0,0,0,0,0,0,0,0,0,0
10547,832,,,,0,0,0,0,0,0,0,0,0,0
16047,832,,,,0,0,0,0,0,0,0,0,0,0
13404,833,,,,0,0,0,0,0,0,0,0,0,0
14601,835,,,,0,0,0,0,0,0,0,0,0,0
