repriskID,company_name,headquarters_country,headquarters_country_isocode,sectors,url,isins,primary_isin,no_reported_risk_exposure,cName
2140095,Jaka Sakti Buana Internasional; PT,Indonesia,ID,Food and Beverage,,,,0,jaka sakti buana internasional pt
2140100,Bima Mandala; PT,Indonesia,ID,Unspecified,,,,0,bima mandala pt
2140125,Mahesa Karya Putra Mandiri; PT,Indonesia,ID,Unspecified,,,,0,mahesa karya putra mandiri pt
2140135,Prasetya Cipta Tulada; PT,Indonesia,ID,Unspecified,,,,0,prasetya cipta tulada pt
2140140,Infinity Finance; PT,Indonesia,ID,Financial Services,,,,0,infinity finance pt
2140150,Brocolin International; PT,Indonesia,ID,Unspecified,,,,0,brocolin international pt
2140160,Oenam Marble Industri; PT,Indonesia,ID,Mining,,,,0,oenam marble industri pt
2140165,Restu Rama; PT,Indonesia,ID,Unspecified,,,,0,restu rama pt
2140175,Aditya Putra Pratama Finance; PT,Indonesia,ID,Financial Services,,,,0,aditya putra pratama finance pt
2140180,Grahasali; PT,Indonesia,ID,Unspecified,,,,0,grahasali pt
2140190,Sagared Team; PT,Indonesia,ID,Unspecified,,,,0,sagared team pt
2140195,Bhineka Tama Pacific; PT,Indonesia,ID,Unspecified,,,,0,bhineka tama pacific pt
2140205,Magnetiq; PT,Indonesia,ID,Unspecified,,,,0,magnetiq pt
2140240,Dimas Drillindo; PT,Indonesia,ID,Oil and Gas,,,,0,dimas drillindo pt
2140850,NRG Spinning Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,nrg spinning mills ltd
2141050,Shirin Spinning Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,shirin spinning mills ltd
2141075,MSA Textiles Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,msa textiles ltd
2141580,Lagoa Nusantara; PT,Indonesia,ID,Construction and Materials,,,,0,lagoa nusantara pt
2142303,Thien ANH Minh Group Company Limited,Vietnam,VN,Retail,,,,1,thien anh minh group
2142468,Cipta Retail Prakarsa; PT (The Goods Dept),Indonesia,ID,Retail,https://thegoodsdept.com/,,,0,cipta retail prakarsa pt
2143273,Petrovietnam Energy Technology Corporation,Vietnam,VN,Oil and Gas,www.eic.com.vn,,,1,petrovietnam energy technology corp
214376,New Hope Hanoi Co Ltd,Vietnam,VN,Food and Beverage,,,,1,new hope hanoi
214490,Andika Permata Sawit Lestari (APSL); PT,Indonesia,ID,Food and Beverage,,,,0,andika permata sawit lestari  pt
214626,Berkat Cipta Abadi; PT,Indonesia,ID,Food and Beverage,https://www.korindo.co.id/,,,0,berkat cipta abadi pt
2146693,"Rhenus Project Logistics, PT",Indonesia,ID,Industrial Transportation,www.rhenusproject.com,,,1,"rhenus project logistics, pt"
2148623,Concung Investment JSC,Vietnam,VN,Retail,https://concung.com/,,,1,concung investment jsc
2150123,Cong TY Tnhh UP,Vietnam,VN,Support Services (Industrial Goods and Services),,,,1,cong ty tnhh up
2151858,Theodore Alexander HCM Co Ltd,Vietnam,VN,Construction and Materials | Personal and Household Goods,https://www.theodorealexander.com/,,,1,theodore alexander hcm
2151938,"Cipta Utama Teknologi, PT",Indonesia,ID,Telecommunications,ciptagi.co.id,,,1,"cipta utama teknologi, pt"
215342,Vincom Retail Co Ltd,Vietnam,VN,Retail | Financial Services,,,,1,vincom retail
2154088,Hanoi French Hospital Co Ltd,Vietnam,VN,Health Care Equipment and Services,https://www.hfh.com.vn/,,,1,hanoi french hospital
215852,Tampaco Foils Ltd,Bangladesh,BD,General Industrials,http://www.tampaco.org,,,0,tampaco foils ltd
215853,Nabisco Biscuit & Bread Factory Ltd,Bangladesh,BD,Food and Beverage,,,,0,nabisco biscuit and bread factory ltd
2158868,A BA Business Solutions Corp,Vietnam,VN,Industrial Transportation,https://aba.com.vn/,,,1,a ba business solutions corp
216046,Nestle Bangladesh Ltd,Bangladesh,BD,Food and Beverage,,,,0,nestle bangladesh ltd
2161873,Koperasi Tugu,Indonesia,ID,Unspecified,,,,1,koperasi tugu
2162938,ILA Vietnam,Vietnam,VN,Retail,https://ila.edu.vn,,,1,ila vietnam
2163873,"Oasis Waters International, PT",Indonesia,ID,Retail,www.minumoasis.co.id,,,1,"oasis waters international, pt"
21639,Dong Xanh Environment Co,Vietnam,VN,Support Services (Industrial Goods and Services),,,,0,dong xanh environment co
2164198,SSG Education Development and Investment JSC,Vietnam,VN,Retail,http://wellspring.edu.vn/,,,1,ssg education development and investment jsc
216500,Google Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services),https://www.google.co.id/intl/id,,,0,google indonesia pt
216501,Gili Cat,Indonesia,ID,Travel and Leisure,http://www.gilicat.com,,,0,gili cat
216523,Fabrica Knit Composite Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,fabrica knit composite ltd
216525,Probridhi Apparels Ltd,Bangladesh,BD,Personal and Household Goods,http://www.probridhiapparels.com,,,0,probridhi apparels ltd
216529,Hanwen BD Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,hanwen bd ltd
216534,Danys Knitwear Ltd,Bangladesh,BD,Personal and Household Goods,http://www.danysknitwear.com,,,0,danys knitwear ltd
216537,Kento Asia Ltd,Bangladesh,BD,Personal and Household Goods,http://kento.org,,,0,kento asia ltd
216539,Han A Hats & Caps Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,han a hats and caps ltd
216550,JAJ Depot et Gravel (JAJ),Haiti,HT,Construction and Materials,,,,0,jaj depot et gravel
216552,NCT,Haiti,HT,Construction and Materials,,,,0,nct
216599,Ekawana Lestari Darma; PT,Indonesia,ID,Forestry,,,,0,ekawana lestari darma pt
2166128,Equis Vietnam Joint Stock Company,Vietnam,VN,Support Services (Industrial Goods and Services),,,,1,equis vietnam jsc
216634,PT Orbit Terminal Merak (OT Merak),Indonesia,ID,Industrial Transportation,https://otm-terminal.com/,,,0,orbit terminal merak pt
21674,Compania Licorera de Nicaragua,Nicaragua,NI,Food and Beverage,http://www.clnsa.com.ni,,,0,compania licorera de nicaragua
216769,Solusi Tunas Pratama Tbk; PT,Indonesia,ID,Telecommunications,https://www.stptower.com/,ID1000120702,ID1000120702,0,solusi tunas pratama tbk pt
2169218,Inti Duta Energi; PT (IDE),Indonesia,ID,Utilities,https://www.nusakonstruksi.com/copy-of-new-page,,,1,inti duta energi pt
2169643,Datviet VAC Group Holdings Corporation,Vietnam,VN,Financial Services,datvietvac.vn,,,1,datviet vac group holdings corp
21710,Artha Graha Group,Indonesia,ID,Food and Beverage | Travel and Leisure,,,,0,artha graha group
2171073,KTG Electrical Equipment Distribution Joint Stock Company,Vietnam,VN,Electronic and Electrical Equipment,ktg.com.vn,,,1,ktg electrical equipment distribution jsc
21712,RL Denim,Bangladesh,BD,Personal and Household Goods,,,,0,rl denim
217137,S Alam Refined Sugar Industries Ltd,Bangladesh,BD,Food and Beverage,http://www.s.alamgroupbd.com/index.php?option=com_content&view=article&id=35&Itemid=81,BD0470SACRS4,BD0470SACRS4,0,s alam refined sugar industries ltd
217157,Sarana Meditama Metropolitan Tbk; PT,Indonesia,ID,Health Care Equipment and Services,,ID1000126303,ID1000126303,1,sarana meditama metropolitan tbk pt
21722,PT Rajawali Nusantara Indonesia (RNI),Indonesia,ID,Industrial Transportation | Food and Beverage | Retail,http://www.rni.co.id,,,0,rajawali nusantara indonesia pt
21723,Putra Rajawali Banjaran (PRB),Indonesia,ID,Health Care Equipment and Services,,,,0,putra rajawali banjaran
2172458,Taurus Company Limited,Vietnam,VN,Construction and Materials,,,,1,taurus
217333,Societe Concessionnaire de lâAeroport (SCA; Cambodia Airports),Cambodia,KH,Industrial Transportation,,,,0,societe concessionnaire de lâaeroport
217339,MAX Group of Co Ltd,Bangladesh,BD,Construction and Materials | Utilities,http://maxgroup-bd.com,,,0,max group of
217355,SP-SSA International Terminal (SSIT),Vietnam,VN,Industrial Transportation,https://www.ssit.com.vn/,,,1,sp-ssa international terminal
217364,Nuqul Group,Jordan,JO,Paper,http://www.nuqulgroup.com/,,,1,nuqul group
2174513,Blue Circle Company Limited,Vietnam,VN,Personal and Household Goods,giant.vn,,,1,blue circle
217489,Frontier Bangladesh II LP,Bangladesh,BD,Financial Services,,,,1,frontier bangladesh ii lp
217499,Modern Cement and Mining Co,Jordan,JO,Construction and Materials,http://www.mgc-cement.com/,,,1,modern cement and mining co
217509,Jordan India Fertilizer Company (JIFCO) LLC,Jordan,JO,Chemicals,https://www.iffco.in/en/jordan,,,1,jordan india fertilizer company llc
217514,Bank Oke Indonesia; PT (formerly Bank Andara; PT),Indonesia,ID,Banks,,,,1,bank oke indonesia pt (formerly bank andara pt)
217515,Airport International Group PSC (AIG),Jordan,JO,Industrial Transportation,http://www.aig.aero/,,,0,airport international group psc
217523,Societe Generale Haitienne de Banque (Sogebank SA),Haiti,HT,Banks,https://www.sogebank.com/index.php,,,1,societe generale haitienne de banque
217556,Hospital Metropolitano Vivian Pellas,Nicaragua,NI,Health Care Equipment and Services,http://www.hospitalvivianpellas.com/,,,1,hospital metropolitano vivian pellas
217576,Banco de Finanzas SA,Nicaragua,NI,Banks,http://www.bdfnet.com/,,,1,banco de finanzas sa
21759,Rupashi Group,Bangladesh,BD,Personal and Household Goods,rupashi.com,,,0,rupashi group
217594,Polaris Energy Nicaragua SA,Nicaragua,NI,Alternative Energy,https://www.polarisgeothermal.com/,,,1,polaris energy nicaragua sa
21760,Doel Group,Bangladesh,BD,Personal and Household Goods,www.doelgroup.net,,,0,doel group
217607,Cambodia Laos Development Fund LP,Cambodia,KH,Financial Services,,,,1,cambodia laos development fund lp
217625,PRAN Group,Bangladesh,BD,Food and Beverage,https://www.pranfoods.net/,,,1,pran group
21769,Khaou Chuly Development Co Ltd (KCD; Khaou Chuly Group),Cambodia,KH,Construction and Materials,http://www.khaouchulygroup.com,,,0,khaou chuly development
21770,Socfin KCD Co Ltd,Cambodia,KH,Construction and Materials,https://www.socfin.com/en/socfin-kcd,,,0,socfin kcd
217710,Green Delta Insurance Co Ltd (GDIC),Bangladesh,BD,Insurance,https://green-delta.com/,BD0702GDI002,BD0702GDI002,1,green delta insurance
217726,ACWA Power Jordan Holdings Ltd,Jordan,JO,Financial Services,,,,1,acwa power jordan holdings ltd
217730,Willbes Haitian SA,Haiti,HT,Personal and Household Goods,,,,1,willbes haitian sa
217760,Orient Commercial Joint Stock Bank (OCB),Vietnam,VN,Banks,https://www.ocb.com.vn/,VN0OCB123077 | VN0OCB123069 | VN0OCB123051 | VN0OCB123044 | VN0OCB123283 | VN0OCB123234 | VN0OCB123242 | VN0OCB123259 | VN0OCB123267 | VN0OCB123275 | VN0OCB123226 | VN0OCB123218 | VN0OCB123200 | VN0OCB123192 | VN0OCB123184 | VN0OCB123176 | VN0OCB123036 | VN0OCB121048 | VN0OCB121063 | VN0OCB122079 | VN0OCB122087 | VN0OCB122095 | VN0OCB122103 | VN0OCB122111 | VN0OCB122129 | VN0OCB122137 | VN0OCB122145 | VN0OCB122152 | VN0OCB122160 | VN0OCB123010 | VN000000OCB9,VN000000OCB9,1,orient commercial joint stock bank
217761,An Binh JSCB (ABBANK),Vietnam,VN,Banks,https://abbank.vn/en/,VN0ABB123066 | VN0ABB123074 | VN0ABB123082 | VN0ABB123090 | VN0ABB123041 | VN0ABB123058 | VN0ABB122019 | VN0ABB123033 | VN000000ABB0,VN000000ABB0,0,an binh jscb
217782,Luminus Education Group,Jordan,JO,Retail | Financial Services,https://www.luminuseducation.com/,,,1,luminus education group
217784,Jordan Wind Project Co (JWPC),Jordan,JO,Alternative Energy,,,,1,jordan wind project co
217806,Piaggio Vietnam Co Ltd,Vietnam,VN,Automobiles and Parts,http://www.piaggio.com.vn/,,,1,piaggio vietnam
217807,FINCA Jordan Specialized Micro Loans Co (FINCA Jordan),Jordan,JO,Financial Services,http://www.finca.jo/en/,,,1,finca jordan specialized micro loans co
217810,Cai Lan International Container Terminal (CICT) LLC,Vietnam,VN,Industrial Transportation | Support Services (Industrial Goods and Services),https://www.cict.com.vn/,,,1,cai lan international container terminal llc
217817,Middle East Micro Credit Co (MEMCC),Jordan,JO,Financial Services | Unspecified,,,,1,middle east micro credit co
21782,Duta Buana Surya Pria Sembada CV,Indonesia,ID,Unspecified,,,,0,duta buana surya pria sembada cv
2178208,MAP Boga Adiperkasa Tbk; PT,Indonesia,ID,Retail,https://www.mbai.co.id/en/,ID1000139702,ID1000139702,1,map boga adiperkasa tbk pt
21783,Bakrie Pipe Industries; PT (BPI),Indonesia,ID,Construction and Materials,http://www.bakrie-pipe.com,,,0,bakrie pipe industries pt
21784,Centram PT,Indonesia,ID,Food and Beverage,,,,0,centram pt
2178483,Asia Group Joint Stock Company,Vietnam,VN,Chemicals,,,,1,asia group jsc
21785,Kastilmas Persada PT,Indonesia,ID,Electronic and Electrical Equipment,https://www.facebook.com/pages/PT-KASTILMAS-PERSADA/113791098637298,,,0,kastilmas persada pt
217851,bKash Ltd,Bangladesh,BD,Software and Computer Services | Financial Services,https://www.bkash.com/en,,,1,bkash ltd
21786,Penta Pratama Jaya PT,Indonesia,ID,Construction and Materials,http://pentapratama.com,,,0,penta pratama jaya pt
21787,Bali Graha Surya PT,Indonesia,ID,Construction and Materials,http://www.baligrahasurya.com,,,0,bali graha surya pt
21788,Hokki Kita Timur Raya PT,Indonesia,ID,General Industrials | Industrial Metals,,,,0,hokki kita timur raya pt
217899,Bina Usaha Keluarga; PT (BUK),Indonesia,ID,Financial Services,,,,1,bina usaha keluarga pt
217958,PT Sayap Mas Utama (Wings Corp; Wings Food),Indonesia,ID,Food and Beverage | Personal and Household Goods,https://wingscorp.com/,,,0,sayap mas utama pt
217972,Turgeau Developments SA,Haiti,HT,Construction and Materials,,,,1,turgeau developments sa
217980,Butterfly Marketing Ltd,Bangladesh,BD,Retail,https://www.butterflygroupbd.com/,,,1,butterfly marketing ltd
217996,Nam Long Investment Corp (Nam Long Investment JSC),Vietnam,VN,Construction and Materials | Financial Services,https://namlongvn.com,VN0NLG122058 | VN0NLG121019 | VN0NLG121027 | VN0NLG122033 | VN000000NLG1,VN000000NLG1,1,nam long investment corp
218000,Bajradaya Sentranusa; PT (BDSN),Indonesia,ID,Construction and Materials | Utilities,,,,1,bajradaya sentranusa pt
218097,Antara Holdings (Asia) Ltd,Vietnam,VN,Industrial Transportation | Financial Services,,,,1,antara holdings ltd
218102,Jakarta International Container Terminal; PT,Indonesia,ID,Industrial Transportation,http://www.jict.co.id/,,,0,jakarta international container terminal pt
218106,Gia Lai Electricity JSC (GEC),Vietnam,VN,Alternative Energy,https://www.geccom.vn/,,,0,gia lai electricity jsc
218114,Simplemente Madera Group Ltd,Nicaragua,NI,Personal and Household Goods,http://www.simplementemadera.com/,,,1,simplemente madera group ltd
218117,E-Power SA,Haiti,HT,Utilities,https://epowerhaiti.com/,,,1,e-power sa
218133,B. Braun Medical Indonesia; PT,Indonesia,ID,Health Care Equipment and Services,http://www.bbraun.co.id,,,1,b. braun medical indonesia pt
218143,Bank Mayora; PT,Indonesia,ID,Banks,,,,1,bank mayora pt
218154,Bank KEB Hana Indonesia; PT,Indonesia,ID,Banks,http://www.hanabank.co.id/,,,0,bank keb hana indonesia pt
218180,Prasac Microfinance Institution PLC,Cambodia,KH,Financial Services,https://www.prasac.com.kh/,,,0,prasac microfinance institution plc
218210,Vietnam Technological and Commercial JSB (Techcombank),Vietnam,VN,Banks,https://www.techcombank.com.vn/home,VN0TCB123163 | VN0TCB123155 | VN0TCB123148 | VN0TCB123130 | VN0TCB123122 | VN0TCB123114 | VN0TCB122033 | VN0TCB122041 | VN0TCB123072 | VN0TCB123080 | VN0TCB123098 | VN0TCB122025 | SGXN16709580 | AU0000048787 | AU0000134959 | AU0000139214 | AU0000269268 | AU0000270050 | SGXN12671255 | SGXN13060326 | SGXN13416197 | SGXN13493758 | AU0000021420 | VN000000TCB8,VN000000TCB8,1,vietnam technological and commercial jsb
218220,Vietnam International Commercial Joint Stock Bank (VIB),Vietnam,VN,Banks,https://vib.com.vn,VN0VIB123221 | VN0VIB123213 | VN0VIB123189 | VN0VIB122173 | VN0VIB122165 | VN0VIB122157 | VN0VIB122140 | VN0VIB121126 | VN0VIB121118 | VN0VIB121100 | VN0VIB121084 | VN0VIB121076 | VN0VIB121068 | VN0VIB121050 | VN0VIB121043 | VN0VIB121035 | VN0VIB121027 | VN0VIB121019 | VN000000VIB1,VN000000VIB1,0,vietnam international commercial joint stock bank
218234,Amret PLC,Cambodia,KH,Financial Services,https://www.amret.com.kh/,,,0,amret plc
218255,Adenium Energy Capital,Jordan,JO,Financial Services | Alternative Energy,,,,1,adenium energy capital
2182823,Star Energy (Kakap) Ltd,Indonesia,ID,Oil and Gas,,,,1,star energy ltd
2182998,Makassar Global Awal Bros; PT,Indonesia,ID,Health Care Equipment and Services,,,,1,makassar global awal bros pt
218316,Panca Amara Utama; PT,Indonesia,ID,Chemicals,https://essa.id/,,,1,panca amara utama pt
218354,Hosha Power Generation PJSC (Hosha for Energy Generation; formerly Jordan Solar One (Cayman) Jordan PJSC),Jordan,JO,Alternative Energy,,,,1,hosha power generation pjsc (hosha for energy generation formerly jordan solar one (cayman) jordan pjsc)
218355,Falcon Ma'an for Solar Energy LLC,Jordan,JO,Alternative Energy,,,,1,falcon maan for solar energy llc
218370,Tien Phong Commercial Joint Stock Bank (TP Bank),Vietnam,VN,Banks,https://tpb.vn/,VN000000TPB0,VN000000TPB0,0,tien phong commercial joint stock bank
218440,South Pacific Viscose (SPV); PT,Indonesia,ID,Chemicals,http://pt-spv.com/,,,0,south pacific viscose  pt
218483,Banco de America Central,Nicaragua,NI,Banks,https://wwwa.baccredomatic.com/,,,1,banco de america central
218484,Excelerate Energy Bangladesh Ltd,Bangladesh,BD,Oil and Gas,,,,0,excelerate energy bangladesh ltd
218555,Indo Wind Power Holdings Pte Ltd,Indonesia,ID,Financial Services | Alternative Energy,,,,1,indo wind power holdings pte ltd
218610,Vietnam Waterway Construction Corp,Vietnam,VN,Construction and Materials | Industrial Engineering,,,,0,vietnam waterway construction corp
218611,Astra Biopharmaceuticals Ltd,Bangladesh,BD,Health Care Equipment and Services,http://www.astrabiopharma.com/,,,0,astra biopharmaceuticals ltd
218634,Nova Consumer Group (formerly Anova Corp),Vietnam,VN,Support Services (Industrial Goods and Services) | Food and Beverage,https://novaconsumer.com.vn/,VN000000NCG0,VN000000NCG0,1,nova consumer group (formerly anova corp)
218692,AK Khan WaterHealth (Bangladesh) Ltd,Bangladesh,BD,Utilities,http://www.akkhan.com/a-k-khan-waterhealth-bangladesh-ltd,,,1,ak khan waterhealth ltd
218705,GTFP Eastern Bank,Bangladesh,BD,Banks,,,,1,gtfp eastern bank
2187198,"Ismaya Sushigroove, PT",Indonesia,ID,Travel and Leisure,www.ismaya.com,,,1,"ismaya sushigroove, pt"
218740,Agribank Service Co Ltd (formerly Agribank Printing Trade and Service Co),Vietnam,VN,Financial Services,,,,0,agribank service  (formerly agribank printing trade and service co)
218741,Que Vo Textile JSC,Vietnam,VN,Personal and Household Goods,,,,0,que vo textile jsc
218766,Hikma Investment LLC,Jordan,JO,Pharmaceuticals and Biotechnology | Financial Services,,,,1,hikma investment llc
218772,VinaCapital Vietnam Opportunity Fund Ltd,Vietnam,VN,Financial Services,https://vof.vinacapital.com/,GG00BYXVT888,GG00BYXVT888,1,vinacapital vietnam opportunity fund ltd
218829,Dynamic Textile Industries Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,dynamic textile industries ltd
218844,Ngon Coffee Company Ltd,Vietnam,VN,Food and Beverage,https://ngoncoffee.com/,,,1,ngon coffee company ltd
218845,Export Import Bank of Bangladesh Limited (EXIM Bank Ltd),Bangladesh,BD,Banks,http://www.eximbankbd.com/,BD0129EXIMB2,BD0129EXIMB2,0,export import bank of bangladesh ltd
2188460,Rimbunan Hijau Plantations Indonesia; PT,Indonesia,ID,Food and Beverage | Forestry,,,,0,rimbunan hijau plantations indonesia pt
218849,Falcon House Parners,Indonesia,ID,Financial Services,,,,1,falcon house parners
218865,Asociacion Fondo de Desarrollo Local,Nicaragua,NI,Financial Services,http://www.fdl.com.ni/,,,1,asociacion fondo de desarrollo local
218872,TVS Motor Co Indonesia; PT,Indonesia,ID,Automobiles and Parts,https://www.tvsmotor.co.id/,,,1,tvs motor co indonesia pt
218897,Hattha Kaksekar Ltd (HKL),Cambodia,KH,Financial Services,http://www.hkl.com.kh,,,0,hattha kaksekar ltd
218956,PT Pharma Test Indonesia,Indonesia,ID,Pharmaceuticals and Biotechnology,http://www.pharma-test-indo.com/,,,1,pharma test indonesia pt
218968,Harum Alam Segar; PT,Indonesia,ID,Food and Beverage,http://www.has-environmental.com/,,,1,harum alam segar pt
218997,Abul Khair Steel Melting Ltd,Bangladesh,BD,Industrial Metals,http://www.abulkhairsteel.com/,,,0,abul khair steel melting ltd
219006,Shamsuna Power Company LLC,Jordan,JO,Alternative Energy,http://www.shamsuna.com/,,,1,shamsuna power company llc
219007,Zahrat Al Salam for Energy Generation Co PSC,Jordan,JO,Construction and Materials | Alternative Energy,,,,1,zahrat al salam for energy generation co psc
219009,Arabia One for Clean Energy Investments PSC,Jordan,JO,Alternative Energy,https://www.arabia.group/,,,1,arabia one for clean energy investments psc
219012,CASEIF III LP,Nicaragua,NI,Financial Services,,,,1,caseif iii lp
219097,Bangladesh Cricket Board (BCB),Bangladesh,BD,Travel and Leisure,http://www.tigercricket.com.bd/,,,0,bangladesh cricket board
219139,Mesco Gold (Cambodia) Ltd,Cambodia,KH,Mining,,,,0,mesco gold ltd
219174,Woo Ree Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,woo ree apparels ltd
219262,Vietnam Construction Bank (formerly Great Trust Joint Stock Commercial Bank),Vietnam,VN,Banks,,,,0,vietnam construction bank (formerly great trust jsc bank)
2193163,Japfa Santori Indonesia; PT,Indonesia,ID,Food and Beverage,https://www.japfacomfeed.co.id/id,,,1,japfa santori indonesia pt
219365,Impack Pratama Industri Tbk; PT,Indonesia,ID,Construction and Materials | General Industrials,http://www.impack-pratama.com/,ID1000133002,ID1000133002,1,impack pratama industri tbk pt
219366,Indonesia Pondasi Raya Tbk; PT,Indonesia,ID,Construction and Materials,http://www.indopora.com/,ID1000136401,ID1000136401,1,indonesia pondasi raya tbk pt
219382,Dica Tex Ltd,Bangladesh,BD,Personal and Household Goods | Retail,,,,1,dica tex ltd
2193853,"Mandiri Madura, PT",Indonesia,ID,Construction and Materials,,,,1,"mandiri madura, pt"
219394,Mutual Trust Bank Ltd,Bangladesh,BD,Banks,http://www.mutualtrustbank.com/,BD0123MTBNK0,BD0123MTBNK0,0,mutual trust bank ltd
219409,RAK Ceramics Bangladesh Ltd,Bangladesh,BD,Construction and Materials,https://www.rakceramics.com,BD0634RAKCR4,BD0634RAKCR4,0,rak ceramics bangladesh ltd
21946,State Bank of Vietnam,Vietnam,VN,"Development Banks, Central Banks, and Export Credit Agencies",http://www.centralbank.vn/en/home,,,0,state bank of vietnam
219484,Panarub Industry Co Ltd (Panarub Group); PT,Indonesia,ID,Personal and Household Goods,http://panarub.co.id,,,0,panarub industry   pt
219518,Acme Laboratories Ltd,Bangladesh,BD,Pharmaceuticals and Biotechnology,https://www.acmeglobal.com/#,BD0491ACME00,BD0491ACME00,1,acme laboratories ltd
219649,Vina Eco Board Co Ltd,Vietnam,VN,Forestry,,,,1,vina eco board
219669,Port Lafito SA,Haiti,HT,Industrial Transportation,,,,1,port lafito sa
219674,Modern Agricultural Investment Company (MAICO),Jordan,JO,Food and Beverage,,,,1,modern agricultural investment company
219693,DloHaiti Inc,Haiti,HT,Utilities,https://dlohaiti.com/,,,1,dlohaiti inc
2197018,"Saitex International (Viet Nam) Co.,Ltd",Vietnam,VN,Personal and Household Goods,www.sai-tex.com,,,1,saitex international
2198368,HOA CAM Industrial Zone Investment Joint Stock Company,Vietnam,VN,Financial Services,hoacamizi.com.vn,,,1,hoa cam industrial zone investment jsc
219881,Hannan Knitwears Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,hannan knitwears ltd
219920,SN Design Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,sn design ltd
2199845,Thinh Cuong Co Ltd,Vietnam,VN,Support Services (Industrial Goods and Services),http://thinhcuong.com,,,0,thinh cuong
219988,Hoang Anh Gia Lai Agricultural JSC (HAGL Agrico),Vietnam,VN,Food and Beverage,http://haagrico.com.vn/,VN000000HNG9,VN000000HNG9,0,hoang anh gia lai agricultural jsc
219989,Renata Ltd,Bangladesh,BD,Pharmaceuticals and Biotechnology,https://renata-ltd.com/,BD0457RENAT6,BD0457RENAT6,1,renata ltd
2200323,TH Milk Joint Stock Company,Vietnam,VN,Food and Beverage,www.thmilk.vn,,,1,th milk jsc
22010,Sumatera Silva Lestari; PT (SSL),Indonesia,ID,Forestry,,,,0,sumatera silva lestari pt
22011,Musim Mas; PT,Indonesia,ID,Food and Beverage | Personal and Household Goods,https://www.musimmas.co.id/,,,0,musim mas pt
22012,Sukajadi Sawit Mekar; PT (SSM),Indonesia,ID,Food and Beverage,,,,0,sukajadi sawit mekar pt
22013,Maju Aneka Sawit (MAS),Indonesia,ID,Alternative Energy,,,,0,maju aneka sawit
2201428,HDC Nghe AN Company Limited,Vietnam,VN,Construction and Materials,,,,1,hdc nghe an
22017,Bukaka Teknik Utama Tbk; PT,Indonesia,ID,Construction and Materials,http://www.bukaka.com,ID1000080807,ID1000080807,0,bukaka teknik utama tbk pt
220182,Tin Thao Co Ltd,Vietnam,VN,General Industrials,,,,1,tin thao
220188,Tan Vinh Thai Trade & Production Co Ltd,Vietnam,VN,Chemicals | Industrial Engineering | Retail,,,,1,tan vinh thai trade and production
22022,Bosowa Corporation,Indonesia,ID,Construction and Materials | Support Services (Industrial Goods and Services) | Mining | Financial Services,www.bosowa.co.id,,,0,bosowa corp
220221,First Finance Ltd,Bangladesh,BD,Financial Services,http://first-finance.com.bd/,BD0124FLIL06,BD0124FLIL06,0,first finance ltd
220224,BusinessLink Computers Ltd,Bangladesh,BD,Technology Hardware and Equipment,http://www.businesslinkbd.com/,,,0,businesslink computers ltd
220225,Business Communication Services,Bangladesh,BD,Unspecified,,,,0,business communication services
22023,Intim Group,Indonesia,ID,Utilities | Mining,www.intim-group.com,,,0,intim group
2202723,Dalat Hasfarm Co Ltd,Vietnam,VN,Food and Beverage,,,,1,dalat hasfarm
220276,FLC Group JSC,Vietnam,VN,Financial Services,http://www.flc.vn/,VN000000FLC6,VN000000FLC6,0,flc group jsc
220419,Peoples Leasing and Financial Services Ltd (PLFS),Bangladesh,BD,Financial Services,http://plfsbd.com/plfs/,BD0130PLFSL3,BD0130PLFSL3,0,peoples leasing and financial services ltd
220448,A Dong Transportation Trading Corp,Vietnam,VN,Industrial Transportation | Retail,,,,1,a dong transportation trading corp
2204563,Ultra Sakti; PT,Indonesia,ID,Pharmaceuticals and Biotechnology,https://www.http://ultrasakti.com/,,,1,ultra sakti pt
220475,Nghi Son Refinery and Petrochemical LLC (Nghi Son Refinery Co Ltd),Vietnam,VN,Oil and Gas,http://nsrp.vn/,,,0,nghi son refinery and petrochemical llc
220478,Vietnam National Chemical Group (VINACHEM),Vietnam,VN,Chemicals,http://www.vinachem.com.vn/,,,0,vietnam national chemical group
220479,Vietnam National Textile & Garment Group (Vinatex),Vietnam,VN,Personal and Household Goods,http://www.vinatex.com/,VN000000VGT7,VN000000VGT7,0,vietnam national textile and garment group
220480,VietNam Steel Corp,Vietnam,VN,Industrial Metals,http://www.vnsteel.vn/,VN000000TVN3,VN000000TVN3,0,vietnam steel corp
220482,Vietnam Paper Corp,Vietnam,VN,Paper,http://www.vinapaco.com.vn/,,,0,vietnam paper corp
220511,Garbotex Development (Manufacturing) Company,Cambodia,KH,Personal and Household Goods,,,,0,garbotex development company
