repriskID,company_name,headquarters_country,headquarters_country_isocode,sectors,url,isins,primary_isin,no_reported_risk_exposure,cName
1000365,Dinamika Panasia; PT,Indonesia,ID,Personal and Household Goods,https://www.d-panasia.com/,,,0,dinamika panasia pt
1000445,Panin Asset Management; PT,Indonesia,ID,Financial Services,https://www.panin-am.co.id/,,,0,panin asset management pt
100047,IDJ Vietnam Investment JSC,Vietnam,VN,Support Services (Industrial Goods and Services) | Retail | Financial Services,http://www.idjf.vn,VN000000IDJ2,VN000000IDJ2,0,idj vietnam investment jsc
100059,Network Infrastructure Services JSC (NISCO),Vietnam,VN,Telecommunications | Financial Services,,,VN000000NIS2,1,network infrastructure services jsc
1000845,KCE; PT,Indonesia,ID,General Industrials | Retail,,,,0,kce pt
100088,Telecommunications Infrastructure Construction and Development Investment JSC (formerly Quangnam Post-Telecoms Construction and Services Corp (QTC)),Vietnam,VN,Telecommunications,http://www.qtc.com.vn,VN000000QCC2,VN000000QCC2,1,telecommunications infrastructure construction and development investment jsc (formerly quangnam post-telecoms construction and services corp (qtc))
1000915,Trimegah Bangun Persada Tbk; PT,Indonesia,ID,Mining,https://tbpnickel.com/,ID1000188006,ID1000188006,0,trimegah bangun persada tbk pt
1000975,Amak Firdaus Utomo; PT (PT AFU),Indonesia,ID,Construction and Materials,,,,0,amak firdaus utomo pt
1001010,Mata Trans; PO,Indonesia,ID,Travel and Leisure,,,,0,mata trans po
1001105,Alibaba Real Estate JSC,Vietnam,VN,Financial Services,,,,0,alibaba real estate jsc
1001115,Alibaba Tan Thanh Co Ltd,Vietnam,VN,Financial Services,,,,0,alibaba tan thanh
100143,Petroleum Dong Do JSC,Vietnam,VN,Financial Services,pvfc-land.com.vn,VN000000PFL8,VN000000PFL8,1,petroleum dong do jsc
1001865,Sejati 555 Sampurna Nuswantara; PT,Indonesia,ID,Mining,,,,0,sejati 555 sampurna nuswantara pt
100191,Art Design and Communication JSC,Vietnam,VN,Media,http://adc.net.vn/,VN000000ADC4,VN000000ADC4,1,art design and communication jsc
1002310,Sawit Inti Prima Perkasa; PT (PT SIPP),Indonesia,ID,Food and Beverage,,,,0,sawit inti prima perkasa pt
1002520,Asialog; PT,Indonesia,ID,Forestry,,,,0,asialog pt
1002525,Inhutani 1; PT,Indonesia,ID,Forestry,http://inhutani1.co.id/,,,0,inhutani 1 pt
1002585,Sinar Sari Sejati; PT,Indonesia,ID,Personal and Household Goods,,,,0,sinar sari sejati pt
1002615,Daka Group; PT,Indonesia,ID,Mining,,,,0,daka group pt
1002655,Novartis Vietnam Co Ltd,Vietnam,VN,Pharmaceuticals and Biotechnology,,,,0,novartis vietnam
1002735,Sumber Berkat Makmur (SBM); CV,Indonesia,ID,Forestry,,,,0,sumber berkat makmur  cv
1003020,New Best Global Textile Co Ltd,Cambodia,KH,Personal and Household Goods,,,,0,new best global textile
1003315,Siam Enterprise,Bangladesh,BD,Automobiles and Parts,https://kbfbd.com/,,,0,siam enterprise
1003320,Creative Fishing Trader,Bangladesh,BD,Unspecified,,,,0,creative fishing trader
1003325,Spark,Bangladesh,BD,Unspecified,,,,0,spark
1003330,Opal Trading House,Bangladesh,BD,Retail,,,,0,opal trading house
1003470,Ketapang Subur Lestari; PT,Indonesia,ID,Food and Beverage,,,,0,ketapang subur lestari pt
1003550,Xinxing Steel (XXS); PT,Indonesia,ID,Industrial Metals,,,,0,xinxing steel  pt
1003635,Katingan Mujur Sejahtera; PT,Indonesia,ID,Food and Beverage,,,,0,katingan mujur sejahtera pt
1003925,Eastern Refinery Ltd (ERL),Bangladesh,BD,Oil and Gas,http://www.erl.com.bd/,,,0,eastern refinery ltd
1004125,TSP Complex Ltd (Triple Super Phosphate Complex Ltd),Bangladesh,BD,Chemicals,http://tspcl.gov.bd/en/about-tspcl-2/,,,0,tsp complex ltd
1004300,Plasma Nutfah Marind Papua; PT,Indonesia,ID,Forestry,,,,0,plasma nutfah marind papua pt
1004450,Sebukit Inter Nusa; PT,Indonesia,ID,Unspecified,,,,0,sebukit inter nusa pt
1004620,Sioengs Group; PT,Indonesia,ID,Financial Services,,,,0,sioengs group pt
1004625,Buana Megatama Jaya; PT,Indonesia,ID,Forestry,,,,0,buana megatama jaya pt
1005120,Subur Maju Makmur; PT,Indonesia,ID,Forestry,,,,0,subur maju makmur pt
1005125,Karya Luhur Sejati; PT,Indonesia,ID,Food and Beverage,,,,0,karya luhur sejati pt
1005130,Pagatan Usaha Makmur; PT,Indonesia,ID,Food and Beverage,,,,0,pagatan usaha makmur pt
1005140,Samhutani; PT,Indonesia,ID,Forestry,,,,0,samhutani pt
1005270,Bright Star Corp Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services) | Travel and Leisure,,,,0,bright star corp ltd
1005275,Port City International Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services),,,,0,port city international ltd
1005380,Jakaullah & Brothers,Bangladesh,BD,Construction and Materials,,,,0,jakaullah and brothers
1006140,Semen Imasco Asiatic; PT (Singa Merah),Indonesia,ID,Construction and Materials,http://singamerah.com,,,0,semen imasco asiatic pt
1006265,Astima Konstruksi (Askon); PT,Indonesia,ID,Construction and Materials,,,,0,astima konstruksi  pt
1006420,EC Builders Co Ltd,Cambodia,KH,Unspecified,,,,0,ec builders
1006590,Compania Cervecera de Nicaragua SA,Nicaragua,NI,Food and Beverage,https://www.ccn.com.ni/,,,1,compania cervecera de nicaragua sa
1006685,Puncak Jaya Samudra (PJS); PT,Indonesia,ID,Support Services (Industrial Goods and Services),http://puncakjs.com/,,,0,puncak jaya samudra  pt
1006705,Bina Samudra Bahari (BSB); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,0,bina samudra bahari  pt
1006710,Setya Jaya Samudra (SJS); PT,Indonesia,ID,Support Services (Industrial Goods and Services),https://pt-setya-jaya-samudera.business.site/,,,0,setya jaya samudra  pt
1006720,Bintang Benuajaya Mandiri (BBM); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,0,bintang benuajaya mandiri  pt
1006725,Duta Samudera Bahari (DSB); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,0,duta samudera bahari  pt
1006730,Righi Marine Internasional (RMI); PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,0,righi marine internasional  pt
1006760,Panatori Raja; PT,Indonesia,ID,Construction and Materials,,,,0,panatori raja pt
1006890,Finlay Properties Ltd,Bangladesh,BD,Financial Services,https://www.finlayproperties.com/php_files/standard/user_home/user_home.php?home=yes&tm=main,,,0,finlay properties ltd
1006895,Well Group (Well Food),Bangladesh,BD,Retail,https://wellfoodbd.com/,,,0,well group
1006900,Diamond Cement Ltd,Bangladesh,BD,Construction and Materials,https://www.diamondcementbd.com/,,,0,diamond cement ltd
1006930,Mostafa Hakim,Bangladesh,BD,Construction and Materials,http://mostafahakim.com/,,,0,mostafa hakim
1006940,Confidence Cement Ltd,Bangladesh,BD,Construction and Materials,http://www.confidencecement.com/,BD0621CNFCM7,BD0621CNFCM7,0,confidence cement ltd
1006950,Khulshi Club Ltd,Bangladesh,BD,Unspecified,,,,0,khulshi club ltd
1006955,Provita Feed Ltd,Bangladesh,BD,Food and Beverage,https://provitagroupbd.com/,,,0,provita feed ltd
1006960,Provita Group,Bangladesh,BD,Food and Beverage,https://provitagroupbd.com/,,,0,provita group
1006965,Ehsan Steel Re-rolling Mills Ltd,Bangladesh,BD,Industrial Metals,,,,0,ehsan steel re-rolling mills ltd
1006970,Abul Khair Steel Ltd (AKS),Bangladesh,BD,Industrial Metals,http://abulkhairsteel.com/,,,0,abul khair steel ltd
1006980,S Alam Cement Ltd,Bangladesh,BD,Construction and Materials,http://www.s.alamgroupbd.com/index.php?option=com_content&view=article&id=12&Itemid=14,,,0,s alam cement ltd
1007290,Batubara Sriwijaya Nusantara; PT (BSN),Indonesia,ID,Mining,,,,0,batubara sriwijaya nusantara pt
1009200,Asian Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://asianapparels.com/,,,0,asian apparels ltd
1009205,Husky CNOOC Madura Ltd; PT (PT HCML),Indonesia,ID,Oil and Gas,https://hcml.co.id/,,,0,husky cnooc madura ltd pt
1009425,Enarita Development Co Ltd,Cambodia,KH,Financial Services,,,,0,enarita development
1009625,Artha Prigel; PT (Arta Prigel),Indonesia,ID,Food and Beverage,,,,0,artha prigel pt
1010055,Kimia Farma Trading & Distribution; PT (PT KFTD),Indonesia,ID,Pharmaceuticals and Biotechnology,,,,0,kimia farma trading and distribution pt
1010520,Alam Baru; PT,Indonesia,ID,Mining,,,,0,alam baru pt
1010755,Danusa Tambang Nusantara; PT (PTDTN),Indonesia,ID,Mining,,,,0,danusa tambang nusantara pt
1010860,Khawaja Shipbreaking Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services),,,,0,khawaja shipbreaking ltd
10110,Bank Lippo Tbk PT,Indonesia,ID,Banks,www.lippobank.co.id,,ID1000093701,0,bank lippo tbk pt
1011430,Digoel Agri Group,Indonesia,ID,Food and Beverage,,,,0,digoel agri group
1011600,Jakarta Cakratunggal Steel Mills; PT,Indonesia,ID,Construction and Materials | General Industrials | Industrial Metals,http://www.cakrasteel.co.id/,,,0,jakarta cakratunggal steel mills pt
1012035,Canteran Apparel (Cambodia) Co Ltd,Cambodia,KH,Personal and Household Goods,,,,0,canteran apparel
1012425,Asahi Seren Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services) | Industrial Metals,,,,0,asahi seren indonesia pt
1012430,Sinergi Prima Sejahtera; PT (SPS),Indonesia,ID,Support Services (Industrial Goods and Services),,,,0,sinergi prima sejahtera pt
1012450,Sang Hyang Seri (Persero); PT (PT SHS),Indonesia,ID,Food and Beverage | Retail,https://ptsanghyangseri.co.id/,,,0,sang hyang seri  pt
1012500,Utama Agrindo Mas; PT (PT UAM),Indonesia,ID,Food and Beverage,,,,0,utama agrindo mas pt
1012900,Jacka Shoes Manufactory Co Ltd,Cambodia,KH,Personal and Household Goods,,,,0,jacka shoes manufactory
1013085,Chipsgood-Vegetexco JSC,Vietnam,VN,Support Services (Industrial Goods and Services),,,,1,chipsgood-vegetexco jsc
1013200,Manbers Jaya Mandiri; PT (PT MJM),Indonesia,ID,Construction and Materials,,,,0,manbers jaya mandiri pt
1013510,Performance Auto Center; PT,Indonesia,ID,Automobiles and Parts,,,,0,performance auto center pt
1013600,Sutra Marosi Kharisma; PT,Indonesia,ID,Forestry,,,,0,sutra marosi kharisma pt
1013620,Kapuas Sawit Sejahtera; PT (PT KSS),Indonesia,ID,Food and Beverage,,,,0,kapuas sawit sejahtera pt
1014070,IFL Factory Ltd,Bangladesh,BD,Personal and Household Goods,https://ifl-factory-ltd.business.site/,,,0,ifl factory ltd
1014080,Siraj Garments,Bangladesh,BD,Personal and Household Goods,,,,0,siraj garments
1014320,Safaa Sweaters Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,safaa sweaters ltd
1014325,Jahin Textile (Jahin Textile Mills),Bangladesh,BD,Personal and Household Goods,,,,0,jahin textile
1014463,Ruang Raya Indonesia; PT (Ruangguru),Indonesia,ID,Software and Computer Services,https://www.ruangguru.com/,,,0,ruang raya indonesia pt
1014508,Wasteforchange Alam Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services),https://waste4change.com/official/,,,1,wasteforchange alam indonesia pt
101456,Sumi Gita Jaya; PT (Sumigita Jaya; SGJ),Indonesia,ID,Construction and Materials | Oil and Gas,http://sumigita.blogspot.com/,,,0,sumi gita jaya pt
101457,Green Planet Indonesia; PT,Indonesia,ID,Support Services (Industrial Goods and Services),http://www.greenplanet.co.id/,,,0,green planet indonesia pt
1014753,Orami Pte Ltd (Orami.co.id),Indonesia,ID,Retail,https://www.orami.co.id/,,,1,orami pte ltd
1014920,Indonesia Jiazhaode Agriculture and Forestry Industrial Development; PT (PT JZD),Indonesia,ID,Food and Beverage,,,,0,indonesia jiazhaode agriculture and forestry industrial development pt
1014930,Ketapang Ecology and Agriculture Forestry Industrial Park; PT (KIP Group),Indonesia,ID,Financial Services,,,,0,ketapang ecology and agriculture forestry industrial park pt
101568,Imma Tex Trading,Bangladesh,BD,General Industrials,,,,1,imma tex trading
1016330,Southern Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,southern garments ltd
1016335,TSS-Fashion,Bangladesh,BD,Personal and Household Goods,,,,0,tss-fashion
1016365,Long Xing Logam Indonesia; PT,Indonesia,ID,Industrial Metals,,,,0,long xing logam indonesia pt
1016370,Bumi Mentari Karya; PT (PT BMK),Indonesia,ID,Food and Beverage,,,,0,bumi mentari karya pt
1016375,Anugerah Keramat Indah; PT (PT AKI),Indonesia,ID,Food and Beverage,,,,0,anugerah keramat indah pt
101647,Khlouse Group,Jordan,JO,Industrial Metals,https://www.khlouse.com/,,,1,khlouse group
1016865,Amax Consultancy and Valuation Company Ltd,Vietnam,VN,Construction and Materials | Financial Services,,,,0,amax consultancy and valuation company ltd
1016900,Quang Da Spinning JSC,Vietnam,VN,Chemicals | Personal and Household Goods,,,,1,quang da spinning jsc
1017288,Haldin Pacific Semesta; PT,Indonesia,ID,Food and Beverage,http://www.haldin-natural.com/,,,1,haldin pacific semesta pt
1017418,Panca Boga Paramita; PT,Indonesia,ID,Food and Beverage | Travel and Leisure,,,,1,panca boga paramita pt
1017433,Cong TY Vietnam Nutraceuticals (HK) Ltd,Vietnam,VN,Food and Beverage,,,,1,cong ty vietnam nutraceuticals ltd
1017448,Kamadjaja Logistics; PT,Indonesia,ID,Industrial Transportation,https://www.kamadjaja.com/,,,1,kamadjaja logistics pt
1017653,Khmer Fresh Milk Co Ltd,Cambodia,KH,Food and Beverage,http://kirisufarm.com/,,,1,khmer fresh milk
1017723,Servicios Financieros Globales Nicaragua SA (Serfigsa),Nicaragua,NI,Financial Services,http://www.serfigsa.com.ni/,,,1,servicios financieros globales nicaragua sa
1017725,Meridian Agro Ltd,Bangladesh,BD,Food and Beverage,,,,0,meridian agro ltd
1017778,Tasma Bioenergy Indonesia; PT,Indonesia,ID,Alternative Energy,https://tasma-bioenergy.com/contact-us/,,,1,tasma bioenergy indonesia pt
1017868,Quantum Solar Gorontalo; Pt,Indonesia,ID,Unspecified,,,,1,quantum solar gorontalo pt
1017893,Finca Nicaragua SA,Nicaragua,NI,Financial Services,https://www.finca.com.ni/,,,1,finca nicaragua sa
1017993,Mekong Wind Power JSC,Vietnam,VN,Utilities,,,,1,mekong wind power jsc
1018003,Mount Scopus International; PT,Indonesia,ID,Food and Beverage,,,,1,mount scopus international pt
1018073,MiCredito SA,Nicaragua,NI,Financial Services,,,,1,micredito sa
1018173,Battambang Rice Investment Co Ltd,Cambodia,KH,Food and Beverage,http://www.battambangrice.com/,,,1,battambang rice investment
1018188,iCare Benefits (Cambodia) Co Ltd,Cambodia,KH,Financial Services,https://icarebenefits.com/,,,1,icare benefits
1018263,Entoria Energy (Vietnam) Co Ltd (Cong Ty TNHH Entoria Energy Vietnam),Vietnam,VN,Utilities,,,,1,entoria energy
1018338,Park Cafe Food and Beverage Co Ltd,Cambodia,KH,Travel and Leisure,,,,1,park cafe food and beverage
1018343,Westline Education Group Co Ltd,Cambodia,KH,Retail,http://wegcambodia.com/,,,1,westline education group
1018358,Financiera Fama SA (FAMA),Nicaragua,NI,Financial Services,http://www.financierafama.com.ni/,,,1,financiera fama sa
1018400,Crown Wears Pvt Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,crown wears pvt ltd
1018425,KIA Keramik Mas; PT,Indonesia,ID,Construction and Materials,http://www.kiaceramics.com,,,0,kia keramik mas pt
1018488,Metindo Erasakti; PT,Indonesia,ID,Automobiles and Parts,http://www.metindo.co.id/homepage,,,1,metindo erasakti pt
1018563,FCC Hotels and Restaurant,Cambodia,KH,Travel and Leisure,https://www.fcccollection.com/,,,1,fcc hotels and restaurant
1018573,Fundenuse SA,Nicaragua,NI,Financial Services,https://www.fundenuse.com.ni/?lang=en,,,1,fundenuse sa
101862,Perusahaan Listrik Negara; PT (Persero; PLN),Indonesia,ID,Utilities,https://portal.pln.co.id/,IDA0001104D5 | IDA0001104A1 | IDA0001104B9 | IDA0001104C7 | IDJ0000167E2 | IDA0001104E3 | IDJ0000167A0 | IDJ0000167B8 | IDJ0000167C6 | IDJ0000167D4 | IDA0001063B7 | IDA0001063C5 | IDA0001063D3 | US71568PAN96 | US71568PAP45 | US71568QAN79 | US71568QAP28 | IDA0001045A6 | IDA0001045B4 | IDA0001045C2 | IDA0001045D0 | IDJ0000151A4 | IDJ0000151B2 | IDJ0000151C0 | IDJ0000151D8 | IDA0001045E8 | US71568PAM14 | US71568PAL31 | US71568QAL14 | US71568QAM96 | XS2073758612 | XS2073758885 | IDA0001010A0 | IDA0001010B8 | IDA0001010C6 | IDA0001010D4 | IDA0001010E2 | IDJ0000148A0 | IDJ0000148E2 | IDJ0000148D4 | IDJ0000148C6 | IDJ0000148B8 | IDA0001003C1 | IDA0001003D9 | IDA0001003E7 | IDJ0000140A7 | IDJ0000140B5 | IDJ0000140C3 | IDJ0000140D1 | IDJ0000140E9 | US71568PAJ84 | US71568PAK57 | US71568QAJ67 | US71568QAK31 | IDA0001003B3 | IDA0001003A5 | IDA0000928B2 | IDA0000928C0 | IDA0000928E6 | IDA0000940B7 | IDA0000940C5 | IDA0000940D3 | IDA0000940E1 | IDA0000963C7 | IDA0000879E1 | IDA0000879D3 | IDA0000928D8 | IDA0000835B9 | IDA0000835C7 | IDA0000855B7 | IDA0000855C5 | IDA0000855D3 | IDA0000879B7 | IDA0000879C5 | IDA0000963D5 | IDA0000963E3 | IDA0000963F0 | IDJ0000112B4 | IDJ0000112C2 | IDJ0000112D0 | IDJ0000120C5 | IDJ0000120D3 | IDJ0000120E1 | IDJ0000120F8 | XS1895571328 | IDJ0000109E4 | IDJ0000109D6 | IDJ0000109C8 | IDJ0000094B4 | IDJ0000099B3 | IDJ0000099C1 | IDJ0000103B3 | IDJ0000103C1 | IDJ0000103D9 | IDJ0000109B0 | US71568QAD97 | US71568PAC32 | US71568QAC15 | US71568QAE70 | US71568PAF62 | US71568PAE97 | US71568QAF46 | US71568PAG46 | US71568PAD15 | US71568PAB58 | XS1891336932 | US71568QAH02 | US71568QAG29 | US71568QAB32 | US71568PAH29,IDA0000835B9,0,perusahaan listrik negara pt
1018658,First and Main Cambodia Ltd,Cambodia,KH,Personal and Household Goods,,,,1,first and main cambodia ltd
1018660,Beacon Knitwear Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,beacon knitwear ltd
1018705,Dharla Fashion Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,dharla fashion ltd
1018748,Brawijaya Medikatama; PT,Indonesia,ID,Health Care Equipment and Services,http://www.brawijayahospital.com/,,,1,brawijaya medikatama pt
1018750,Anugerah Tanjung Gumukmas (ATG); PT,Indonesia,ID,Food and Beverage,,,,0,anugerah tanjung gumukmas  pt
1018758,Finca Haiti SA,Haiti,HT,Financial Services,https://finca.ht/en/,,,1,finca haiti sa
1018828,Hatta Kaksekar Ltd (HKL),Cambodia,KH,Financial Services,https://www.hkl.com.kh/,,,1,hatta kaksekar ltd
1018923,Financiera Fundeser SA,Nicaragua,NI,Financial Services,https://fundeser.com.ni/,,,1,financiera fundeser sa
1019003,Beta Media JSC (Cong Ty Co Phan Beta Media),Vietnam,VN,Media | Travel and Leisure,https://www.betacineplex.vn/,,,1,beta media jsc
1019128,Selo Kencana Energi; PT,Indonesia,ID,Alternative Energy,,,,1,selo kencana energi pt
1019170,Sri Rahayu Agung (SRA); PT,Indonesia,ID,Food and Beverage,,,,0,sri rahayu agung  pt
1019430,Kencana Agro Persada; PT,Indonesia,ID,Food and Beverage,,,,0,kencana agro persada pt
1019720,Visionland Global Apparel; PT (PT VGA),Indonesia,ID,Personal and Household Goods,http://www.visionland.com/,,,0,visionland global apparel pt
1019745,Tainan Textile Co Ltd,Vietnam,VN,Personal and Household Goods,,,,1,tainan textile
1020040,Southern Marine Products (SMP); PT,Indonesia,ID,Food and Beverage,,,,0,southern marine products  pt
1020080,Mutiara Bara Lestari (MBL); PT,Indonesia,ID,Mining,,,,1,mutiara bara lestari  pt
1020395,Tua-Ha Textile Ltd (Tua Ha Textile),Bangladesh,BD,Personal and Household Goods,http://www.tua-hatextiles.com/,,,0,tua-ha textile ltd
1020400,Abloom Knit Design Ltd,Bangladesh,BD,Personal and Household Goods,http://abloomdesignltd.com/,,,0,abloom knit design ltd
1020405,Fakir Knitwears Ltd,Bangladesh,BD,Personal and Household Goods,https://www.fakirknit.com/,,,0,fakir knitwears ltd
1020440,Saarc Netware Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,saarc netware ltd
1020500,East West Group,Bangladesh,BD,Personal and Household Goods,,,,0,east west group
1020505,Newway Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,newway fashions ltd
1020510,Florent Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,florent garments ltd
1020625,ST Nickel Resources; PT,Indonesia,ID,Mining,,,,0,st nickel resources pt
1020630,Tiara Abadi Sentosa; PT (PT TAS),Indonesia,ID,Mining,,,,0,tiara abadi sentosa pt
1020640,Perkebunan Nusantara X; PT (PTPN X),Indonesia,ID,Food and Beverage | Tobacco,http://www.ptpn10.co.id/,,,0,perkebunan nusantara x pt
1020760,Trust Knitwear Industries Ltd,Bangladesh,BD,Personal and Household Goods,https://trustknitwear.com/,,,0,trust knitwear industries ltd
1020765,Stylist and New West Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,stylist and new west fashions ltd
1020785,Pioneer Garments Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,pioneer garments ltd
1020790,Suraiya Fashion House,Bangladesh,BD,Personal and Household Goods,,,,0,suraiya fashion house
1020795,Rakib Apparels Ltd,Bangladesh,BD,Personal and Household Goods,https://rakibapparels.wordpress.com/,,,0,rakib apparels ltd
1020805,One World Denim Washing Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,one world denim washing ltd
1020810,Khan Mansion,Bangladesh,BD,Personal and Household Goods,,,,0,khan mansion
1021165,Semarang Garment; PT,Indonesia,ID,Personal and Household Goods,,,,0,semarang garment pt
1021175,Cinta Jaya; PT,Indonesia,ID,Mining,,,,0,cinta jaya pt
102133,Bank Negara Indonesia (Persero) Tbk; PT (BNI),Indonesia,ID,Banks,https://www.bni.co.id/,XS2785437901 | US74441M1036 | XS2385923722 | XS2314514477 | ID1000096605,ID1000096605,0,bank negara indonesia tbk pt
1023,Rimba Lestari,Indonesia,ID,Personal and Household Goods,,,,0,rimba lestari
1023503,Intrepid Vietnam Company Limited,Vietnam,VN,Support Services (Industrial Goods and Services),,,,1,intrepid vietnam
1023695,Sinar Perkasa Agung; PT (SPA),Indonesia,ID,Mining,,,,0,sinar perkasa agung pt
102502,Tazreen Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,tazreen fashions ltd
102506,Tuba Group,Bangladesh,BD,Personal and Household Goods,,,,0,tuba group
102564,Aman Spinning Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,aman spinning mills ltd
1027898,Estarta Solutions,Jordan,JO,Support Services (Industrial Goods and Services),www.estartasolutions.com,,,1,estarta solutions
10280,Saigon Thuong Tin Commercial (Sacombank),Vietnam,VN,Banks,http://www.sacombank.com/,VN000000STB4,VN000000STB4,0,saigon thuong tin commercial
102914,Hong Phat Dak Mek Hydropower Co,Vietnam,VN,Utilities,,,,0,hong phat dak mek hydropower co
103027,Simco,Bangladesh,BD,Personal and Household Goods,,,,0,simco
1031,Sinar Mas Agro Resources & Technology Tbk; PT (PT SMART Tbk),Indonesia,ID,Food and Beverage,https://www.smart-tbk.com/en/,IDA0001245C8 | IDA0001245B0 | IDA0001205C2 | IDA0001205B4 | IDA0001184C9 | IDA0001184B1 | IDA0001154C2 | IDA0001154B4 | IDA0001134C4 | IDA0001112C0 | IDA0001058B7 | ID1000101504,ID1000101504,0,sinar mas agro resources and technology tbk pt
103208,Sahabat Mulia Sakti; PT,Indonesia,ID,Construction and Materials,,,,0,sahabat mulia sakti pt
1034073,ODG Indonesia; PT,Indonesia,ID,Construction and Materials | Support Services (Industrial Goods and Services),https://ptodg.com/,,,1,odg indonesia pt
103435,Akbar Composite Ltd,Bangladesh,BD,General Industrials | Personal and Household Goods,,,,1,akbar composite ltd
1037145,Radiance Fashion Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,radiance fashion ltd
1037150,ZA Apparel Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,za apparel ltd
1037155,Tajir Apparels Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,tajir apparels ltd
1037160,Fashion Forum Ltd,Bangladesh,BD,Personal and Household Goods,https://www.idsbd.com/,,,0,fashion forum ltd
1037165,Alpha Clothing Ltd,Bangladesh,BD,Personal and Household Goods,http://www.alphaclothing.org/,,,0,alpha clothing ltd
1037170,Zaman Fashions Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,zaman fashions ltd
103719,Jordan Iron and Steel Industry Co,Jordan,JO,Industrial Metals,,,,1,jordan iron and steel industry co
10372,Bakrie Telecom Tbk; PT,Indonesia,ID,Telecommunications,http://www.bakrieglobal.com/,ID1000103005,ID1000103005,0,bakrie telecom tbk pt
103752,Mitra Kembang Selaras; PT,Indonesia,ID,Forestry,,,,0,mitra kembang selaras pt
10376,Jordan Islamic Bank Co PLC,Jordan,JO,Banks,https://www.jordanislamicbank.com/en,JO1100111011,JO1100111011,0,jordan islamic bank co plc
103777,Cambodia International Investment Development Group Co Ltd,Cambodia,KH,Utilities,,,,0,cambodia international investment development group
1037943,"Bizzy Commerce Indonesia, PT",Indonesia,ID,Support Services (Industrial Goods and Services),www.bizzy.co.id,,,1,"bizzy commerce indonesia, pt"
103813,IndosatM2 (IM2; Indosat Mega Media),Indonesia,ID,Telecommunications | Software and Computer Services,,,,0,indosatm2
103815,Giri Jaladhi Wana; PT,Indonesia,ID,Construction and Materials,,,,0,giri jaladhi wana pt
103819,Danang Seaproducts Import-Export Corp (Seadanang),Vietnam,VN,Food and Beverage,http://www.seadanang.com.vn,VN000000SPD8,VN000000SPD8,0,danang seaproducts import-export corp
103820,Dai Phuc Services and Mechanical Production Co Ltd,Vietnam,VN,Industrial Engineering,,,,0,dai phuc services and mechanical production
1038438,PT Qlue Performa Indonesia,Indonesia,ID,Support Services (Industrial Goods and Services),,,,1,qlue performa indonesia pt
1038508,"Akselerasi Edukasi Internasional, PT",Indonesia,ID,Support Services (Industrial Goods and Services),,,,1,"akselerasi edukasi internasional, pt"
1039463,The Dead Sea Conferences and Exhibitions Company,Jordan,JO,Support Services (Industrial Goods and Services),,,,1,the dead sea conferences and exhibitions company
104083,Long Giang Starch Processing Factory,Vietnam,VN,Food and Beverage,,,,0,long giang starch processing factory
1041078,"EVI Asia Tenggara, PT",Indonesia,ID,Support Services (Industrial Goods and Services),cohive.space,,,1,"evi asia tenggara, pt"
1041388,"Environmental Indokarya, PT",Indonesia,ID,Support Services (Industrial Goods and Services),www.securitas.co.id,,,1,"environmental indokarya, pt"
1041433,PQC Hospitality Corporation,Vietnam,VN,Support Services (Industrial Goods and Services),,,,1,pqc hospitality corp
1042,Suntara Gaja Pati; PT (SGP),Indonesia,ID,Forestry,,,,0,suntara gaja pati pt
104223,Graha Benua Etam; PT,Indonesia,ID,Mining,,,,0,graha benua etam pt
1042240,Sutopo Lestari Jaya; PT,Indonesia,ID,Food and Beverage,,,,0,sutopo lestari jaya pt
1042250,Cot Goh Jaya; PT,Indonesia,ID,Construction and Materials,,,,0,cot goh jaya pt
1042285,Needs Fashions Pvt Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,needs fashions pvt ltd
