QuestID,FactoryBWID,FactoryName,Country,AssessmentDate,year,cName,CNRR,repriskid,RRCleaned,Rrsector,doubt,handcoded,round
26985,812,dignity knitter ltd (formerly river rich textile),Cambodia,10/5/2018,2018,dignity knitter ltd (formerly river rich textile),Dignity Knitter Ltd (formerly River Rich Textile),184042,dignity knitter ltd (formerly river rich textile),Personal and Household Goods,0,0,1
34413,812,dignity knitter ltd (formerly river rich textile),Cambodia,30/05/2019,2019,dignity knitter ltd (formerly river rich textile),Dignity Knitter Ltd (formerly River Rich Textile),184042,dignity knitter ltd (formerly river rich textile),Personal and Household Goods,0,0,1
13308,813,"Din Han Enterprise Co.,Ltd.",Cambodia,13/01/2016,2016,din han enterprise,,,,,0,0,0
18856,813,"Din Han Enterprise Co.,Ltd.",Cambodia,14/02/2017,2017,din han enterprise,,,,,0,0,0
26819,813,"Din Han Enterprise Co.,Ltd.",Cambodia,5/4/2018,2018,din han enterprise,,,,,0,0,0
34428,813,"Din Han Enterprise Co.,Ltd.",Cambodia,27/06/2019,2019,din han enterprise,,,,,0,0,0
43099,813,"Din Han Enterprise Co.,Ltd.",Cambodia,20/07/2021,2021,din han enterprise,,,,,0,0,0
12416,815,Zhong Hua Printing Company Ltd.,Cambodia,19/10/2015,2015,zhong hua printing company ltd,,,,,0,0,0
17317,815,Zhong Hua Printing Company Ltd.,Cambodia,11/10/2016,2016,zhong hua printing company ltd,,,,,0,0,0
22640,815,Zhong Hua Printing Company Ltd.,Cambodia,2/10/2017,2017,zhong hua printing company ltd,,,,,0,0,0
33943,815,Zhong Hua Printing Company Ltd.,Cambodia,21/05/2019,2019,zhong hua printing company ltd,,,,,0,0,0
10553,816,Jit Embroidery Limited,Cambodia,24/08/2015,2015,jit embroidery ltd,,,,,0,0,0
16268,816,Jit Embroidery Limited,Cambodia,23/08/2016,2016,jit embroidery ltd,,,,,0,0,0
10550,817,"In Kyung Cambodia Co., Ltd.",Cambodia,11/8/2015,2015,in kyung cambodia,,,,,0,0,0
16954,817,"In Kyung Cambodia Co., Ltd.",Cambodia,18/08/2016,2016,in kyung cambodia,,,,,0,0,0
22825,817,"In Kyung Cambodia Co., Ltd.",Cambodia,28/09/2017,2017,in kyung cambodia,,,,,0,0,0
30016,817,"In Kyung Cambodia Co., Ltd.",Cambodia,18/09/2018,2018,in kyung cambodia,,,,,0,0,0
36300,817,"In Kyung Cambodia Co., Ltd.",Cambodia,3/10/2019,2019,in kyung cambodia,,,,,0,0,0
40652,817,"In Kyung Cambodia Co., Ltd.",Cambodia,28/10/2020,2020,in kyung cambodia,,,,,0,0,0
43294,817,"In Kyung Cambodia Co., Ltd.",Cambodia,12/8/2021,2021,in kyung cambodia,,,,,0,0,0
16055,818,Golden Hing (Cambodia) Garment Manufacturing Ltd,Cambodia,15/08/2016,2016,golden hing garment manufacturing ltd,,,,,0,0,0
10112,819,DK Inc,Cambodia,14/07/2015,2015,dk inc,,,,,0,0,0
18231,819,DK Inc,Cambodia,16/01/2017,2017,dk inc,,,,,0,0,0
11217,820,"Dongbu Summit (Cambodia) Co., Ltd.",Cambodia,7/10/2015,2015,dongbu summit,,,,,0,0,0
18098,820,"Dongbu Summit (Cambodia) Co., Ltd.",Cambodia,12/12/2016,2016,dongbu summit,,,,,0,0,0
24310,820,"Dongbu Summit (Cambodia) Co., Ltd.",Cambodia,25/12/2017,2017,dongbu summit,,,,,0,0,0
31722,820,"Dongbu Summit (Cambodia) Co., Ltd.",Cambodia,8/1/2019,2019,dongbu summit,,,,,0,0,0
14127,821,"Dongdu Textile (Cambodia) Co., Ltd.",Cambodia,22/03/2016,2016,dongdu textile,Dongdu Textile Cambodia Co Ltd,207731,dongdu textile cambodia,Personal and Household Goods,0,0,2
20578,821,"Dongdu Textile (Cambodia) Co., Ltd",Cambodia,27/04/2017,2017,dongdu textile,Dongdu Textile Cambodia Co Ltd,207731,dongdu textile cambodia,Personal and Household Goods,0,0,2
29053,821,"Dongdu Textile (Cambodia) Co., Ltd",Cambodia,7/8/2018,2018,dongdu textile,Dongdu Textile Cambodia Co Ltd,207731,dongdu textile cambodia,Personal and Household Goods,0,0,2
35443,821,"Dongdu Textile (Cambodia) Co., Ltd.",Cambodia,13/08/2019,2019,dongdu textile,Dongdu Textile Cambodia Co Ltd,207731,dongdu textile cambodia,Personal and Household Goods,0,0,2
40339,821,"Dongdu Textile (Cambodia) Co., Ltd.",Cambodia,28/10/2020,2020,dongdu textile,Dongdu Textile Cambodia Co Ltd,207731,dongdu textile cambodia,Personal and Household Goods,0,0,2
12615,825,"E Garment Co., Ltd.",Cambodia,16/12/2015,2015,e garment,E-Garment Co Ltd,106048,e-garment,Personal and Household Goods,0,0,2
18416,825,"E Garment Co., Ltd.",Cambodia,31/01/2017,2017,e garment,E-Garment Co Ltd,106048,e-garment,Personal and Household Goods,0,0,2
25645,825,"E Garment Co., Ltd.",Cambodia,20/02/2018,2018,e garment,E-Garment Co Ltd,106048,e-garment,Personal and Household Goods,0,0,2
32139,825,"E Garment Co., Ltd.",Cambodia,30/01/2019,2019,e garment,E-Garment Co Ltd,106048,e-garment,Personal and Household Goods,0,0,2
39154,825,"E Garment Co., Ltd.",Cambodia,27/02/2020,2020,e garment,E-Garment Co Ltd,106048,e-garment,Personal and Household Goods,0,0,2
42472,825,"E Garment Co., Ltd.",Cambodia,26/05/2021,2021,e garment,E-Garment Co Ltd,106048,e-garment,Personal and Household Goods,0,0,2
17128,827,Eastern Industrial Enterprise Inc.,Cambodia,14/09/2016,2016,eastern industrial enterprise inc,Eastern Industrial Enterprise Inc,156609,eastern industrial enterprise inc,Personal and Household Goods,0,0,1
12318,828,"Eastex Garment Co., Ltd.",Cambodia,3/12/2015,2015,eastex garment,Eastex Garment Co Ltd,201497,eastex garment,Personal and Household Goods,0,0,1
18468,828,"Eastex Garment Co., Ltd.",Cambodia,30/01/2017,2017,eastex garment,Eastex Garment Co Ltd,201497,eastex garment,Personal and Household Goods,0,0,1
24806,828,"Eastex Garment Co., Ltd.",Cambodia,25/01/2018,2018,eastex garment,Eastex Garment Co Ltd,201497,eastex garment,Personal and Household Goods,0,0,1
37796,828,"Eastex Garment Co., Ltd.",Cambodia,26/12/2019,2019,eastex garment,Eastex Garment Co Ltd,201497,eastex garment,Personal and Household Goods,0,0,1
41329,828,"Eastex Garment Co., Ltd.",Cambodia,27/01/2021,2021,eastex garment,Eastex Garment Co Ltd,201497,eastex garment,Personal and Household Goods,0,0,1
12119,829,"Eclat Highter International Garment (Cambodia) Co., Ltd. (formerly Highter)",Cambodia,20/10/2015,2015,eclat highter international garment (cambodia)  (formerly highter),,,,,,1,2
17987,829,"Eclat Highter International Garment (Cambodia) Co., Ltd. (formerly Highter)",Cambodia,13/12/2016,2016,eclat highter international garment (cambodia)  (formerly highter),,,,,,1,2
24478,829,"Eclat Highter International Garment (Cambodia) Co., Ltd. (formerly Highter)",Cambodia,4/1/2018,2018,eclat highter international garment (cambodia)  (formerly highter),,,,,,1,2
31731,829,"Eclat Highter International Garment (Cambodia) Co., Ltd. (formerly Highter)",Cambodia,10/1/2019,2019,eclat highter international garment (cambodia)  (formerly highter),,,,,,1,2
38712,829,"Eclat Highter International Garment (Cambodia) Co., Ltd. (formerly Highter)",Cambodia,12/2/2020,2020,eclat highter international garment (cambodia)  (formerly highter),,,,,,1,2
9878,830,ECO Base Factory Ltd.,Cambodia,11/6/2015,2015,eco base factory ltd,Eco Base Factory Ltd,975900,eco base factory ltd,Personal and Household Goods,0,0,1
16552,830,ECO Base Factory Ltd.,Cambodia,15/09/2016,2016,eco base factory ltd,Eco Base Factory Ltd,975900,eco base factory ltd,Personal and Household Goods,0,0,1
22775,830,ECO Base Factory Ltd.,Cambodia,26/09/2017,2017,eco base factory ltd,Eco Base Factory Ltd,975900,eco base factory ltd,Personal and Household Goods,0,0,1
29673,830,ECO Base Factory Ltd.,Cambodia,18/09/2018,2018,eco base factory ltd,Eco Base Factory Ltd,975900,eco base factory ltd,Personal and Household Goods,0,0,1
10547,832,"EINS (Cambodia) Co.,Ltd.",Cambodia,12/8/2015,2015,eins,,,,,0,0,3
16047,832,"EINS (Cambodia) Co.,Ltd.",Cambodia,18/08/2016,2016,eins,,,,,0,0,3
13404,833,"Everay Textile Garment (Cambodia) Co., Ltd.",Cambodia,11/2/2016,2016,everay textile garment,,,,,,1,2
14601,835,"Ever-Glory (Cambodia) Garment Manufacturing Co., Ltd",Cambodia,3/6/2016,2016,ever-glory garment manufacturing,,,,,,1,2
12427,836,"Evergreen Apparel (Cambodia) Co., Ltd.",Cambodia,29/09/2015,2015,evergreen apparel,,,,,0,0,3
17640,836,"Evergreen Apparel (Cambodia) Co., Ltd.",Cambodia,24/11/2016,2016,evergreen apparel,,,,,0,0,3
24350,836,"Evergreen Apparel (Cambodia) Co., Ltd.",Cambodia,5/12/2017,2017,evergreen apparel,,,,,0,0,3
11600,838,"E-Z International Garment Factory Co., Ltd.",Cambodia,5/10/2015,2015,e-z international garment factory,,,,,,1,2
17892,838,"E-Z International Garment Factory Co., Ltd.",Cambodia,1/12/2016,2016,e-z international garment factory,,,,,,1,2
24337,838,"E-Z International Garment Factory Co., Ltd.",Cambodia,13/12/2017,2017,e-z international garment factory,,,,,,1,2
14572,839,F.Y. Cambodia Fashions Ltd.,Cambodia,21/04/2016,2016,f.y. cambodia fashions ltd,,,,,0,0,0
24059,839,F.Y. Cambodia Fashions Ltd.,Cambodia,4/10/2017,2017,f.y. cambodia fashions ltd,,,,,0,0,0
32410,839,F.Y. Cambodia Fashions Ltd.,Cambodia,18/02/2019,2019,f.y. cambodia fashions ltd,,,,,0,0,0
9673,840,Fairdon (Cambdia) Limited,Cambodia,10/6/2015,2015,fairdon ltd,,,,,0,0,0
21234,840,Fairdon (Cambdia) Limited,Cambodia,3/7/2017,2017,fairdon ltd,,,,,0,0,0
29295,840,Fairdon (Cambdia) Limited,Cambodia,3/9/2018,2018,fairdon ltd,,,,,0,0,0
40546,840,Fairdon (Cambdia) Limited,Cambodia,12/10/2020,2020,fairdon ltd,,,,,0,0,0
10259,841,"Feng Yi (Cambodia) Co., Ltd",Cambodia,30/07/2015,2015,feng yi,,,,,0,0,0
18919,841,"Feng Yi (Cambodia) Co., Ltd",Cambodia,1/3/2017,2017,feng yi,,,,,0,0,0
26134,841,"Feng Yi (Cambodia) Co., Ltd",Cambodia,15/03/2018,2018,feng yi,,,,,0,0,0
10820,842,Five Stars Cotton Garment (Cambodia) Limited,Cambodia,18/08/2015,2015,five stars cotton garment ltd,,,,,0,0,0
16648,842,Five Stars Cotton Garment (Cambodia) Limited,Cambodia,1/9/2016,2016,five stars cotton garment ltd,,,,,0,0,0
16430,843,PT Pantjatunggal Knitting Mill (Semarang),Indonesia,31/08/2016,2016,pantjatunggal knitting mill pt,,,,,0,0,0
12229,844,PT Tiga Gunung Internasional,Indonesia,25/11/2015,2015,tiga gunung internasional pt,,,,,0,1,0
17598,844,PT Tiga Gunung Internasional,Indonesia,14/11/2016,2016,tiga gunung internasional pt,,,,,0,1,0
24222,844,PT Tiga Gunung Internasional,Indonesia,5/12/2017,2017,tiga gunung internasional pt,,,,,0,1,0
13543,845,Flextime (Cambodia) Apparel Limited.,Cambodia,25/02/2016,2016,flextime apparel ltd,,,,,0,0,0
19939,845,Flextime (Cambodia) Apparel Limited.,Cambodia,18/04/2017,2017,flextime apparel ltd,,,,,0,0,0
26381,845,Flextime (Cambodia) Apparel Limited.,Cambodia,27/03/2018,2018,flextime apparel ltd,,,,,0,0,0
33761,845,Flextime (Cambodia) Apparel Limited.,Cambodia,2/5/2019,2019,flextime apparel ltd,,,,,0,0,0
42368,845,Flextime (Cambodia) Apparel Limited.,Cambodia,20/05/2021,2021,flextime apparel ltd,,,,,0,0,0
9911,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,30/06/2015,2015,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
17394,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,12/10/2016,2016,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
23494,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,11/10/2017,2017,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
30274,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,18/10/2018,2018,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
37589,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,14/11/2019,2019,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
40787,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,25/11/2020,2020,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
43750,846,"Soho Sheng He (Cambodia) Garment Co., Ltd (formerly Fong Yean (Cambodia) Garment Co., Ltd.)",Cambodia,8/9/2021,2021,soho sheng he (cambodia) garment  (formerly fong yean (cambodia) garment ),Soho Sheng He (Cambodia) Garment Co Ltd,2635440,soho sheng he garment,Personal and Household Goods,0,0,2
10033,847,Footmark (Cambodia) Corporation,Cambodia,9/7/2015,2015,footmark corp,Footmark (Cambodia) Corp,2232150,footmark corp,Personal and Household Goods,0,0,1
18220,847,Footmark (Cambodia) Corporation,Cambodia,19/12/2016,2016,footmark corp,Footmark (Cambodia) Corp,2232150,footmark corp,Personal and Household Goods,0,0,1
26053,847,Footmark (Cambodia) Corporation,Cambodia,22/03/2018,2018,footmark corp,Footmark (Cambodia) Corp,2232150,footmark corp,Personal and Household Goods,0,0,1
33655,847,Footmark (Cambodia) Corporation,Cambodia,30/04/2019,2019,footmark corp,Footmark (Cambodia) Corp,2232150,footmark corp,Personal and Household Goods,0,0,1
41023,847,Footmark (Cambodia) Corporation,Cambodia,13/01/2021,2021,footmark corp,Footmark (Cambodia) Corp,2232150,footmark corp,Personal and Household Goods,0,0,1
13336,848,cg glory manufacturing company limited,Cambodia,20/01/2016,2016,cg glory manufacturing,,,,,0,1,0
18860,848,cg glory manufacturing company limited,Cambodia,20/02/2017,2017,cg glory manufacturing,,,,,0,1,0
25425,848,cg glory manufacturing company limited,Cambodia,22/02/2018,2018,cg glory manufacturing,,,,,0,1,0
32414,848,cg glory manufacturing company limited,Cambodia,11/2/2019,2019,cg glory manufacturing,,,,,0,1,0
41411,848,cg glory manufacturing company limited,Cambodia,27/01/2021,2021,cg glory manufacturing,,,,,0,1,0
14104,849,Fortune Fashions Limited,Cambodia,22/03/2016,2016,fortune fashions ltd,,,,,0,0,0
19214,849,Fortune Fashions Limited,Cambodia,23/03/2017,2017,fortune fashions ltd,,,,,0,0,0
9418,850,Fortune Garment & Woolen Knitting Factory Ltd.,Cambodia,2/6/2015,2015,fortune garment and woolen knitting factory ltd,,,,,0,0,0
11582,852,"F.T.E.O Garments Co., Ltd (formerly Fortune Teo Garment Factory Limited)",Cambodia,21/10/2015,2015,f.t.e.o garments  (formerly fortune teo garment factory ltd,,,,,0,0,0
21460,852,"F.T.E.O Garments Co., Ltd (formerly Fortune Teo Garment Factory Limited)",Cambodia,27/07/2017,2017,f.t.e.o garments  (formerly fortune teo garment factory ltd,,,,,0,0,0
28819,852,"F.T.E.O Garments Co., Ltd (formerly Fortune Teo Garment Factory Limited)",Cambodia,7/8/2018,2018,f.t.e.o garments  (formerly fortune teo garment factory ltd,,,,,0,0,0
35716,852,"F.T.E.O Garments Co., Ltd (formerly Fortune Teo Garment Factory Limited)",Cambodia,22/08/2019,2019,f.t.e.o garments  (formerly fortune teo garment factory ltd,,,,,0,0,0
42844,852,"F.T.E.O Garments Co., Ltd (formerly Fortune Teo Garment Factory Limited)",Cambodia,6/7/2021,2021,f.t.e.o garments  (formerly fortune teo garment factory ltd,,,,,0,0,0
11300,854,"Full Reach International Co., Ltd.",Cambodia,23/09/2015,2015,full reach international,,,,,0,0,0
15308,855,Canfull Apparel Industry Ltd (formerly Fullway (Cambodia) Garment Ltd. (formerly Cambodia Apparel)),Cambodia,29/06/2016,2016,canfull apparel industry ltd (formerly fullway (cambodia) garment ltd. (formerly cambodia apparel)),,,,,0,0,0
20960,855,Canfull Apparel Industry Ltd (formerly Fullway (Cambodia) Garment Ltd. (formerly Cambodia Apparel)),Cambodia,7/7/2017,2017,canfull apparel industry ltd (formerly fullway (cambodia) garment ltd. (formerly cambodia apparel)),,,,,0,0,0
16326,856,"Fuma Costume (Cambodia) Co.,Limited.",Cambodia,18/08/2016,2016,fuma costume,,,,,,1,3
23317,856,"Fuma Costume (Cambodia) Co.,Limited.",Cambodia,18/10/2017,2017,fuma costume,,,,,,1,3
31661,856,"Fuma Costume (Cambodia) Co.,Limited.",Cambodia,8/1/2019,2019,fuma costume,,,,,,1,3
16657,857,"Fusuny Garment Co., Ltd",Cambodia,12/9/2016,2016,fusuny garment,,,,,0,0,0
30416,857,"Fusuny Garment Co., Ltd",Cambodia,6/11/2018,2018,fusuny garment,,,,,0,0,0
10121,858,FWKK (CAMBODIA) LIMITED,Cambodia,29/07/2015,2015,fwkk ltd,,,,,0,0,0
16551,858,FWKK (CAMBODIA) LIMITED,Cambodia,10/8/2016,2016,fwkk ltd,,,,,0,0,0
22339,858,FWKK (CAMBODIA) LIMITED,Cambodia,21/09/2017,2017,fwkk ltd,,,,,0,0,0
29177,858,FWKK (CAMBODIA) LIMITED,Cambodia,28/08/2018,2018,fwkk ltd,,,,,0,0,0
35737,858,FWKK (CAMBODIA) LIMITED,Cambodia,21/08/2019,2019,fwkk ltd,,,,,0,0,0
9574,860,"Galey Global (Cambodia) Co., Ltd.",Cambodia,27/05/2015,2015,galey global,,,,,0,0,0
16637,861,"Gartha International Co., Ltd.",Cambodia,20/09/2016,2016,gartha international,,,,,0,0,0
24792,861,"Gartha International Co.,Ltd",Cambodia,24/01/2018,2018,gartha international,,,,,0,0,0
33907,861,"Gartha International Co., Ltd.",Cambodia,22/05/2019,2019,gartha international,,,,,0,0,0
42262,861,"Gartha International Co., Ltd.",Cambodia,6/5/2021,2021,gartha international,,,,,0,0,0
15793,862,"Gawon Apparel Co., Ltd. (formerly Bumin)",Cambodia,5/7/2016,2016,gawon apparel  (formerly bumin),Gawon Apparel Co Ltd,271035,gawon apparel,Personal and Household Goods,0,0,2
22537,862,"Gawon Apparel Co., Ltd. (formerly Bumin)",Cambodia,6/9/2017,2017,gawon apparel  (formerly bumin),Gawon Apparel Co Ltd,271035,gawon apparel,Personal and Household Goods,0,0,2
12799,863,"Soo Apparel (Cambodia) Co., Ltd",Cambodia,24/12/2015,2015,soo apparel,,,,,0,0,0
23891,863,"Soo Apparel (Cambodia) Co., Ltd",Cambodia,26/10/2017,2017,soo apparel,,,,,0,0,0
11741,864,GDM Enterprise Branch No.1,Cambodia,16/11/2015,2015,gdm enterprise branch no.1,,,,,0,0,0
17751,864,GDM Enterprise Branch No.1,Cambodia,1/11/2016,2016,gdm enterprise branch no.1,,,,,0,0,0
11834,865,"GDM Enterprise Co., Ltd.",Cambodia,27/10/2015,2015,gdm enterprise,,,,,0,0,0
17447,865,"GDM Enterprise Co., Ltd.",Cambodia,25/10/2016,2016,gdm enterprise,,,,,0,0,0
23536,865,"GDM Enterprise Co., Ltd.",Cambodia,25/10/2017,2017,gdm enterprise,,,,,0,0,0
37985,865,"GDM Enterprise Co., Ltd.",Cambodia,24/12/2019,2019,gdm enterprise,,,,,0,0,0
41876,865,"GDM Enterprise Co., Ltd.",Cambodia,16/02/2021,2021,gdm enterprise,,,,,0,0,0
14093,867,"Lianfa (Cambodia) Garment Co., Ltd (formerly Kim Sheng Garment Co., Ltd.)",Cambodia,22/03/2016,2016,lianfa (cambodia) garment  (formerly kim sheng garment ),,,,,0,0,0
20318,867,"Lianfa (Cambodia) Garment Co., Ltd (formerly Kim Sheng Garment Co., Ltd.)",Cambodia,18/05/2017,2017,lianfa (cambodia) garment  (formerly kim sheng garment ),,,,,0,0,0
27804,867,"Lianfa (Cambodia) Garment Co., Ltd (formerly Kim Sheng Garment Co., Ltd.)",Cambodia,22/05/2018,2018,lianfa (cambodia) garment  (formerly kim sheng garment ),,,,,0,0,0
33975,867,"Lianfa (Cambodia) Garment Co., Ltd (formerly Kim Sheng Garment Co., Ltd.)",Cambodia,28/05/2019,2019,lianfa (cambodia) garment  (formerly kim sheng garment ),,,,,0,0,0
42890,867,"Lianfa (Cambodia) Garment Co., Ltd (formerly Kim Sheng Garment Co., Ltd.)",Cambodia,15/07/2021,2021,lianfa (cambodia) garment  (formerly kim sheng garment ),,,,,0,0,0
9795,868,"Ghim Li (Cambodia) Pte, Ltd.",Cambodia,2/6/2015,2015,"ghim li pte, ltd",Ghim Li (Cambodia) Pte Ltd,207732,ghim li pte ltd,Personal and Household Goods,0,0,2
15331,868,"Ghim Li (Cambodia) Pte, Ltd.",Cambodia,28/06/2016,2016,"ghim li pte, ltd",Ghim Li (Cambodia) Pte Ltd,207732,ghim li pte ltd,Personal and Household Goods,0,0,2
21316,868,"Ghim Li (Cambodia) Pte, Ltd.",Cambodia,27/07/2017,2017,"ghim li pte, ltd",Ghim Li (Cambodia) Pte Ltd,207732,ghim li pte ltd,Personal and Household Goods,0,0,2
12782,869,Gladpeer Garments Factory (Cambodia) Ltd.,Cambodia,5/1/2016,2016,gladpeer garments factory ltd,Gladpeer Garments Factory (Cambodia) Ltd,104573,gladpeer garments factory ltd,Personal and Household Goods,0,0,1
18716,869,Gladpeer Garments Factory (Cambodia) Ltd.,Cambodia,12/1/2017,2017,gladpeer garments factory ltd,Gladpeer Garments Factory (Cambodia) Ltd,104573,gladpeer garments factory ltd,Personal and Household Goods,0,0,1
24554,869,Gladpeer Garments Factory (Cambodia) Ltd.,Cambodia,27/12/2017,2017,gladpeer garments factory ltd,Gladpeer Garments Factory (Cambodia) Ltd,104573,gladpeer garments factory ltd,Personal and Household Goods,0,0,1
38300,869,Gladpeer Garments Factory (Cambodia) Ltd.,Cambodia,22/01/2020,2020,gladpeer garments factory ltd,Gladpeer Garments Factory (Cambodia) Ltd,104573,gladpeer garments factory ltd,Personal and Household Goods,0,0,1
9751,870,Global Apparels Limited (formerly Jusca Garments),Cambodia,5/5/2015,2015,global apparels limited (formerly jusca garments),Global Apparels Ltd,189852,global apparels ltd,Personal and Household Goods,0,0,2
10833,871,Glory Knitwear Ltd.,Cambodia,13/07/2015,2015,glory knitwear ltd,,,,,0,0,0
17347,871,Glory Knitwear Ltd.,Cambodia,11/10/2016,2016,glory knitwear ltd,,,,,0,0,0
23108,871,Glory Knitwear Ltd.,Cambodia,2/10/2017,2017,glory knitwear ltd,,,,,0,0,0
30307,871,Glory Knitwear Ltd.,Cambodia,2/10/2018,2018,glory knitwear ltd,,,,,0,0,0
37021,871,Glory Knitwear Ltd.,Cambodia,30/10/2019,2019,glory knitwear ltd,,,,,0,0,0
40663,871,Glory Knitwear Ltd.,Cambodia,19/11/2020,2020,glory knitwear ltd,,,,,0,0,0
11405,873,Gold Kamvimex Garment Factory Ltd.,Cambodia,29/09/2015,2015,gold kamvimex garment factory ltd,,,,,0,0,0
9593,875,Goldfame Enterprises Knitters Ltd.,Cambodia,19/05/2015,2015,goldfame enterprises knitters ltd,Goldfame Star Enterprises (Cambodia) Ltd,2582023,goldfame star enterprises ltd,Personal and Household Goods,0,0,2
14637,875,Goldfame Enterprises Knitters Ltd.,Cambodia,25/05/2016,2016,goldfame enterprises knitters ltd,Goldfame Star Enterprises (Cambodia) Ltd,2582023,goldfame star enterprises ltd,Personal and Household Goods,0,0,2
20760,875,Goldfame Enterprises Knitters Ltd.,Cambodia,30/05/2017,2017,goldfame enterprises knitters ltd,Goldfame Star Enterprises (Cambodia) Ltd,2582023,goldfame star enterprises ltd,Personal and Household Goods,0,0,2
15066,876,Goldfame Manufacturing Knitters Ltd.,Cambodia,30/05/2016,2016,goldfame manufacturing knitters ltd,,,,,0,0,0
20602,876,Goldfame Manufacturing Knitters Ltd.,Cambodia,12/6/2017,2017,goldfame manufacturing knitters ltd,,,,,0,0,0
11373,878,Good People (Cambodia) Ltd.,Cambodia,26/10/2015,2015,good people ltd,,,,,0,0,0
17396,878,Good People (Cambodia) Ltd.,Cambodia,20/10/2016,2016,good people ltd,,,,,0,0,0
23062,878,Good People (Cambodia) Ltd.,Cambodia,5/10/2017,2017,good people ltd,,,,,0,0,0
30046,878,Good People (Cambodia) Ltd.,Cambodia,25/09/2018,2018,good people ltd,,,,,0,0,0
36753,878,Good People (Cambodia) Ltd.,Cambodia,10/10/2019,2019,good people ltd,,,,,0,0,0
40733,878,Good People (Cambodia) Ltd.,Cambodia,3/12/2020,2020,good people ltd,,,,,0,0,0
10828,879,"Grand Textiles (Cambodia) Co., Ltd. (formerly Grandtex International Co., Ltd.)",Cambodia,31/08/2015,2015,grand textiles (cambodia)  (formerly grandtex international ),,,,,0,0,0
16323,879,"Grand Textiles (Cambodia) Co., Ltd. (formerly Grandtex International Co., Ltd.)",Cambodia,1/9/2016,2016,grand textiles (cambodia)  (formerly grandtex international ),,,,,0,0,0
23239,879,"Grand Textiles (Cambodias) Co., Ltd. (formerly Grandtex International Co., Ltd.)",Cambodia,3/10/2017,2017,grand textiles (cambodias)  (formerly grandtex international ),,,,,0,0,0
30187,879,"Grand Textiles (Cambodias) Co., Ltd. (formerly Grandtex International Co., Ltd.)",Cambodia,25/09/2018,2018,grand textiles (cambodias)  (formerly grandtex international ),,,,,0,0,0
38131,879,"Grand Textiles (Cambodia) Co., Ltd. (formerly Grandtex International Co., Ltd.)",Cambodia,6/1/2020,2020,grand textiles (cambodia)  (formerly grandtex international ),,,,,0,0,0
41464,879,"Grand Textiles (Cambodia) Co., Ltd. (formerly Grandtex International Co., Ltd.)",Cambodia,5/2/2021,2021,grand textiles (cambodia)  (formerly grandtex international ),,,,,0,0,0
13896,880,grand twins international,Cambodia,17/03/2016,2016,grand twins international,Grand Twins International Co Ltd,149229,grand twins international,Personal and Household Goods,0,0,1
20524,880,grand twins international,Cambodia,30/05/2017,2017,grand twins international,Grand Twins International Co Ltd,149229,grand twins international,Personal and Household Goods,0,0,1
28030,880,grand twins international,Cambodia,7/6/2018,2018,grand twins international,Grand Twins International Co Ltd,149229,grand twins international,Personal and Household Goods,0,0,1
35845,880,grand twins international,Cambodia,27/08/2019,2019,grand twins international,Grand Twins International Co Ltd,149229,grand twins international,Personal and Household Goods,0,0,1
40402,880,grand twins international,Cambodia,27/10/2020,2020,grand twins international,Grand Twins International Co Ltd,149229,grand twins international,Personal and Household Goods,0,0,1
43441,880,grand twins international,Cambodia,20/08/2021,2021,grand twins international,Grand Twins International Co Ltd,149229,grand twins international,Personal and Household Goods,0,0,1
11843,883,"Great Union (Cambodia) Garment Co., Ltd",Cambodia,21/10/2015,2015,great union garment,,,,,0,0,0
