,QuestID,FactoryBWID,FactoryName,Country,AssessmentDate,year,FNC,cName,CNRR,repriskID,RRCleaned,RRSector,doubt
718,16878,347,Paramount Garments Ltd.(Obsolete),Jordan,18/11/2015,2015,,paramount garments ltd,,,,,0
719,17636,347,Paramount Garments Ltd.(Obsolete),Jordan,13/11/2016,2016,,paramount garments ltd,,,,,0
720,23633,347,Paramount Garments Ltd.,Jordan,07/11/2017,2017,,paramount garments ltd,,,,,0
721,14810,351,Tien Tien Garment Joint Stock Company,Vietnam,31/05/2016,2016,,tien tien garment jsc,,,,,0
722,22918,351,Tien Tien Garment Joint Stock Company,Vietnam,10/10/2017,2017,,tien tien garment jsc,,,,,0
723,32898,351,Tien Tien Garment Joint Stock Company,Vietnam,18/03/2019,2019,,tien tien garment jsc,,,,,0
724,39593,351,Tien Tien Garment Joint Stock Company,Vietnam,14/07/2020,2020,,tien tien garment jsc,,,,,0
725,8336,352,Tusker Apparel Co.,Jordan,10/02/2015,2015,,tusker apparel co,,,,,0
726,13608,352,Tusker Apparel Co.,Jordan,28/02/2016,2016,,tusker apparel co,,,,,0
727,18756,352,Tusker Apparel Co.,Jordan,12/02/2017,2017,,tusker apparel co,,,,,0
728,25265,352,Tusker Apparel Co.,Jordan,11/02/2018,2018,,tusker apparel co,,,,,0
729,32473,352,Tusker Apparel Co.,Jordan,17/02/2019,2019,,tusker apparel co,,,,,0
730,38385,352,Tusker Apparel Co.,Jordan,29/01/2020,2020,,tusker apparel co,,,,,0
731,41808,352,Tusker Apparel Co.,Jordan,08/03/2021,2021,,tusker apparel co,,,,,0
732,9282,353,"Poong In Vina 4 Co., Ltd.",Vietnam,16/06/2015,2015,,poong in vina 4,,,,,0
733,15007,353,"Poong In Vina 4 Co., Ltd.",Vietnam,07/06/2016,2016,,poong in vina 4,,,,,0
734,8554,355,PT Taitat Putra Rejeki,Indonesia,01/04/2015,2015,,taitat putra rejeki pt,Taitat Putra Rejeki; PT,2234393.0,taitat putra rejeki pt,Personal and Household Goods,0
735,14017,355,PT Taitat Putra Rejeki,Indonesia,07/04/2016,2016,,taitat putra rejeki pt,Taitat Putra Rejeki; PT,2234393.0,taitat putra rejeki pt,Personal and Household Goods,0
736,19475,355,PT Taitat Putra Rejeki,Indonesia,29/03/2017,2017,,taitat putra rejeki pt,Taitat Putra Rejeki; PT,2234393.0,taitat putra rejeki pt,Personal and Household Goods,0
737,25988,355,PT Taitat Putra Rejeki,Indonesia,15/03/2018,2018,,taitat putra rejeki pt,Taitat Putra Rejeki; PT,2234393.0,taitat putra rejeki pt,Personal and Household Goods,0
738,32911,355,PT Taitat Putra Rejeki,Indonesia,21/03/2019,2019,,taitat putra rejeki pt,Taitat Putra Rejeki; PT,2234393.0,taitat putra rejeki pt,Personal and Household Goods,0
739,8373,356,Rainbow Textile L.L.C.,Jordan,08/02/2015,2015,,rainbow textile llc,Rainbow Textiles LLC,107004.0,rainbow textiles llc,Personal and Household Goods,0
740,13231,356,Rainbow Textile L.L.C.,Jordan,01/02/2016,2016,,rainbow textile llc,Rainbow Textiles LLC,107004.0,rainbow textiles llc,Personal and Household Goods,0
741,18441,356,Rainbow Textile L.L.C.,Jordan,16/01/2017,2017,,rainbow textile llc,Rainbow Textiles LLC,107004.0,rainbow textiles llc,Personal and Household Goods,0
742,24904,356,Rainbow Textile L.L.C.,Jordan,15/01/2018,2018,,rainbow textile llc,Rainbow Textiles LLC,107004.0,rainbow textiles llc,Personal and Household Goods,0
743,37805,356,Rainbow Textile L.L.C.,Jordan,08/12/2019,2019,,rainbow textile llc,Rainbow Textiles LLC,107004.0,rainbow textiles llc,Personal and Household Goods,0
744,41696,356,Rainbow Textile L.L.C.,Jordan,24/02/2021,2021,,rainbow textile llc,Rainbow Textiles LLC,107004.0,rainbow textiles llc,Personal and Household Goods,0
745,8914,357,PT Kukdong International,Indonesia,05/05/2015,2015,,kukdong international pt,,,,,0
746,14714,357,PT Kukdong International,Indonesia,12/05/2016,2016,,kukdong international pt,,,,,0
747,20230,357,PT Kukdong International,Indonesia,08/05/2017,2017,,kukdong international pt,,,,,0
748,26896,357,PT Kukdong International,Indonesia,24/04/2018,2018,,kukdong international pt,,,,,0
749,33544,357,PT Kukdong International,Indonesia,10/04/2019,2019,,kukdong international pt,,,,,0
750,8482,360,Branch of Continent Packaging Corporation,Vietnam,10/03/2015,2015,,branch of continent packaging corp,,,,,0
751,14041,360,Branch of Continent Packaging Corporation,Vietnam,24/03/2016,2016,,branch of continent packaging corp,,,,,0
752,19482,360,Branch of Continent Packaging Corporation,Vietnam,04/04/2017,2017,,branch of continent packaging corp,,,,,0
753,28727,360,Branch of Continent Packaging Corporation,Vietnam,07/08/2018,2018,,branch of continent packaging corp,,,,,0
754,35447,360,Branch of Continent Packaging Corporation,Vietnam,13/08/2019,2019,,branch of continent packaging corp,,,,,0
755,40006,360,Branch of Continent Packaging Corporation,Vietnam,08/09/2020,2020,,branch of continent packaging corp,,,,,0
756,11558,361,PT Pan Pacific Nesia,Indonesia,20/10/2015,2015,,pan pacific nesia pt,,,,,0
757,17388,361,PT Pan Pacific Nesia,Indonesia,25/10/2016,2016,,pan pacific nesia pt,,,,,0
758,24229,361,PT Pan Pacific Nesia,Indonesia,21/11/2017,2017,,pan pacific nesia pt,,,,,0
759,30697,361,PT Pan Pacific Nesia,Indonesia,01/11/2018,2018,,pan pacific nesia pt,,,,,0
760,38318,361,PT Pan Pacific Nesia,Indonesia,29/01/2020,2020,,pan pacific nesia pt,,,,,0
761,8294,364,classic fashion apparel industry ltd,Jordan,21/01/2015,2015,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
762,13515,364,classic fashion apparel industry ltd,Jordan,18/01/2016,2016,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
763,18595,364,classic fashion apparel industry ltd,Jordan,08/02/2017,2017,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
764,25285,364,classic fashion apparel industry ltd,Jordan,07/02/2018,2018,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
765,32243,364,classic fashion apparel industry ltd,Jordan,13/02/2019,2019,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
766,38738,364,classic fashion apparel industry ltd,Jordan,12/02/2020,2020,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
767,42517,364,classic fashion apparel industry ltd,Jordan,19/05/2021,2021,,classic fashion apparel industry ltd,Classic Fashion Apparel Industry Ltd (CFAI),2747.0,classic fashion apparel industry ltd,Personal and Household Goods,0
768,10534,365,HANSAE INTERNATIONAL S.A MODULO 1 (MASAYA),Nicaragua,12/08/2015,2015,,hansae international sa modulo 1,,,,,0
769,17097,365,HANSAE INTERNATIONAL S.A MODULO 1 (MASAYA),Nicaragua,27/09/2016,2016,,hansae international sa modulo 1,,,,,0
770,21798,365,HANSAE INTERNATIONAL S.A MODULO 1 (MASAYA),Nicaragua,22/08/2017,2017,,hansae international sa modulo 1,,,,,0
771,29497,365,HANSAE INTERNATIONAL S.A MODULO 1 (MASAYA),Nicaragua,29/08/2018,2018,,hansae international sa modulo 1,,,,,0
772,34848,365,HANSAE INTERNATIONAL S.A MODULO 1 (MASAYA),Nicaragua,10/07/2019,2019,,hansae international sa modulo 1,,,,,0
773,43340,365,HANSAE INTERNATIONAL S.A MODULO 1 (MASAYA),Nicaragua,03/08/2021,2021,,hansae international sa modulo 1,,,,,0
774,8731,367,Cerie Binh Duong Garment Co. Ltd.,Vietnam,21/04/2015,2015,,cerie binh duong garment,,,,,0
775,14001,367,Cerie Binh Duong Garment Co. Ltd.,Vietnam,08/03/2016,2016,,cerie binh duong garment,,,,,0
776,10888,368,Great Super Enterprise Ltd. (VN),Vietnam,22/09/2015,2015,,great super enterprise ltd,,,,,0
777,16296,368,Great Super Enterprise Ltd. (VN),Vietnam,23/08/2016,2016,,great super enterprise ltd,,,,,0
778,22015,368,Great Super Enterprise Ltd. (VN),Vietnam,06/09/2017,2017,,great super enterprise ltd,,,,,0
779,29556,368,Great Super Enterprise Ltd. (VN),Vietnam,11/09/2018,2018,,great super enterprise ltd,,,,,0
780,36382,368,Great Super Enterprise Ltd. (VN),Vietnam,01/10/2019,2019,,great super enterprise ltd,,,,,0
781,40194,368,Great Super Enterprise Ltd. (VN),Vietnam,29/09/2020,2020,,great super enterprise ltd,,,,,0
782,11782,370,"ISTMO TEXTILES, SOCIEDAD ANONIMA",Nicaragua,06/10/2015,2015,,"istmo textiles, sociedad anonima",,,,,0
783,17360,370,"ISTMO TEXTILES, SOCIEDAD ANONIMA",Nicaragua,26/10/2016,2016,,"istmo textiles, sociedad anonima",,,,,0
784,23246,370,"ISTMO TEXTILES, SOCIEDAD ANONIMA",Nicaragua,16/10/2017,2017,,"istmo textiles, sociedad anonima",,,,,0
785,30196,370,"ISTMO TEXTILES, SOCIEDAD ANONIMA",Nicaragua,10/10/2018,2018,,"istmo textiles, sociedad anonima",,,,,0
786,36899,370,"ISTMO TEXTILES, SOCIEDAD ANONIMA",Nicaragua,21/10/2019,2019,,"istmo textiles, sociedad anonima",,,,,0
787,10788,371,"AALFS UNO, S.A.",Nicaragua,08/09/2015,2015,,"aalfs uno, sa",,,,,0
788,16763,371,"AALFS UNO, S.A.",Nicaragua,20/09/2016,2016,,"aalfs uno, sa",,,,,0
789,22471,371,"AALFS UNO, S.A.",Nicaragua,19/09/2017,2017,,"aalfs uno, sa",,,,,0
790,29841,371,"AALFS UNO, S.A.",Nicaragua,24/09/2018,2018,,"aalfs uno, sa",,,,,0
791,10422,372,Indigo Mountain Haiti S.A.,Haiti,04/08/2015,2015,,indigo mountain haiti sa,Indigo Mountain Haiti SA,118367.0,indigo mountain haiti sa,Personal and Household Goods,0
792,8375,373,Oasis Textiles International Co. Ltd.(Obsolete),Jordan,25/02/2015,2015,,oasis textiles international,,,,,0
793,14141,373,Oasis Textiles International Co. Ltd.(Obsolete),Jordan,14/03/2016,2016,,oasis textiles international,,,,,0
794,13682,374,Simone Accessories Collection Vietnam TG Ltd.,Vietnam,01/03/2016,2016,,simone accessories collection vietnam tg ltd,,,,,0
795,19181,374,Simone Accessories Collection Vietnam TG Ltd.,Vietnam,14/03/2017,2017,,simone accessories collection vietnam tg ltd,,,,,0
796,28885,374,Simone Accessories Collection Vietnam TG Ltd.,Vietnam,31/07/2018,2018,,simone accessories collection vietnam tg ltd,,,,,0
797,36727,374,Simone Accessories Collection Vietnam TG Ltd.,Vietnam,22/10/2019,2019,,simone accessories collection vietnam tg ltd,,,,,0
798,41000,374,Simone Accessories Collection Vietnam TG Ltd.,Vietnam,29/12/2020,2020,,simone accessories collection vietnam tg ltd,,,,,0
799,8895,376,PT Kahoindah Citragarment,Indonesia,11/05/2015,2015,,kahoindah citragarment pt,Kaho Indah Citra Garment; PT (Kahoindah Citragarment),118971.0,kaho indah citra garment pt,Personal and Household Goods,0
800,14949,376,PT Kahoindah Citragarment,Indonesia,25/05/2016,2016,,kahoindah citragarment pt,Kaho Indah Citra Garment; PT (Kahoindah Citragarment),118971.0,kaho indah citra garment pt,Personal and Household Goods,0
801,20193,376,PT Kahoindah Citragarment,Indonesia,08/05/2017,2017,,kahoindah citragarment pt,Kaho Indah Citra Garment; PT (Kahoindah Citragarment),118971.0,kaho indah citra garment pt,Personal and Household Goods,0
802,27127,376,PT Kahoindah Citragarment,Indonesia,07/05/2018,2018,,kahoindah citragarment pt,Kaho Indah Citra Garment; PT (Kahoindah Citragarment),118971.0,kaho indah citra garment pt,Personal and Household Goods,0
803,11099,377,Kaltex Argus S.A,Nicaragua,21/10/2015,2015,,kaltex argus sa,,,,,0
804,17518,377,Kaltex Argus S.A,Nicaragua,03/11/2016,2016,,kaltex argus sa,,,,,0
805,23804,377,Kaltex Argus S.A,Nicaragua,08/11/2017,2017,,kaltex argus sa,,,,,0
806,30798,377,Kaltex Argus S.A,Nicaragua,06/11/2018,2018,,kaltex argus sa,,,,,0
807,37078,377,Kaltex Argus S.A,Nicaragua,24/10/2019,2019,,kaltex argus sa,,,,,0
808,13759,384,"J&D Vinako Co., Ltd.",Vietnam,01/03/2016,2016,,j and d vinako,,,,,0
809,22107,384,"J&D Vinako Co., Ltd.",Vietnam,31/08/2017,2017,,j and d vinako,,,,,0
810,9116,385,Top One Garment MFG Co. Ltd.,Vietnam,26/05/2015,2015,,top one garment mfg,,,,,0
811,14825,385,Top One Garment MFG Co. Ltd.,Vietnam,31/05/2016,2016,,top one garment mfg,,,,,0
812,21243,385,Top One Garment MFG Co. Ltd.,Vietnam,19/07/2017,2017,,top one garment mfg,,,,,0
813,10345,386,"Bando Vina Co., Ltd.",Vietnam,18/08/2015,2015,,bando vina,,,,,0
814,16715,386,"Bando Vina Co., Ltd.",Vietnam,14/09/2016,2016,,bando vina,,,,,0
815,22725,386,"Bando Vina Co., Ltd.",Vietnam,03/10/2017,2017,,bando vina,,,,,0
816,30189,386,"Bando Vina Co., Ltd.",Vietnam,09/10/2018,2018,,bando vina,,,,,0
817,36833,386,"Bando Vina Co., Ltd.",Vietnam,05/11/2019,2019,,bando vina,,,,,0
818,40607,386,"Bando Vina Co., Ltd.",Vietnam,12/11/2020,2020,,bando vina,,,,,0
819,10346,388,Saigon 2 Garment JSC- Trung Lap Phu Co. Ltd.,Vietnam,11/08/2015,2015,,saigon 2 garment jsc,Saigon - Song lam Beer JSC,2368468.0,saigon,Food and Beverage,0
820,17763,388,Saigon 2 Garment JSC- Trung Lap Phu Co. Ltd.,Vietnam,06/12/2016,2016,,saigon 2 garment jsc,Saigon - Song lam Beer JSC,2368468.0,saigon,Food and Beverage,0
821,10385,397,"Avery Dennison Group (Paxar Indonesia,Pacific Label Indonesia,Avery Dennison Packaging Indonesia)",Indonesia,10/08/2015,2015,,avery dennison group,,,,,0
822,16930,397,"Avery Dennison Group (Paxar Indonesia,Pacific Label Indonesia,Avery Dennison Packaging Indonesia)",Indonesia,27/09/2016,2016,,avery dennison group,,,,,0
823,22801,397,"Avery Dennison Group (Paxar Indonesia,Pacific Label Indonesia,Avery Dennison Packaging Indonesia)",Indonesia,14/09/2017,2017,,avery dennison group,,,,,0
824,29277,397,"Avery Dennison Group (Paxar Indonesia,Pacific Label Indonesia,Avery Dennison Packaging Indonesia)",Indonesia,13/08/2018,2018,,avery dennison group,,,,,0
825,35065,397,"Avery Dennison Group (Paxar Indonesia,Pacific Label Indonesia,Avery Dennison Packaging Indonesia)",Indonesia,09/07/2019,2019,,avery dennison group,,,,,0
826,8523,399,Tan Uy Dat Co. Ltd.,Vietnam,24/03/2015,2015,,tan uy dat,,,,,0
827,18986,399,Tan Uy Dat Co. Ltd.,Vietnam,21/02/2017,2017,,tan uy dat,,,,,0
828,12964,400,Ando International JSC,Vietnam,26/01/2016,2016,,ando international jsc,,,,,0
829,20974,400,Ando International JSC,Vietnam,04/07/2017,2017,,ando international jsc,,,,,0
830,8069,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,06/01/2015,2015,,maxim label and packaging vietnam,,,,,0
831,14365,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,26/04/2016,2016,,maxim label and packaging vietnam,,,,,0
832,19684,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,11/04/2017,2017,,maxim label and packaging vietnam,,,,,0
833,26214,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,27/03/2018,2018,,maxim label and packaging vietnam,,,,,0
834,33804,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,14/05/2019,2019,,maxim label and packaging vietnam,,,,,0
835,39226,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,17/03/2020,2020,,maxim label and packaging vietnam,,,,,0
836,42006,401,"Maxim Label & Packaging Vietnam Co., Ltd.",Vietnam,13/04/2021,2021,,maxim label and packaging vietnam,,,,,0
837,12524,404,PT C-Site Texpia,Indonesia,22/12/2015,2015,,c-site texpia pt,,,,,0
838,18442,404,PT C-Site Texpia,Indonesia,10/01/2017,2017,,c-site texpia pt,,,,,0
839,25238,404,PT C-Site Texpia,Indonesia,24/01/2018,2018,,c-site texpia pt,,,,,0
840,37252,404,PT C-Site Texpia,Indonesia,19/11/2019,2019,,c-site texpia pt,,,,,0
841,8912,407,Business Faith Garment Mfg. Co. Ltd. (Obsolete),Jordan,12/05/2015,2015,,business faith garment manufacturing,,,,,0
842,14321,407,Business Faith Garment Mfg. Co. Ltd. (Obsolete),Jordan,18/04/2016,2016,,business faith garment manufacturing,,,,,0
843,20968,407,Business Faith Garment Mfg. Co. Ltd.,Jordan,19/04/2017,2017,,business faith garment manufacturing,,,,,0
844,26766,407,Business Faith Garment Mfg. Co. Ltd.,Jordan,29/04/2018,2018,,business faith garment manufacturing,,,,,0
845,33508,407,Business Faith Garment Mfg. Co. Ltd. (Obsolete),Jordan,09/04/2019,2019,,business faith garment manufacturing,,,,,0
846,11393,409,Fashion Garment 2 Co. Ltd.- Tan Phu Branch,Vietnam,07/10/2015,2015,,fashion garment 2,,,,,0
847,17051,409,Fashion Garment 2 Co. Ltd.- Tan Phu Branch,Vietnam,11/10/2016,2016,,fashion garment 2,,,,,0
848,22754,409,Fashion Garment 2 Co. Ltd.- Tan Phu Branch,Vietnam,12/09/2017,2017,,fashion garment 2,,,,,0
849,29514,409,Fashion Garment 2 Co. Ltd.- Tan Phu Branch,Vietnam,12/09/2018,2018,,fashion garment 2,,,,,0
850,36526,409,Fashion Garment 2 Co. Ltd.- Tan Phu Branch,Vietnam,08/10/2019,2019,,fashion garment 2,,,,,0
851,40808,409,Fashion Garment 2 Co. Ltd.- Tan Phu Branch,Vietnam,24/11/2020,2020,,fashion garment 2,,,,,0
852,8378,411,Straight Line for Apparel Co.,Jordan,02/03/2015,2015,,straight line for apparel co,,,,,0
853,13671,411,Straight Line for Apparel Co.,Jordan,10/03/2016,2016,,straight line for apparel co,,,,,0
854,18875,411,Straight Line for Apparel Co.,Jordan,19/02/2017,2017,,straight line for apparel co,,,,,0
855,25039,411,Straight Line for Apparel Co.,Jordan,24/01/2018,2018,,straight line for apparel co,,,,,0
856,31942,411,Straight Line for Apparel Co.,Jordan,29/01/2019,2019,,straight line for apparel co,,,,,0
857,38667,411,Straight Line for Apparel Co.,Jordan,12/02/2020,2020,,straight line for apparel co,,,,,0
858,42978,411,Straight Line for Apparel Co.,Jordan,24/06/2021,2021,,straight line for apparel co,,,,,0
859,8701,412,Haifa Apparel,Jordan,07/04/2015,2015,,haifa apparel,,,,,0
860,14124,412,Haifa Apparel,Jordan,27/03/2016,2016,,haifa apparel,,,,,0
861,19507,412,Haifa Apparel,Jordan,26/03/2017,2017,,haifa apparel,,,,,0
862,25814,412,Haifa Apparel,Jordan,18/03/2018,2018,,haifa apparel,,,,,0
863,34020,412,Haifa Apparel,Jordan,20/05/2019,2019,,haifa apparel,,,,,0
864,39651,412,Haifa Apparel,Jordan,14/07/2020,2020,,haifa apparel,,,,,0
865,43211,412,Haifa Apparel,Jordan,13/07/2021,2021,,haifa apparel,,,,,0
866,17647,419,"C.M.C Vina Co., Ltd.",Vietnam,16/11/2016,2016,,c.m.c vina,,,,,0
867,25020,419,"C.M.C Vina Co., Ltd.",Vietnam,23/01/2018,2018,,c.m.c vina,,,,,0
868,10371,421,S&H Global 1-6,Haiti,27/07/2015,2015,,s and h global 1-6,S&H Global SA,118378.0,s and h global sa,Personal and Household Goods,0
869,16105,421,S&H Global 1-6,Haiti,18/07/2016,2016,,s and h global 1-6,S&H Global SA,118378.0,s and h global sa,Personal and Household Goods,0
870,20805,421,S&H Global 1-6,Haiti,05/06/2017,2017,,s and h global 1-6,S&H Global SA,118378.0,s and h global sa,Personal and Household Goods,0
871,28525,421,S&H Global 1-6,Haiti,11/06/2018,2018,,s and h global 1-6,S&H Global SA,118378.0,s and h global sa,Personal and Household Goods,0
872,34996,421,S&H Global 1-6,Haiti,27/05/2019,2019,,s and h global 1-6,S&H Global SA,118378.0,s and h global sa,Personal and Household Goods,0
873,42150,421,S&H Global 1-6,Haiti,09/03/2021,2021,,s and h global 1-6,S&H Global SA,118378.0,s and h global sa,Personal and Household Goods,0
874,12740,422,"Son Kha Co., Ltd.",Vietnam,06/01/2016,2016,,son kha,,,,,0
875,18775,422,"Son Kha Co., Ltd.",Vietnam,14/02/2017,2017,,son kha,,,,,0
876,25389,422,"Son Kha Co., Ltd.",Vietnam,23/01/2018,2018,,son kha,,,,,0
877,12014,424,TTG Co. Ltd.,Vietnam,17/11/2015,2015,,ttg,TTG Co Ltd,2233198.0,ttg,Personal and Household Goods,0
878,18209,424,TTG Co. Ltd.,Vietnam,13/12/2016,2016,,ttg,TTG Co Ltd,2233198.0,ttg,Personal and Household Goods,0
879,24586,424,TTG Co. Ltd.,Vietnam,09/01/2018,2018,,ttg,TTG Co Ltd,2233198.0,ttg,Personal and Household Goods,0
880,12985,425,PT Daehan Global (Cibinong),Indonesia,26/01/2016,2016,,daehan global pt,,,,,0
881,18605,425,PT Daehan Global (Cibinong),Indonesia,25/01/2017,2017,,daehan global pt,,,,,0
882,25707,425,PT Daehan Global (Cibinong),Indonesia,24/01/2018,2018,,daehan global pt,,,,,0
883,30853,425,PT Daehan Global (Cibinong),Indonesia,29/11/2018,2018,,daehan global pt,,,,,0
884,37662,425,PT Daehan Global (Cibinong),Indonesia,02/12/2019,2019,,daehan global pt,,,,,0
885,9332,426,Rich Door Textile Factory (Inactive),Jordan,10/06/2015,2015,,rich door textile factory,,,,,0
886,15669,426,Rich Door Textile Factory (Inactive),Jordan,12/07/2016,2016,,rich door textile factory,,,,,0
887,21020,426,Rich Door Textile Factory,Jordan,10/05/2017,2017,,rich door textile factory,,,,,0
888,27195,426,Rich Door Textile Factory,Jordan,06/05/2018,2018,,rich door textile factory,,,,,0
889,37631,426,Rich Door Textile Factory (Inactive),Jordan,11/12/2019,2019,,rich door textile factory,,,,,0
890,8064,428,PT Dream Wear,Indonesia,15/01/2015,2015,,dream wear pt,,,,,0
891,13514,428,PT Dream Wear,Indonesia,11/02/2016,2016,,dream wear pt,,,,,0
892,19448,428,PT Dream Wear,Indonesia,29/03/2017,2017,,dream wear pt,,,,,0
893,26769,428,PT Dream Wear,Indonesia,12/03/2018,2018,,dream wear pt,,,,,0
894,34160,428,PT Dream Wear,Indonesia,23/04/2019,2019,,dream wear pt,,,,,0
895,9414,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,09/06/2015,2015,,greentex indonesia utama pt,Greentex Indonesia Utama; PT,2232393.0,greentex indonesia utama pt,Personal and Household Goods,0
896,15838,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,20/07/2016,2016,,greentex indonesia utama pt,Greentex Indonesia Utama; PT,2232393.0,greentex indonesia utama pt,Personal and Household Goods,0
897,21758,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,14/08/2017,2017,,greentex indonesia utama pt,Greentex Indonesia Utama; PT,2232393.0,greentex indonesia utama pt,Personal and Household Goods,0
898,29472,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,28/08/2018,2018,,greentex indonesia utama pt,Greentex Indonesia Utama; PT,2232393.0,greentex indonesia utama pt,Personal and Household Goods,0
899,36009,430,PT Greentex Indonesia Utama (Jakarta),Indonesia,28/08/2019,2019,,greentex indonesia utama pt,Greentex Indonesia Utama; PT,2232393.0,greentex indonesia utama pt,Personal and Household Goods,0
900,8322,431,PT Sandrafine Garment,Indonesia,11/02/2015,2015,,sandrafine garment pt,Sandrafine Garment; PT,213721.0,sandrafine garment pt,Personal and Household Goods,0
901,13391,431,PT Sandrafine Garment,Indonesia,23/02/2016,2016,,sandrafine garment pt,Sandrafine Garment; PT,213721.0,sandrafine garment pt,Personal and Household Goods,0
902,18816,431,PT Sandrafine Garment,Indonesia,08/02/2017,2017,,sandrafine garment pt,Sandrafine Garment; PT,213721.0,sandrafine garment pt,Personal and Household Goods,0
903,26249,431,PT Sandrafine Garment,Indonesia,07/02/2018,2018,,sandrafine garment pt,Sandrafine Garment; PT,213721.0,sandrafine garment pt,Personal and Household Goods,0
904,32494,431,PT Sandrafine Garment,Indonesia,14/02/2019,2019,,sandrafine garment pt,Sandrafine Garment; PT,213721.0,sandrafine garment pt,Personal and Household Goods,0
905,8505,433,"PT Hansae Indonesia Utama (1,3)",Indonesia,11/03/2015,2015,,hansae indonesia utama pt,,,,,0
906,14081,433,"PT Hansae Indonesia Utama (1,3)",Indonesia,28/03/2016,2016,,hansae indonesia utama pt,,,,,0
907,21875,433,"PT Hansae Indonesia Utama (1,3)",Indonesia,15/08/2017,2017,,hansae indonesia utama pt,,,,,0
908,8698,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,16/04/2015,2015,,mulia cemerlang abadi pt,,,,,0
909,14993,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,23/05/2016,2016,,mulia cemerlang abadi pt,,,,,0
910,20310,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,09/05/2017,2017,,mulia cemerlang abadi pt,,,,,0
911,26925,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,11/04/2018,2018,,mulia cemerlang abadi pt,,,,,0
912,33767,438,PT Mulia Cemerlang Abadi (Tangerang),Indonesia,25/04/2019,2019,,mulia cemerlang abadi pt,,,,,0
913,9527,440,PT Citra Abadi Sejati (Bogor),Indonesia,04/06/2015,2015,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
914,15117,440,PT Citra Abadi Sejati (Bogor),Indonesia,09/06/2016,2016,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
915,21181,440,PT Citra Abadi Sejati (Bogor),Indonesia,13/07/2017,2017,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
916,28641,440,PT Citra Abadi Sejati (Bogor),Indonesia,19/07/2018,2018,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
917,34933,440,PT Citra Abadi Sejati (Bogor),Indonesia,09/07/2019,2019,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
918,8636,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,06/04/2015,2015,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
919,14346,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,14/04/2016,2016,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
920,19785,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,12/04/2017,2017,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
921,25992,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,26/02/2018,2018,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
922,32236,441,PT Citra Abadi Sejati (Cileungsi),Indonesia,15/01/2019,2019,,citra abadi sejati pt,Citra Abadi Sejati; PT,2450673.0,citra abadi sejati pt,Personal and Household Goods,0
