QuestID,hrsigned,recruit,discfire,grievdispute,accounthr,comimplhr,investihr,emergencepr,riskcontr,accidentinvesti,accohs,impleosh,invstiosh,mngsum13items,mngitems
43599,1.0,,,1.0,0.0,,,,,,,,,2.0,3
40733,1.0,,,1.0,,,,,1.0,,,,,3.0,3
40787,1.0,,,,0.0,,,,,,,,0.0,1.0,3
41471,1.0,,,,0.0,,,,1.0,,,,,2.0,3
42496,1.0,,,1.0,,,,,1.0,,,,,3.0,3
42306,1.0,,,,0.0,,,,,,,,0.0,1.0,3
42024,1.0,,,,0.0,,,,1.0,,,,,2.0,3
40684,1.0,,,,0.0,,,,1.0,,,,,2.0,3
42436,0.0,,,,0.0,,,,1.0,,,,,1.0,3
43744,1.0,,,,0.0,,,,1.0,,,,,2.0,3
41355,1.0,,,,0.0,,,,1.0,,,,,2.0,3
42717,1.0,,,1.0,,,,,1.0,,,,,3.0,3
40153,1.0,,,1.0,0.0,,,,,,,,,2.0,3
33503,0.0,0.0,,,0.0,,,,,,,,,0.0,3
41484,1.0,,,,0.0,,,,1.0,,,,,2.0,3
42558,1.0,,,,0.0,,,,1.0,,,,,2.0,3
41145,1.0,,,1.0,,,,,1.0,,,,,3.0,3
41378,1.0,,,,0.0,,,,1.0,,,,,2.0,3
40616,1.0,,,1.0,,,,,1.0,,,,,3.0,3
41316,1.0,,1.0,,,,,,,,,,0.0,2.0,3
39981,1.0,,,,0.0,,,,,,,,0.0,1.0,3
40589,1.0,,,,,,,,1.0,,1.0,,,3.0,3
41185,1.0,,1.0,,,,,,,,,,0.0,2.0,3
42555,1.0,,,,0.0,,,,1.0,,,,,2.0,3
43348,0.0,,,,0.0,,,,1.0,,,,,1.0,3
41135,1.0,,,1.0,,,,,1.0,,,,,3.0,3
40343,1.0,,,1.0,,,,,,,1.0,,,3.0,3
39870,,,,1.0,0.0,,,,1.0,,,,,2.0,3
39965,1.0,,,,,,,,,,1.0,,0.0,2.0,3
41876,1.0,,,1.0,,,,,1.0,,,,,3.0,3
42927,0.0,,,,0.0,,,,1.0,,,,,1.0,3
40805,1.0,,,,0.0,,,,1.0,,,,,2.0,3
43531,0.0,,,,0.0,,,,1.0,,,,,1.0,3
42615,1.0,,,,0.0,,,,1.0,,,,,2.0,3
41473,1.0,,,1.0,,,,,,,1.0,,,3.0,3
41546,1.0,,,1.0,,,,,,,1.0,,,3.0,3
43482,1.0,,,1.0,0.0,,,,,,,,,2.0,3
41504,1.0,,,,0.0,,,,1.0,,,,,2.0,3
42568,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
41113,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40337,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41317,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
40621,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
39966,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40281,,,,,0.0,,,,1.0,,1.0,,0.0,2.0,4
43334,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
43071,1.0,,,,0.0,,,,1.0,,1.0,,,3.0,4
40620,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40662,1.0,,,1.0,,,,,1.0,,,,0.0,3.0,4
42456,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42621,1.0,,,,,,,,1.0,,1.0,,1.0,4.0,4
43391,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
42573,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
40791,,,,1.0,0.0,,,,1.0,,1.0,,,3.0,4
40468,1.0,,,,0.0,,,,1.0,,1.0,,,3.0,4
41387,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40714,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
43616,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
42919,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
41091,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
40525,,,,1.0,0.0,,,,1.0,,1.0,,,3.0,4
40545,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
43419,1.0,,1.0,1.0,,,,,1.0,,,,,4.0,4
41535,,,,1.0,0.0,,,,1.0,,1.0,,,3.0,4
42472,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42961,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
40600,1.0,,,1.0,,,,,,,1.0,,0.0,3.0,4
41523,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42096,1.0,,,,0.0,,,,1.0,,1.0,,,3.0,4
43418,1.0,,,,0.0,,,,,,1.0,,0.0,2.0,4
43205,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
43601,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40025,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
43330,1.0,,,,,,,,1.0,,1.0,,0.0,3.0,4
41382,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42625,,,,1.0,0.0,,,,1.0,0.0,,,,2.0,4
43312,1.0,,,,,,,,1.0,,1.0,,1.0,4.0,4
41438,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
42916,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
43294,0.0,,,1.0,0.0,,,,1.0,,,,,2.0,4
42785,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
42486,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
43296,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
40752,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42529,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
43033,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41224,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
41539,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
43148,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
42680,0.0,,,1.0,0.0,,,,1.0,,,,,2.0,4
41584,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40242,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42985,0.0,,,1.0,,,,,1.0,,,,0.0,2.0,4
42632,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
43479,,,,1.0,0.0,,,,1.0,,1.0,,,3.0,4
41076,1.0,,,,,,,,1.0,,1.0,,0.0,3.0,4
43099,1.0,,,,,,,,1.0,,1.0,,1.0,4.0,4
41641,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
42837,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41691,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
39803,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
43224,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
43106,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
40469,1.0,,,1.0,,,,1.0,1.0,,,,,4.0,4
41170,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
42212,0.0,,,,0.0,,,,1.0,,,,1.0,2.0,4
43520,1.0,,,1.0,,,,,1.0,,,,0.0,3.0,4
41572,1.0,,,1.0,0.0,,,,,,,,0.0,2.0,4
40284,1.0,,,,0.0,,,,1.0,,1.0,,,3.0,4
39760,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40379,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
40775,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41585,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
40696,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
40232,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
39709,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42848,1.0,,,,,,,,1.0,,1.0,,1.0,4.0,4
40280,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
43449,0.0,,,,0.0,,,,1.0,,1.0,,,2.0,4
40401,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
41329,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
40688,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42435,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
42176,0.0,,,1.0,0.0,,,,1.0,,,,,2.0,4
42740,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
42637,1.0,,,1.0,,,,,1.0,,,,0.0,3.0,4
41430,1.0,,,1.0,,,,,1.0,,,,0.0,3.0,4
41079,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40652,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41617,1.0,,1.0,1.0,,,,,,,,,0.0,3.0,4
40727,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41411,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42932,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42769,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42546,1.0,,,1.0,0.0,,,,,,1.0,,,3.0,4
40891,1.0,,,,0.0,,,,,,1.0,,1.0,3.0,4
42019,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
42262,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
41121,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
41271,1.0,,,1.0,,,,,1.0,,,,0.0,3.0,4
41123,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
43574,0.0,,,1.0,0.0,,,,1.0,,,,,2.0,4
40074,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40748,1.0,,,,0.0,,,,,,1.0,,0.0,2.0,4
42284,1.0,,,,,,,,1.0,,0.0,,0.0,2.0,4
41410,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
41320,1.0,,,1.0,,,,,1.0,,,,1.0,4.0,4
42220,0.0,,,,0.0,,,,1.0,,0.0,,,1.0,4
41541,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
40689,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
39906,1.0,,,1.0,,,,,1.0,,1.0,,,4.0,4
42301,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,4
42512,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40186,1.0,,,1.0,,,,,1.0,,,,0.0,3.0,4
40407,1.0,,,,0.0,,,,1.0,,,,0.0,2.0,4
41182,1.0,,,1.0,0.0,,,,1.0,,,,,3.0,4
40799,,,,1.0,0.0,,,,1.0,0.0,1.0,,,3.0,5
43462,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
42608,1.0,,,,0.0,,,,1.0,,0.0,,0.0,2.0,5
41464,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
40994,1.0,,,1.0,,,,,1.0,,1.0,,1.0,5.0,5
42554,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
41263,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
39976,,,,1.0,0.0,,,,1.0,0.0,0.0,,,2.0,5
43035,1.0,,,,0.0,,,,1.0,,1.0,,0.0,3.0,5
42833,1.0,,,1.0,0.0,,,1.0,1.0,,,,,4.0,5
40325,1.0,,,1.0,,,,,1.0,,1.0,,1.0,5.0,5
39759,1.0,,1.0,,0.0,,,,1.0,,,,0.0,3.0,5
42809,0.0,,,1.0,0.0,,,,1.0,,,0.0,,2.0,5
42844,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
40024,1.0,,,1.0,,,,,1.0,,1.0,,1.0,5.0,5
42712,1.0,,,1.0,0.0,,,,,,,1.0,0.0,3.0,5
43554,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
43216,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
41015,1.0,,,1.0,,,,,1.0,,1.0,,1.0,5.0,5
41583,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
42553,1.0,,,1.0,,,,,1.0,,1.0,1.0,,5.0,5
40559,1.0,,,1.0,,,,,1.0,,1.0,,0.0,4.0,5
41460,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
40286,1.0,,,1.0,,,,,1.0,,1.0,,0.0,4.0,5
40339,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
39820,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
41323,0.0,,,1.0,0.0,,,,1.0,,,,0.0,2.0,5
40619,1.0,,1.0,1.0,0.0,,,,,,,,0.0,3.0,5
42051,1.0,,1.0,,0.0,,,,1.0,,,,1.0,4.0,5
40771,1.0,,,1.0,0.0,,,,1.0,,0.0,,,3.0,5
41566,0.0,,,,0.0,0.0,,,1.0,,,,0.0,1.0,5
42275,0.0,,,,0.0,,,,1.0,,1.0,1.0,,3.0,5
40880,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
43250,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
42551,1.0,,,1.0,,,,,1.0,,1.0,,1.0,5.0,5
42883,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
42981,1.0,,,1.0,0.0,0.0,,,,,1.0,,,3.0,5
40723,1.0,,,,,,,,1.0,,1.0,1.0,0.0,4.0,5
40470,1.0,,,1.0,0.0,,,,,,,1.0,0.0,3.0,5
43414,1.0,,,,0.0,,,,1.0,,1.0,,0.0,3.0,5
42122,1.0,,1.0,1.0,0.0,,,,1.0,,,,,4.0,5
43101,1.0,,,1.0,,,,,1.0,,1.0,,0.0,4.0,5
42312,1.0,,,1.0,0.0,,,,1.0,,,1.0,,4.0,5
42407,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
40776,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
41105,1.0,,1.0,1.0,0.0,,,,,,,,0.0,3.0,5
41239,1.0,,,1.0,,0.0,,,1.0,,,,0.0,3.0,5
41143,1.0,,,1.0,,,,,1.0,,0.0,,1.0,4.0,5
41599,1.0,,,1.0,,,,,1.0,,1.0,,0.0,4.0,5
41636,1.0,,,1.0,,,,,1.0,,1.0,,0.0,4.0,5
43417,1.0,,,1.0,0.0,0.0,,,1.0,,,,,3.0,5
40402,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
40651,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
42890,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
41219,1.0,,,1.0,0.0,,,,1.0,,1.0,,,4.0,5
40626,1.0,,,1.0,,,,,1.0,,1.0,,0.0,4.0,5
42500,1.0,,1.0,1.0,,,,,1.0,,,,0.0,4.0,5
42297,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
40728,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
40373,,,,1.0,,,,,1.0,,1.0,1.0,1.0,5.0,5
40717,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
42556,1.0,,1.0,1.0,,,,,1.0,,,,0.0,4.0,5
41023,1.0,,,,0.0,,,,1.0,,1.0,,0.0,3.0,5
42475,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
40267,1.0,,,1.0,0.0,0.0,,,1.0,,,,,3.0,5
42377,1.0,,,,0.0,0.0,,,1.0,,,,0.0,2.0,5
40629,1.0,,,1.0,0.0,,,,1.0,,,,0.0,3.0,5
43318,1.0,,,1.0,0.0,,,,1.0,,0.0,,,3.0,5
40057,1.0,,,1.0,,,,,1.0,,1.0,,1.0,5.0,5
