SI Month,Fty Country (COO),Factory Abbr,INTL/NA,Mkt Region,Market,GBU (PPM),Line Plan Business (PPM),Order#,PO Ln#,Style,Gender (PPM),Wid/Col (2),Quantity,Ship Mode,Release Date,Customer Target XFD (CTXFD),NB Requested XFD (NBRXFD),Orig Fact Cfm XFD (OCXFD),NB Curr Req XFD,Vendor Current Req XFD,Curr Fact Cfm XFD (CCXFD),SI Date,Act XFD,ETA,Line Status,Historical Reason Codes,Item,Model#,PO Identifier,Reason For Delay,Reason Remark,Copy From Orig.PO,Start Production Dt,Customer Request Date,Original Customer Target XFD (OCTXFD),Current Customer Target XFD (CCTXFD),Exp XFD,SI Comment,SI vs NBRXFD,SI vs NBRXFD Early/On-time/Late,SI vs NBRXFD On-time/Late Only,NB Req Late Category,SI vs OCXFD,SI vs OCXFD Early/On-time/Late,SI vs OCXFD On-time/Late Only,Orig Conf Late Category,SI vs CTXFD,SI vs CTXFD Early/On-time/Late,SI vs CXTFD On-time/Late Only,Customer Target Late Category,Air Freight Code,Confirmed FCA,Customer PO,Booking Request Send Date,Historical Reason Remarks,Production Complete Date,Intro Date (PPM),Intro Pd (PPM),SI vs CTXFD On-time/Late Only,Receipt Date,Customer Code,Local Style Description,Supplier Model No,Product Life,Local Segment,Made / Purchased,SMU?,Wid/Col,Feature Technology,World Trade Commodity,World Trade Country Code,Local Product Group Minor,Local Product Minor,Product Display Name,Closure Type
2021/02,CHINA,CJ,INTL,APAC,TAIWAN,Core Athletic,Core Athletic,7092294,7092294-1,WW880GD4,Womens,D,810,Sea,7/27/2020,4/1/2021,3/29/2021,3/29/2021,3/29/2021,3/29/2021,3/29/2021,2/19/2021,4/3/2021,3/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Seasonal,MW_WW880GV4,S121 - 2,CDVC,,,2/16/2021,4/1/2021,4/1/2021,4/1/2021,4/3/2021,,-38,Early,On-time,On-time,-38,Early,On-time,On-time,-41,Early,On-time,On-time,,$27.97,2157056,3/6/2021,,2/18/2021,7/1/2021,2021-S1,On-time,4/10/2021,FE981300,健走鞋,W880,0 - Normal,Performance,P,,D,"GORE-TEX , Synthetic/Mesh Upper, TRUFUSE, WALKING STRIKE PATH",,,152,Womens Walking,880 Gore-Tex,Lace
2021/01,CHINA,CJ,INTL,APAC,TAIWAN,Core Athletic,Core Athletic,7092337,7092337-1,MW880GD4,Mens,SW,"1,056",Sea,7/27/2020,4/1/2021,3/29/2021,3/29/2021,3/29/2021,3/29/2021,3/29/2021,1/11/2021,4/3/2021,3/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Seasonal,MW_WW880GV4,S121 - 2,CDVC,,,1/8/2021,4/1/2021,4/1/2021,4/1/2021,4/3/2021,,-77,Early,On-time,On-time,-77,Early,On-time,On-time,-80,Early,On-time,On-time,,$28.76,2157024,3/6/2021,,1/9/2021,12/1/2020,2021-S1,On-time,4/10/2021,FE981300,,,,Fitness Walking,P,,"4E,2E","GORE-TEX , Synthetic/Mesh Upper, TRUFUSE, WALKING STRIKE PATH",,,151,Mens Walking,880 Gore-Tex,Lace
2021/01,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Lifestyle,Lifestyle,7121514,7121514-1,MS327PBA,Mens,D,"2,400",Sea,9/24/2020,12/31/2020,1/4/2021,1/4/2021,1/4/2021,1/4/2021,1/4/2021,1/4/2021,2/6/2021,3/27/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,NBLL",Futures,MS_WS327V1,,CDVC,,,12/14/2020,4/5/2021,12/31/2020,12/31/2020,2/6/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,4,On-time,On-time,On-time,,$16.41,7391261-18,11/23/2020,,1/2/2021,8/26/2020,2021-S1,On-time,4/1/2021,0744123,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Lifestyle,Lifestyle,7121515,7121515-1,MS327TB,Mens,D,"2,640",Sea,9/24/2020,12/31/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,2/2/2021,4/1/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,NBLL",Futures,MS_WS327V1,,CDVC,,,12/9/2020,3/4/2021,12/31/2020,12/31/2020,2/2/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-3,Early,On-time,On-time,,$15.75,7391262-18,11/19/2020,,12/26/2020,8/26/2020,2021-S1,On-time,4/6/2021,0744123,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Lifestyle,Lifestyle,7121943,7121943-1,WS327PB,Womens,B,"1,056",Sea,9/24/2020,1/2/2021,1/19/2021,1/19/2021,1/19/2021,1/19/2021,1/19/2021,1/19/2021,2/18/2021,3/29/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,S",Futures,MS_WS327V1,,CDVC,,,12/22/2020,3/2/2021,1/2/2021,1/2/2021,2/18/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,17,Late,Late,New Balance,,$16.37,710270,12/7/2020,,1/19/2021,10/15/2020,2021-S1,Late,4/9/2021,0802318,,,,,P,,B,"No Feature, No Technology",,,110,Lifestyle,327,Lace
2021/01,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Lifestyle,Lifestyle,7121944,7121944-1,MS327PBB,Mens,D,996,Sea,9/24/2020,1/2/2021,1/19/2021,1/19/2021,1/19/2021,1/19/2021,1/19/2021,1/19/2021,2/18/2021,3/29/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,S",Futures,MS_WS327V1,,CDVC,,,1/4/2021,3/2/2021,1/2/2021,1/2/2021,2/18/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,17,Late,Late,New Balance,,$16.47,710260,12/7/2020,,1/19/2021,12/1/2020,2021-S1,Late,4/9/2021,0802318,,,,Lifestyle,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7125730,7125730-1,MS237SA,Mens,SW,"1,872",Sea,9/16/2020,11/22/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,1/22/2021,12/28/2020,Received,"CDBOK,CDDOC,NBPRC",Make To Order,MS_WS237V1,,CDBOK,,,12/9/2020,11/22/2020,11/22/2020,11/22/2020,1/22/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,36,Late,Late,Factory Capacity,,$14.08,,11/23/2020,,12/28/2020,5/8/2020,2021-S1,Late,2/23/2021,,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7125731,7125731-1,MS237SB,Mens,D,"2,316",Sea,9/16/2020,11/22/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,1/22/2021,12/28/2020,Received,"CDBOK,CDDOC,NBPRC",Make To Order,MS_WS237V1,,CDBOK,,,12/9/2020,11/22/2020,11/22/2020,11/22/2020,1/22/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,36,Late,Late,Factory Capacity,,$14.03,,11/17/2020,,12/26/2020,5/8/2020,2021-S1,Late,2/23/2021,,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7125732,7125732-1,MS237SC,Mens,D,"3,216",Sea,9/16/2020,11/22/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,1/22/2021,12/28/2020,Received,"CDBOK,CDDOC,NBPRC",Make To Order,MS_WS237V1,,CDBOK,,,12/9/2020,11/22/2020,11/22/2020,11/22/2020,1/22/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,36,Late,Late,Factory Capacity,,$14.03,,11/23/2020,,12/26/2020,3/1/2021,2021-S1,Late,2/23/2021,,,,,,P,,D,"No Feature, No Technology",64041990,VN,021,Classic Shoes Mens,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7125733,7125733-1,WS237PW1,Womens,B,"1,584",Sea,9/16/2020,11/22/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,1/22/2021,12/28/2020,Received,"CDBOK,CDDOC,NBPRC",Make To Order,MS_WS237V1,,CDBOK,,,12/9/2020,11/22/2020,11/22/2020,11/22/2020,1/22/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,36,Late,Late,Factory Capacity,,$13.94,,11/23/2020,,12/28/2020,3/1/2021,2021-S1,Late,2/23/2021,,,,,,P,,B,"No Feature, No Technology",64039998,CN,022,Classic Shoes Womens,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,ITALY,Lifestyle,Lifestyle,7125735,7125735-2,MS237LA1,Mens,D,288,Sea,9/16/2020,11/9/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,2/4/2021,12/28/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC,CDCR",Make To Order,MS_WS237V1,,CDVC,,,11/27/2020,11/9/2020,11/9/2020,11/9/2020,2/4/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,49,Late,Late,Factory Capacity,,$14.43,,11/23/2020,,12/26/2020,8/26/2020,2021-S1,Late,3/9/2021,,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,ITALY,Lifestyle,Lifestyle,7125735,7125735-1,MS237LA1,Mens,D,"4,608",Sea,9/16/2020,11/9/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,2/4/2021,12/28/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC",Make To Order,MS_WS237V1,,CDVC,,,11/27/2020,11/9/2020,11/9/2020,11/9/2020,2/4/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,49,Late,Late,Factory Capacity,,$14.43,,11/23/2020,,12/26/2020,8/26/2020,2021-S1,Late,3/9/2021,,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,ITALY,Lifestyle,Lifestyle,7125735,7125735-3,MS237LA1,Mens,D,"1,464",Sea,9/16/2020,11/9/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,2/4/2021,12/28/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC,CDCR",Make To Order,MS_WS237V1,,CDVC,,,11/27/2020,11/9/2020,11/9/2020,11/9/2020,2/4/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,49,Late,Late,Factory Capacity,,$14.43,,11/23/2020,,12/26/2020,8/26/2020,2021-S1,Late,3/9/2021,,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,ITALY,Lifestyle,Lifestyle,7125736,7125736-2,WS327CD,Womens,B,72,Sea,9/16/2020,11/9/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,2/4/2021,12/28/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC",Make To Order,MS_WS327V1,,CDVC,,,12/9/2020,11/9/2020,11/9/2020,11/9/2020,2/4/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,49,Late,Late,Factory Capacity,,$14.77,,11/23/2020,,12/26/2020,2/1/2021,2021-S1,Late,3/8/2021,,,,,,P,,B,"No Feature, No Technology",64041990,CN,022,Classic Shoes Womens,327,Lace
2021/01,CHINA,CJ,INTL,EMEA,ITALY,Lifestyle,Lifestyle,7125736,7125736-1,WS327CD,Womens,B,"2,136",Sea,9/16/2020,11/9/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,2/4/2021,12/28/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC",Make To Order,MS_WS327V1,,CDVC,,,12/9/2020,11/9/2020,11/9/2020,11/9/2020,2/4/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,49,Late,Late,Factory Capacity,,$14.77,,11/23/2020,,12/26/2020,2/1/2021,2021-S1,Late,3/8/2021,,,,,,P,,B,"No Feature, No Technology",64041990,CN,022,Classic Shoes Womens,327,Lace
2021/01,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7125763,7125763-1,MS327FE,Mens,D,804,Sea,9/16/2020,11/9/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,12/28/2020,1/16/2021,12/28/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC",Futures Only,MS_WS327V1,S121 - 3,CDVC,,7118071,12/9/2020,11/9/2020,11/9/2020,11/9/2020,1/16/2021,FDFC,0,On-time,On-time,On-time,0,On-time,On-time,On-time,49,Late,Late,Factory Capacity,,$15.30,1211697,12/7/2020,,12/26/2020,12/1/2020,2021-S1,Late,1/23/2021,FE981389,,,,Lifestyle,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,INTL,JAPAN,JAPAN,Core Athletic,Core Athletic,7126999,7126999-1,MW880GB4,Mens,2E,"5,232",Sea,9/21/2020,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/20/2021,1/11/2021,Received,"CDVC,CDBOK,CDVC,CDDOC",,MW_WW880GV4,S121 - 4,CDVC,,,12/14/2020,1/11/2021,1/11/2021,1/11/2021,1/20/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$28.80,NBJ-1089591,12/2/2020,,1/9/2021,7/1/2019,2019-Q2,On-time,1/30/2021,FE980120,,,,,,,4E,"GORE-TEX , Synthetic/Mesh Upper, TRUFUSE",64029996,CN,151,Walking Shoes Mens,880 GORE-TEX,Lace
2021/01,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7127208,7127208-1,MS237SB,Mens,D,168,Sea,9/17/2020,12/7/2020,12/7/2020,12/7/2020,12/31/2020,12/31/2020,12/31/2020,12/28/2020,1/16/2021,12/31/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC,CDCR",Futures Only,MS_WS237V1,S121 - 2,CDVC,20201008 email,7093190,12/15/2020,12/7/2020,12/7/2020,12/7/2020,1/16/2021,CDCR,21,On-time,On-time,On-time,21,On-time,On-time,On-time,21,On-time,On-time,On-time,,$14.08,1211217,12/7/2020,20201008 email,12/26/2020,5/8/2020,2021-S1,On-time,1/23/2021,FE981389,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7127209,7127209-1,MS237SC,Mens,D,168,Sea,9/17/2020,12/7/2020,12/7/2020,12/7/2020,12/31/2020,12/31/2020,12/31/2020,12/28/2020,1/16/2021,12/31/2020,Received,"CDVC,CDBOK,CDDOC,NBPRC,CDCR",Select Account Futures,MS_WS237V1,S121 - 2,CDVC,20201008 email,7093191,12/15/2020,12/7/2020,12/7/2020,12/7/2020,1/16/2021,CDCR,21,On-time,On-time,On-time,21,On-time,On-time,On-time,21,On-time,On-time,On-time,,$14.08,1211218,12/7/2020,20201008 email,12/26/2020,3/1/2021,2021-S1,On-time,1/23/2021,FE981389,,,,,P,,D,"No Feature, No Technology",64041990,VN,021,Classic Shoes Mens,237,Lace
2021/02,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7128094,7128094-1,MS237SA,Mens,SW,876,Sea,9/24/2020,12/14/2020,2/8/2021,2/8/2021,2/8/2021,2/8/2021,2/8/2021,2/5/2021,2/8/2021,2/8/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Make To Order,MS_WS237V1,,CDVC,,,1/21/2021,12/14/2020,12/14/2020,12/14/2020,2/8/2021,NBLL,-3,Early,On-time,On-time,-3,Early,On-time,On-time,53,Late,Late,New Balance,,$14.08,,1/13/2021,,2/4/2021,5/8/2020,2021-S1,Late,3/12/2021,,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/02,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7128096,7128096-1,MS237SC,Mens,D,"1,404",Sea,9/24/2020,12/14/2020,2/8/2021,2/8/2021,2/8/2021,2/8/2021,2/8/2021,2/5/2021,2/8/2021,2/8/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Make To Order,MS_WS237V1,,CDVC,,,1/21/2021,12/14/2020,12/14/2020,12/14/2020,2/8/2021,NBLL,-3,Early,On-time,On-time,-3,Early,On-time,On-time,53,Late,Late,New Balance,,$14.03,,1/13/2021,,2/4/2021,3/1/2021,2021-S1,Late,3/12/2021,,,,,,P,,D,"No Feature, No Technology",64041990,VN,021,Classic Shoes Mens,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,RUSSIAN FEDERATION,Lifestyle,Lifestyle,7130324,7130324-1,MS327FF,Mens,D,384,Sea,9/24/2020,1/11/2021,1/4/2021,1/4/2021,1/4/2021,1/4/2021,1/4/2021,1/4/2021,1/25/2021,1/4/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,NBLL",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,12/29/2020,1/11/2021,1/11/2021,1/11/2021,1/25/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-7,Early,On-time,On-time,,$15.30,RS121FT244,12/7/2020,,1/2/2021,2/25/2020,2021-S1,On-time,1/30/2021,FE980470,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,INTL,EMEA,RUSSIAN FEDERATION,Lifestyle,Lifestyle,7130378,7130378-1,WL574WD2,Womens,B,258,Sea,9/25/2020,12/7/2020,2/22/2021,2/22/2021,2/22/2021,2/22/2021,2/22/2021,1/29/2021,2/27/2021,2/22/2021,Received,"CDVC,CDBOK,NBPRC,SFAC",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,12/16/2020,12/7/2020,12/7/2020,12/7/2020,2/27/2021,NBLL,-24,Early,On-time,On-time,-24,Early,On-time,On-time,53,Late,Late,New Balance,,$15.47,RS121FT449,1/14/2021,,1/25/2021,3/1/2021,2021-S1,Late,3/6/2021,FE980470,,,,,,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/02,CHINA,CJ,INTL,EMEA,RUSSIAN FEDERATION,Lifestyle,Lifestyle,7130386,7130386-1,MS237SA,Mens,SW,372,Sea,9/25/2020,12/7/2020,2/22/2021,2/22/2021,2/22/2021,2/22/2021,2/22/2021,2/6/2021,2/27/2021,2/22/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,,,2/3/2021,12/7/2020,12/7/2020,12/7/2020,2/27/2021,NBLL,-16,Early,On-time,On-time,-16,Early,On-time,On-time,61,Late,Late,New Balance,,$14.08,RS121FT496,1/21/2021,,2/5/2021,5/8/2020,2021-S1,Late,3/6/2021,FE980470,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/02,CHINA,CJ,INTL,APAC,HONG KONG,Sandals,Sandals,7130512,7130512-1,SDL3206B,Mens,D,"1,596",Sea,9/24/2020,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/5/2021,2/1/2021,Received,"CDVC,CDDOC,NBPRC,NBLL",,SDL3206V1,S121 - 4,CDVC,,,1/18/2021,2/1/2021,2/1/2021,2/1/2021,2/5/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.53,H1AF244,1/2/2021,,2/1/2021,8/26/2020,2020-Q2,On-time,2/13/2021,FE980610,,,,,P,,D,"No Feature, No Technology",,,331,Mens Sandals,3206,Lace
2021/02,CHINA,CJ,INTL,APAC,HONG KONG,Sandals,Sandals,7130513,7130513-1,SDL3206P,Mens,D,528,Sea,9/24/2020,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/5/2021,2/1/2021,Received,"CDVC,CDDOC,NBPRC,NBLL",,SDL3206V1,S121 - 4,CDVC,,,1/18/2021,2/1/2021,2/1/2021,2/1/2021,2/5/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.53,H1AF245,1/2/2021,,2/1/2021,5/1/2021,2020-Q2,On-time,2/13/2021,FE980610,復古運動鞋,SDL3206,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,3206,Lace
2021/02,CHINA,CJ,INTL,APAC,HONG KONG,Sandals,Sandals,7130515,7130515-1,SDL3201R,Mens,D,"2,388",Sea,9/24/2020,2/15/2021,1/25/2021,1/25/2021,2/15/2021,2/9/2021,2/9/2021,2/6/2021,2/8/2021,2/9/2021,Received,"CDDOC,CDCR,NBPRC,CDCR,NBLL",,SDL3201V1,S121 - 4,CDDOC,20201008 email,,1/18/2021,2/15/2021,2/15/2021,2/15/2021,2/8/2021,CDCR,12,On-time,On-time,On-time,12,On-time,On-time,On-time,-9,On-time,On-time,On-time,,$15.71,H1AF247,1/13/2021,20201008 email,2/5/2021,8/26/2020,2020-Q2,On-time,2/13/2021,FE980610,,,,,P,,D,"No Feature, No Technology",,,331,Mens Sandals,3201,Sandals
2021/01,CHINA,CJ,INTL,EMEA,TURKEY,Lifestyle,Lifestyle,7130835,7130835-1,WS237PW1,Womens,B,288,Sea,9/25/2020,1/4/2021,3/22/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/13/2021,1/11/2021,Received,"CDVC,CDDOC,NBPRC,IMPROVE,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,improve to hit/close CCTXFD,,1/8/2021,1/4/2021,1/4/2021,1/4/2021,1/13/2021,,-70,Early,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$13.94,1002311,12/16/2020,improve to hit/close CCTXFD,1/9/2021,3/1/2021,2021-S1,On-time,1/23/2021,FE980510,,,,,P,,B,"No Feature, No Technology",64039998,CN,022,Classic Shoes Womens,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,TURKEY,Lifestyle,Lifestyle,7130876,7130876-1,MS237SA,Mens,SW,72,Sea,9/25/2020,1/4/2021,3/22/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/13/2021,1/11/2021,Received,"CDVC,CDDOC,NBPRC,IMPROVE,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,improve to hit/close CCTXFD,,1/8/2021,1/4/2021,1/4/2021,1/4/2021,1/13/2021,,-70,Early,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$14.08,1002217,12/16/2020,improve to hit/close CCTXFD,1/9/2021,5/8/2020,2021-S1,On-time,1/23/2021,FE980510,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,TURKEY,Lifestyle,Lifestyle,7130876,7130876-2,MS237SA,Mens,SW,312,Sea,9/25/2020,1/4/2021,3/22/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/11/2021,1/13/2021,1/11/2021,Received,"CDVC,CDDOC,NBPRC,IMPROVE,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,improve to hit/close CCTXFD,,1/8/2021,1/4/2021,1/4/2021,1/4/2021,1/13/2021,,-70,Early,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$14.08,1002217,12/16/2020,improve to hit/close CCTXFD,1/9/2021,5/8/2020,2021-S1,On-time,1/23/2021,FE980510,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/01,CHINA,CJ,INTL,EMEA,TURKEY,Lifestyle,Lifestyle,7130880,7130880-1,MS327FF,Mens,D,300,Sea,9/24/2020,1/11/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/19/2021,1/18/2021,Received,"CDVC,CDDOC,NBPRC,NBLL",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,1/15/2021,1/11/2021,1/11/2021,1/11/2021,1/19/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$15.30,1002222,12/22/2020,,1/16/2021,2/25/2020,2021-S1,On-time,1/23/2021,FE980510,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,INTL,EMEA,TURKEY,Lifestyle,Lifestyle,7130880,7130880-2,MS327FF,Mens,D,156,Sea,9/24/2020,1/11/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/19/2021,1/18/2021,Received,"CDVC,CDDOC,NBPRC,NBLL",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,1/15/2021,1/11/2021,1/11/2021,1/11/2021,1/19/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$15.30,1002222,12/22/2020,,1/16/2021,2/25/2020,2021-S1,On-time,1/23/2021,FE980510,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/02,CHINA,CJ,INTL,APAC,SINGAPORE,Lifestyle,Lifestyle,7130996,7130996-1,MS237SA,Mens,SW,306,Sea,9/24/2020,1/2/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/4/2021,2/27/2021,2/26/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,,,2/1/2021,1/2/2021,1/2/2021,1/2/2021,2/27/2021,NBLL,-22,Early,On-time,On-time,-22,Early,On-time,On-time,33,Late,Late,New Balance,,$14.08,F110686SC,1/21/2021,,2/3/2021,5/8/2020,2021-S1,Late,3/6/2021,FE980660,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/02,CHINA,CJ,INTL,APAC,SINGAPORE,Lifestyle,Lifestyle,7131013,7131013-1,WS237CC,Womens,B,276,Sea,9/24/2020,1/2/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/27/2021,2/26/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,,,2/17/2021,1/2/2021,1/2/2021,1/2/2021,2/27/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,55,Late,Late,New Balance,,$13.60,F110703SC,1/21/2021,,2/25/2021,2/25/2021,2021-S1,Late,3/6/2021,FE980660,,,,,P,,B,"No Feature, No Technology",,,082,Womens Athleisure,237,Lace
