SI Month,Fty Country (COO),Factory Abbr,INTL/NA,Mkt Region,Market,GBU (PPM),Line Plan Business (PPM),Order#,PO Ln#,Style,Gender (PPM),Wid/Col (2),Quantity,Ship Mode,Release Date,Customer Target XFD (CTXFD),NB Requested XFD (NBRXFD),Orig Fact Cfm XFD (OCXFD),NB Curr Req XFD,Vendor Current Req XFD,Curr Fact Cfm XFD (CCXFD),SI Date,Act XFD,ETA,Line Status,Historical Reason Codes,Item,Model#,PO Identifier,Reason For Delay,Reason Remark,Copy From Orig.PO,Start Production Dt,Customer Request Date,Original Customer Target XFD (OCTXFD),Current Customer Target XFD (CCTXFD),Exp XFD,SI Comment,SI vs NBRXFD,SI vs NBRXFD Early/On-time/Late,SI vs NBRXFD On-time/Late Only,NB Req Late Category,SI vs OCXFD,SI vs OCXFD Early/On-time/Late,SI vs OCXFD On-time/Late Only,Orig Conf Late Category,SI vs CTXFD,SI vs CTXFD Early/On-time/Late,SI vs CXTFD On-time/Late Only,Customer Target Late Category,Air Freight Code,Confirmed FCA,Customer PO,Booking Request Send Date,Historical Reason Remarks,Production Complete Date,Intro Date (PPM),Intro Pd (PPM),SI vs CTXFD On-time/Late Only,Receipt Date,Customer Code,Local Style Description,Supplier Model No,Product Life,Local Segment,Made / Purchased,SMU?,Wid/Col,Feature Technology,World Trade Commodity,World Trade Country Code,Local Product Group Minor,Local Product Minor,Product Display Name,Closure Type
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378903,7378903-1,MID589G1,Mens,D,"1,008",Sea,6/6/2022,12/14/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,11/24/2022,12/14/2022,2/10/2023,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID589V1,,CDVC,,,11/21/2022,2/27/2023,12/14/2022,12/14/2022,12/14/2022,,-12,Early,On-time,On-time,-12,Early,On-time,On-time,-20,Early,On-time,On-time,,$23.91,P248720,11/7/2022,,11/23/2022,7/1/2017,2017-Q3,On-time,7/13/2023,0652518,,,,Work,P,,"D,4E,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D41,Mens Work/Occupational/Safety,589v1 Composite Toe,Lace
2022/09,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378904,7378904-1,MID589G1,Mens,D,"1,008",Sea,6/6/2022,10/19/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,9/20/2022,10/26/2022,12/5/2022,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID589V1,,CDVC,,,9/17/2022,1/2/2023,10/19/2022,10/19/2022,10/26/2022,,-21,Early,On-time,On-time,-21,Early,On-time,On-time,-29,Early,On-time,On-time,,$23.91,P248723,9/12/2022,,9/20/2022,7/1/2017,2017-Q3,On-time,1/20/2023,0652518,,,,Work,P,,"D,4E,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D41,Mens Work/Occupational/Safety,589v1 Composite Toe,Lace
2022/09,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378905,7378905-1,MID412G1,Mens,D,"1,008",Sea,6/6/2022,10/19/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,9/20/2022,10/26/2022,12/5/2022,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID412V1,,CDVC,,,9/17/2022,1/2/2023,10/19/2022,10/19/2022,10/26/2022,,-21,Early,On-time,On-time,-21,Early,On-time,On-time,-29,Early,On-time,On-time,,$24.79,P248727,9/12/2022,,9/20/2022,1/1/2019,2019-Q1,On-time,1/20/2023,0652518,,,,Work,P,,"4E,D,2E","EVA Insert, No Technology, Rip Stop Nylon, Slip Resistant Rubber Outsole, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378906,7378906-1,MID412G1,Mens,D,"1,008",Sea,6/6/2022,12/14/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,11/25/2022,12/14/2022,2/10/2023,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID412V1,,CDVC,,,11/24/2022,2/27/2023,12/14/2022,12/14/2022,12/14/2022,,-11,Early,On-time,On-time,-11,Early,On-time,On-time,-19,Early,On-time,On-time,,$24.79,P248729,11/7/2022,,11/24/2022,1/1/2019,2019-Q1,On-time,2/23/2023,0652518,,,,Work,P,,"D,4E","EVA Insert, No Technology, Rip Stop Nylon, Slip Resistant Rubber Outsole, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/10,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378907,7378907-1,MID412B1,Mens,2E,"1,008",Sea,6/6/2022,10/19/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/26/2022,12/5/2022,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID412V1,,CDVC,,,9/26/2022,1/2/2023,10/19/2022,10/19/2022,10/26/2022,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-8,Early,On-time,On-time,,$24.67,P248730,9/12/2022,,10/10/2022,1/1/2019,2019-Q1,On-time,1/20/2023,0652518,,,,Work,P,,"4E,D,2E","EVA Insert, No Technology, Slip Resistant Rubber Outsole, Synthetic Upper, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378908,7378908-1,MID412B1,Mens,2E,"2,016",Sea,6/6/2022,11/19/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,1/13/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Inline Replenishment,MID_WID412V1,,CDVC,,,11/2/2022,2/2/2023,11/19/2022,11/19/2022,11/15/2022,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-4,Early,On-time,On-time,,$24.67,P248732,10/22/2022,,11/14/2022,1/1/2019,2019-Q1,On-time,2/1/2023,0652518,,,,Work,P,,"D,4E,2E","EVA Insert, No Technology, Slip Resistant Rubber Outsole, Synthetic Upper, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/12,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7378909,7378909-1,MID412B1,Mens,2E,"2,016",Sea,6/6/2022,12/14/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/5/2022,12/14/2022,2/10/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Inline Replenishment,MID_WID412V1,,CDVC,,,11/23/2022,2/27/2023,12/14/2022,12/14/2022,12/14/2022,,-1,Early,On-time,On-time,-1,Early,On-time,On-time,-9,Early,On-time,On-time,,$24.67,P248733,11/7/2022,,12/3/2022,1/1/2019,2019-Q1,On-time,2/23/2023,0652518,,,,Work,P,,"D,4E,2E","EVA Insert, No Technology, Slip Resistant Rubber Outsole, Synthetic Upper, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/09,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7379268,7379268-1,MS237SC,Mens,D,"1,764",Sea,6/6/2022,10/8/2022,9/27/2022,9/27/2022,9/27/2022,10/4/2022,10/4/2022,9/19/2022,9/29/2022,10/4/2022,Received,"CDVC,CDBOK,CDMHLD,NBPRC,NBLL",Futures Only,MS_WS237V1,S222 - 6,CDVC,20220725 amend log,,8/30/2022,10/8/2022,10/8/2022,10/8/2022,9/29/2022,CDMHLD,-8,On-time,On-time,On-time,-8,On-time,On-time,On-time,-19,On-time,On-time,On-time,,$15.43,F2210717-2,8/25/2022,20220725 amend log,9/19/2022,3/1/2021,2021-S1,On-time,10/8/2022,FE981351,,,,,P,,D,"No Feature, No Technology",64041990,VN,021,Classic Shoes Mens,237,Lace
2022/10,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379345,7379345-1,MID412G1,Mens,D,324,Sea,6/6/2022,11/18/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,10/24/2022,11/18/2022,1/27/2023,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID412V1,,CDVC,,,10/21/2022,,11/18/2022,11/18/2022,11/18/2022,,-22,Early,On-time,On-time,-22,Early,On-time,On-time,-25,Early,On-time,On-time,,$24.79,,10/22/2022,,10/24/2022,1/1/2019,2019-Q1,On-time,1/31/2023,,,,,Work,P,,"D,4E,2E","EVA Insert, No Technology, Rip Stop Nylon, Slip Resistant Rubber Outsole, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379346,7379346-1,MID412B1,Mens,2E,846,Sea,6/6/2022,11/17/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/15/2022,11/18/2022,1/27/2023,Received,"CDVC,CDBOK,NBPRC,NBLL",Inline Replenishment,MID_WID412V1,,CDVC,,,11/9/2022,,11/17/2022,11/17/2022,11/18/2022,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-2,Early,On-time,On-time,,$24.67,,10/22/2022,,11/14/2022,1/1/2019,2019-Q1,On-time,1/31/2023,,,,,Work,P,,"4E,D,2E","EVA Insert, No Technology, Slip Resistant Rubber Outsole, Synthetic Upper, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2022/10,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379367,7379367-1,WID589T1,Womens,D,"4,260",Sea,6/6/2022,11/8/2022,11/8/2022,11/8/2022,11/8/2022,11/8/2022,11/8/2022,11/1/2022,11/11/2022,1/13/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Inline Replenishment,MID_WID589V1,,CDVC,,,10/10/2022,,11/8/2022,11/8/2022,11/11/2022,,-7,Early,On-time,On-time,-7,Early,On-time,On-time,-7,Early,On-time,On-time,,$23.16,,10/7/2022,,11/1/2022,7/1/2017,2017-Q3,On-time,1/2/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/12,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379370,7379370-1,WID589T1,Womens,D,"4,260",Sea,6/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/5/2022,12/14/2022,3/17/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Inline Replenishment,MID_WID589V1,,CDVC,,,11/23/2022,,12/6/2022,12/6/2022,12/14/2022,,-1,Early,On-time,On-time,-1,Early,On-time,On-time,-1,Early,On-time,On-time,,$23.16,,11/7/2022,,12/3/2022,7/1/2017,2017-Q3,On-time,2/28/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379373,7379373-1,WID589T1,Womens,D,"4,260",Sea,6/6/2022,11/23/2022,11/22/2022,11/22/2022,11/22/2022,11/22/2022,11/22/2022,11/17/2022,11/24/2022,2/17/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Inline Replenishment,MID_WID589V1,,CDVC,,,11/2/2022,,11/23/2022,11/23/2022,11/24/2022,,-5,Early,On-time,On-time,-5,Early,On-time,On-time,-6,Early,On-time,On-time,,$23.16,,10/22/2022,,11/16/2022,7/1/2017,2017-Q3,On-time,2/21/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379374,7379374-1,MID589KE,Mens,D,"5,028",Sea,6/6/2022,11/29/2022,11/29/2022,11/29/2022,11/29/2022,11/29/2022,11/29/2022,11/24/2022,12/6/2022,1/19/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Limited Replenishment,MID_WID589v1,,CDVC,,,11/12/2022,,11/29/2022,11/29/2022,12/6/2022,,-5,Early,On-time,On-time,-5,Early,On-time,On-time,-5,Early,On-time,On-time,,$26.16,,10/22/2022,,11/23/2022,1/1/2020,2020-Q1,On-time,1/24/2023,,,,,Work,P,,"D,4E,2E","Engineered Knit, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D41,Mens Work/Occupational/Safety,589 ESD,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379375,7379375-1,MID589KE,Mens,D,"5,028",Sea,6/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,12/6/2022,11/30/2022,12/14/2022,3/17/2023,Received,"CDVC,CDBOK,NBPRC,SFAC",Limited Replenishment,MID_WID589v1,,CDVC,,,11/23/2022,,12/6/2022,12/6/2022,12/14/2022,,-6,Early,On-time,On-time,-6,Early,On-time,On-time,-6,Early,On-time,On-time,,$26.16,,11/7/2022,,11/28/2022,1/1/2020,2020-Q1,On-time,2/28/2023,,,,,Work,P,,"D,4E,2E","Engineered Knit, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D41,Mens Work/Occupational/Safety,589 ESD,Lace
2022/11,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379494,7379494-1,WID589N1,Womens,D,"4,770",Sea,6/6/2022,12/13/2022,12/13/2022,12/13/2022,12/13/2022,12/13/2022,12/13/2022,11/30/2022,12/15/2022,3/17/2023,Received,"CDVC,CDBOK,NBPRC",Futures,MID_WID589V1,,CDVC,,,11/23/2022,,12/13/2022,12/13/2022,12/15/2022,,-13,Early,On-time,On-time,-13,Early,On-time,On-time,-13,Early,On-time,On-time,,$23.65,,11/7/2022,,11/29/2022,12/1/2021,2021-S2,On-time,2/27/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/12,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379495,7379495-1,WID589N1,Womens,D,"4,770",Sea,6/6/2022,12/27/2022,12/27/2022,12/27/2022,12/27/2022,12/27/2022,12/27/2022,12/20/2022,12/28/2022,3/17/2023,Received,"CDVC,CDBOK,NBPRC",Futures,MID_WID589V1,,CDVC,,,12/12/2022,,12/27/2022,12/27/2022,12/28/2022,,-7,Early,On-time,On-time,-7,Early,On-time,On-time,-7,Early,On-time,On-time,,$23.65,,11/28/2022,,12/20/2022,12/1/2021,2021-S2,On-time,2/28/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/12,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379496,7379496-1,WID589N1,Womens,D,"4,770",Sea,6/6/2022,1/3/2023,1/3/2023,1/3/2023,1/3/2023,1/3/2023,1/3/2023,12/20/2022,1/7/2023,3/17/2023,Received,"CDVC,CDBOK,NBPRC",Futures,MID_WID589V1,,CDVC,,,12/17/2022,,1/3/2023,1/3/2023,1/7/2023,,-14,Early,On-time,On-time,-14,Early,On-time,On-time,-14,Early,On-time,On-time,,$23.65,,11/30/2022,,12/20/2022,12/1/2021,2021-S2,On-time,2/27/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/12,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7379497,7379497-1,WID589N1,Womens,D,"4,770",Sea,6/6/2022,12/20/2022,12/20/2022,12/20/2022,12/20/2022,12/20/2022,12/20/2022,12/14/2022,12/22/2022,2/14/2023,Received,"CDVC,CDBOK,NBPRC",Futures,MID_WID589V1,,CDVC,,,12/12/2022,,12/20/2022,12/20/2022,12/22/2022,,-6,Early,On-time,On-time,-6,Early,On-time,On-time,-6,Early,On-time,On-time,,$23.65,,11/21/2022,,12/13/2022,12/1/2021,2021-S2,On-time,2/24/2023,,,,,Work,P,,"D,B,2E","10 MM DROP**, Composite Toe, EVA Insert, Electrical Hazard, Leather/Mesh Upper, No Technology, REVlite Midsole, Slip Resistant Rubber Outsole",,,D42,Womens Work/Occupational/Safet,589v1 Composite Toe,Lace
2022/09,CHINA,CJ,INTL,APAC,SINGAPORE,Lifestyle,Lifestyle,7379920,7379920-1,M5740GXB,Mens,SW,156,Sea,6/9/2022,10/2/2022,9/27/2022,9/27/2022,9/27/2022,9/27/2022,9/27/2022,9/26/2022,10/17/2022,9/27/2022,Received,"CDVC,CDBOK,NBPRC",,M_W5740V1,S222 - 6,CDVC,,,9/23/2022,10/2/2022,10/2/2022,10/2/2022,10/17/2022,,-1,Early,On-time,On-time,-1,Early,On-time,On-time,-6,Early,On-time,On-time,,$39.04,F221151SS,8/24/2022,,9/26/2022,11/25/2022,2022-S2,On-time,10/22/2022,FE980660,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,57/40,Lace
2022/10,CHINA,CJ,INTL,EMEA,UNITED KINGDOM,Lifestyle,Lifestyle,7380400,7380400-1,URAINXAC,Unisex,SW,168,Sea,6/21/2022,9/26/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/16/2022,10/11/2022,Received,"CDVC,CDBOK,NBPRC,SPA",Make To Order,URAINXV1,,CDVC,,,10/6/2022,9/26/2022,9/26/2022,9/26/2022,10/16/2022,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,15,Late,Late,New Balance,,$40.83,,9/2/2022,,10/10/2022,1/1/2023,2023-S1,Late,11/17/2022,,,,,,P,,D,"GORE-TEX, No Technology, Vibram Outsole",,,419,Unisex Lifestyle,RAINIER GTX,Lace
2022/10,CHINA,CJ,INTL,EMEA,UNITED KINGDOM,Lifestyle,Lifestyle,7380402,7380402-1,URAINXAN,Unisex,SW,168,Sea,6/21/2022,9/26/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/16/2022,10/11/2022,Received,"CDVC,CDBOK,NBPRC,SPA",Make To Order,URAINXV1,,CDVC,,,10/6/2022,9/26/2022,9/26/2022,9/26/2022,10/16/2022,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,15,Late,Late,New Balance,,$41.36,,9/2/2022,,10/10/2022,1/1/2023,2023-S1,Late,11/17/2022,,,,,,P,,D,"GORE-TEX, No Technology, Vibram Outsole",,,419,Unisex Lifestyle,RAINIER GTX,Lace
2022/10,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7380408,7380408-1,URAINXAC,Unisex,SW,360,Sea,6/21/2022,9/26/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/26/2022,10/11/2022,Received,"CDVC,CDBOK,NBPRC,SPA",Make To Order,URAINXV1,,CDVC,,,10/6/2022,9/26/2022,9/26/2022,9/26/2022,10/26/2022,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,15,Late,Late,New Balance,,$40.83,,9/2/2022,,10/10/2022,1/1/2023,2023-S1,Late,11/28/2022,,,,,,P,,D,"GORE-TEX, No Technology, Vibram Outsole",,,419,Unisex Lifestyle,RAINIER GTX,Lace
2022/10,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7380410,7380410-1,URAINXAN,Unisex,SW,360,Sea,6/21/2022,9/26/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/26/2022,10/11/2022,Received,"CDVC,CDBOK,NBPRC,SPA",Make To Order,URAINXV1,,CDVC,,,10/6/2022,9/26/2022,9/26/2022,9/26/2022,10/26/2022,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,15,Late,Late,New Balance,,$41.36,,9/2/2022,,10/10/2022,1/1/2023,2023-S1,Late,11/28/2022,,,,,,P,,D,"GORE-TEX, No Technology, Vibram Outsole",,,419,Unisex Lifestyle,RAINIER GTX,Lace
2022/08,CHINA,CJ,INTL,EMEA,UNITED KINGDOM,Lifestyle,Lifestyle,7380879,7380879-1,MS237CA,Mens,D,174,Sea,6/22/2022,10/3/2022,9/1/2022,9/1/2022,9/1/2022,9/1/2022,9/1/2022,8/30/2022,9/7/2022,9/1/2022,Received,"CDVC,CDBOK,NBPRC,NBLL",Make To Order,MS_WS237V1,,CDVC,,,8/29/2022,10/3/2022,10/3/2022,10/3/2022,9/7/2022,,-2,Early,On-time,On-time,-2,Early,On-time,On-time,-34,Early,On-time,On-time,,$15.29,,7/21/2022,,8/30/2022,6/25/2021,2021-S1,On-time,10/10/2022,,,,,,,,D,"No Feature, No Technology",,,081,Mens Athleisure,237,Lace
2022/08,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7380919,7380919-1,MS237CA,Mens,D,426,Sea,6/23/2022,10/3/2022,9/6/2022,9/6/2022,9/6/2022,9/6/2022,9/6/2022,9/2/2022,9/12/2022,9/6/2022,Received,"CDVC,CDBOK,NBPRC,NBLL",Make To Order,MS_WS237V1,,CDVC,,,8/20/2022,10/3/2022,10/3/2022,10/3/2022,9/12/2022,,-4,Early,On-time,On-time,-4,Early,On-time,On-time,-31,Early,On-time,On-time,,$15.29,,7/30/2022,,9/1/2022,6/25/2021,2021-S1,On-time,10/14/2022,,,,,,,,D,"No Feature, No Technology",,,081,Mens Athleisure,237,Lace
2022/09,CHINA,CJ,INTL,EMEA,UNITED KINGDOM,Lifestyle,Lifestyle,7381099,7381099-1,URAINAC,Mens,SW,378,Sea,6/12/2022,9/30/2022,9/30/2022,9/30/2022,9/30/2022,9/30/2022,9/30/2022,9/29/2022,10/17/2022,9/30/2022,Received,"CDVC,CDBOK,NBPRC",Make To Order,URAINV1,,CDVC,,,9/26/2022,9/30/2022,9/30/2022,9/30/2022,10/17/2022,,-1,Early,On-time,On-time,-1,Early,On-time,On-time,-1,Early,On-time,On-time,,$29.74,,8/12/2022,,9/28/2022,3/8/2023,2023-S1,On-time,11/18/2022,,,,,Other Sport,P,,D,"No Technology, Vibram Outsole",,,C81,Mens Sport Lifestyle,Rainier,Lace
2022/09,CHINA,CJ,INTL,EMEA,UNITED KINGDOM,Lifestyle,Lifestyle,7381100,7381100-1,URAINAA,Mens,SW,378,Sea,6/12/2022,9/30/2022,9/30/2022,9/30/2022,9/30/2022,9/30/2022,9/30/2022,9/28/2022,10/17/2022,9/30/2022,Received,"CDVC,CDBOK,NBPRC",Make To Order,URAINV1,,CDVC,,,9/26/2022,9/30/2022,9/30/2022,9/30/2022,10/17/2022,,-2,Early,On-time,On-time,-2,Early,On-time,On-time,-2,Early,On-time,On-time,,$30.94,,8/12/2022,,9/27/2022,3/8/2023,2023-S1,On-time,11/18/2022,,,,,Other Sport,P,,D,"No Technology, Vibram Outsole",,,C81,Mens Sport Lifestyle,Rainier,Lace
2022/09,CHINA,CJ,INTL,EMEA,UNITED KINGDOM,Lifestyle,Lifestyle,7381101,7381101-1,URAINAD,Mens,D,378,Sea,6/12/2022,9/26/2022,9/26/2022,9/26/2022,9/26/2022,9/26/2022,9/26/2022,9/22/2022,10/17/2022,9/26/2022,Received,"CDVC,CDBOK,NBPRC",Make To Order,URAINV1,,CDVC,,,9/19/2022,9/26/2022,9/26/2022,9/26/2022,10/17/2022,,-4,Early,On-time,On-time,-4,Early,On-time,On-time,-4,Early,On-time,On-time,,$31.28,,8/12/2022,,9/21/2022,,2023-S2,On-time,11/18/2022,,,,,,P,,D,"No Technology, Vibram Outsole",,,110,Lifestyle,Rainier,Lace
2022/10,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7382503,7382503-1,URAINXAC,Unisex,SW,528,Sea,6/21/2022,10/3/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/26/2022,10/11/2022,Received,"CDVC,CDBOK,NBPRC,SPA",Make To Order,URAINXV1,,CDVC,,,10/6/2022,10/3/2022,10/3/2022,10/3/2022,10/26/2022,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,8,Late,Late,New Balance,,$40.83,,9/2/2022,,10/10/2022,1/1/2023,2023-S1,Late,11/28/2022,,,,,,P,,D,"GORE-TEX, No Technology, Vibram Outsole",,,419,Unisex Lifestyle,RAINIER GTX,Lace
2022/10,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7382504,7382504-1,URAINXAN,Unisex,SW,510,Sea,6/21/2022,10/3/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/11/2022,10/26/2022,10/11/2022,Received,"CDVC,CDBOK,NBPRC,SPA",Make To Order,URAINXV1,,CDVC,,,10/6/2022,10/3/2022,10/3/2022,10/3/2022,10/26/2022,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,8,Late,Late,New Balance,,$41.36,,9/2/2022,,10/10/2022,1/1/2023,2023-S1,Late,11/28/2022,,,,,,P,,D,"GORE-TEX, No Technology, Vibram Outsole",,,419,Unisex Lifestyle,RAINIER GTX,Lace
2022/08,CHINA,CJ,INTL,EMEA,NETHERLANDS,Lifestyle,Lifestyle,7382748,7382748-1,MS237CA,Mens,D,810,Sea,6/22/2022,10/3/2022,9/1/2022,9/1/2022,9/1/2022,9/1/2022,9/1/2022,8/30/2022,9/12/2022,9/1/2022,Received,"CDVC,CDBOK,NBPRC,NBLL",Make To Order,MS_WS237V1,,CDVC,,,8/29/2022,10/3/2022,10/3/2022,10/3/2022,9/12/2022,,-2,Early,On-time,On-time,-2,Early,On-time,On-time,-34,Early,On-time,On-time,,$15.29,,7/21/2022,,8/30/2022,6/25/2021,2021-S1,On-time,10/14/2022,,,,,,,,D,"No Feature, No Technology",,,081,Mens Athleisure,237,Lace
