conveyor,month,all_salary,workers,avg_pay,attrition,cus1,cus1ps,cus2,cus2ps,cus3,cus3ps,cus4,cus4ps,cus5,cus5ps,allps,cus1price,cus2price,cus3price,avgprice,minprice,maxprice,numbuyers,numstyles,numartno,numbatches,cus6,cus6ps,cus1share,pschange,stylesch,artnoch
C-2,9,578916.4,62,9337.36129,0.0,Crown,13109.0,,,,,,,,,13109.0,17.579491268934632,,,17.579491268934632,17.579491268934632,17.579491268934632,1.0,20.0,7.0,32.0,,,100.0,-51.17509031993743,53.846153846153854,-22.22222222222222
C-3,1,653500.6,74,8831.089189,,Crown,22464.0,,,,,,,,,22464.0,16.281403235900097,,,16.281403235900097,16.281403235900097,16.281403235900097,1.0,23.0,14.0,35.0,,,100.0,,,
C-3,2,647810.4,74,8754.194595,0.0,Crown,21300.0,,,,,,,,,21300.0,17.483897735434518,,,17.483897735434518,17.483897735434518,17.483897735434518,1.0,12.0,8.0,17.0,,,100.0,-5.181623931623935,-47.82608695652174,-42.85714285714286
C-3,3,630407.0,70,9005.814286,0.05405405405405406,Crown,15431.0,,,,,,,,,15431.0,17.23345714789356,,,17.23345714789356,17.23345714789356,17.23345714789356,1.0,10.0,7.0,13.0,,,100.0,-27.55399061032864,-16.666666666666664,-12.5
C-3,4,610928.1,70,8727.544286,0.0,Crown,15194.0,,,,,,,,,15194.0,16.692171220012412,,,16.692171220012412,16.692171220012412,16.692171220012412,1.0,16.0,10.0,18.0,,,100.0,-1.5358693538980006,60.00000000000001,42.85714285714286
C-3,5,656209.7,75,8749.462667,0.0,Crown,16409.0,,,,,,,,,16409.0,15.75345963529175,,,15.75345963529175,15.75345963529175,15.75345963529175,1.0,13.0,8.0,15.0,,,100.0,7.9965775964196295,-18.75,-19.999999999999996
C-3,6,531577.1,64,8305.892188,0.1466666666666666,Crown,16604.0,,,,,,,,,16604.0,16.405297520073947,,,16.405297520073947,16.405297520073947,16.405297520073947,1.0,20.0,14.0,24.0,,,100.0,1.1883722347492132,53.846153846153854,75.0
C-3,7,542775.7,61,8897.962295,0.046875,Crown,29329.0,,,,,,,,,29329.0,17.018244990602085,,,17.018244990602085,17.018244990602085,17.018244990602085,1.0,38.0,18.0,57.0,,,100.0,76.63815947964345,89.99999999999999,28.57142857142858
C-3,8,541627.3,60,9027.121667,0.016393442622950838,Crown,22190.0,Hannover,72.0,,,,,,,22262.0,16.777610546213488,27.25,,16.811480460896473,16.777610546213488,27.25,2.0,19.0,13.0,21.0,,,99.67657892372654,-24.09560503256163,-50.0,-27.77777777777778
C-3,9,516052.9,57,9053.559649,0.050000000000000044,Crown,17253.0,,,,,,,,,17253.0,17.36120059763405,,,17.36120059763405,17.36120059763405,17.36120059763405,1.0,19.0,15.0,22.0,,,100.0,-22.50022459796963,0.0,15.384615384615374
C-4,1,645171.4,76,8489.097368,,Crown,11371.0,,,,,,,,,11371.0,16.454076909377324,,,16.454076909377324,16.454076909377324,16.454076909377324,1.0,7.0,7.0,9.0,,,100.0,,,
C-4,2,647069.2,73,8863.961644,0.03947368421052633,Crown,22317.0,,,,,,,,,22317.0,16.377183724876993,,,16.377183724876993,16.377183724876993,16.377183724876993,1.0,13.0,7.0,16.0,,,100.0,96.26242195057601,85.71428571428572,0.0
C-4,3,607777.7,72,8441.356944,0.013698630136986356,Crown,20315.0,,,,,,,,,20315.0,16.387583837103087,,,16.387583837103087,16.387583837103087,16.387583837103087,1.0,12.0,7.0,17.0,,,100.0,-8.970739794775284,-7.692307692307687,0.0
C-4,4,574622.1,71,8093.269014,0.01388888888888884,Crown,12665.0,,,,,,,,,12665.0,16.2652956652726,,,16.2652956652726,16.2652956652726,16.2652956652726,1.0,9.0,5.0,12.0,,,100.0,-37.65690376569037,-25.0,-28.57142857142857
C-4,5,563871.7,68,8292.230882,0.04225352112676062,Crown,9856.0,PortLand,1120.0,,,,,,,10976.0,16.428024126821523,20.25,,16.81802166490096,16.428024126821523,20.25,2.0,9.0,6.0,11.0,,,89.79591836734694,-13.335965258586658,0.0,19.999999999999996
C-4,6,574982.0,66,8711.848485,0.02941176470588236,Crown,19813.0,PortLand,2690.0,,,,,,,22503.0,16.689902664440257,21.950000762939453,,17.31869277620148,16.689902664440257,21.950000762939453,2.0,9.0,6.0,16.0,,,88.04603830600365,105.02004373177844,0.0,0.0
C-4,7,580577.0,65,8931.953846,0.015151515151515138,Crown,33560.0,,,,,,,,,33560.0,17.11803365898928,,,17.11803365898928,17.11803365898928,17.11803365898928,1.0,23.0,14.0,48.0,,,100.0,49.13567079944896,155.55555555555554,133.33333333333334
C-4,8,544312.9,62,8779.240323,0.0461538461538461,Crown,18669.0,,,,,,,,,18669.0,16.560986843289967,,,16.560986843289967,16.560986843289967,16.560986843289967,1.0,15.0,6.0,18.0,,,100.0,-44.37127532777115,-34.78260869565217,-57.14285714285714
C-4,9,565589.9,60,9426.498333,0.032258064516129004,Crown,29454.0,,,,,,,,,29454.0,16.1129656525083,,,16.1129656525083,16.1129656525083,16.1129656525083,1.0,23.0,9.0,42.0,,,100.0,57.769564518720884,53.33333333333334,50.0
C-5,1,719533.3,91,7906.959341,,Crown,18810.0,,,,,,,,,18810.0,15.184677839710128,,,15.184677839710128,15.184677839710128,15.184677839710128,1.0,14.0,5.0,21.0,,,100.0,,,
C-5,2,687405.7,87,7901.214943,0.04395604395604391,Crown,17488.0,,,,,,,,,17488.0,15.71335741553084,,,15.71335741553084,15.71335741553084,15.71335741553084,1.0,9.0,5.0,14.0,,,100.0,-7.028176501860717,-35.71428571428571,0.0
C-5,3,607569.0,74,8210.391892,0.14942528735632188,Crown,13544.0,Rhino,756.0,,,,,,,14300.0,14.789828162396088,22.149999618530273,,15.178939324692413,14.789828162396088,22.149999618530273,2.0,11.0,7.0,14.0,,,94.71328671328672,-18.229643183897526,22.222222222222232,39.99999999999999
C-5,4,581120.2,75,7748.269333,0.0,Crown,1932.0,,,,,,,,,1932.0,15.270248685564313,,,15.270248685564313,15.270248685564313,15.270248685564313,1.0,3.0,2.0,3.0,,,100.0,-86.4895104895105,-72.72727272727273,-71.42857142857143
C-5,5,563270.6,73,7716.035616,0.026666666666666616,Crown,17436.0,,,,,,,,,17436.0,16.026063080910397,,,16.026063080910397,16.026063080910397,16.026063080910397,1.0,13.0,5.0,16.0,,,100.0,802.4844720496894,333.3333333333333,150.0
C-5,6,449872.9,61,7374.965574,0.1643835616438356,Crown,5567.0,,,,,,,,,5567.0,16.363913762712897,,,16.363913762712897,16.363913762712897,16.363913762712897,1.0,4.0,3.0,6.0,,,100.0,-68.07180545996788,-69.23076923076923,-40.0
C-5,7,441398.6,54,8174.048148,0.11475409836065575,Crown,40211.0,,,,,,,,,40211.0,16.629225450184517,,,16.629225450184517,16.629225450184517,16.629225450184517,1.0,20.0,13.0,23.0,,,100.0,622.3100413148914,400.0,333.3333333333333
C-5,8,442730.9,55,8049.652727,0.0,Crown,23221.0,,,,,,,,,23221.0,16.95953235911243,,,16.95953235911243,16.95953235911243,16.95953235911243,1.0,13.0,8.0,16.0,,,100.0,-42.25212006664842,-35.0,-38.46153846153846
C-5,9,502127.2,57,8809.249123,0.0,Crown,20807.0,,,,,,,,,20807.0,16.58358502984992,,,16.58358502984992,16.58358502984992,16.58358502984992,1.0,21.0,10.0,30.0,,,100.0,-10.395762456397229,61.53846153846154,25.0
C-6,1,703316.7,101,6963.531683,,Crown,16570.0,,,,,,,,,16570.0,15.547242649103692,,,15.547242649103692,15.547242649103692,15.547242649103692,1.0,11.0,8.0,21.0,,,100.0,,,
C-6,2,945164.9,130,7270.499231,0.0,Crown,11083.0,,,,,,,,,11083.0,15.258741557248543,,,15.258741557248543,15.258741557248543,15.258741557248543,1.0,7.0,7.0,10.0,,,100.0,-33.11406155703078,-36.36363636363637,-12.5
C-6,3,1066021.4,149,7154.50604,0.0,Crown,27210.0,,,,,,,,,27210.0,15.544922337747593,,,15.544922337747593,15.544922337747593,15.544922337747593,1.0,7.0,5.0,10.0,,,100.0,145.51114319227648,0.0,-28.57142857142857
C-6,4,1023687.7,134,7639.460448,0.10067114093959728,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,-100.0,-100.0,-100.0
C-6,5,958886.2,132,7264.289394,0.014925373134328401,Crown,528.0,,,,,,,,,528.0,15.630000114440918,,,15.630000114440918,15.630000114440918,15.630000114440918,1.0,1.0,1.0,1.0,,,100.0,inf,inf,inf
C-6,6,459386.4,72,6380.366667,0.4545454545454546,Crown,13970.0,,,,,,,,,13970.0,15.681698738240138,,,15.681698738240138,15.681698738240138,15.681698738240138,1.0,3.0,3.0,8.0,,,100.0,2545.833333333333,200.0,200.0
C-6,7,362960.6,58,6257.941379,0.19444444444444442,Crown,6889.0,,,,,,,,,6889.0,16.303168874223687,,,16.303168874223687,16.303168874223687,16.303168874223687,1.0,3.0,3.0,5.0,,,100.0,-50.68718682891911,0.0,0.0
C-6,8,352655.0,46,7666.413043,0.2068965517241379,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,-100.0,-100.0,-100.0
C-6,9,298253.1,38,7848.765789,0.17391304347826086,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,
C-7,6,358132.7,48,7461.097917,,Crown,6681.0,Rhino,144.0,,,,,,,6825.0,15.90043115894196,20.93000030517578,,16.006549540928432,15.90043115894196,20.93000030517578,2.0,5.0,5.0,5.0,,,97.89010989010988,,,
C-7,7,384174.2,49,7840.289796,0.0,Crown,8390.0,Rhino,906.0,Sparky,12.0,,,,,9308.0,18.159234931841226,21.442583020949204,17.407154083251953,18.477852078225922,17.407154083251953,21.442583020949204,3.0,15.0,9.0,19.0,,,90.13751611516975,36.38095238095238,200.0,80.0
C-7,8,400679.3,52,7705.371154,0.0,Crown,8760.0,Sparky,1500.0,,,,,,,10260.0,18.962534238432095,17.407154083251953,,18.735139478902834,17.407154083251953,18.962534238432095,2.0,12.0,6.0,15.0,,,85.38011695906432,10.227761065749895,-19.999999999999996,-33.333333333333336
C-7,9,438004.2,53,8264.230189,0.0,Crown,5380.0,,,,,,,,,5380.0,16.240951681314346,,,16.240951681314346,16.240951681314346,16.240951681314346,1.0,4.0,4.0,6.0,,,100.0,-47.563352826510716,-66.66666666666667,-33.333333333333336
