,QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1BW,buyer2BW,buyer3BW,buyer1FTindex,buyer2FTindex,buyer3FTindex
5296,20154,Vietnam,2017,2321,carhart,zara,the children's place,,,,-1,42,-1
5297,28448,Vietnam,2018,2321,carhart,zara,the children's place,,,,-1,42,-1
5298,20697,Vietnam,2017,2322,ann taylor,chico's,perry ellis,,,,-1,11,-1
5299,27590,Vietnam,2018,2322,ann taylor,chico's,perry ellis,,,,-1,11,-1
5300,35639,Vietnam,2019,2322,ann taylor,chico's,perry ellis,,,,-1,11,-1
5301,40109,Vietnam,2020,2322,ann taylor,chico's,perry ellis,,,,-1,11,-1
5302,19936,Vietnam,2017,2323,chico's,abercrombie & fitch,free people,,,,11,14,-1
5303,26898,Vietnam,2018,2323,chico's,abercrombie & fitch,free people,,,,11,14,-1
5304,34331,Vietnam,2019,2323,chico's,abercrombie & fitch,free people,,,,11,14,-1
5305,39408,Vietnam,2020,2323,chico's,abercrombie & fitch,free people,,,,11,14,-1
5306,42278,Vietnam,2021,2323,chico's,abercrombie & fitch,free people,,,,11,14,-1
5307,21587,Cambodia,2017,2324,new yorker,sasaki yoemon,,0.0,0.0,,1,-1,-2
5308,38906,Cambodia,2020,2324,new yorker,sasaki yoemon,,0.0,0.0,,1,-1,-2
5309,20548,Bangladesh,2017,2325,olymp,marks & spencer,,0.0,1.0,,-1,51,-2
5310,28639,Bangladesh,2018,2325,olymp,marks & spencer,,0.0,1.0,,-1,51,-2
5311,37035,Bangladesh,2019,2325,olymp,marks & spencer,,0.0,1.0,,-1,51,-2
5312,21084,Bangladesh,2017,2326,gap,walmart,kohl's,1.0,0.0,0.0,54,25,8
5313,29079,Bangladesh,2018,2326,gap,walmart,kohl's,1.0,0.0,0.0,54,25,8
5314,36543,Bangladesh,2019,2326,gap,walmart,kohl's,1.0,0.0,0.0,54,25,8
5315,22179,Bangladesh,2017,2327,gap,kmart,,1.0,1.0,,54,-1,-2
5316,20948,Bangladesh,2017,2328,gap,walmart,h&m,1.0,0.0,1.0,54,25,55
5317,28711,Bangladesh,2018,2328,gap,walmart,h&m,1.0,0.0,1.0,54,25,55
5318,36617,Bangladesh,2019,2328,gap,walmart,h&m,1.0,0.0,1.0,54,25,55
5319,28091,Indonesia,2018,2329,nike,adidas,,1.0,0.0,,36,58,-2
5320,35210,Indonesia,2019,2329,nike,adidas,,1.0,0.0,,36,58,-2
5321,22151,Indonesia,2017,2330,nike,,,1.0,,,36,-2,-2
5322,29515,Indonesia,2018,2330,nike,,,1.0,,,36,-2,-2
5323,36134,Indonesia,2019,2330,nike,,,1.0,,,36,-2,-2
