QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1BW,buyer2BW,buyer3BW,buyer1FTindex,buyer2FTindex,buyer3FTindex
12129,Jordan,2015,2,one jeans wear,li & fung,kenneth cole,0.0,1.0,0.0,-1.0,-1.0,-1.0
17215,Jordan,2016,2,one jeans wear,li & fung,kenneth cole,0.0,1.0,0.0,-1.0,-1.0,-1.0
22596,Jordan,2017,2,one jeans wear,li & fung,kenneth cole,0.0,1.0,0.0,-1.0,-1.0,-1.0
30133,Jordan,2018,2,one jeans wear,li & fung,kenneth cole,0.0,1.0,0.0,-1.0,-1.0,-1.0
36539,Jordan,2019,2,one jeans wear,li & fung,kenneth cole,0.0,1.0,0.0,-1.0,-1.0,-1.0
41654,Jordan,2021,2,one jeans wear,li & fung,kenneth cole,0.0,1.0,0.0,-1.0,-1.0,-1.0
9604,Jordan,2015,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
15001,Jordan,2016,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
20997,Jordan,2017,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
27880,Jordan,2018,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
34621,Jordan,2019,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
39647,Jordan,2020,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
43530,Jordan,2021,4,vf,pvh,colombia,0.0,1.0,1.0,-1.0,-1.0,22.0
11315,Jordan,2015,5,walmart,jc penney,hanesbrands,1.0,0.0,0.0,25.0,16.0,-1.0
16871,Jordan,2016,5,walmart,jc penney,hanesbrands,1.0,0.0,0.0,25.0,16.0,-1.0
22611,Jordan,2017,5,walmart,jc penney,hanesbrands,1.0,0.0,0.0,25.0,16.0,-1.0
12189,Jordan,2015,6,gap,express,land's end,1.0,0.0,0.0,54.0,7.0,21.0
17635,Jordan,2016,6,gap,express,land's end,1.0,0.0,0.0,54.0,7.0,21.0
23533,Jordan,2017,6,gap,express,land's end,1.0,0.0,0.0,54.0,7.0,21.0
30785,Jordan,2018,6,gap,express,land's end,1.0,0.0,0.0,54.0,7.0,21.0
37243,Jordan,2019,6,gap,express,land's end,1.0,0.0,0.0,54.0,7.0,21.0
40925,Jordan,2020,6,gap,express,land's end,1.0,0.0,0.0,54.0,7.0,21.0
12742,Jordan,2015,7,nygard international,gap,ann taylor,0.0,1.0,1.0,-1.0,54.0,-1.0
17245,Jordan,2016,7,nygard international,gap,ann taylor,0.0,1.0,1.0,-1.0,54.0,-1.0
23068,Jordan,2017,7,nygard international,gap,ann taylor,0.0,1.0,1.0,-1.0,54.0,-1.0
30170,Jordan,2018,7,nygard international,gap,ann taylor,0.0,1.0,1.0,-1.0,54.0,-1.0
36597,Jordan,2019,7,nygard international,gap,ann taylor,0.0,1.0,1.0,-1.0,54.0,-1.0
40058,Jordan,2020,7,nygard international,gap,ann taylor,0.0,1.0,1.0,-1.0,54.0,-1.0
10183,Jordan,2015,8,walmart,kmart,russell corporation,1.0,0.0,0.0,25.0,-1.0,-1.0
16002,Jordan,2016,8,walmart,kmart,russell corporation,1.0,0.0,0.0,25.0,-1.0,-1.0
21357,Jordan,2017,8,walmart,kmart,russell corporation,1.0,0.0,0.0,25.0,-1.0,-1.0
28278,Jordan,2018,8,walmart,kmart,russell corporation,1.0,0.0,0.0,25.0,-1.0,-1.0
35827,Jordan,2019,8,walmart,kmart,russell corporation,1.0,0.0,0.0,25.0,-1.0,-1.0
40097,Jordan,2020,8,walmart,kmart,russell corporation,1.0,0.0,0.0,25.0,-1.0,-1.0
8714,Jordan,2015,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
14705,Jordan,2016,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
19780,Jordan,2017,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
26771,Jordan,2018,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
33480,Jordan,2019,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
39541,Jordan,2020,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
42773,Jordan,2021,14,gap,ralph lauren,land's end,1.0,1.0,0.0,54.0,14.0,21.0
8200,Vietnam,2015,15,rock revival & miss me,olymp,pacific sunwear,,,,-1.0,-1.0,-1.0
17779,Vietnam,2016,15,rock revival & miss me,olymp,pacific sunwear,,,,-1.0,-1.0,-1.0
26358,Vietnam,2018,15,rock revival & miss me,olymp,pacific sunwear,,,,-1.0,-1.0,-1.0
33186,Vietnam,2019,15,rock revival & miss me,olymp,pacific sunwear,,,,-1.0,-1.0,-1.0
39357,Vietnam,2020,15,rock revival & miss me,olymp,pacific sunwear,,,,-1.0,-1.0,-1.0
9733,Vietnam,2015,16,nike,carter's,gear for sport,,,,36.0,-1.0,-1.0
15556,Vietnam,2016,16,nike,carter's,gear for sport,,,,36.0,-1.0,-1.0
22768,Vietnam,2017,16,nike,carter's,gear for sport,,,,36.0,-1.0,-1.0
30141,Vietnam,2018,16,nike,carter's,gear for sport,,,,36.0,-1.0,-1.0
37022,Vietnam,2019,16,nike,carter's,gear for sport,,,,36.0,-1.0,-1.0
40556,Vietnam,2020,16,nike,carter's,gear for sport,,,,36.0,-1.0,-1.0
11637,Haiti,2015,18,,,,,,,-1.0,-1.0,-1.0
14410,Haiti,2016,18,,,,,,,-1.0,-1.0,-1.0
9622,Haiti,2015,24,icat de cv,,,,,,-1.0,-1.0,-1.0
14606,Haiti,2016,24,icat de cv,,,,,,-1.0,-1.0,-1.0
21537,Haiti,2017,24,icat de cv,,,,,,-1.0,-1.0,-1.0
28943,Haiti,2018,24,icat de cv,,,,,,-1.0,-1.0,-1.0
35107,Haiti,2019,24,icat de cv,,,,,,-1.0,-1.0,-1.0
41713,Haiti,2021,24,icat de cv,,,,,,-1.0,-1.0,-1.0
9992,Haiti,2015,28,dickies,fishman tobin,strategic patners (spi),,,,-1.0,-1.0,-1.0
15233,Haiti,2016,28,dickies,fishman tobin,strategic patners (spi),,,,-1.0,-1.0,-1.0
20026,Haiti,2017,28,dickies,fishman tobin,strategic patners (spi),,,,-1.0,-1.0,-1.0
27360,Haiti,2018,28,dickies,fishman tobin,strategic patners (spi),,,,-1.0,-1.0,-1.0
34961,Haiti,2019,28,dickies,fishman tobin,strategic patners (spi),,,,-1.0,-1.0,-1.0
41809,Haiti,2021,28,dickies,fishman tobin,strategic patners (spi),,,,-1.0,-1.0,-1.0
9868,Haiti,2015,29,,,,,,,-1.0,-1.0,-1.0
10030,Haiti,2015,31,peace textile amercia inc,bioworld,kohl's,,,,-1.0,-1.0,8.0
15576,Haiti,2016,31,peace textile amercia inc,bioworld,kohl's,,,,-1.0,-1.0,8.0
21199,Haiti,2017,31,peace textile amercia inc,bioworld,kohl's,,,,-1.0,-1.0,8.0
29065,Haiti,2018,31,peace textile amercia inc,bioworld,kohl's,,,,-1.0,-1.0,8.0
34890,Haiti,2019,31,peace textile amercia inc,bioworld,kohl's,,,,-1.0,-1.0,8.0
9530,Haiti,2015,33,gildan,,,,,,33.0,-1.0,-1.0
14358,Haiti,2016,33,gildan,,,,,,33.0,-1.0,-1.0
20301,Haiti,2017,33,gildan,,,,,,33.0,-1.0,-1.0
29004,Haiti,2018,33,gildan,,,,,,33.0,-1.0,-1.0
35668,Haiti,2019,33,gildan,,,,,,33.0,-1.0,-1.0
12894,Haiti,2015,35,,,,,,,-1.0,-1.0,-1.0
12665,Haiti,2015,36,levis,under armour,carhartt,,,,47.0,22.0,-1.0
17654,Haiti,2016,36,levis,under armour,carhartt,,,,47.0,22.0,-1.0
26954,Haiti,2018,36,levis,under armour,carhartt,,,,47.0,22.0,-1.0
33353,Haiti,2019,36,levis,under armour,carhartt,,,,47.0,22.0,-1.0
39334,Haiti,2020,36,levis,under armour,carhartt,,,,47.0,22.0,-1.0
8197,Haiti,2015,36,,,,,,,-1.0,-1.0,-1.0
13317,Jordan,2016,39,under armour,nike,spanx,0.0,1.0,0.0,22.0,36.0,-1.0
17500,Jordan,2016,39,under armour,nike,spanx,0.0,1.0,0.0,22.0,36.0,-1.0
22762,Jordan,2017,39,under armour,nike,spanx,0.0,1.0,0.0,22.0,36.0,-1.0
9626,Haiti,2015,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,-1.0,-1.0,-1.0
17216,Haiti,2016,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,-1.0,-1.0,-1.0
24033,Haiti,2017,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,-1.0,-1.0,-1.0
30421,Haiti,2018,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,-1.0,-1.0,-1.0
35820,Haiti,2019,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,-1.0,-1.0,-1.0
12535,Jordan,2015,48,jones apparel,supreme international,perry ellis,0.0,0.0,0.0,-1.0,-1.0,-1.0
18022,Jordan,2016,48,jones apparel,supreme international,perry ellis,0.0,0.0,0.0,-1.0,-1.0,-1.0
23418,Jordan,2017,48,jones apparel,supreme international,perry ellis,0.0,0.0,0.0,-1.0,-1.0,-1.0
30877,Jordan,2018,48,jones apparel,supreme international,perry ellis,0.0,0.0,0.0,-1.0,-1.0,-1.0
37492,Jordan,2019,48,jones apparel,supreme international,perry ellis,0.0,0.0,0.0,-1.0,-1.0,-1.0
43045,Jordan,2021,48,jones apparel,supreme international,perry ellis,0.0,0.0,0.0,-1.0,-1.0,-1.0
10518,Vietnam,2015,49,eddie bauer,abercrombie & fitch,,,,,-1.0,14.0,-1.0
16667,Vietnam,2016,49,eddie bauer,abercrombie & fitch,,,,,-1.0,14.0,-1.0
25034,Vietnam,2018,49,eddie bauer,abercrombie & fitch,,,,,-1.0,14.0,-1.0
32722,Vietnam,2019,49,eddie bauer,abercrombie & fitch,,,,,-1.0,14.0,-1.0
39172,Vietnam,2020,49,eddie bauer,abercrombie & fitch,,,,,-1.0,14.0,-1.0
10903,Vietnam,2015,50,target,carter's,land's end,,,,35.0,-1.0,21.0
18144,Vietnam,2017,50,target,carter's,land's end,,,,35.0,-1.0,21.0
25013,Vietnam,2018,50,target,carter's,land's end,,,,35.0,-1.0,21.0
8585,Vietnam,2015,51,american eagle,jockey,charlotte russe,,,,15.0,-1.0,-1.0
15134,Vietnam,2016,51,american eagle,jockey,charlotte russe,,,,15.0,-1.0,-1.0
24475,Vietnam,2017,51,american eagle,jockey,charlotte russe,,,,15.0,-1.0,-1.0
38214,Vietnam,2020,51,american eagle,jockey,charlotte russe,,,,15.0,-1.0,-1.0
41665,Vietnam,2021,51,american eagle,jockey,charlotte russe,,,,15.0,-1.0,-1.0
10970,Vietnam,2015,53,gap,target,kohl's,,,,54.0,35.0,8.0
17752,Vietnam,2016,53,gap,target,kohl's,,,,54.0,35.0,8.0
24114,Vietnam,2017,53,gap,target,kohl's,,,,54.0,35.0,8.0
37536,Vietnam,2019,53,gap,target,kohl's,,,,54.0,35.0,8.0
40921,Vietnam,2020,53,gap,target,kohl's,,,,54.0,35.0,8.0
11898,Vietnam,2015,54,buckle,g-star international,pvh,,,,11.0,45.0,-1.0
17775,Vietnam,2016,54,buckle,g-star international,pvh,,,,11.0,45.0,-1.0
24797,Vietnam,2017,54,buckle,g-star international,pvh,,,,11.0,45.0,-1.0
38314,Vietnam,2020,54,buckle,g-star international,pvh,,,,11.0,45.0,-1.0
41279,Vietnam,2021,54,buckle,g-star international,pvh,,,,11.0,45.0,-1.0
11053,Vietnam,2015,55,gap,victoria secret,kohl's,,,,54.0,-1.0,8.0
17173,Vietnam,2016,55,gap,victoria secret,kohl's,,,,54.0,-1.0,8.0
22756,Vietnam,2017,55,gap,victoria secret,kohl's,,,,54.0,-1.0,8.0
29933,Vietnam,2018,55,gap,victoria secret,kohl's,,,,54.0,-1.0,8.0
36550,Vietnam,2019,55,gap,victoria secret,kohl's,,,,54.0,-1.0,8.0
40357,Vietnam,2020,55,gap,victoria secret,kohl's,,,,54.0,-1.0,8.0
10967,Jordan,2015,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
15431,Jordan,2016,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
21093,Jordan,2017,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
26191,Jordan,2018,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
33442,Jordan,2019,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
39660,Jordan,2020,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
42548,Jordan,2021,59,hanesbrands,fruit of the loom,new balance,0.0,0.0,1.0,-1.0,-1.0,29.0
8785,Jordan,2015,60,cintas,standard,,0.0,0.0,,-1.0,-1.0,-1.0
14547,Jordan,2016,60,cintas,standard,,0.0,0.0,,-1.0,-1.0,-1.0
21036,Jordan,2017,60,cintas,standard,,0.0,0.0,,-1.0,-1.0,-1.0
27516,Jordan,2018,60,cintas,standard,,0.0,0.0,,-1.0,-1.0,-1.0
34678,Jordan,2019,60,cintas,standard,,0.0,0.0,,-1.0,-1.0,-1.0
8886,Jordan,2015,61,hitex,,,0.0,,,-1.0,-1.0,-1.0
15050,Jordan,2016,61,hitex,,,0.0,,,-1.0,-1.0,-1.0
19397,Jordan,2017,61,hitex,,,0.0,,,-1.0,-1.0,-1.0
26366,Jordan,2018,61,hitex,,,0.0,,,-1.0,-1.0,-1.0
33567,Jordan,2019,61,hitex,,,0.0,,,-1.0,-1.0,-1.0
41657,Jordan,2021,61,hitex,,,0.0,,,-1.0,-1.0,-1.0
10607,Vietnam,2015,62,ann taylor,talbots,land's end,,,,-1.0,-1.0,21.0
16549,Vietnam,2016,62,ann taylor,talbots,land's end,,,,-1.0,-1.0,21.0
22639,Vietnam,2017,62,ann taylor,talbots,land's end,,,,-1.0,-1.0,21.0
30765,Vietnam,2018,62,ann taylor,talbots,land's end,,,,-1.0,-1.0,21.0
38589,Vietnam,2020,62,ann taylor,talbots,land's end,,,,-1.0,-1.0,21.0
41212,Vietnam,2021,62,ann taylor,talbots,land's end,,,,-1.0,-1.0,21.0
11487,Vietnam,2015,63,under armour,ralph lauren,j.crew,,,,22.0,14.0,13.0
18093,Vietnam,2016,63,under armour,ralph lauren,j.crew,,,,22.0,14.0,13.0
24956,Vietnam,2018,63,under armour,ralph lauren,j.crew,,,,22.0,14.0,13.0
31632,Vietnam,2019,63,under armour,ralph lauren,j.crew,,,,22.0,14.0,13.0
39339,Vietnam,2020,63,under armour,ralph lauren,j.crew,,,,22.0,14.0,13.0
41916,Vietnam,2021,63,under armour,ralph lauren,j.crew,,,,22.0,14.0,13.0
11639,Haiti,2015,64,gildan,,,,,,33.0,-1.0,-1.0
17190,Haiti,2016,64,gildan,,,,,,33.0,-1.0,-1.0
22796,Haiti,2017,64,gildan,,,,,,33.0,-1.0,-1.0
30391,Haiti,2018,64,gildan,,,,,,33.0,-1.0,-1.0
35895,Haiti,2019,64,gildan,,,,,,33.0,-1.0,-1.0
10380,Jordan,2015,72,under armour,adidas,,0.0,0.0,,22.0,58.0,-1.0
16169,Jordan,2016,72,under armour,adidas,,0.0,0.0,,22.0,58.0,-1.0
21386,Jordan,2017,72,under armour,adidas,,0.0,0.0,,22.0,58.0,-1.0
28461,Jordan,2018,72,under armour,adidas,,0.0,0.0,,22.0,58.0,-1.0
34843,Jordan,2019,72,under armour,adidas,,0.0,0.0,,22.0,58.0,-1.0
39725,Jordan,2020,72,under armour,adidas,,0.0,0.0,,22.0,58.0,-1.0
8359,Vietnam,2015,74,cato corporation,"charles komar and sons, inc",figs,,,,-1.0,-1.0,-1.0
14908,Vietnam,2016,74,cato corporation,"charles komar and sons, inc",figs,,,,-1.0,-1.0,-1.0
20447,Vietnam,2017,74,cato corporation,"charles komar and sons, inc",figs,,,,-1.0,-1.0,-1.0
27356,Vietnam,2018,74,cato corporation,"charles komar and sons, inc",figs,,,,-1.0,-1.0,-1.0
34466,Vietnam,2019,74,cato corporation,"charles komar and sons, inc",figs,,,,-1.0,-1.0,-1.0
8689,Vietnam,2015,75,,,,,,,-1.0,-1.0,-1.0
18042,Vietnam,2016,75,,,,,,,-1.0,-1.0,-1.0
39243,Vietnam,2020,75,,,,,,,-1.0,-1.0,-1.0
42177,Vietnam,2021,75,,,,,,,-1.0,-1.0,-1.0
11341,Vietnam,2015,77,victoria secret,walmart,kohl's,,,,-1.0,25.0,8.0
17170,Vietnam,2016,77,victoria secret,walmart,kohl's,,,,-1.0,25.0,8.0
23212,Vietnam,2017,77,victoria secret,walmart,kohl's,,,,-1.0,25.0,8.0
30184,Vietnam,2018,77,victoria secret,walmart,kohl's,,,,-1.0,25.0,8.0
37200,Vietnam,2019,77,victoria secret,walmart,kohl's,,,,-1.0,25.0,8.0
40760,Vietnam,2020,77,victoria secret,walmart,kohl's,,,,-1.0,25.0,8.0
9921,Vietnam,2015,78,gap,jc penney,kohl's,,,,54.0,16.0,8.0
16137,Vietnam,2016,78,gap,jc penney,kohl's,,,,54.0,16.0,8.0
22235,Vietnam,2017,78,gap,jc penney,kohl's,,,,54.0,16.0,8.0
30124,Vietnam,2018,78,gap,jc penney,kohl's,,,,54.0,16.0,8.0
37127,Vietnam,2019,78,gap,jc penney,kohl's,,,,54.0,16.0,8.0
40746,Vietnam,2020,78,gap,jc penney,kohl's,,,,54.0,16.0,8.0
12398,Vietnam,2015,80,gap,,,,,,54.0,-1.0,-1.0
17845,Vietnam,2016,80,gap,,,,,,54.0,-1.0,-1.0
23889,Vietnam,2017,80,gap,,,,,,54.0,-1.0,-1.0
30565,Vietnam,2018,80,gap,,,,,,54.0,-1.0,-1.0
37614,Vietnam,2019,80,gap,,,,,,54.0,-1.0,-1.0
11342,Vietnam,2015,81,walmart,target,,,,,25.0,35.0,-1.0
17022,Vietnam,2016,81,walmart,target,,,,,25.0,35.0,-1.0
24344,Vietnam,2017,81,walmart,target,,,,,25.0,35.0,-1.0
38490,Vietnam,2020,81,walmart,target,,,,,25.0,35.0,-1.0
42186,Vietnam,2021,81,walmart,target,,,,,25.0,35.0,-1.0
12366,Vietnam,2015,82,ann taylor,kohl's,jc penney,,,,-1.0,8.0,16.0
18000,Vietnam,2016,82,ann taylor,kohl's,jc penney,,,,-1.0,8.0,16.0
24256,Vietnam,2017,82,ann taylor,kohl's,jc penney,,,,-1.0,8.0,16.0
37924,Vietnam,2020,82,ann taylor,kohl's,jc penney,,,,-1.0,8.0,16.0
41242,Vietnam,2021,82,ann taylor,kohl's,jc penney,,,,-1.0,8.0,16.0
9095,Jordan,2015,83,li & fung,prl,eddie bauer,1.0,1.0,0.0,-1.0,-1.0,-1.0
14706,Jordan,2016,83,li & fung,prl,eddie bauer,1.0,1.0,0.0,-1.0,-1.0,-1.0
19779,Jordan,2017,83,li & fung,prl,eddie bauer,1.0,1.0,0.0,-1.0,-1.0,-1.0
26772,Jordan,2018,83,li & fung,prl,eddie bauer,1.0,1.0,0.0,-1.0,-1.0,-1.0
33478,Jordan,2019,83,li & fung,prl,eddie bauer,1.0,1.0,0.0,-1.0,-1.0,-1.0
39546,Jordan,2020,83,li & fung,prl,eddie bauer,1.0,1.0,0.0,-1.0,-1.0,-1.0
8410,Vietnam,2015,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
14513,Vietnam,2016,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
19922,Vietnam,2017,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
26388,Vietnam,2018,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
33172,Vietnam,2019,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
39327,Vietnam,2020,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
42090,Vietnam,2021,84,puma,levi's,fred perry,,,,56.0,47.0,-1.0
10174,Jordan,2015,85,walmart,kmart,jc penney,1.0,0.0,0.0,25.0,-1.0,16.0
15974,Jordan,2016,85,walmart,kmart,jc penney,1.0,0.0,0.0,25.0,-1.0,16.0
20996,Jordan,2017,85,walmart,kmart,jc penney,1.0,0.0,0.0,25.0,-1.0,16.0
28493,Jordan,2018,85,walmart,kmart,jc penney,1.0,0.0,0.0,25.0,-1.0,16.0
34918,Jordan,2019,85,walmart,kmart,jc penney,1.0,0.0,0.0,25.0,-1.0,16.0
39841,Jordan,2020,85,walmart,kmart,jc penney,1.0,0.0,0.0,25.0,-1.0,16.0
12354,Vietnam,2015,86,h&m,ascena,tommy hilfiger,,,,55.0,-1.0,38.0
17853,Vietnam,2016,86,h&m,ascena,tommy hilfiger,,,,55.0,-1.0,38.0
25308,Vietnam,2018,86,h&m,ascena,tommy hilfiger,,,,55.0,-1.0,38.0
31845,Vietnam,2019,86,h&m,ascena,tommy hilfiger,,,,55.0,-1.0,38.0
38238,Vietnam,2020,86,h&m,ascena,tommy hilfiger,,,,55.0,-1.0,38.0
41727,Vietnam,2021,86,h&m,ascena,tommy hilfiger,,,,55.0,-1.0,38.0
9970,Vietnam,2015,89,carter's,tj- maxx,abercrombie & fitch,,,,-1.0,18.0,14.0
16218,Vietnam,2016,89,carter's,tj- maxx,abercrombie & fitch,,,,-1.0,18.0,14.0
22633,Vietnam,2017,89,carter's,tj- maxx,abercrombie & fitch,,,,-1.0,18.0,14.0
29932,Vietnam,2018,89,carter's,tj- maxx,abercrombie & fitch,,,,-1.0,18.0,14.0
37619,Vietnam,2019,89,carter's,tj- maxx,abercrombie & fitch,,,,-1.0,18.0,14.0
40740,Vietnam,2020,89,carter's,tj- maxx,abercrombie & fitch,,,,-1.0,18.0,14.0
9499,Jordan,2015,90,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
15443,Jordan,2016,90,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
22171,Jordan,2017,90,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
28714,Jordan,2018,90,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
35714,Jordan,2019,90,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
12466,Vietnam,2015,91,target,vf,uniqlo,,,,35.0,-1.0,29.0
18063,Vietnam,2017,91,target,vf,uniqlo,,,,35.0,-1.0,29.0
24492,Vietnam,2018,91,target,vf,uniqlo,,,,35.0,-1.0,29.0
31689,Vietnam,2019,91,target,vf,uniqlo,,,,35.0,-1.0,29.0
38487,Vietnam,2020,91,target,vf,uniqlo,,,,35.0,-1.0,29.0
41415,Vietnam,2021,91,target,vf,uniqlo,,,,35.0,-1.0,29.0
10263,Vietnam,2015,93,reebok,5.11 tactical,puma,,,,58.0,-1.0,56.0
16267,Vietnam,2016,93,reebok,5.11 tactical,puma,,,,58.0,-1.0,56.0
24037,Vietnam,2017,93,reebok,5.11 tactical,puma,,,,58.0,-1.0,56.0
38943,Vietnam,2020,93,reebok,5.11 tactical,puma,,,,58.0,-1.0,56.0
41999,Vietnam,2021,93,reebok,5.11 tactical,puma,,,,58.0,-1.0,56.0
12700,Vietnam,2015,94,new balance,,,,,,29.0,-1.0,-1.0
19180,Vietnam,2017,94,new balance,,,,,,29.0,-1.0,-1.0
28997,Vietnam,2018,94,new balance,,,,,,29.0,-1.0,-1.0
36042,Vietnam,2019,94,new balance,,,,,,29.0,-1.0,-1.0
40790,Vietnam,2020,94,new balance,,,,,,29.0,-1.0,-1.0
8744,Vietnam,2015,95,costco,express,american eagle,,,,15.0,7.0,15.0
14412,Vietnam,2016,95,costco,express,american eagle,,,,15.0,7.0,15.0
21266,Vietnam,2017,95,costco,express,american eagle,,,,15.0,7.0,15.0
28353,Vietnam,2018,95,costco,express,american eagle,,,,15.0,7.0,15.0
34937,Vietnam,2019,95,costco,express,american eagle,,,,15.0,7.0,15.0
39836,Vietnam,2020,95,costco,express,american eagle,,,,15.0,7.0,15.0
8916,Vietnam,2015,101,kohl's,walmart,jc penney,,,,8.0,25.0,16.0
17978,Vietnam,2016,101,kohl's,walmart,jc penney,,,,8.0,25.0,16.0
25681,Vietnam,2018,101,kohl's,walmart,jc penney,,,,8.0,25.0,16.0
11279,Vietnam,2015,102,gap,dick's,tweenbrands,,,,54.0,12.0,-1.0
16483,Vietnam,2016,102,gap,dick's,tweenbrands,,,,54.0,12.0,-1.0
23337,Vietnam,2017,102,gap,dick's,tweenbrands,,,,54.0,12.0,-1.0
29507,Vietnam,2018,102,gap,dick's,tweenbrands,,,,54.0,12.0,-1.0
36568,Vietnam,2019,102,gap,dick's,tweenbrands,,,,54.0,12.0,-1.0
40275,Vietnam,2020,102,gap,dick's,tweenbrands,,,,54.0,12.0,-1.0
27762,Jordan,2018,103,vf,columbia,pvh,0.0,1.0,1.0,-1.0,22.0,-1.0
34622,Jordan,2019,103,vf,columbia,pvh,0.0,1.0,1.0,-1.0,22.0,-1.0
39646,Jordan,2020,103,vf,columbia,pvh,0.0,1.0,1.0,-1.0,22.0,-1.0
43528,Jordan,2021,103,vf,columbia,pvh,0.0,1.0,1.0,-1.0,22.0,-1.0
11714,Vietnam,2015,105,calvin klein,talbots,gap,,,,38.0,-1.0,54.0
17870,Vietnam,2016,105,calvin klein,talbots,gap,,,,38.0,-1.0,54.0
24757,Vietnam,2018,105,calvin klein,talbots,gap,,,,38.0,-1.0,54.0
31646,Vietnam,2019,105,calvin klein,talbots,gap,,,,38.0,-1.0,54.0
38000,Vietnam,2020,105,calvin klein,talbots,gap,,,,38.0,-1.0,54.0
41462,Vietnam,2021,105,calvin klein,talbots,gap,,,,38.0,-1.0,54.0
8702,Vietnam,2015,106,jc penney,abercrombie & fitch,chaus,,,,16.0,14.0,-1.0
14213,Vietnam,2016,106,jc penney,abercrombie & fitch,chaus,,,,16.0,14.0,-1.0
20189,Vietnam,2017,106,jc penney,abercrombie & fitch,chaus,,,,16.0,14.0,-1.0
11701,Jordan,2015,108,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
17191,Jordan,2016,108,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
22166,Jordan,2017,108,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
29064,Jordan,2018,108,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
35951,Jordan,2019,108,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
41734,Jordan,2021,108,jones apparel,,,0.0,,,-1.0,-1.0,-1.0
13114,Jordan,2015,109,walmart,north face,sears,1.0,0.0,1.0,25.0,46.0,-1.0
17937,Jordan,2016,109,walmart,north face,sears,1.0,0.0,1.0,25.0,46.0,-1.0
23753,Jordan,2017,109,walmart,north face,sears,1.0,0.0,1.0,25.0,46.0,-1.0
30598,Jordan,2018,109,walmart,north face,sears,1.0,0.0,1.0,25.0,46.0,-1.0
37014,Jordan,2019,109,walmart,north face,sears,1.0,0.0,1.0,25.0,46.0,-1.0
40951,Jordan,2020,109,walmart,north face,sears,1.0,0.0,1.0,25.0,46.0,-1.0
8693,Vietnam,2015,110,nike,justice,,,,,36.0,-1.0,-1.0
14679,Vietnam,2016,110,nike,justice,,,,,36.0,-1.0,-1.0
20490,Vietnam,2017,110,nike,justice,,,,,36.0,-1.0,-1.0
27347,Vietnam,2018,110,nike,justice,,,,,36.0,-1.0,-1.0
34234,Vietnam,2019,110,nike,justice,,,,,36.0,-1.0,-1.0
39458,Vietnam,2020,110,nike,justice,,,,,36.0,-1.0,-1.0
42376,Vietnam,2021,110,nike,justice,,,,,36.0,-1.0,-1.0
8730,Vietnam,2015,111,adidas,decathlon,nike,,,,58.0,17.0,36.0
