QuestID,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1pol,buyer1gov,buyer1trace,buyer2trace,buyer3trace,buyertracemx,buyer1know,buyer2know,buyer3know,buyerknowmx
12129,2,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
17215,2,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
22596,2,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
30133,2,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
36539,2,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
41654,2,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
9604,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
15001,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
20997,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
27880,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
34621,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
39647,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
43530,4,vf,pvh,colombia,,,,,,-1.0,,,,-1.0
11315,5,walmart,jc penney,hanesbrands,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
16871,5,walmart,jc penney,hanesbrands,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
22611,5,walmart,jc penney,hanesbrands,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
12189,6,gap,express,land's end,86.0,46.0,48.0,0.0,,-1.0,54.0,11.0,,-1.0
17635,6,gap,express,land's end,86.0,46.0,48.0,0.0,,-1.0,54.0,11.0,,-1.0
23533,6,gap,express,land's end,86.0,46.0,48.0,0.0,,-1.0,54.0,11.0,,-1.0
30785,6,gap,express,land's end,86.0,46.0,48.0,0.0,,-1.0,54.0,11.0,,-1.0
37243,6,gap,express,land's end,86.0,46.0,48.0,0.0,,-1.0,54.0,11.0,,-1.0
40925,6,gap,express,land's end,86.0,46.0,48.0,0.0,,-1.0,54.0,11.0,,-1.0
12742,7,nygard international,gap,ann taylor,,,,48.0,,-1.0,,54.0,,-1.0
17245,7,nygard international,gap,ann taylor,,,,48.0,,-1.0,,54.0,,-1.0
23068,7,nygard international,gap,ann taylor,,,,48.0,,-1.0,,54.0,,-1.0
30170,7,nygard international,gap,ann taylor,,,,48.0,,-1.0,,54.0,,-1.0
36597,7,nygard international,gap,ann taylor,,,,48.0,,-1.0,,54.0,,-1.0
40058,7,nygard international,gap,ann taylor,,,,48.0,,-1.0,,54.0,,-1.0
10183,8,walmart,kmart,russell corporation,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
16002,8,walmart,kmart,russell corporation,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
21357,8,walmart,kmart,russell corporation,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
28278,8,walmart,kmart,russell corporation,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
35827,8,walmart,kmart,russell corporation,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
40097,8,walmart,kmart,russell corporation,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
8714,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
14705,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
19780,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
26771,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
33480,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
39541,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
42773,14,gap,ralph lauren,land's end,86.0,46.0,48.0,1.0,,-1.0,54.0,15.0,,-1.0
8200,15,rock revival & miss me,olymp,pacific sunwear,,,,,,-1.0,,,,-1.0
17779,15,rock revival & miss me,olymp,pacific sunwear,,,,,,-1.0,,,,-1.0
26358,15,rock revival & miss me,olymp,pacific sunwear,,,,,,-1.0,,,,-1.0
33186,15,rock revival & miss me,olymp,pacific sunwear,,,,,,-1.0,,,,-1.0
39357,15,rock revival & miss me,olymp,pacific sunwear,,,,,,-1.0,,,,-1.0
9733,16,nike,carter's,gear for sport,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
15556,16,nike,carter's,gear for sport,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
22768,16,nike,carter's,gear for sport,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
30141,16,nike,carter's,gear for sport,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
37022,16,nike,carter's,gear for sport,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
40556,16,nike,carter's,gear for sport,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
11637,18,,,,,,,,,-1.0,,,,-1.0
14410,18,,,,,,,,,-1.0,,,,-1.0
9622,24,icat de cv,,,,,,,,-1.0,,,,-1.0
14606,24,icat de cv,,,,,,,,-1.0,,,,-1.0
21537,24,icat de cv,,,,,,,,-1.0,,,,-1.0
28943,24,icat de cv,,,,,,,,-1.0,,,,-1.0
35107,24,icat de cv,,,,,,,,-1.0,,,,-1.0
41713,24,icat de cv,,,,,,,,-1.0,,,,-1.0
9992,28,dickies,fishman tobin,strategic patners (spi),,,,,,-1.0,,,,-1.0
15233,28,dickies,fishman tobin,strategic patners (spi),,,,,,-1.0,,,,-1.0
20026,28,dickies,fishman tobin,strategic patners (spi),,,,,,-1.0,,,,-1.0
27360,28,dickies,fishman tobin,strategic patners (spi),,,,,,-1.0,,,,-1.0
34961,28,dickies,fishman tobin,strategic patners (spi),,,,,,-1.0,,,,-1.0
41809,28,dickies,fishman tobin,strategic patners (spi),,,,,,-1.0,,,,-1.0
9868,29,,,,,,,,,-1.0,,,,-1.0
10030,31,peace textile amercia inc,bioworld,kohl's,,,,,0.0,-1.0,,,14.0,-1.0
15576,31,peace textile amercia inc,bioworld,kohl's,,,,,0.0,-1.0,,,14.0,-1.0
21199,31,peace textile amercia inc,bioworld,kohl's,,,,,0.0,-1.0,,,14.0,-1.0
29065,31,peace textile amercia inc,bioworld,kohl's,,,,,0.0,-1.0,,,14.0,-1.0
34890,31,peace textile amercia inc,bioworld,kohl's,,,,,0.0,-1.0,,,14.0,-1.0
9530,33,gildan,,,,,,,,-1.0,,,,-1.0
14358,33,gildan,,,,,,,,-1.0,,,,-1.0
20301,33,gildan,,,,,,,,-1.0,,,,-1.0
29004,33,gildan,,,,,,,,-1.0,,,,-1.0
35668,33,gildan,,,,,,,,-1.0,,,,-1.0
12894,35,,,,,,,,,-1.0,,,,-1.0
12665,36,levis,under armour,carhartt,,,,22.0,,-1.0,,20.0,,-1.0
17654,36,levis,under armour,carhartt,,,,22.0,,-1.0,,20.0,,-1.0
26954,36,levis,under armour,carhartt,,,,22.0,,-1.0,,20.0,,-1.0
33353,36,levis,under armour,carhartt,,,,22.0,,-1.0,,20.0,,-1.0
39334,36,levis,under armour,carhartt,,,,22.0,,-1.0,,20.0,,-1.0
8197,36,,,,,,,,,-1.0,,,,-1.0
13317,39,under armour,nike,spanx,36.0,15.0,22.0,32.0,,-1.0,20.0,16.0,,-1.0
17500,39,under armour,nike,spanx,36.0,15.0,22.0,32.0,,-1.0,20.0,16.0,,-1.0
22762,39,under armour,nike,spanx,36.0,15.0,22.0,32.0,,-1.0,20.0,16.0,,-1.0
9626,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,,,-1.0,,,,-1.0
17216,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,,,-1.0,,,,-1.0
24033,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,,,-1.0,,,,-1.0
30421,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,,,-1.0,,,,-1.0
35820,43,fishman & tobin,augusta/holloway,champro/eastbay,,,,,,-1.0,,,,-1.0
12535,48,jones apparel,supreme international,perry ellis,,,,,,-1.0,,,,-1.0
18022,48,jones apparel,supreme international,perry ellis,,,,,,-1.0,,,,-1.0
23418,48,jones apparel,supreme international,perry ellis,,,,,,-1.0,,,,-1.0
30877,48,jones apparel,supreme international,perry ellis,,,,,,-1.0,,,,-1.0
37492,48,jones apparel,supreme international,perry ellis,,,,,,-1.0,,,,-1.0
43045,48,jones apparel,supreme international,perry ellis,,,,,,-1.0,,,,-1.0
10518,49,eddie bauer,abercrombie & fitch,,,,,6.0,,-1.0,,22.0,,-1.0
16667,49,eddie bauer,abercrombie & fitch,,,,,6.0,,-1.0,,22.0,,-1.0
25034,49,eddie bauer,abercrombie & fitch,,,,,6.0,,-1.0,,22.0,,-1.0
32722,49,eddie bauer,abercrombie & fitch,,,,,6.0,,-1.0,,22.0,,-1.0
39172,49,eddie bauer,abercrombie & fitch,,,,,6.0,,-1.0,,22.0,,-1.0
10903,50,target,carter's,land's end,72.0,46.0,19.0,,,-1.0,36.0,,,-1.0
18144,50,target,carter's,land's end,72.0,46.0,19.0,,,-1.0,36.0,,,-1.0
25013,50,target,carter's,land's end,72.0,46.0,19.0,,,-1.0,36.0,,,-1.0
8585,51,american eagle,jockey,charlotte russe,36.0,23.0,0.0,,,-1.0,18.0,,,-1.0
15134,51,american eagle,jockey,charlotte russe,36.0,23.0,0.0,,,-1.0,18.0,,,-1.0
24475,51,american eagle,jockey,charlotte russe,36.0,23.0,0.0,,,-1.0,18.0,,,-1.0
38214,51,american eagle,jockey,charlotte russe,36.0,23.0,0.0,,,-1.0,18.0,,,-1.0
41665,51,american eagle,jockey,charlotte russe,36.0,23.0,0.0,,,-1.0,18.0,,,-1.0
10970,53,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
17752,53,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
24114,53,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
37536,53,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
40921,53,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
11898,54,buckle,g-star international,pvh,,,,,,-1.0,,,,-1.0
17775,54,buckle,g-star international,pvh,,,,,,-1.0,,,,-1.0
24797,54,buckle,g-star international,pvh,,,,,,-1.0,,,,-1.0
38314,54,buckle,g-star international,pvh,,,,,,-1.0,,,,-1.0
41279,54,buckle,g-star international,pvh,,,,,,-1.0,,,,-1.0
11053,55,gap,victoria secret,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
17173,55,gap,victoria secret,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
22756,55,gap,victoria secret,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
29933,55,gap,victoria secret,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
36550,55,gap,victoria secret,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
40357,55,gap,victoria secret,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
10967,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
15431,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
21093,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
26191,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
33442,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
39660,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
42548,59,hanesbrands,fruit of the loom,new balance,,,,,35.0,-1.0,,,11.0,-1.0
8785,60,cintas,standard,,,,,,,-1.0,,,,-1.0
14547,60,cintas,standard,,,,,,,-1.0,,,,-1.0
21036,60,cintas,standard,,,,,,,-1.0,,,,-1.0
27516,60,cintas,standard,,,,,,,-1.0,,,,-1.0
34678,60,cintas,standard,,,,,,,-1.0,,,,-1.0
8886,61,hitex,,,,,,,,-1.0,,,,-1.0
15050,61,hitex,,,,,,,,-1.0,,,,-1.0
19397,61,hitex,,,,,,,,-1.0,,,,-1.0
26366,61,hitex,,,,,,,,-1.0,,,,-1.0
33567,61,hitex,,,,,,,,-1.0,,,,-1.0
41657,61,hitex,,,,,,,,-1.0,,,,-1.0
10607,62,ann taylor,talbots,land's end,,,,,,-1.0,,,,-1.0
16549,62,ann taylor,talbots,land's end,,,,,,-1.0,,,,-1.0
22639,62,ann taylor,talbots,land's end,,,,,,-1.0,,,,-1.0
30765,62,ann taylor,talbots,land's end,,,,,,-1.0,,,,-1.0
38589,62,ann taylor,talbots,land's end,,,,,,-1.0,,,,-1.0
41212,62,ann taylor,talbots,land's end,,,,,,-1.0,,,,-1.0
11487,63,under armour,ralph lauren,j.crew,36.0,15.0,22.0,1.0,0.0,-1.0,20.0,15.0,16.0,-1.0
18093,63,under armour,ralph lauren,j.crew,36.0,15.0,22.0,1.0,0.0,-1.0,20.0,15.0,16.0,-1.0
24956,63,under armour,ralph lauren,j.crew,36.0,15.0,22.0,1.0,0.0,-1.0,20.0,15.0,16.0,-1.0
31632,63,under armour,ralph lauren,j.crew,36.0,15.0,22.0,1.0,0.0,-1.0,20.0,15.0,16.0,-1.0
39339,63,under armour,ralph lauren,j.crew,36.0,15.0,22.0,1.0,0.0,-1.0,20.0,15.0,16.0,-1.0
41916,63,under armour,ralph lauren,j.crew,36.0,15.0,22.0,1.0,0.0,-1.0,20.0,15.0,16.0,-1.0
11639,64,gildan,,,,,,,,-1.0,,,,-1.0
17190,64,gildan,,,,,,,,-1.0,,,,-1.0
22796,64,gildan,,,,,,,,-1.0,,,,-1.0
30391,64,gildan,,,,,,,,-1.0,,,,-1.0
35895,64,gildan,,,,,,,,-1.0,,,,-1.0
10380,72,under armour,adidas,,36.0,15.0,22.0,46.0,,-1.0,20.0,45.0,,-1.0
16169,72,under armour,adidas,,36.0,15.0,22.0,46.0,,-1.0,20.0,45.0,,-1.0
21386,72,under armour,adidas,,36.0,15.0,22.0,46.0,,-1.0,20.0,45.0,,-1.0
28461,72,under armour,adidas,,36.0,15.0,22.0,46.0,,-1.0,20.0,45.0,,-1.0
34843,72,under armour,adidas,,36.0,15.0,22.0,46.0,,-1.0,20.0,45.0,,-1.0
39725,72,under armour,adidas,,36.0,15.0,22.0,46.0,,-1.0,20.0,45.0,,-1.0
8359,74,cato corporation,"charles komar and sons, inc",figs,,,,,,-1.0,,,,-1.0
14908,74,cato corporation,"charles komar and sons, inc",figs,,,,,,-1.0,,,,-1.0
20447,74,cato corporation,"charles komar and sons, inc",figs,,,,,,-1.0,,,,-1.0
27356,74,cato corporation,"charles komar and sons, inc",figs,,,,,,-1.0,,,,-1.0
34466,74,cato corporation,"charles komar and sons, inc",figs,,,,,,-1.0,,,,-1.0
8689,75,,,,,,,,,-1.0,,,,-1.0
18042,75,,,,,,,,,-1.0,,,,-1.0
39243,75,,,,,,,,,-1.0,,,,-1.0
42177,75,,,,,,,,,-1.0,,,,-1.0
11341,77,victoria secret,walmart,kohl's,,,,0.0,0.0,-1.0,,24.0,14.0,-1.0
17170,77,victoria secret,walmart,kohl's,,,,0.0,0.0,-1.0,,24.0,14.0,-1.0
23212,77,victoria secret,walmart,kohl's,,,,0.0,0.0,-1.0,,24.0,14.0,-1.0
30184,77,victoria secret,walmart,kohl's,,,,0.0,0.0,-1.0,,24.0,14.0,-1.0
37200,77,victoria secret,walmart,kohl's,,,,0.0,0.0,-1.0,,24.0,14.0,-1.0
40760,77,victoria secret,walmart,kohl's,,,,0.0,0.0,-1.0,,24.0,14.0,-1.0
9921,78,gap,jc penney,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
16137,78,gap,jc penney,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
22235,78,gap,jc penney,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
30124,78,gap,jc penney,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
37127,78,gap,jc penney,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
40746,78,gap,jc penney,kohl's,86.0,46.0,48.0,,0.0,-1.0,54.0,,14.0,-1.0
12398,80,gap,,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
17845,80,gap,,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
23889,80,gap,,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
30565,80,gap,,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
37614,80,gap,,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
11342,81,walmart,target,,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
17022,81,walmart,target,,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
24344,81,walmart,target,,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
38490,81,walmart,target,,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
42186,81,walmart,target,,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
12366,82,ann taylor,kohl's,jc penney,,,,0.0,,-1.0,,14.0,,-1.0
18000,82,ann taylor,kohl's,jc penney,,,,0.0,,-1.0,,14.0,,-1.0
24256,82,ann taylor,kohl's,jc penney,,,,0.0,,-1.0,,14.0,,-1.0
37924,82,ann taylor,kohl's,jc penney,,,,0.0,,-1.0,,14.0,,-1.0
41242,82,ann taylor,kohl's,jc penney,,,,0.0,,-1.0,,14.0,,-1.0
9095,83,li & fung,prl,eddie bauer,,,,,,-1.0,,,,-1.0
14706,83,li & fung,prl,eddie bauer,,,,,,-1.0,,,,-1.0
19779,83,li & fung,prl,eddie bauer,,,,,,-1.0,,,,-1.0
26772,83,li & fung,prl,eddie bauer,,,,,,-1.0,,,,-1.0
33478,83,li & fung,prl,eddie bauer,,,,,,-1.0,,,,-1.0
39546,83,li & fung,prl,eddie bauer,,,,,,-1.0,,,,-1.0
8410,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
14513,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
19922,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
26388,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
33172,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
39327,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
42090,84,puma,levi's,fred perry,90.0,92.0,46.0,,,-1.0,50.0,,,-1.0
10174,85,walmart,kmart,jc penney,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
15974,85,walmart,kmart,jc penney,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
20996,85,walmart,kmart,jc penney,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
28493,85,walmart,kmart,jc penney,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
34918,85,walmart,kmart,jc penney,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
39841,85,walmart,kmart,jc penney,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
12354,86,h&m,ascena,tommy hilfiger,92.0,77.0,47.0,,11.0,-1.0,38.0,,38.0,-1.0
17853,86,h&m,ascena,tommy hilfiger,92.0,77.0,47.0,,11.0,-1.0,38.0,,38.0,-1.0
25308,86,h&m,ascena,tommy hilfiger,92.0,77.0,47.0,,11.0,-1.0,38.0,,38.0,-1.0
31845,86,h&m,ascena,tommy hilfiger,92.0,77.0,47.0,,11.0,-1.0,38.0,,38.0,-1.0
38238,86,h&m,ascena,tommy hilfiger,92.0,77.0,47.0,,11.0,-1.0,38.0,,38.0,-1.0
41727,86,h&m,ascena,tommy hilfiger,92.0,77.0,47.0,,11.0,-1.0,38.0,,38.0,-1.0
9970,89,carter's,tj- maxx,abercrombie & fitch,,,,,6.0,-1.0,,,22.0,-1.0
16218,89,carter's,tj- maxx,abercrombie & fitch,,,,,6.0,-1.0,,,22.0,-1.0
22633,89,carter's,tj- maxx,abercrombie & fitch,,,,,6.0,-1.0,,,22.0,-1.0
29932,89,carter's,tj- maxx,abercrombie & fitch,,,,,6.0,-1.0,,,22.0,-1.0
37619,89,carter's,tj- maxx,abercrombie & fitch,,,,,6.0,-1.0,,,22.0,-1.0
40740,89,carter's,tj- maxx,abercrombie & fitch,,,,,6.0,-1.0,,,22.0,-1.0
9499,90,jones apparel,,,,,,,,-1.0,,,,-1.0
15443,90,jones apparel,,,,,,,,-1.0,,,,-1.0
22171,90,jones apparel,,,,,,,,-1.0,,,,-1.0
28714,90,jones apparel,,,,,,,,-1.0,,,,-1.0
35714,90,jones apparel,,,,,,,,-1.0,,,,-1.0
12466,91,target,vf,uniqlo,72.0,46.0,19.0,,13.0,-1.0,36.0,,27.0,-1.0
18063,91,target,vf,uniqlo,72.0,46.0,19.0,,13.0,-1.0,36.0,,27.0,-1.0
24492,91,target,vf,uniqlo,72.0,46.0,19.0,,13.0,-1.0,36.0,,27.0,-1.0
31689,91,target,vf,uniqlo,72.0,46.0,19.0,,13.0,-1.0,36.0,,27.0,-1.0
38487,91,target,vf,uniqlo,72.0,46.0,19.0,,13.0,-1.0,36.0,,27.0,-1.0
41415,91,target,vf,uniqlo,72.0,46.0,19.0,,13.0,-1.0,36.0,,27.0,-1.0
10263,93,reebok,5.11 tactical,puma,97.0,85.0,46.0,,46.0,-1.0,45.0,,50.0,-1.0
16267,93,reebok,5.11 tactical,puma,97.0,85.0,46.0,,46.0,-1.0,45.0,,50.0,-1.0
24037,93,reebok,5.11 tactical,puma,97.0,85.0,46.0,,46.0,-1.0,45.0,,50.0,-1.0
38943,93,reebok,5.11 tactical,puma,97.0,85.0,46.0,,46.0,-1.0,45.0,,50.0,-1.0
41999,93,reebok,5.11 tactical,puma,97.0,85.0,46.0,,46.0,-1.0,45.0,,50.0,-1.0
12700,94,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
19180,94,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
28997,94,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
36042,94,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
40790,94,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
8744,95,costco,express,american eagle,,,,0.0,0.0,-1.0,,11.0,18.0,-1.0
14412,95,costco,express,american eagle,,,,0.0,0.0,-1.0,,11.0,18.0,-1.0
21266,95,costco,express,american eagle,,,,0.0,0.0,-1.0,,11.0,18.0,-1.0
28353,95,costco,express,american eagle,,,,0.0,0.0,-1.0,,11.0,18.0,-1.0
34937,95,costco,express,american eagle,,,,0.0,0.0,-1.0,,11.0,18.0,-1.0
39836,95,costco,express,american eagle,,,,0.0,0.0,-1.0,,11.0,18.0,-1.0
8916,101,kohl's,walmart,jc penney,16.0,15.0,0.0,0.0,,-1.0,14.0,24.0,,-1.0
17978,101,kohl's,walmart,jc penney,16.0,15.0,0.0,0.0,,-1.0,14.0,24.0,,-1.0
25681,101,kohl's,walmart,jc penney,16.0,15.0,0.0,0.0,,-1.0,14.0,24.0,,-1.0
11279,102,gap,dick's,tweenbrands,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
16483,102,gap,dick's,tweenbrands,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
23337,102,gap,dick's,tweenbrands,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
29507,102,gap,dick's,tweenbrands,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
36568,102,gap,dick's,tweenbrands,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
40275,102,gap,dick's,tweenbrands,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
27762,103,vf,columbia,pvh,,,,,,-1.0,,,,-1.0
34622,103,vf,columbia,pvh,,,,,,-1.0,,,,-1.0
39646,103,vf,columbia,pvh,,,,,,-1.0,,,,-1.0
43528,103,vf,columbia,pvh,,,,,,-1.0,,,,-1.0
11714,105,calvin klein,talbots,gap,91.0,62.0,11.0,,48.0,-1.0,38.0,,54.0,-1.0
17870,105,calvin klein,talbots,gap,91.0,62.0,11.0,,48.0,-1.0,38.0,,54.0,-1.0
24757,105,calvin klein,talbots,gap,91.0,62.0,11.0,,48.0,-1.0,38.0,,54.0,-1.0
31646,105,calvin klein,talbots,gap,91.0,62.0,11.0,,48.0,-1.0,38.0,,54.0,-1.0
38000,105,calvin klein,talbots,gap,91.0,62.0,11.0,,48.0,-1.0,38.0,,54.0,-1.0
41462,105,calvin klein,talbots,gap,91.0,62.0,11.0,,48.0,-1.0,38.0,,54.0,-1.0
8702,106,jc penney,abercrombie & fitch,chaus,,,,6.0,,-1.0,,22.0,,-1.0
14213,106,jc penney,abercrombie & fitch,chaus,,,,6.0,,-1.0,,22.0,,-1.0
20189,106,jc penney,abercrombie & fitch,chaus,,,,6.0,,-1.0,,22.0,,-1.0
11701,108,jones apparel,,,,,,,,-1.0,,,,-1.0
17191,108,jones apparel,,,,,,,,-1.0,,,,-1.0
22166,108,jones apparel,,,,,,,,-1.0,,,,-1.0
29064,108,jones apparel,,,,,,,,-1.0,,,,-1.0
35951,108,jones apparel,,,,,,,,-1.0,,,,-1.0
41734,108,jones apparel,,,,,,,,-1.0,,,,-1.0
13114,109,walmart,north face,sears,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
17937,109,walmart,north face,sears,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
23753,109,walmart,north face,sears,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
30598,109,walmart,north face,sears,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
37014,109,walmart,north face,sears,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
40951,109,walmart,north face,sears,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
8693,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
14679,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
20490,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
27347,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
34234,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
39458,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
42376,110,nike,justice,,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
8730,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
12547,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
19048,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
26941,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
33256,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
39353,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
42431,111,adidas,decathlon,nike,97.0,85.0,46.0,0.0,32.0,-1.0,45.0,14.0,16.0,-1.0
