QuestID,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1pol,buyer1gov,buyer1trace,buyer2trace,buyer3trace,buyertracemx,buyer1know,buyer2know,buyer3know,buyerknowmx
28002,2156,dick's,leetex,j.h. korea,,,,,,-1.0,,,,-1.0
17321,2157,levis,dickies,aeropostale,,,,,,-1.0,,,,-1.0
23741,2157,levis,dickies,aeropostale,,,,,,-1.0,,,,-1.0
30767,2157,levis,dickies,aeropostale,,,,,,-1.0,,,,-1.0
18734,2158,carter's,gildan,the children's place,,,,,,-1.0,,,,-1.0
25186,2158,carter's,gildan,the children's place,,,,,,-1.0,,,,-1.0
32752,2158,carter's,gildan,the children's place,,,,,,-1.0,,,,-1.0
39193,2158,carter's,gildan,the children's place,,,,,,-1.0,,,,-1.0
17726,2160,jc penney,walmart,target,,,,0.0,19.0,-1.0,,24.0,36.0,-1.0
29268,2160,jc penney,walmart,target,,,,0.0,19.0,-1.0,,24.0,36.0,-1.0
37089,2160,jc penney,walmart,target,,,,0.0,19.0,-1.0,,24.0,36.0,-1.0
40635,2160,jc penney,walmart,target,,,,0.0,19.0,-1.0,,24.0,36.0,-1.0
18090,2165,asics,shimano,puma,,,,,46.0,-1.0,,,50.0,-1.0
24593,2165,asics,shimano,puma,,,,,46.0,-1.0,,,50.0,-1.0
31706,2165,asics,shimano,puma,,,,,46.0,-1.0,,,50.0,-1.0
39121,2165,asics,shimano,puma,,,,,46.0,-1.0,,,50.0,-1.0
17871,2166,,,,,,,,,-1.0,,,,-1.0
18370,2168,the children's place,decathlon,haddad,,,,0.0,,-1.0,,14.0,,-1.0
25773,2168,the children's place,decathlon,haddad,,,,0.0,,-1.0,,14.0,,-1.0
32988,2168,the children's place,decathlon,haddad,,,,0.0,,-1.0,,14.0,,-1.0
39256,2168,the children's place,decathlon,haddad,,,,0.0,,-1.0,,14.0,,-1.0
42926,2168,the children's place,decathlon,haddad,,,,0.0,,-1.0,,14.0,,-1.0
18502,2169,decathlon,the children's place,,54.0,31.0,0.0,,,-1.0,14.0,,,-1.0
25917,2169,decathlon,the children's place,,54.0,31.0,0.0,,,-1.0,14.0,,,-1.0
32673,2169,decathlon,the children's place,,54.0,31.0,0.0,,,-1.0,14.0,,,-1.0
39265,2169,decathlon,the children's place,,54.0,31.0,0.0,,,-1.0,14.0,,,-1.0
42158,2169,decathlon,the children's place,,54.0,31.0,0.0,,,-1.0,14.0,,,-1.0
17463,2171,qvc,sally lou,coast stores,,,,,,-1.0,,,,-1.0
23171,2171,qvc,sally lou,coast stores,,,,,,-1.0,,,,-1.0
30381,2171,qvc,sally lou,coast stores,,,,,,-1.0,,,,-1.0
17614,2172,,,,,,,,,-1.0,,,,-1.0
19293,2173,aoki,aeon,biltimore,,,,,,-1.0,,,,-1.0
17966,2174,carter's,h&m,,,,,47.0,,-1.0,,38.0,,-1.0
24921,2174,carter's,h&m,,,,,47.0,,-1.0,,38.0,,-1.0
31971,2174,carter's,h&m,,,,,47.0,,-1.0,,38.0,,-1.0
39242,2174,carter's,h&m,,,,,47.0,,-1.0,,38.0,,-1.0
18534,2175,h&m,cellio,big star,92.0,77.0,47.0,,,-1.0,38.0,,,-1.0
26299,2175,h&m,cellio,big star,92.0,77.0,47.0,,,-1.0,38.0,,,-1.0
18745,2176,tony dress,etc,grips,,,,,,-1.0,,,,-1.0
25242,2176,tony dress,etc,grips,,,,,,-1.0,,,,-1.0
33583,2176,tony dress,etc,grips,,,,,,-1.0,,,,-1.0
39850,2176,tony dress,etc,grips,,,,,,-1.0,,,,-1.0
16990,2177,,,,,,,,,-1.0,,,,-1.0
18187,2178,,,,,,,,,-1.0,,,,-1.0
24348,2178,,,,,,,,,-1.0,,,,-1.0
38016,2178,,,,,,,,,-1.0,,,,-1.0
41405,2178,,,,,,,,,-1.0,,,,-1.0
16788,2180,,,,,,,,,-1.0,,,,-1.0
25965,2180,,,,,,,,,-1.0,,,,-1.0
18143,2181,h&m,lindex,mast,92.0,77.0,47.0,39.0,,-1.0,38.0,24.0,,-1.0
25290,2181,h&m,lindex,mast,92.0,77.0,47.0,39.0,,-1.0,38.0,24.0,,-1.0
32640,2181,h&m,lindex,mast,92.0,77.0,47.0,39.0,,-1.0,38.0,24.0,,-1.0
38897,2181,h&m,lindex,mast,92.0,77.0,47.0,39.0,,-1.0,38.0,24.0,,-1.0
42115,2181,h&m,lindex,mast,92.0,77.0,47.0,39.0,,-1.0,38.0,24.0,,-1.0
18539,2182,jc penney,,,,,,,,-1.0,,,,-1.0
27457,2182,jc penney,,,,,,,,-1.0,,,,-1.0
18627,2183,toms,sanmar,eland,,,,,,-1.0,,,,-1.0
26263,2183,toms,sanmar,eland,,,,,,-1.0,,,,-1.0
33733,2183,toms,sanmar,eland,,,,,,-1.0,,,,-1.0
39668,2183,toms,sanmar,eland,,,,,,-1.0,,,,-1.0
19121,2184,kohl's,lindex,gap,16.0,15.0,0.0,39.0,48.0,-1.0,14.0,24.0,54.0,-1.0
29095,2184,kohl's,lindex,gap,16.0,15.0,0.0,39.0,48.0,-1.0,14.0,24.0,54.0,-1.0
18431,2185,jc penney,gap,vf,,,,48.0,,-1.0,,54.0,,-1.0
18638,2186,costco,abercrombie & fitch,gaon i&t,,,,6.0,,-1.0,,22.0,,-1.0
26273,2186,costco,abercrombie & fitch,gaon i&t,,,,6.0,,-1.0,,22.0,,-1.0
19253,2188,vf asia,gap,walmart,,,,48.0,0.0,-1.0,,54.0,24.0,-1.0
26180,2188,vf asia,gap,walmart,,,,48.0,0.0,-1.0,,54.0,24.0,-1.0
33658,2188,vf asia,gap,walmart,,,,48.0,0.0,-1.0,,54.0,24.0,-1.0
19725,2189,levis,docker,gu,,,,,,-1.0,,,,-1.0
26647,2189,levis,docker,gu,,,,,,-1.0,,,,-1.0
33734,2189,levis,docker,gu,,,,,,-1.0,,,,-1.0
40024,2189,levis,docker,gu,,,,,,-1.0,,,,-1.0
18943,2191,,,,,,,,,-1.0,,,,-1.0
17552,2192,superior uniform group,spi,g&k,,,,,,-1.0,,,,-1.0
22515,2192,superior uniform group,spi,g&k,,,,,,-1.0,,,,-1.0
37228,2192,superior uniform group,spi,g&k,,,,,,-1.0,,,,-1.0
19085,2193,new balance,carhartt,next,60.0,23.0,35.0,,22.0,-1.0,11.0,,22.0,-1.0
33503,2193,new balance,carhartt,next,60.0,23.0,35.0,,22.0,-1.0,11.0,,22.0,-1.0
22757,2194,dkny,michael kors,kate spade,,,,0.0,0.0,-1.0,,12.0,20.0,-1.0
37715,2194,dkny,michael kors,kate spade,,,,0.0,0.0,-1.0,,12.0,20.0,-1.0
19804,2195,nike,haddad,converse,83.0,46.0,32.0,,32.0,-1.0,16.0,,16.0,-1.0
26712,2195,nike,haddad,converse,83.0,46.0,32.0,,32.0,-1.0,16.0,,16.0,-1.0
33425,2195,nike,haddad,converse,83.0,46.0,32.0,,32.0,-1.0,16.0,,16.0,-1.0
29146,2196,gap,victoria secret,walmart,86.0,46.0,48.0,,0.0,-1.0,54.0,,24.0,-1.0
36334,2196,gap,victoria secret,walmart,86.0,46.0,48.0,,0.0,-1.0,54.0,,24.0,-1.0
39897,2196,gap,victoria secret,walmart,86.0,46.0,48.0,,0.0,-1.0,54.0,,24.0,-1.0
19281,2197,cotton on group,whispering smith ltd. uk,,,,,,,-1.0,,,,-1.0
19547,2198,tom tailor,s oliver,sportscraft,,,,,,-1.0,,,,-1.0
26775,2198,tom tailor,s oliver,sportscraft,,,,,,-1.0,,,,-1.0
33720,2198,tom tailor,s oliver,sportscraft,,,,,,-1.0,,,,-1.0
18979,2200,adidas,decathlon,puma,97.0,85.0,46.0,0.0,46.0,-1.0,45.0,14.0,50.0,-1.0
24769,2200,adidas,decathlon,puma,97.0,85.0,46.0,0.0,46.0,-1.0,45.0,14.0,50.0,-1.0
32062,2200,adidas,decathlon,puma,97.0,85.0,46.0,0.0,46.0,-1.0,45.0,14.0,50.0,-1.0
38363,2200,adidas,decathlon,puma,97.0,85.0,46.0,0.0,46.0,-1.0,45.0,14.0,50.0,-1.0
41546,2200,adidas,decathlon,puma,97.0,85.0,46.0,0.0,46.0,-1.0,45.0,14.0,50.0,-1.0
19528,2202,esprit,best seller,,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
28274,2202,esprit,best seller,,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
18755,2203,mango,ssa,,53.0,38.0,0.0,,,-1.0,15.0,,,-1.0
25827,2203,mango,ssa,,53.0,38.0,0.0,,,-1.0,15.0,,,-1.0
20833,2204,disney,jusco,uniqlo,,,,,13.0,-1.0,,,27.0,-1.0
28946,2204,disney,jusco,uniqlo,,,,,13.0,-1.0,,,27.0,-1.0
37475,2204,disney,jusco,uniqlo,,,,,13.0,-1.0,,,27.0,-1.0
19755,2205,nike,puma,adidas,83.0,46.0,32.0,46.0,46.0,-1.0,16.0,50.0,45.0,-1.0
26083,2205,nike,puma,adidas,83.0,46.0,32.0,46.0,46.0,-1.0,16.0,50.0,45.0,-1.0
33369,2205,nike,puma,adidas,83.0,46.0,32.0,46.0,46.0,-1.0,16.0,50.0,45.0,-1.0
39366,2205,nike,puma,adidas,83.0,46.0,32.0,46.0,46.0,-1.0,16.0,50.0,45.0,-1.0
41902,2205,nike,puma,adidas,83.0,46.0,32.0,46.0,46.0,-1.0,16.0,50.0,45.0,-1.0
19103,2206,intec,retro vietnam,prominent,,,,,,-1.0,,,,-1.0
18955,2207,kohl's,jc penney,dillard's,16.0,15.0,0.0,,,-1.0,14.0,,,-1.0
19184,2208,columbia,marks & spencer,puma,,,,27.0,46.0,-1.0,,41.0,50.0,-1.0
25624,2208,columbia,marks & spencer,puma,,,,27.0,46.0,-1.0,,41.0,50.0,-1.0
32852,2208,columbia,marks & spencer,puma,,,,27.0,46.0,-1.0,,41.0,50.0,-1.0
39080,2208,columbia,marks & spencer,puma,,,,27.0,46.0,-1.0,,41.0,50.0,-1.0
41933,2208,columbia,marks & spencer,puma,,,,27.0,46.0,-1.0,,41.0,50.0,-1.0
19710,2210,sun myong apparel inc.,jnk,ha minh tri,,,,,,-1.0,,,,-1.0
27779,2210,sun myong apparel inc.,jnk,ha minh tri,,,,,,-1.0,,,,-1.0
34378,2210,sun myong apparel inc.,jnk,ha minh tri,,,,,,-1.0,,,,-1.0
18936,2211,carmel,kobun,,,,,,,-1.0,,,,-1.0
26221,2212,uniqlo,chico's,jc penney,68.0,31.0,13.0,0.0,,-1.0,27.0,16.0,,-1.0
36252,2212,uniqlo,chico's,jc penney,68.0,31.0,13.0,0.0,,-1.0,27.0,16.0,,-1.0
40320,2212,uniqlo,chico's,jc penney,68.0,31.0,13.0,0.0,,-1.0,27.0,16.0,,-1.0
20708,2213,c&a,carrefour,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
28539,2213,c&a,carrefour,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
34408,2213,c&a,carrefour,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
43296,2213,c&a,carrefour,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
19346,2215,moririn,various local brand,hybrid,,,,,,-1.0,,,,-1.0
26764,2215,moririn,various local brand,hybrid,,,,,,-1.0,,,,-1.0
33614,2215,moririn,various local brand,hybrid,,,,,,-1.0,,,,-1.0
22217,2216,gap,bebe,karl lagerfeld,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
30018,2216,gap,bebe,karl lagerfeld,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
36928,2216,gap,bebe,karl lagerfeld,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
19535,2217,ito-yokado,,,,,,,,-1.0,,,,-1.0
26296,2217,ito-yokado,,,,,,,,-1.0,,,,-1.0
33652,2217,ito-yokado,,,,,,,,-1.0,,,,-1.0
42297,2217,ito-yokado,,,,,,,,-1.0,,,,-1.0
22021,2218,pvh,gap,uniqlo,,,,48.0,13.0,-1.0,,54.0,27.0,-1.0
30331,2218,pvh,gap,uniqlo,,,,48.0,13.0,-1.0,,54.0,27.0,-1.0
20677,2219,kmart,,,,,,,,-1.0,,,,-1.0
24464,2219,kmart,,,,,,,,-1.0,,,,-1.0
31949,2219,kmart,,,,,,,,-1.0,,,,-1.0
38491,2219,kmart,,,,,,,,-1.0,,,,-1.0
41473,2219,kmart,,,,,,,,-1.0,,,,-1.0
19642,2220,hanesbrands,pvh,l brands,,,,,,-1.0,,,,-1.0
26352,2220,hanesbrands,pvh,l brands,,,,,,-1.0,,,,-1.0
33612,2220,hanesbrands,pvh,l brands,,,,,,-1.0,,,,-1.0
39236,2220,hanesbrands,pvh,l brands,,,,,,-1.0,,,,-1.0
42199,2220,hanesbrands,pvh,l brands,,,,,,-1.0,,,,-1.0
20391,2221,gap,asmara,h&m,86.0,46.0,48.0,,47.0,-1.0,54.0,,38.0,-1.0
27038,2221,gap,asmara,h&m,86.0,46.0,48.0,,47.0,-1.0,54.0,,38.0,-1.0
35489,2221,gap,asmara,h&m,86.0,46.0,48.0,,47.0,-1.0,54.0,,38.0,-1.0
20319,2222,gap,vf asia,american eagle,86.0,46.0,48.0,,0.0,-1.0,54.0,,18.0,-1.0
27060,2222,gap,vf asia,american eagle,86.0,46.0,48.0,,0.0,-1.0,54.0,,18.0,-1.0
34873,2222,gap,vf asia,american eagle,86.0,46.0,48.0,,0.0,-1.0,54.0,,18.0,-1.0
20268,2223,h&m,gap,american eagle,92.0,77.0,47.0,48.0,0.0,-1.0,38.0,54.0,18.0,-1.0
28957,2223,h&m,gap,american eagle,92.0,77.0,47.0,48.0,0.0,-1.0,38.0,54.0,18.0,-1.0
36744,2223,h&m,gap,american eagle,92.0,77.0,47.0,48.0,0.0,-1.0,38.0,54.0,18.0,-1.0
20243,2224,vf asia,gap,american eagle,,,,48.0,0.0,-1.0,,54.0,18.0,-1.0
27470,2224,vf asia,gap,american eagle,,,,48.0,0.0,-1.0,,54.0,18.0,-1.0
35581,2224,vf asia,gap,american eagle,,,,48.0,0.0,-1.0,,54.0,18.0,-1.0
19266,2225,,,,,,,,,-1.0,,,,-1.0
25868,2225,,,,,,,,,-1.0,,,,-1.0
32910,2225,,,,,,,,,-1.0,,,,-1.0
40688,2225,,,,,,,,,-1.0,,,,-1.0
43537,2225,,,,,,,,,-1.0,,,,-1.0
19447,2226,kohl's,amazon,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,12.0,36.0,-1.0
27185,2226,kohl's,amazon,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,12.0,36.0,-1.0
33018,2226,kohl's,amazon,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,12.0,36.0,-1.0
39297,2226,kohl's,amazon,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,12.0,36.0,-1.0
42575,2226,kohl's,amazon,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,12.0,36.0,-1.0
20136,2230,kohl's,adidas,gunze,16.0,15.0,0.0,46.0,,-1.0,14.0,45.0,,-1.0
26384,2230,kohl's,adidas,gunze,16.0,15.0,0.0,46.0,,-1.0,14.0,45.0,,-1.0
33852,2230,kohl's,adidas,gunze,16.0,15.0,0.0,46.0,,-1.0,14.0,45.0,,-1.0
39479,2230,kohl's,adidas,gunze,16.0,15.0,0.0,46.0,,-1.0,14.0,45.0,,-1.0
20069,2234,justice,adidas,belk,,,,46.0,,-1.0,,45.0,,-1.0
26887,2234,justice,adidas,belk,,,,46.0,,-1.0,,45.0,,-1.0
35963,2234,justice,adidas,belk,,,,46.0,,-1.0,,45.0,,-1.0
39422,2234,justice,adidas,belk,,,,46.0,,-1.0,,45.0,,-1.0
42302,2234,justice,adidas,belk,,,,46.0,,-1.0,,45.0,,-1.0
21100,2235,kohl's,target,carter's,16.0,15.0,0.0,19.0,,-1.0,14.0,36.0,,-1.0
20479,2244,tweenbrand/ags,gap,,,,,48.0,,-1.0,,54.0,,-1.0
27369,2244,tweenbrand/ags,gap,,,,,48.0,,-1.0,,54.0,,-1.0
34422,2244,tweenbrand/ags,gap,,,,,48.0,,-1.0,,54.0,,-1.0
28940,2246,gap,s oliver,tom tailor,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
35283,2246,gap,s oliver,tom tailor,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
26038,2254,gap,aeropostale,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
32761,2254,gap,aeropostale,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
19550,2261,2xist,bon-ton,sears,,,,,,-1.0,,,,-1.0
27252,2261,2xist,bon-ton,sears,,,,,,-1.0,,,,-1.0
20194,2262,h&m,gap,aeon,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
29345,2262,h&m,gap,aeon,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
35609,2262,h&m,gap,aeon,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
22050,2263,walmart,target,others,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
29653,2263,walmart,target,others,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
36253,2263,walmart,target,others,68.0,62.0,0.0,19.0,,-1.0,24.0,36.0,,-1.0
22407,2264,matahari,,,,,,,,-1.0,,,,-1.0
20417,2265,forever 21,belk,,21.0,0.0,0.0,,,-1.0,5.0,,,-1.0
27734,2265,forever 21,belk,,21.0,0.0,0.0,,,-1.0,5.0,,,-1.0
34613,2265,forever 21,belk,,21.0,0.0,0.0,,,-1.0,5.0,,,-1.0
40235,2265,forever 21,belk,,21.0,0.0,0.0,,,-1.0,5.0,,,-1.0
20522,2266,express,chaus/vince camuto,portmans,21.0,0.0,0.0,,,-1.0,11.0,,,-1.0
27789,2266,express,chaus/vince camuto,portmans,21.0,0.0,0.0,,,-1.0,11.0,,,-1.0
34493,2266,express,chaus/vince camuto,portmans,21.0,0.0,0.0,,,-1.0,11.0,,,-1.0
39984,2266,express,chaus/vince camuto,portmans,21.0,0.0,0.0,,,-1.0,11.0,,,-1.0
21540,2267,gap,esprit,loblaw,86.0,46.0,48.0,48.0,,-1.0,54.0,43.0,,-1.0
38018,2267,gap,esprit,loblaw,86.0,46.0,48.0,48.0,,-1.0,54.0,43.0,,-1.0
41145,2267,gap,esprit,loblaw,86.0,46.0,48.0,48.0,,-1.0,54.0,43.0,,-1.0
19578,2270,london fog,michael kors,massimo dutti,,,,0.0,13.0,-1.0,,12.0,38.0,-1.0
20792,2273,aramark,carhartt,o'neill,,,,,,-1.0,,,,-1.0
29089,2273,aramark,carhartt,o'neill,,,,,,-1.0,,,,-1.0
36527,2273,aramark,carhartt,o'neill,,,,,,-1.0,,,,-1.0
42174,2273,aramark,carhartt,o'neill,,,,,,-1.0,,,,-1.0
20028,2274,primark,,,57.0,62.0,20.0,,,-1.0,38.0,,,-1.0
28680,2274,primark,,,57.0,62.0,20.0,,,-1.0,38.0,,,-1.0
37156,2274,primark,,,57.0,62.0,20.0,,,-1.0,38.0,,,-1.0
41596,2274,primark,,,57.0,62.0,20.0,,,-1.0,38.0,,,-1.0
19976,2275,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
26485,2275,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
33615,2275,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
39270,2275,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
41903,2275,gap,target,kohl's,86.0,46.0,48.0,19.0,0.0,-1.0,54.0,36.0,14.0,-1.0
20656,2276,gap,kohl's,target,86.0,46.0,48.0,0.0,19.0,-1.0,54.0,14.0,36.0,-1.0
28370,2276,gap,kohl's,target,86.0,46.0,48.0,0.0,19.0,-1.0,54.0,14.0,36.0,-1.0
35167,2276,gap,kohl's,target,86.0,46.0,48.0,0.0,19.0,-1.0,54.0,14.0,36.0,-1.0
39564,2276,gap,kohl's,target,86.0,46.0,48.0,0.0,19.0,-1.0,54.0,14.0,36.0,-1.0
20875,2277,elie tahari,theory,alice and olivia,,,,,,-1.0,,,,-1.0
20987,2278,,,,,,,,,-1.0,,,,-1.0
28296,2278,,,,,,,,,-1.0,,,,-1.0
34398,2278,,,,,,,,,-1.0,,,,-1.0
41076,2278,,,,,,,,,-1.0,,,,-1.0
21174,2279,,,,,,,,,-1.0,,,,-1.0
21057,2280,matalan,,,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
29082,2280,matalan,,,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
42684,2280,matalan,,,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
19937,2281,target,kohl's,ongoods,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
27311,2281,target,kohl's,ongoods,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
33921,2281,target,kohl's,ongoods,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
40192,2281,target,kohl's,ongoods,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
24691,2282,,,,,,,,,-1.0,,,,-1.0
32499,2282,,,,,,,,,-1.0,,,,-1.0
42593,2282,,,,,,,,,-1.0,,,,-1.0
20276,2283,zara,target,talbots,88.0,62.0,13.0,19.0,,-1.0,38.0,36.0,,-1.0
27373,2283,zara,target,talbots,88.0,62.0,13.0,19.0,,-1.0,38.0,36.0,,-1.0
34174,2283,zara,target,talbots,88.0,62.0,13.0,19.0,,-1.0,38.0,36.0,,-1.0
39451,2283,zara,target,talbots,88.0,62.0,13.0,19.0,,-1.0,38.0,36.0,,-1.0
42443,2283,zara,target,talbots,88.0,62.0,13.0,19.0,,-1.0,38.0,36.0,,-1.0
21497,2284,h&m,lidl,express,92.0,77.0,47.0,,0.0,-1.0,38.0,,11.0,-1.0
29943,2284,h&m,lidl,express,92.0,77.0,47.0,,0.0,-1.0,38.0,,11.0,-1.0
36740,2284,h&m,lidl,express,92.0,77.0,47.0,,0.0,-1.0,38.0,,11.0,-1.0
21448,2285,uniqlo,gu,daiwabo,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
28821,2285,uniqlo,gu,daiwabo,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
35599,2285,uniqlo,gu,daiwabo,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
21676,2286,target,kohl's,uniqlo,72.0,46.0,19.0,0.0,13.0,-1.0,36.0,14.0,27.0,-1.0
28874,2286,target,kohl's,uniqlo,72.0,46.0,19.0,0.0,13.0,-1.0,36.0,14.0,27.0,-1.0
35560,2286,target,kohl's,uniqlo,72.0,46.0,19.0,0.0,13.0,-1.0,36.0,14.0,27.0,-1.0
19819,2289,walmart,kohl's,,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
26854,2289,walmart,kohl's,,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
33200,2289,walmart,kohl's,,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
42779,2289,walmart,kohl's,,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
20484,2290,gap,komine,louise,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
27318,2290,gap,komine,louise,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
33361,2290,gap,komine,louise,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
23506,2292,gap,h&m,target,86.0,46.0,48.0,47.0,19.0,-1.0,54.0,38.0,36.0,-1.0
20062,2293,target,the children's place,,72.0,46.0,19.0,,,-1.0,36.0,,,-1.0
20787,2294,target,kohl's,columbia,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
27312,2294,target,kohl's,columbia,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
34009,2294,target,kohl's,columbia,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
39867,2294,target,kohl's,columbia,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
42728,2294,target,kohl's,columbia,72.0,46.0,19.0,0.0,,-1.0,36.0,14.0,,-1.0
20064,2295,carter's,primark,the children's place,,,,20.0,,-1.0,,38.0,,-1.0
27094,2295,carter's,primark,the children's place,,,,20.0,,-1.0,,38.0,,-1.0
34778,2295,carter's,primark,the children's place,,,,20.0,,-1.0,,38.0,,-1.0
39539,2295,carter's,primark,the children's place,,,,20.0,,-1.0,,38.0,,-1.0
19742,2297,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
26948,2297,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
33848,2297,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
20818,2298,kohl's,target,nike,16.0,15.0,0.0,19.0,32.0,-1.0,14.0,36.0,16.0,-1.0
28599,2298,kohl's,target,nike,16.0,15.0,0.0,19.0,32.0,-1.0,14.0,36.0,16.0,-1.0
34566,2298,kohl's,target,nike,16.0,15.0,0.0,19.0,32.0,-1.0,14.0,36.0,16.0,-1.0
39606,2298,kohl's,target,nike,16.0,15.0,0.0,19.0,32.0,-1.0,14.0,36.0,16.0,-1.0
43395,2298,kohl's,target,nike,16.0,15.0,0.0,19.0,32.0,-1.0,14.0,36.0,16.0,-1.0
20469,2299,target,walmart,aeropostale,72.0,46.0,19.0,0.0,,-1.0,36.0,24.0,,-1.0
28388,2299,target,walmart,aeropostale,72.0,46.0,19.0,0.0,,-1.0,36.0,24.0,,-1.0
22833,2301,express,tom tailor,s. oliver,21.0,0.0,0.0,,0.0,-1.0,11.0,,0.0,-1.0
20072,2302,pan pacific,nippon sigmax,unico,,,,,,-1.0,,,,-1.0
27809,2302,pan pacific,nippon sigmax,unico,,,,,,-1.0,,,,-1.0
36309,2302,pan pacific,nippon sigmax,unico,,,,,,-1.0,,,,-1.0
40069,2302,pan pacific,nippon sigmax,unico,,,,,,-1.0,,,,-1.0
23078,2303,express,h&m,tom tailor,21.0,0.0,0.0,47.0,,-1.0,11.0,38.0,,-1.0
20068,2305,adidas,nike,vf,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
34654,2305,adidas,nike,vf,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
39643,2305,adidas,nike,vf,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
42868,2305,adidas,nike,vf,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
20033,2307,marks & spencer,puma,ralph lauren,93.0,100.0,27.0,46.0,1.0,-1.0,41.0,50.0,15.0,-1.0
29629,2307,marks & spencer,puma,ralph lauren,93.0,100.0,27.0,46.0,1.0,-1.0,41.0,50.0,15.0,-1.0
37403,2307,marks & spencer,puma,ralph lauren,93.0,100.0,27.0,46.0,1.0,-1.0,41.0,50.0,15.0,-1.0
20564,2308,pvh,levis,techno design ltd.,,,,,,-1.0,,,,-1.0
21664,2310,h&m,walmart,puma,92.0,77.0,47.0,0.0,46.0,-1.0,38.0,24.0,50.0,-1.0
28958,2310,h&m,walmart,puma,92.0,77.0,47.0,0.0,46.0,-1.0,38.0,24.0,50.0,-1.0
36412,2310,h&m,walmart,puma,92.0,77.0,47.0,0.0,46.0,-1.0,38.0,24.0,50.0,-1.0
20049,2311,pvh,,,,,,,,-1.0,,,,-1.0
29340,2311,pvh,,,,,,,,-1.0,,,,-1.0
20055,2312,pvh,gap,sears,,,,48.0,,-1.0,,54.0,,-1.0
28907,2312,pvh,gap,sears,,,,48.0,,-1.0,,54.0,,-1.0
