QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1BW,buyer2BW,buyer3BW
14184,Indonesia,2016,677,ascena,macy's,madewell,1,0,0
19590,Indonesia,2017,677,ascena,macy's,madewell,1,0,0
43342,Indonesia,2021,677,ascena,macy's,madewell,1,0,0
12237,Cambodia,2015,678,,,,,,
10738,Indonesia,2015,680,h&m,adidas,fanatics,1,0,0
16856,Indonesia,2016,680,h&m,adidas,fanatics,1,0,0
23398,Indonesia,2017,680,h&m,adidas,fanatics,1,0,0
29921,Indonesia,2018,680,h&m,adidas,fanatics,1,0,0
36085,Indonesia,2019,680,h&m,adidas,fanatics,1,0,0
11096,Indonesia,2015,683,walmart,kohl's,sears,0,0,0
17024,Indonesia,2016,683,walmart,kohl's,sears,0,0,0
25665,Indonesia,2018,683,walmart,kohl's,sears,0,0,0
37423,Indonesia,2019,683,walmart,kohl's,sears,0,0,0
12559,Cambodia,2015,684,,,,,,
11277,Cambodia,2015,685,,,,,,
16791,Cambodia,2016,685,,,,,,
23951,Cambodia,2017,685,,,,,,
38015,Cambodia,2020,685,,,,,,
41387,Cambodia,2021,685,,,,,,
14070,Cambodia,2016,686,,,,,,
18853,Cambodia,2017,686,,,,,,
25712,Cambodia,2018,686,,,,,,
33197,Cambodia,2019,686,,,,,,
13809,Cambodia,2016,687,,,,,,
14240,Cambodia,2016,688,primark us,,,0,,
19257,Cambodia,2017,688,primark us,,,0,,
27476,Cambodia,2018,688,primark us,,,0,,
34176,Cambodia,2019,688,primark us,,,0,,
40074,Cambodia,2020,688,primark us,,,0,,
42512,Cambodia,2021,688,,,,,,
9420,Cambodia,2015,689,,,,,,
10133,Cambodia,2015,690,,,,,,
15755,Cambodia,2016,690,,,,,,
10552,Cambodia,2015,691,,,,,,
26524,Cambodia,2018,691,,,,,,
33235,Cambodia,2019,691,,,,,,
39981,Cambodia,2020,691,,,,,,
11988,Cambodia,2015,693,,,,,,
18056,Cambodia,2016,693,,,,,,
24864,Cambodia,2018,693,,,,,,
32152,Cambodia,2019,693,,,,,,
39003,Cambodia,2020,693,,,,,,
42556,Cambodia,2021,693,,,,,,
9703,Cambodia,2015,694,,,,,,
15166,Cambodia,2016,694,,,,,,
22587,Cambodia,2017,694,,,,,,
29300,Cambodia,2018,694,,,,,,
35433,Cambodia,2019,694,,,,,,
40670,Cambodia,2020,694,,,,,,
9928,Cambodia,2015,697,lidl,,,0,,
15379,Cambodia,2016,697,lidl,,,0,,
22052,Cambodia,2017,697,,,,,,
29324,Cambodia,2018,697,lidl,,,0,,
36263,Cambodia,2019,697,lidl,,,0,,
9330,Cambodia,2015,698,lidl,,,0,,
15704,Cambodia,2016,698,lidl,,,0,,
21417,Cambodia,2017,698,,,,,,
28485,Cambodia,2018,698,lidl,,,0,,
34952,Cambodia,2019,698,lidl,,,0,,
14499,Cambodia,2016,699,kasper,,,0,,
20518,Cambodia,2017,699,,,,,,
27760,Cambodia,2018,699,kasper,,,0,,
34647,Cambodia,2019,699,kasper,,,0,,
40545,Cambodia,2020,699,kasper,,,0,,
43341,Cambodia,2021,699,kasper,,,0,,
12883,Cambodia,2016,700,centric denim,,,0,,
18459,Cambodia,2017,700,centric denim,,,0,,
24875,Cambodia,2018,700,centric denim,,,0,,
32113,Cambodia,2019,700,centric denim,,,0,,
40091,Cambodia,2020,700,,,,,,
43299,Cambodia,2021,700,centric denim,,,0,,
9561,Cambodia,2015,701,,,,,,
15208,Cambodia,2016,701,,,,,,
10195,Indonesia,2015,703,walmart,tommy hilfiger,,0,0,
16067,Indonesia,2016,703,walmart,tommy hilfiger,,0,0,
22935,Indonesia,2017,703,walmart,tommy hilfiger,,0,0,
29741,Indonesia,2018,703,walmart,tommy hilfiger,,0,0,
36279,Indonesia,2019,703,walmart,tommy hilfiger,,0,0,
11348,Jordan,2015,704,walmart,one jeans wear,,1,0,
16875,Jordan,2016,704,walmart,one jeans wear,,1,0,
22614,Jordan,2017,704,walmart,one jeans wear,,1,0,
29894,Jordan,2018,704,walmart,one jeans wear,,1,0,
36407,Jordan,2019,704,walmart,one jeans wear,,1,0,
41492,Jordan,2021,704,walmart,one jeans wear,,1,0,
9205,Cambodia,2015,705,,,,,,
15329,Cambodia,2016,705,,,,,,
10614,Cambodia,2015,706,,,,,,
12734,Nicaragua,2016,707,walmart,target,land's end,0,1,0
18376,Nicaragua,2017,707,walmart,target,land's end,0,1,0
10426,Indonesia,2015,711,aéropostale,,,0,,
16365,Indonesia,2016,711,aéropostale,,,0,,
22170,Indonesia,2017,711,aéropostale,,,0,,
29257,Indonesia,2018,711,aéropostale,,,0,,
35813,Indonesia,2019,711,aéropostale,,,0,,
10971,Indonesia,2015,712,kohl's,macy's,target,0,0,1
16900,Indonesia,2016,712,kohl's,macy's,target,0,0,1
22772,Indonesia,2017,712,kohl's,macy's,target,0,0,1
11123,Cambodia,2015,713,,,,,,
17391,Cambodia,2016,713,,,,,,
25373,Cambodia,2017,713,,,,,,
37853,Cambodia,2019,713,,,,,,
41636,Cambodia,2021,713,,,,,,
13858,Cambodia,2016,715,uniqlo,,,0,,
19484,Cambodia,2017,715,,,,,,
26063,Cambodia,2018,715,uniqlo,,,0,,
14257,Cambodia,2016,717,gap,,,1,,
20293,Cambodia,2017,717,gap,,,1,,
27692,Cambodia,2018,717,gap,,,1,,
34721,Cambodia,2019,717,,,,,,
41091,Cambodia,2021,717,gap,,,1,,
9922,Cambodia,2015,718,,,,,,
12273,Cambodia,2015,719,puma,ralph lauren,,1,1,
18507,Cambodia,2017,719,puma,ralph lauren,,1,1,
25765,Cambodia,2018,719,puma,ralph lauren,,1,1,
31846,Cambodia,2019,719,puma,ralph lauren,,1,1,
38117,Cambodia,2020,719,,,,,,
14658,Cambodia,2016,722,,,,,,
20670,Cambodia,2017,722,,,,,,
13612,Cambodia,2016,723,,,,,,
19056,Cambodia,2017,723,,,,,,
25439,Cambodia,2018,723,,,,,,
10077,Cambodia,2015,724,,,,,,
12607,Cambodia,2015,727,h&m,,,1,,
18167,Cambodia,2017,727,h&m,,,1,,
24866,Cambodia,2018,727,,,,,,
32087,Cambodia,2019,727,h&m,,,1,,
17581,Cambodia,2016,729,,,,,,
24836,Cambodia,2018,729,,,,,,
35550,Cambodia,2019,729,,,,,,
42955,Cambodia,2021,729,,,,,,
14664,Cambodia,2016,733,the one fabric distributors,kashion,,0,0,
20594,Cambodia,2017,733,the one fabric distributors,kashion,,0,0,
27069,Cambodia,2018,733,the one fabric distributors,kashion,,0,0,
33933,Cambodia,2019,733,the one fabric distributors,kashion,,0,0,
42554,Cambodia,2021,733,,,,,,
12201,Indonesia,2015,734,ann taylor,uniqlo,phillips van heusen,0,0,1
17519,Indonesia,2016,734,ann taylor,uniqlo,phillips van heusen,0,0,1
24195,Indonesia,2017,734,ann taylor,uniqlo,phillips van heusen,0,0,1
16229,Cambodia,2016,735,,,,,,
20966,Cambodia,2017,735,anko retail,knit knit,,0,0,
28295,Cambodia,2018,735,anko retail,knit knit,,0,0,
36961,Cambodia,2019,735,anko retail,knit knit,,0,0,
43151,Cambodia,2021,735,anko retail,knit knit,,0,0,
9563,Cambodia,2015,736,,,,,,
9844,Cambodia,2015,737,,,,,,
17542,Cambodia,2016,737,,,,,,
13720,Cambodia,2016,738,,,,,,
19978,Cambodia,2017,738,h&m,the cato corporation,,1,0,
27543,Cambodia,2018,738,h&m,the cato corporation,,1,0,
34455,Cambodia,2019,738,h&m,the cato corporation,,1,0,
40470,Cambodia,2020,738,h&m,the cato corporation,,1,0,
42712,Cambodia,2021,738,h&m,the cato corporation,,1,0,
11911,Cambodia,2015,739,walmart,kohl's,target,0,0,1
18048,Cambodia,2016,739,walmart,kohl's,target,0,0,1
23222,Cambodia,2017,739,walmart,kohl's,target,0,0,1
29687,Cambodia,2018,739,walmart,kohl's,target,0,0,1
17065,Cambodia,2016,741,,,,,,
10100,Cambodia,2015,742,,,,,,
10503,Cambodia,2015,744,,,,,,
16560,Cambodia,2016,744,,,,,,
13483,Cambodia,2016,746,adidas,reebok,,0,0,
21598,Cambodia,2017,746,adidas,reebok,,0,0,
28810,Cambodia,2018,746,adidas,reebok,,0,0,
42961,Cambodia,2021,746,,,,,,
9017,Cambodia,2015,747,,,,,,
17920,Cambodia,2016,747,,,,,,
22945,Cambodia,2017,747,,,,,,
37706,Cambodia,2019,747,,,,,,
41187,Cambodia,2021,747,,,,,,
11673,Cambodia,2015,749,,,,,,
17349,Cambodia,2016,749,,,,,,
23407,Cambodia,2017,749,,,,,,
15432,Cambodia,2016,750,,,,,,
22524,Cambodia,2017,750,,,,,,
32718,Cambodia,2019,750,,,,,,
42040,Cambodia,2021,750,,,,,,
11427,Cambodia,2015,751,walmart,,,0,,
17368,Cambodia,2016,751,walmart,,,0,,
22584,Cambodia,2017,751,,,,,,
30302,Cambodia,2018,751,walmart,,,0,,
36601,Cambodia,2019,751,walmart,,,0,,
40559,Cambodia,2020,751,walmart,,,0,,
11452,Cambodia,2015,752,,,,,,
18646,Cambodia,2017,752,hwi,north face,,0,0,
24895,Cambodia,2018,752,hwi,north face,,0,0,
32516,Cambodia,2019,752,hwi,north face,,0,0,
14180,Cambodia,2016,753,pvh,guess,,1,0,
20530,Cambodia,2017,753,pvh,guess,,1,0,
27528,Cambodia,2018,753,,,,,,
33909,Cambodia,2019,753,pvh,guess,,1,0,
40802,Cambodia,2020,753,pvh,guess,,1,0,
15708,Cambodia,2016,754,,,,,,
20754,Cambodia,2017,754,,,,,,
9085,Cambodia,2015,755,gap,walmart,,1,0,
15258,Cambodia,2016,755,gap,walmart,,1,0,
21563,Cambodia,2017,755,gap,walmart,,1,0,
29054,Cambodia,2018,755,gap,walmart,,1,0,
38776,Cambodia,2020,755,,,,,,
42466,Cambodia,2021,755,gap,walmart,,1,0,
10414,Cambodia,2015,756,,,,,,
16666,Cambodia,2016,756,gap,walmart,,1,0,
20777,Cambodia,2017,756,gap,walmart,,1,0,
27832,Cambodia,2018,756,gap,walmart,,1,0,
34335,Cambodia,2019,756,gap,walmart,,1,0,
40007,Cambodia,2020,756,gap,walmart,,1,0,
11994,Cambodia,2015,757,,,,,,
18219,Cambodia,2016,757,,,,,,
23735,Cambodia,2017,757,,,,,,
11328,Cambodia,2015,758,,,,,,
17431,Cambodia,2016,758,,,,,,
23589,Cambodia,2017,758,,,,,,
39060,Cambodia,2020,758,,,,,,
12727,Cambodia,2016,759,,,,,,
18612,Cambodia,2017,759,h&m,,,1,,
25561,Cambodia,2018,759,h&m,,,1,,
12624,Cambodia,2015,760,,,,,,
12874,Vietnam,2016,761,llbean,vf,under amour,,,
19776,Vietnam,2017,761,llbean,vf,under amour,,,
26634,Vietnam,2018,761,llbean,vf,under amour,,,
33814,Vietnam,2019,761,llbean,vf,under amour,,,
39455,Vietnam,2020,761,llbean,vf,under amour,,,
42160,Vietnam,2021,761,llbean,vf,under amour,,,
14951,Cambodia,2016,762,,,,,,
20911,Cambodia,2017,762,high life llc,,,0,,
27757,Cambodia,2018,762,high life llc,,,0,,
34858,Cambodia,2019,762,high life llc,,,0,,
9617,Cambodia,2015,763,,,,,,
15239,Cambodia,2016,763,spirit,volcom canada,,0,0,
20598,Cambodia,2017,763,spirit,volcom canada,,0,0,
27770,Cambodia,2018,763,spirit,volcom canada,,0,0,
34269,Cambodia,2019,763,spirit,volcom canada,,0,0,
41377,Cambodia,2021,763,spirit,volcom canada,,0,0,
9950,Cambodia,2015,767,,,,,,
18111,Cambodia,2016,767,,,,,,
25350,Cambodia,2018,767,,,,,,
32885,Cambodia,2019,767,,,,,,
18253,Cambodia,2016,769,,,,,,
25316,Cambodia,2018,769,,,,,,
34219,Cambodia,2019,769,,,,,,
43035,Cambodia,2021,769,,,,,,
12044,Cambodia,2015,772,,,,,,
12323,Cambodia,2015,773,,,,,,
21378,Cambodia,2017,773,,,,,,
32030,Cambodia,2019,773,,,,,,
9454,Cambodia,2015,775,mgt,,,0,,
17543,Cambodia,2016,775,mgt,,,0,,
21734,Cambodia,2017,775,mgt,,,0,,
29270,Cambodia,2018,775,mgt,,,0,,
36250,Cambodia,2019,775,mgt,,,0,,
40662,Cambodia,2020,775,,,,,,
8122,Indonesia,2015,778,,,,,,
12852,Cambodia,2015,781,,,,,,
19707,Cambodia,2017,781,,,,,,
27411,Cambodia,2018,781,,,,,,
33533,Cambodia,2019,781,,,,,,
40728,Cambodia,2020,781,,,,,,
11448,Cambodia,2015,783,uniqlo,levi's,,0,1,
16981,Cambodia,2016,783,,,,,,
22861,Cambodia,2017,783,uniqlo,levi's,,0,1,
30039,Cambodia,2018,783,uniqlo,levi's,,0,1,
36495,Cambodia,2019,783,uniqlo,levi's,,0,1,
15141,Cambodia,2016,784,,,,,,
20768,Cambodia,2017,784,,,,,,
9648,Cambodia,2015,785,,,,,,
15646,Cambodia,2016,785,,,,,,
10691,Cambodia,2015,787,,,,,,
13919,Cambodia,2016,788,,,,,,
20517,Cambodia,2017,788,,,,,,
28748,Cambodia,2018,788,,,,,,
35679,Cambodia,2019,788,,,,,,
41641,Cambodia,2021,788,,,,,,
16227,Cambodia,2016,789,,,,,,
22393,Cambodia,2017,789,stars design,,,0,,
29636,Cambodia,2018,789,stars design,,,0,,
36295,Cambodia,2019,789,stars design,,,0,,
14802,Cambodia,2016,790,,,,,,
11168,Cambodia,2015,792,,,,,,
16977,Cambodia,2016,792,one step up,the genuine canadian corp.,,0,0,
22580,Cambodia,2017,792,one step up,the genuine canadian corp.,,0,0,
30004,Cambodia,2018,792,one step up,the genuine canadian corp.,,0,0,
36878,Cambodia,2019,792,one step up,the genuine canadian corp.,,0,0,
41386,Cambodia,2021,792,one step up,the genuine canadian corp.,,0,0,
11128,Cambodia,2015,795,,,,,,
14238,Cambodia,2016,796,michael miller,,,0,,
19685,Cambodia,2017,796,michael miller,,,0,,
27270,Cambodia,2018,796,,,,,,
33705,Cambodia,2019,796,michael miller,,,0,,
12419,Cambodia,2015,797,,,,,,
18398,Cambodia,2017,797,,,,,,
24838,Cambodia,2018,797,,,,,,
13546,Vietnam,2016,799,,,,,,
15453,Cambodia,2016,801,torrid,guess,,0,0,
22454,Cambodia,2017,801,,,,,,
29243,Cambodia,2018,801,torrid,guess,,0,0,
41471,Cambodia,2021,801,torrid,guess,,0,0,
39949,Cambodia,2020,803,,,,,,
42660,Cambodia,2021,803,,,,,,
17289,Cambodia,2016,805,,,,,,
21792,Cambodia,2017,805,,,,,,
12867,Cambodia,2015,806,,,,,,
18024,Cambodia,2016,806,,,,,,
24087,Cambodia,2017,806,,,,,,
38282,Cambodia,2020,806,,,,,,
42529,Cambodia,2021,806,,,,,,
16663,Cambodia,2016,807,,,,,,
24841,Cambodia,2018,807,,,,,,
33972,Cambodia,2019,807,,,,,,
42608,Cambodia,2021,807,,,,,,
17124,Cambodia,2016,808,,,,,,
23964,Cambodia,2017,808,,,,,,
34118,Cambodia,2019,808,,,,,,
42883,Cambodia,2021,808,,,,,,
10129,Cambodia,2015,809,,,,,,
15923,Cambodia,2016,809,,,,,,
21613,Cambodia,2017,809,,,,,,
30005,Cambodia,2018,809,,,,,,
37579,Cambodia,2019,809,,,,,,
40683,Cambodia,2020,809,,,,,,
14353,Cambodia,2016,810,asos,h&m,,1,1,
20412,Cambodia,2017,810,asos,h&m,,1,1,
27438,Cambodia,2018,810,asos,h&m,,1,1,
35684,Cambodia,2019,810,asos,h&m,,1,1,
40401,Cambodia,2020,810,asos,h&m,,1,1,
43446,Cambodia,2021,810,,,,,,
11381,Cambodia,2015,811,,,,,,
18335,Cambodia,2017,811,,,,,,
14487,Cambodia,2016,812,nygard,,,0,,
20691,Cambodia,2017,812,nygard,,,0,,
26985,Cambodia,2018,812,nygard,,,0,,
34413,Cambodia,2019,812,,,,,,
13308,Cambodia,2016,813,adidas,reebok,,0,0,
18856,Cambodia,2017,813,adidas,reebok,,0,0,
26819,Cambodia,2018,813,adidas,reebok,,0,0,
34428,Cambodia,2019,813,,,,,,
43099,Cambodia,2021,813,adidas,reebok,,0,0,
12416,Cambodia,2015,815,,,,,,
17317,Cambodia,2016,815,,,,,,
22640,Cambodia,2017,815,,,,,,
33943,Cambodia,2019,815,,,,,,
10553,Cambodia,2015,816,,,,,,
16268,Cambodia,2016,816,,,,,,
10550,Cambodia,2015,817,,,,,,
16954,Cambodia,2016,817,zenana,,,0,,
22825,Cambodia,2017,817,zenana,,,0,,
30016,Cambodia,2018,817,zenana,,,0,,
36300,Cambodia,2019,817,zenana,,,0,,
40652,Cambodia,2020,817,zenana,,,0,,
43294,Cambodia,2021,817,zenana,,,0,,
16055,Cambodia,2016,818,,,,,,
10112,Cambodia,2015,819,,,,,,
18231,Cambodia,2017,819,,,,,,
11217,Cambodia,2015,820,,,,,,
18098,Cambodia,2016,820,,,,,,
24310,Cambodia,2017,820,,,,,,
31722,Cambodia,2019,820,,,,,,
14127,Cambodia,2016,821,,,,,,
20578,Cambodia,2017,821,ambiance,walmart,,0,0,
29053,Cambodia,2018,821,ambiance,walmart,,0,0,
35443,Cambodia,2019,821,ambiance,walmart,,0,0,
40339,Cambodia,2020,821,ambiance,walmart,,0,0,
12615,Cambodia,2015,825,american global logistics,,,0,,
18416,Cambodia,2017,825,american global logistics,,,0,,
25645,Cambodia,2018,825,american global logistics,,,0,,
32139,Cambodia,2019,825,american global logistics,,,0,,
39154,Cambodia,2020,825,american global logistics,,,0,,
42472,Cambodia,2021,825,,,,,,
17128,Cambodia,2016,827,,,,,,
12318,Cambodia,2015,828,burleigh point,ealytex international,,0,0,
18468,Cambodia,2017,828,,,,,,
24806,Cambodia,2018,828,burleigh point,ealytex international,,0,0,
37796,Cambodia,2019,828,burleigh point,ealytex international,,0,0,
41329,Cambodia,2021,828,burleigh point,ealytex international,,0,0,
12119,Cambodia,2015,829,,,,,,
17987,Cambodia,2016,829,,,,,,
24478,Cambodia,2018,829,,,,,,
31731,Cambodia,2019,829,,,,,,
38712,Cambodia,2020,829,,,,,,
9878,Cambodia,2015,830,,,,,,
16552,Cambodia,2016,830,nygard international,,,0,,
22775,Cambodia,2017,830,nygard international,,,0,,
29673,Cambodia,2018,830,nygard international,,,0,,
10547,Cambodia,2015,832,,,,,,
16047,Cambodia,2016,832,,,,,,
13404,Cambodia,2016,833,,,,,,
14601,Cambodia,2016,835,,,,,,
12427,Cambodia,2015,836,,,,,,
17640,Cambodia,2016,836,,,,,,
24350,Cambodia,2017,836,,,,,,
11600,Cambodia,2015,838,,,,,,
17892,Cambodia,2016,838,,,,,,
24337,Cambodia,2017,838,,,,,,
14572,Cambodia,2016,839,,,,,,
24059,Cambodia,2017,839,,,,,,
32410,Cambodia,2019,839,,,,,,
9673,Cambodia,2015,840,,,,,,
21234,Cambodia,2017,840,under armour,,,0,,
29295,Cambodia,2018,840,under armour,,,0,,
40546,Cambodia,2020,840,under armour,,,0,,
10259,Cambodia,2015,841,,,,,,
18919,Cambodia,2017,841,williamson dickie,,,0,,
26134,Cambodia,2018,841,williamson dickie,,,0,,
10820,Cambodia,2015,842,,,,,,
16648,Cambodia,2016,842,,,,,,
16430,Indonesia,2016,843,,,,,,
12229,Indonesia,2015,844,carter's,top ten /polham,daiz,0,0,0
17598,Indonesia,2016,844,carter's,top ten /polham,daiz,0,0,0
24222,Indonesia,2017,844,carter's,top ten /polham,daiz,0,0,0
13543,Cambodia,2016,845,artic imports,,,0,,
19939,Cambodia,2017,845,,,,,,
26381,Cambodia,2018,845,artic imports,,,0,,
33761,Cambodia,2019,845,artic imports,,,0,,
42368,Cambodia,2021,845,artic imports,,,0,,
9911,Cambodia,2015,846,,,,,,
17394,Cambodia,2016,846,novatex,,,0,,
23494,Cambodia,2017,846,novatex,,,0,,
30274,Cambodia,2018,846,novatex,,,0,,
37589,Cambodia,2019,846,novatex,,,0,,
40787,Cambodia,2020,846,novatex,,,0,,
43750,Cambodia,2021,846,novatex,,,0,,
10033,Cambodia,2015,847,,,,,,
18220,Cambodia,2016,847,,,,,,
26053,Cambodia,2018,847,,,,,,
33655,Cambodia,2019,847,,,,,,
41023,Cambodia,2021,847,,,,,,
13336,Cambodia,2016,848,,,,,,
18860,Cambodia,2017,848,ys,,,0,,
25425,Cambodia,2018,848,ys,,,0,,
32414,Cambodia,2019,848,ys,,,0,,
41411,Cambodia,2021,848,ys,,,0,,
14104,Cambodia,2016,849,,,,,,
19214,Cambodia,2017,849,,,,,,
9418,Cambodia,2015,850,,,,,,
11582,Cambodia,2015,852,high life,,,0,,
21460,Cambodia,2017,852,,,,,,
28819,Cambodia,2018,852,high life,,,0,,
35716,Cambodia,2019,852,high life,,,0,,
42844,Cambodia,2021,852,high life,,,0,,
11300,Cambodia,2015,854,,,,,,
15308,Cambodia,2016,855,delta,cancon,,0,0,
20960,Cambodia,2017,855,delta,cancon,,0,0,
16326,Cambodia,2016,856,,,,,,
23317,Cambodia,2017,856,,,,,,
31661,Cambodia,2019,856,,,,,,
16657,Cambodia,2016,857,,,,,,
30416,Cambodia,2018,857,,,,,,
10121,Cambodia,2015,858,,,,,,
16551,Cambodia,2016,858,,,,,,
22339,Cambodia,2017,858,,,,,,
29177,Cambodia,2018,858,,,,,,
35737,Cambodia,2019,858,,,,,,
9574,Cambodia,2015,860,,,,,,
16637,Cambodia,2016,861,,,,,,
24792,Cambodia,2018,861,,,,,,
33907,Cambodia,2019,861,,,,,,
42262,Cambodia,2021,861,,,,,,
15793,Cambodia,2016,862,,,,,,
22537,Cambodia,2017,862,,,,,,
12799,Cambodia,2015,863,,,,,,
23891,Cambodia,2017,863,,,,,,
11741,Cambodia,2015,864,,,,,,
17751,Cambodia,2016,864,,,,,,
11834,Cambodia,2015,865,,,,,,
17447,Cambodia,2016,865,,,,,,
23536,Cambodia,2017,865,,,,,,
37985,Cambodia,2019,865,,,,,,
41876,Cambodia,2021,865,,,,,,
14093,Cambodia,2016,867,thoughts embellished,,,0,,
20318,Cambodia,2017,867,,,,,,
27804,Cambodia,2018,867,thoughts embellished,,,0,,
33975,Cambodia,2019,867,thoughts embellished,,,0,,
42890,Cambodia,2021,867,thoughts embellished,,,0,,
9795,Cambodia,2015,868,,,,,,
15331,Cambodia,2016,868,,,,,,
21316,Cambodia,2017,868,,,,,,
12782,Cambodia,2016,869,h&m,,,1,,
18716,Cambodia,2017,869,h&m,,,1,,
24554,Cambodia,2017,869,,,,,,
38300,Cambodia,2020,869,h&m,,,1,,
9751,Cambodia,2015,870,,,,,,
10833,Cambodia,2015,871,j.crew,,,1,,
17347,Cambodia,2016,871,j.crew,,,1,,
23108,Cambodia,2017,871,j.crew,,,1,,
30307,Cambodia,2018,871,,,,,,
37021,Cambodia,2019,871,j.crew,,,1,,
40663,Cambodia,2020,871,j.crew,,,1,,
11405,Cambodia,2015,873,,,,,,
9593,Cambodia,2015,875,,,,,,
14637,Cambodia,2016,875,,,,,,
20760,Cambodia,2017,875,,,,,,
15066,Cambodia,2016,876,,,,,,
20602,Cambodia,2017,876,,,,,,
11373,Cambodia,2015,878,,,,,,
17396,Cambodia,2016,878,,,,,,
23062,Cambodia,2017,878,,,,,,
30046,Cambodia,2018,878,,,,,,
36753,Cambodia,2019,878,,,,,,
40733,Cambodia,2020,878,,,,,,
10828,Cambodia,2015,879,jjs mae,,,0,,
16323,Cambodia,2016,879,,,,,,
23239,Cambodia,2017,879,jjs mae,,,0,,
30187,Cambodia,2018,879,jjs mae,,,0,,
38131,Cambodia,2020,879,jjs mae,,,0,,
41464,Cambodia,2021,879,jjs mae,,,0,,
13896,Cambodia,2016,880,adidas,,,0,,
20524,Cambodia,2017,880,adidas,,,0,,
28030,Cambodia,2018,880,adidas,,,0,,
35845,Cambodia,2019,880,adidas,,,0,,
40402,Cambodia,2020,880,,,,,,
43441,Cambodia,2021,880,adidas,,,0,,
11843,Cambodia,2015,883,,,,,,
17610,Cambodia,2016,883,,,,,,
24193,Cambodia,2017,883,,,,,,
32038,Cambodia,2019,883,,,,,,
38989,Cambodia,2020,883,,,,,,
42372,Cambodia,2021,883,,,,,,
11826,Cambodia,2015,884,,,,,,
13365,Cambodia,2016,885,,,,,,
18721,Cambodia,2017,885,hanim america,,,0,,
24846,Cambodia,2018,885,hanim america,,,0,,
32639,Cambodia,2019,885,hanim america,,,0,,
40626,Cambodia,2020,885,hanim america,,,0,,
15533,Cambodia,2016,886,,,,,,
14940,Cambodia,2016,889,destination maternity,,,0,,
22540,Cambodia,2017,889,destination maternity,,,0,,
29445,Cambodia,2018,889,,,,,,
38303,Cambodia,2020,889,destination maternity,,,0,,
42546,Cambodia,2021,889,destination maternity,,,0,,
9442,Cambodia,2015,890,,,,,,
17641,Cambodia,2016,890,,,,,,
24454,Cambodia,2017,890,,,,,,
34076,Cambodia,2019,890,,,,,,
11454,Cambodia,2015,893,mias fashion,,,0,,
17282,Cambodia,2016,893,mias fashion,,,0,,
22951,Cambodia,2017,893,,,,,,
30673,Cambodia,2018,893,mias fashion,,,0,,
37162,Cambodia,2019,893,mias fashion,,,0,,
41082,Cambodia,2021,893,mias fashion,,,0,,
10815,Cambodia,2015,894,jeno neuman & files,,,0,,
18437,Cambodia,2017,894,jeno neuman & files,,,0,,
25824,Cambodia,2018,894,jeno neuman & files,,,0,,
34182,Cambodia,2019,894,,,,,,
13027,Cambodia,2016,896,,,,,,
19140,Cambodia,2017,896,ralph lauren,,,1,,
26175,Cambodia,2018,896,ralph lauren,,,1,,
35497,Cambodia,2019,896,ralph lauren,,,1,,
41408,Cambodia,2021,896,ralph lauren,,,1,,
13339,Cambodia,2016,897,,,,,,
13080,Cambodia,2016,900,giorgio armani,,,0,,
19504,Cambodia,2017,900,giorgio armani,,,0,,
25836,Cambodia,2018,900,giorgio armani,,,0,,
32998,Cambodia,2019,900,,,,,,
40705,Cambodia,2020,900,giorgio armani,,,0,,
10206,Cambodia,2015,901,nri usa,,,0,,
13325,Cambodia,2016,901,nri usa,,,0,,
20159,Cambodia,2017,901,nri usa,,,0,,
27048,Cambodia,2018,901,nri usa,,,0,,
35185,Cambodia,2019,901,,,,,,
12460,Cambodia,2015,902,bbc apparel,,,0,,
18346,Cambodia,2017,902,,,,,,
26152,Cambodia,2018,902,bbc apparel,,,0,,
33631,Cambodia,2019,902,bbc apparel,,,0,,
42486,Cambodia,2021,902,bbc apparel,,,0,,
10447,Cambodia,2015,903,tellas,,,0,,
15477,Cambodia,2016,903,,,,,,
20774,Cambodia,2017,903,tellas,,,0,,
27999,Cambodia,2018,903,tellas,,,0,,
34332,Cambodia,2019,903,tellas,,,0,,
39965,Cambodia,2020,903,tellas,,,0,,
43235,Cambodia,2021,903,tellas,,,0,,
11618,Cambodia,2015,906,,,,,,
19514,Cambodia,2017,906,,,,,,
31838,Cambodia,2019,906,,,,,,
9932,Cambodia,2015,907,desigual,,,0,,
15773,Cambodia,2016,907,,,,,,
21817,Cambodia,2017,907,desigual,,,0,,
29387,Cambodia,2018,907,desigual,,,0,,
36262,Cambodia,2019,907,desigual,,,0,,
42837,Cambodia,2021,907,desigual,,,0,,
10567,Cambodia,2015,909,lollytogs,,,0,,
16403,Cambodia,2016,909,lollytogs,,,0,,
22727,Cambodia,2017,909,lollytogs,,,0,,
30086,Cambodia,2018,909,,,,,,
38232,Cambodia,2020,909,lollytogs,,,0,,
42817,Cambodia,2021,909,lollytogs,,,0,,
9321,Cambodia,2015,911,,,,,,
14428,Cambodia,2016,911,h&m,,,1,,
20644,Cambodia,2017,911,h&m,,,1,,
29341,Cambodia,2018,911,h&m,,,1,,
35268,Cambodia,2019,911,h&m,,,1,,
40242,Cambodia,2020,911,h&m,,,1,,
43574,Cambodia,2021,911,h&m,,,1,,
10566,Cambodia,2015,912,h&m,,,1,,
15339,Cambodia,2016,912,,,,,,
